PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
NOR,1,1934,.,1,1,27,O,3616,.,.,.,1
NOR,1,1934,.,2,1,27,O,3184,.,.,.,1
NOR,1,1934,.,3,1,27,O,3784,.,.,.,1
NOR,1,1934,.,4,1,27,O,3701,.,.,.,1
NOR,1,1934,.,5,1,27,O,3889,.,.,.,1
NOR,1,1934,.,6,1,27,O,3483,.,.,.,1
NOR,1,1934,.,7,1,27,O,3595,.,.,.,1
NOR,1,1934,.,8,1,27,O,3390,.,.,.,1
NOR,1,1934,.,9,1,27,O,3502,.,.,.,1
NOR,1,1934,.,10,1,27,O,3439,.,.,.,1
NOR,1,1934,.,11,1,27,O,2914,.,.,.,1
NOR,1,1934,.,12,1,27,O,3336,.,.,.,1
NOR,1,1934,.,TOT,1,27,O,41833,.,.,.,1
NOR,1,1934,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1935,.,1,1,27,O,3401,.,.,.,1
NOR,1,1935,.,2,1,27,O,3519,.,.,.,1
NOR,1,1935,.,3,1,27,O,3728,.,.,.,1
NOR,1,1935,.,4,1,27,O,3910,.,.,.,1
NOR,1,1935,.,5,1,27,O,3780,.,.,.,1
NOR,1,1935,.,6,1,27,O,3574,.,.,.,1
NOR,1,1935,.,7,1,27,O,3443,.,.,.,1
NOR,1,1935,.,8,1,27,O,3365,.,.,.,1
NOR,1,1935,.,9,1,27,O,3432,.,.,.,1
NOR,1,1935,.,10,1,27,O,3187,.,.,.,1
NOR,1,1935,.,11,1,27,O,2891,.,.,.,1
NOR,1,1935,.,12,1,27,O,3089,.,.,.,1
NOR,1,1935,.,TOT,1,27,O,41321,.,.,.,1
NOR,1,1935,.,UNK,1,27,O,2,.,.,.,1
NOR,1,1936,.,1,1,27,O,3443,.,.,.,1
NOR,1,1936,.,2,1,27,O,3484,.,.,.,1
NOR,1,1936,.,3,1,27,O,3835,.,.,.,1
NOR,1,1936,.,4,1,27,O,3910,.,.,.,1
NOR,1,1936,.,5,1,27,O,3973,.,.,.,1
NOR,1,1936,.,6,1,27,O,3521,.,.,.,1
NOR,1,1936,.,7,1,27,O,3539,.,.,.,1
NOR,1,1936,.,8,1,27,O,3392,.,.,.,1
NOR,1,1936,.,9,1,27,O,3567,.,.,.,1
NOR,1,1936,.,10,1,27,O,3337,.,.,.,1
NOR,1,1936,.,11,1,27,O,3019,.,.,.,1
NOR,1,1936,.,12,1,27,O,3220,.,.,.,1
NOR,1,1936,.,TOT,1,27,O,42240,.,.,.,1
NOR,1,1936,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1937,.,1,1,27,O,3506,.,.,.,1
NOR,1,1937,.,2,1,27,O,3422,.,.,.,1
NOR,1,1937,.,3,1,27,O,4051,.,.,.,1
NOR,1,1937,.,4,1,27,O,3961,.,.,.,1
NOR,1,1937,.,5,1,27,O,3968,.,.,.,1
NOR,1,1937,.,6,1,27,O,3773,.,.,.,1
NOR,1,1937,.,7,1,27,O,3745,.,.,.,1
NOR,1,1937,.,8,1,27,O,3561,.,.,.,1
NOR,1,1937,.,9,1,27,O,3779,.,.,.,1
NOR,1,1937,.,10,1,27,O,3374,.,.,.,1
NOR,1,1937,.,11,1,27,O,3212,.,.,.,1
NOR,1,1937,.,12,1,27,O,3456,.,.,.,1
NOR,1,1937,.,TOT,1,27,O,43808,.,.,.,1
NOR,1,1937,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1938,.,1,1,27,O,3593,.,.,.,1
NOR,1,1938,.,2,1,27,O,3638,.,.,.,1
NOR,1,1938,.,3,1,27,O,4328,.,.,.,1
NOR,1,1938,.,4,1,27,O,4212,.,.,.,1
NOR,1,1938,.,5,1,27,O,4264,.,.,.,1
NOR,1,1938,.,6,1,27,O,3898,.,.,.,1
NOR,1,1938,.,7,1,27,O,3819,.,.,.,1
NOR,1,1938,.,8,1,27,O,3642,.,.,.,1
NOR,1,1938,.,9,1,27,O,3812,.,.,.,1
NOR,1,1938,.,10,1,27,O,3443,.,.,.,1
NOR,1,1938,.,11,1,27,O,3240,.,.,.,1
NOR,1,1938,.,12,1,27,O,3430,.,.,.,1
NOR,1,1938,.,TOT,1,27,O,45319,.,.,.,1
NOR,1,1938,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1939,.,1,1,27,O,3876,.,.,.,1
NOR,1,1939,.,2,1,27,O,3696,.,.,.,1
NOR,1,1939,.,3,1,27,O,4384,.,.,.,1
NOR,1,1939,.,4,1,27,O,4350,.,.,.,1
NOR,1,1939,.,5,1,27,O,4246,.,.,.,1
NOR,1,1939,.,6,1,27,O,3907,.,.,.,1
NOR,1,1939,.,7,1,27,O,3967,.,.,.,1
NOR,1,1939,.,8,1,27,O,3771,.,.,.,1
NOR,1,1939,.,9,1,27,O,3795,.,.,.,1
NOR,1,1939,.,10,1,27,O,3703,.,.,.,1
NOR,1,1939,.,11,1,27,O,3364,.,.,.,1
NOR,1,1939,.,12,1,27,O,3544,.,.,.,1
NOR,1,1939,.,TOT,1,27,O,46603,.,.,.,1
NOR,1,1939,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1940,.,1,1,27,O,3817,.,.,.,1
NOR,1,1940,.,2,1,27,O,3870,.,.,.,1
NOR,1,1940,.,3,1,27,O,4541,.,.,.,1
NOR,1,1940,.,4,1,27,O,4715,.,.,.,1
NOR,1,1940,.,5,1,27,O,4485,.,.,.,1
NOR,1,1940,.,6,1,27,O,3959,.,.,.,1
NOR,1,1940,.,7,1,27,O,4108,.,.,.,1
NOR,1,1940,.,8,1,27,O,3747,.,.,.,1
NOR,1,1940,.,9,1,27,O,4049,.,.,.,1
NOR,1,1940,.,10,1,27,O,3529,.,.,.,1
NOR,1,1940,.,11,1,27,O,3456,.,.,.,1
NOR,1,1940,.,12,1,27,O,3667,.,.,.,1
NOR,1,1940,.,TOT,1,27,O,47943,.,.,.,1
NOR,1,1940,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1941,.,1,1,27,O,3071,.,.,.,1
NOR,1,1941,.,2,1,27,O,3385,.,.,.,1
NOR,1,1941,.,3,1,27,O,4326,.,.,.,1
NOR,1,1941,.,4,1,27,O,4266,.,.,.,1
NOR,1,1941,.,5,1,27,O,4285,.,.,.,1
NOR,1,1941,.,6,1,27,O,3836,.,.,.,1
NOR,1,1941,.,7,1,27,O,4075,.,.,.,1
NOR,1,1941,.,8,1,27,O,3798,.,.,.,1
NOR,1,1941,.,9,1,27,O,4114,.,.,.,1
NOR,1,1941,.,10,1,27,O,3554,.,.,.,1
NOR,1,1941,.,11,1,27,O,3496,.,.,.,1
NOR,1,1941,.,12,1,27,O,3561,.,.,.,1
NOR,1,1941,.,TOT,1,27,O,45773,.,.,.,1
NOR,1,1941,.,UNK,1,27,O,6,.,.,.,1
NOR,1,1942,.,1,1,27,O,4289,.,.,.,1
NOR,1,1942,.,2,1,27,O,4088,.,.,.,1
NOR,1,1942,.,3,1,27,O,4786,.,.,.,1
NOR,1,1942,.,4,1,27,O,4639,.,.,.,1
NOR,1,1942,.,5,1,27,O,4501,.,.,.,1
NOR,1,1942,.,6,1,27,O,4389,.,.,.,1
NOR,1,1942,.,7,1,27,O,4503,.,.,.,1
NOR,1,1942,.,8,1,27,O,4367,.,.,.,1
NOR,1,1942,.,9,1,27,O,4774,.,.,.,1
NOR,1,1942,.,10,1,27,O,4597,.,.,.,1
NOR,1,1942,.,11,1,27,O,4112,.,.,.,1
NOR,1,1942,.,12,1,27,O,4180,.,.,.,1
NOR,1,1942,.,TOT,1,27,O,53225,.,.,.,1
NOR,1,1942,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1943,.,1,1,27,O,4324,.,.,.,1
NOR,1,1943,.,2,1,27,O,4201,.,.,.,1
NOR,1,1943,.,3,1,27,O,4995,.,.,.,1
NOR,1,1943,.,4,1,27,O,4989,.,.,.,1
NOR,1,1943,.,5,1,27,O,5180,.,.,.,1
NOR,1,1943,.,6,1,27,O,4606,.,.,.,1
NOR,1,1943,.,7,1,27,O,4704,.,.,.,1
NOR,1,1943,.,8,1,27,O,4588,.,.,.,1
NOR,1,1943,.,9,1,27,O,5035,.,.,.,1
NOR,1,1943,.,10,1,27,O,4957,.,.,.,1
NOR,1,1943,.,11,1,27,O,4662,.,.,.,1
NOR,1,1943,.,12,1,27,O,5040,.,.,.,1
NOR,1,1943,.,TOT,1,27,O,57281,.,.,.,1
NOR,1,1943,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1944,.,1,1,27,O,5246,.,.,.,1
NOR,1,1944,.,2,1,27,O,4863,.,.,.,1
NOR,1,1944,.,3,1,27,O,5784,.,.,.,1
NOR,1,1944,.,4,1,27,O,5765,.,.,.,1
NOR,1,1944,.,5,1,27,O,5549,.,.,.,1
NOR,1,1944,.,6,1,27,O,5309,.,.,.,1
NOR,1,1944,.,7,1,27,O,5193,.,.,.,1
NOR,1,1944,.,8,1,27,O,5047,.,.,.,1
NOR,1,1944,.,9,1,27,O,5148,.,.,.,1
NOR,1,1944,.,10,1,27,O,4802,.,.,.,1
NOR,1,1944,.,11,1,27,O,4544,.,.,.,1
NOR,1,1944,.,12,1,27,O,4991,.,.,.,1
NOR,1,1944,.,TOT,1,27,O,62241,.,.,.,1
NOR,1,1944,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1945,.,1,1,27,O,5141,.,.,.,1
NOR,1,1945,.,2,1,27,O,4711,.,.,.,1
NOR,1,1945,.,3,1,27,O,5722,.,.,.,1
NOR,1,1945,.,4,1,27,O,5834,.,.,.,1
NOR,1,1945,.,5,1,27,O,5632,.,.,.,1
NOR,1,1945,.,6,1,27,O,5129,.,.,.,1
NOR,1,1945,.,7,1,27,O,5117,.,.,.,1
NOR,1,1945,.,8,1,27,O,4803,.,.,.,1
NOR,1,1945,.,9,1,27,O,5095,.,.,.,1
NOR,1,1945,.,10,1,27,O,5086,.,.,.,1
NOR,1,1945,.,11,1,27,O,4665,.,.,.,1
NOR,1,1945,.,12,1,27,O,4841,.,.,.,1
NOR,1,1945,.,TOT,1,27,O,61814,.,.,.,1
NOR,1,1945,.,UNK,1,27,O,38,.,.,.,1
NOR,1,1946,.,1,1,27,O,5417,.,.,.,1
NOR,1,1946,.,2,1,27,O,5999,.,.,.,1
NOR,1,1946,.,3,1,27,O,6936,.,.,.,1
NOR,1,1946,.,4,1,27,O,7006,.,.,.,1
NOR,1,1946,.,5,1,27,O,6733,.,.,.,1
NOR,1,1946,.,6,1,27,O,5928,.,.,.,1
NOR,1,1946,.,7,1,27,O,5842,.,.,.,1
NOR,1,1946,.,8,1,27,O,5599,.,.,.,1
NOR,1,1946,.,9,1,27,O,5765,.,.,.,1
NOR,1,1946,.,10,1,27,O,5622,.,.,.,1
NOR,1,1946,.,11,1,27,O,5005,.,.,.,1
NOR,1,1946,.,12,1,27,O,4875,.,.,.,1
NOR,1,1946,.,TOT,1,27,O,70727,.,.,.,1
NOR,1,1946,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1947,.,1,1,27,O,5538,.,.,.,1
NOR,1,1947,.,2,1,27,O,5502,.,.,.,1
NOR,1,1947,.,3,1,27,O,6450,.,.,.,1
NOR,1,1947,.,4,1,27,O,6541,.,.,.,1
NOR,1,1947,.,5,1,27,O,6466,.,.,.,1
NOR,1,1947,.,6,1,27,O,5833,.,.,.,1
NOR,1,1947,.,7,1,27,O,5682,.,.,.,1
NOR,1,1947,.,8,1,27,O,5367,.,.,.,1
NOR,1,1947,.,9,1,27,O,5496,.,.,.,1
NOR,1,1947,.,10,1,27,O,5218,.,.,.,1
NOR,1,1947,.,11,1,27,O,4485,.,.,.,1
NOR,1,1947,.,12,1,27,O,5047,.,.,.,1
NOR,1,1947,.,TOT,1,27,O,67625,.,.,.,1
NOR,1,1947,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1948,.,1,1,27,O,5425,.,.,.,1
NOR,1,1948,.,2,1,27,O,5360,.,.,.,1
NOR,1,1948,.,3,1,27,O,6378,.,.,.,1
NOR,1,1948,.,4,1,27,O,6226,.,.,.,1
NOR,1,1948,.,5,1,27,O,6298,.,.,.,1
NOR,1,1948,.,6,1,27,O,5638,.,.,.,1
NOR,1,1948,.,7,1,27,O,5423,.,.,.,1
NOR,1,1948,.,8,1,27,O,5034,.,.,.,1
NOR,1,1948,.,9,1,27,O,5488,.,.,.,1
NOR,1,1948,.,10,1,27,O,4942,.,.,.,1
NOR,1,1948,.,11,1,27,O,4524,.,.,.,1
NOR,1,1948,.,12,1,27,O,4882,.,.,.,1
NOR,1,1948,.,TOT,1,27,O,65618,.,.,.,1
NOR,1,1948,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1949,.,1,1,27,O,5017,.,.,.,1
NOR,1,1949,.,2,1,27,O,4996,.,.,.,1
NOR,1,1949,.,3,1,27,O,5910,.,.,.,1
NOR,1,1949,.,4,1,27,O,5991,.,.,.,1
NOR,1,1949,.,5,1,27,O,6073,.,.,.,1
NOR,1,1949,.,6,1,27,O,5456,.,.,.,1
NOR,1,1949,.,7,1,27,O,5380,.,.,.,1
NOR,1,1949,.,8,1,27,O,5029,.,.,.,1
NOR,1,1949,.,9,1,27,O,5171,.,.,.,1
NOR,1,1949,.,10,1,27,O,4783,.,.,.,1
NOR,1,1949,.,11,1,27,O,4467,.,.,.,1
NOR,1,1949,.,12,1,27,O,4779,.,.,.,1
NOR,1,1949,.,TOT,1,27,O,63052,.,.,.,1
NOR,1,1949,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1950,.,1,1,27,O,5180,.,.,.,1
NOR,1,1950,.,2,1,27,O,4923,.,.,.,1
NOR,1,1950,.,3,1,27,O,5891,.,.,.,1
NOR,1,1950,.,4,1,27,O,6129,.,.,.,1
NOR,1,1950,.,5,1,27,O,5846,.,.,.,1
NOR,1,1950,.,6,1,27,O,5434,.,.,.,1
NOR,1,1950,.,7,1,27,O,5107,.,.,.,1
NOR,1,1950,.,8,1,27,O,4867,.,.,.,1
NOR,1,1950,.,9,1,27,O,5008,.,.,.,1
NOR,1,1950,.,10,1,27,O,4814,.,.,.,1
NOR,1,1950,.,11,1,27,O,4429,.,.,.,1
NOR,1,1950,.,12,1,27,O,4782,.,.,.,1
NOR,1,1950,.,TOT,1,27,O,62410,.,.,.,1
NOR,1,1950,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1951,.,1,1,27,O,5074,.,.,.,1
NOR,1,1951,.,2,1,27,O,4982,.,.,.,1
NOR,1,1951,.,3,1,27,O,5681,.,.,.,1
NOR,1,1951,.,4,1,27,O,5847,.,.,.,1
NOR,1,1951,.,5,1,27,O,5675,.,.,.,1
NOR,1,1951,.,6,1,27,O,5356,.,.,.,1
NOR,1,1951,.,7,1,27,O,5138,.,.,.,1
NOR,1,1951,.,8,1,27,O,4666,.,.,.,1
NOR,1,1951,.,9,1,27,O,4730,.,.,.,1
NOR,1,1951,.,10,1,27,O,4500,.,.,.,1
NOR,1,1951,.,11,1,27,O,4253,.,.,.,1
NOR,1,1951,.,12,1,27,O,4669,.,.,.,1
NOR,1,1951,.,TOT,1,27,O,60571,.,.,.,1
NOR,1,1951,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1952,.,1,1,27,O,4896,.,.,.,1
NOR,1,1952,.,2,1,27,O,4843,.,.,.,1
NOR,1,1952,.,3,1,27,O,5732,.,.,.,1
NOR,1,1952,.,4,1,27,O,6087,.,.,.,1
NOR,1,1952,.,5,1,27,O,5864,.,.,.,1
NOR,1,1952,.,6,1,27,O,5212,.,.,.,1
NOR,1,1952,.,7,1,27,O,5213,.,.,.,1
NOR,1,1952,.,8,1,27,O,5062,.,.,.,1
NOR,1,1952,.,9,1,27,O,5465,.,.,.,1
NOR,1,1952,.,10,1,27,O,4955,.,.,.,1
NOR,1,1952,.,11,1,27,O,4500,.,.,.,1
NOR,1,1952,.,12,1,27,O,4714,.,.,.,1
NOR,1,1952,.,TOT,1,27,O,62543,.,.,.,1
NOR,1,1952,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1953,.,1,1,27,O,5299,.,.,.,1
NOR,1,1953,.,2,1,27,O,4984,.,.,.,1
NOR,1,1953,.,3,1,27,O,5994,.,.,.,1
NOR,1,1953,.,4,1,27,O,5956,.,.,.,1
NOR,1,1953,.,5,1,27,O,5868,.,.,.,1
NOR,1,1953,.,6,1,27,O,5427,.,.,.,1
NOR,1,1953,.,7,1,27,O,5209,.,.,.,1
NOR,1,1953,.,8,1,27,O,5051,.,.,.,1
NOR,1,1953,.,9,1,27,O,5291,.,.,.,1
NOR,1,1953,.,10,1,27,O,4824,.,.,.,1
NOR,1,1953,.,11,1,27,O,4315,.,.,.,1
NOR,1,1953,.,12,1,27,O,4767,.,.,.,1
NOR,1,1953,.,TOT,1,27,O,62985,.,.,.,1
NOR,1,1953,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1954,.,1,1,27,O,5001,.,.,.,1
NOR,1,1954,.,2,1,27,O,4950,.,.,.,1
NOR,1,1954,.,3,1,27,O,5650,.,.,.,1
NOR,1,1954,.,4,1,27,O,5859,.,.,.,1
NOR,1,1954,.,5,1,27,O,5797,.,.,.,1
NOR,1,1954,.,6,1,27,O,5452,.,.,.,1
NOR,1,1954,.,7,1,27,O,5298,.,.,.,1
NOR,1,1954,.,8,1,27,O,5135,.,.,.,1
NOR,1,1954,.,9,1,27,O,5264,.,.,.,1
NOR,1,1954,.,10,1,27,O,4975,.,.,.,1
NOR,1,1954,.,11,1,27,O,4547,.,.,.,1
NOR,1,1954,.,12,1,27,O,4811,.,.,.,1
NOR,1,1954,.,TOT,1,27,O,62739,.,.,.,1
NOR,1,1954,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1955,.,1,1,27,O,5175,.,.,.,1
NOR,1,1955,.,2,1,27,O,4842,.,.,.,1
NOR,1,1955,.,3,1,27,O,6021,.,.,.,1
NOR,1,1955,.,4,1,27,O,5901,.,.,.,1
NOR,1,1955,.,5,1,27,O,5816,.,.,.,1
NOR,1,1955,.,6,1,27,O,5233,.,.,.,1
NOR,1,1955,.,7,1,27,O,5597,.,.,.,1
NOR,1,1955,.,8,1,27,O,5219,.,.,.,1
NOR,1,1955,.,9,1,27,O,5427,.,.,.,1
NOR,1,1955,.,10,1,27,O,4903,.,.,.,1
NOR,1,1955,.,11,1,27,O,4490,.,.,.,1
NOR,1,1955,.,12,1,27,O,4928,.,.,.,1
NOR,1,1955,.,TOT,1,27,O,63552,.,.,.,1
NOR,1,1955,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1956,.,1,1,27,O,4942,.,.,.,1
NOR,1,1956,.,2,1,27,O,5222,.,.,.,1
NOR,1,1956,.,3,1,27,O,5923,.,.,.,1
NOR,1,1956,.,4,1,27,O,5928,.,.,.,1
NOR,1,1956,.,5,1,27,O,6026,.,.,.,1
NOR,1,1956,.,6,1,27,O,5577,.,.,.,1
NOR,1,1956,.,7,1,27,O,5363,.,.,.,1
NOR,1,1956,.,8,1,27,O,5249,.,.,.,1
NOR,1,1956,.,9,1,27,O,5417,.,.,.,1
NOR,1,1956,.,10,1,27,O,4821,.,.,.,1
NOR,1,1956,.,11,1,27,O,4643,.,.,.,1
NOR,1,1956,.,12,1,27,O,5060,.,.,.,1
NOR,1,1956,.,TOT,1,27,O,64171,.,.,.,1
NOR,1,1956,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1957,.,1,1,27,O,5020,.,.,.,1
NOR,1,1957,.,2,1,27,O,4733,.,.,.,1
NOR,1,1957,.,3,1,27,O,5737,.,.,.,1
NOR,1,1957,.,4,1,27,O,5933,.,.,.,1
NOR,1,1957,.,5,1,27,O,5855,.,.,.,1
NOR,1,1957,.,6,1,27,O,5339,.,.,.,1
NOR,1,1957,.,7,1,27,O,5287,.,.,.,1
NOR,1,1957,.,8,1,27,O,5083,.,.,.,1
NOR,1,1957,.,9,1,27,O,5421,.,.,.,1
NOR,1,1957,.,10,1,27,O,5018,.,.,.,1
NOR,1,1957,.,11,1,27,O,4652,.,.,.,1
NOR,1,1957,.,12,1,27,O,4985,.,.,.,1
NOR,1,1957,.,TOT,1,27,O,63063,.,.,.,1
NOR,1,1957,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1958,.,1,1,27,O,5350,.,.,.,1
NOR,1,1958,.,2,1,27,O,4927,.,.,.,1
NOR,1,1958,.,3,1,27,O,5745,.,.,.,1
NOR,1,1958,.,4,1,27,O,6000,.,.,.,1
NOR,1,1958,.,5,1,27,O,5796,.,.,.,1
NOR,1,1958,.,6,1,27,O,5272,.,.,.,1
NOR,1,1958,.,7,1,27,O,5003,.,.,.,1
NOR,1,1958,.,8,1,27,O,4686,.,.,.,1
NOR,1,1958,.,9,1,27,O,5323,.,.,.,1
NOR,1,1958,.,10,1,27,O,5104,.,.,.,1
NOR,1,1958,.,11,1,27,O,4674,.,.,.,1
NOR,1,1958,.,12,1,27,O,5105,.,.,.,1
NOR,1,1958,.,TOT,1,27,O,62985,.,.,.,1
NOR,1,1958,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1959,.,1,1,27,O,5154,.,.,.,1
NOR,1,1959,.,2,1,27,O,4879,.,.,.,1
NOR,1,1959,.,3,1,27,O,5746,.,.,.,1
NOR,1,1959,.,4,1,27,O,5918,.,.,.,1
NOR,1,1959,.,5,1,27,O,5854,.,.,.,1
NOR,1,1959,.,6,1,27,O,5392,.,.,.,1
NOR,1,1959,.,7,1,27,O,5221,.,.,.,1
NOR,1,1959,.,8,1,27,O,5052,.,.,.,1
NOR,1,1959,.,9,1,27,O,5351,.,.,.,1
NOR,1,1959,.,10,1,27,O,4995,.,.,.,1
NOR,1,1959,.,11,1,27,O,4549,.,.,.,1
NOR,1,1959,.,12,1,27,O,4894,.,.,.,1
NOR,1,1959,.,TOT,1,27,O,63005,.,.,.,1
NOR,1,1959,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1960,.,1,1,27,O,4668,.,.,.,1
NOR,1,1960,.,2,1,27,O,4969,.,.,.,1
NOR,1,1960,.,3,1,27,O,5863,.,.,.,1
NOR,1,1960,.,4,1,27,O,5873,.,.,.,1
NOR,1,1960,.,5,1,27,O,5575,.,.,.,1
NOR,1,1960,.,6,1,27,O,5295,.,.,.,1
NOR,1,1960,.,7,1,27,O,5198,.,.,.,1
NOR,1,1960,.,8,1,27,O,5081,.,.,.,1
NOR,1,1960,.,9,1,27,O,5318,.,.,.,1
NOR,1,1960,.,10,1,27,O,4935,.,.,.,1
NOR,1,1960,.,11,1,27,O,4499,.,.,.,1
NOR,1,1960,.,12,1,27,O,4606,.,.,.,1
NOR,1,1960,.,TOT,1,27,O,61880,.,.,.,1
NOR,1,1960,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1961,.,1,1,27,O,5028,.,.,.,1
NOR,1,1961,.,2,1,27,O,4736,.,.,.,1
NOR,1,1961,.,3,1,27,O,5644,.,.,.,1
NOR,1,1961,.,4,1,27,O,5856,.,.,.,1
NOR,1,1961,.,5,1,27,O,5546,.,.,.,1
NOR,1,1961,.,6,1,27,O,5446,.,.,.,1
NOR,1,1961,.,7,1,27,O,5223,.,.,.,1
NOR,1,1961,.,8,1,27,O,5145,.,.,.,1
NOR,1,1961,.,9,1,27,O,5295,.,.,.,1
NOR,1,1961,.,10,1,27,O,4974,.,.,.,1
NOR,1,1961,.,11,1,27,O,4766,.,.,.,1
NOR,1,1961,.,12,1,27,O,4896,.,.,.,1
NOR,1,1961,.,TOT,1,27,O,62555,.,.,.,1
NOR,1,1961,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1962,.,1,1,27,O,4884,.,.,.,1
NOR,1,1962,.,2,1,27,O,4775,.,.,.,1
NOR,1,1962,.,3,1,27,O,5686,.,.,.,1
NOR,1,1962,.,4,1,27,O,5775,.,.,.,1
NOR,1,1962,.,5,1,27,O,5728,.,.,.,1
NOR,1,1962,.,6,1,27,O,5222,.,.,.,1
NOR,1,1962,.,7,1,27,O,5171,.,.,.,1
NOR,1,1962,.,8,1,27,O,5032,.,.,.,1
NOR,1,1962,.,9,1,27,O,5278,.,.,.,1
NOR,1,1962,.,10,1,27,O,5043,.,.,.,1
NOR,1,1962,.,11,1,27,O,4760,.,.,.,1
NOR,1,1962,.,12,1,27,O,4900,.,.,.,1
NOR,1,1962,.,TOT,1,27,O,62254,.,.,.,1
NOR,1,1962,.,UNK,1,27,O,0,.,.,.,1
NOR,1,1963,.,1,1,27,O,5189,.,.,.,1
NOR,1,1963,.,2,1,27,O,4648,.,.,.,1
NOR,1,1963,.,3,1,27,O,5751,.,.,.,1
NOR,1,1963,.,4,1,27,O,6077,.,.,.,1
NOR,1,1963,.,5,1,27,O,5848,.,.,.,1
NOR,1,1963,.,6,1,27,O,5346,.,.,.,1
NOR,1,1963,.,7,1,27,O,5306,.,.,.,1
NOR,1,1963,.,8,1,27,O,5099,.,.,.,1
NOR,1,1963,.,9,1,27,O,5442,.,.,.,1
NOR,1,1963,.,10,1,27,O,5102,.,.,.,1
NOR,1,1963,.,11,1,27,O,4701,.,.,.,1
