PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,Note1,Note2,Note3,LDB
FIN,1,1952,1952,5,1,43,O,8573,.,.,.,1
FIN,1,1952,1952,6,1,43,O,8369,.,.,.,1
FIN,1,1952,1952,7,1,43,O,8623,.,.,.,1
FIN,1,1952,1952,8,1,43,O,7983,.,.,.,1
FIN,1,1952,1952,9,1,43,O,7709,.,.,.,1
FIN,1,1952,1952,10,1,43,O,7103,.,.,.,1
FIN,1,1952,1952,11,1,43,O,6956,.,.,.,1
FIN,1,1952,1952,12,1,43,O,7234,.,.,.,1
FIN,1,1953,1953,1,1,43,O,7545,.,.,.,1
FIN,1,1953,1953,2,1,43,O,7224,.,.,.,1
FIN,1,1953,1953,3,1,43,O,8094,.,.,.,1
FIN,1,1953,1953,4,1,43,O,7993,.,.,.,1
FIN,1,1953,1953,5,1,43,O,8247,.,.,.,1
FIN,1,1953,1953,6,1,43,O,8090,.,.,.,1
FIN,1,1953,1953,7,1,43,O,8088,.,.,.,1
FIN,1,1953,1953,8,1,43,O,7670,.,.,.,1
FIN,1,1953,1953,9,1,43,O,7401,.,.,.,1
FIN,1,1953,1953,10,1,43,O,6751,.,.,.,1
FIN,1,1953,1953,11,1,43,O,6874,.,.,.,1
FIN,1,1953,1953,12,1,43,O,6889,.,.,.,1
FIN,1,1954,1954,1,1,43,O,7398,.,.,.,1
FIN,1,1954,1954,2,1,43,O,7071,.,.,.,1
FIN,1,1954,1954,3,1,43,O,8217,.,.,.,1
FIN,1,1954,1954,4,1,43,O,8003,.,.,.,1
FIN,1,1954,1954,5,1,43,O,8158,.,.,.,1
FIN,1,1954,1954,6,1,43,O,7746,.,.,.,1
FIN,1,1954,1954,7,1,43,O,7905,.,.,.,1
FIN,1,1954,1954,8,1,43,O,7534,.,.,.,1
FIN,1,1954,1954,9,1,43,O,7417,.,.,.,1
FIN,1,1954,1954,10,1,43,O,6841,.,.,.,1
FIN,1,1954,1954,11,1,43,O,6728,.,.,.,1
FIN,1,1954,1954,12,1,43,O,6827,.,.,.,1
FIN,1,1955,1955,1,1,43,O,7628,.,.,.,1
FIN,1,1955,1955,2,1,43,O,6719,.,.,.,1
FIN,1,1955,1955,3,1,43,O,7955,.,.,.,1
FIN,1,1955,1955,4,1,43,O,7767,.,.,.,1
FIN,1,1955,1955,5,1,43,O,7996,.,.,.,1
FIN,1,1955,1955,6,1,43,O,7780,.,.,.,1
FIN,1,1955,1955,7,1,43,O,7982,.,.,.,1
FIN,1,1955,1955,8,1,43,O,7544,.,.,.,1
FIN,1,1955,1955,9,1,43,O,7334,.,.,.,1
FIN,1,1955,1955,10,1,43,O,7063,.,.,.,1
FIN,1,1955,1955,11,1,43,O,6613,.,.,.,1
FIN,1,1955,1955,12,1,43,O,7359,.,.,.,1
FIN,1,1956,1956,1,1,43,O,7250,.,.,.,1
FIN,1,1956,1956,2,1,43,O,7011,.,.,.,1
FIN,1,1956,1956,3,1,43,O,7929,.,.,.,1
FIN,1,1956,1956,4,1,43,O,8166,.,.,.,1
FIN,1,1956,1956,5,1,43,O,8216,.,.,.,1
FIN,1,1956,1956,6,1,43,O,7751,.,.,.,1
FIN,1,1956,1956,7,1,43,O,7730,.,.,.,1
FIN,1,1956,1956,8,1,43,O,7444,.,.,.,1
FIN,1,1956,1956,9,1,43,O,7114,.,.,.,1
FIN,1,1956,1956,10,1,43,O,6760,.,.,.,1
FIN,1,1956,1956,11,1,43,O,6755,.,.,.,1
FIN,1,1956,1956,12,1,43,O,6770,.,.,.,1
FIN,1,1957,1957,1,1,43,O,6983,.,.,.,1
FIN,1,1957,1957,2,1,43,O,6464,.,.,.,1
FIN,1,1957,1957,3,1,43,O,7787,.,.,.,1
FIN,1,1957,1957,4,1,43,O,7776,.,.,.,1
FIN,1,1957,1957,5,1,43,O,7886,.,.,.,1
FIN,1,1957,1957,6,1,43,O,7586,.,.,.,1
FIN,1,1957,1957,7,1,43,O,7564,.,.,.,1
FIN,1,1957,1957,8,1,43,O,7226,.,.,.,1
FIN,1,1957,1957,9,1,43,O,7150,.,.,.,1
FIN,1,1957,1957,10,1,43,O,6926,.,.,.,1
FIN,1,1957,1957,11,1,43,O,6636,.,.,.,1
FIN,1,1957,1957,12,1,43,O,7001,.,.,.,1
FIN,1,1958,1958,1,1,43,O,6814,.,.,.,1
FIN,1,1958,1958,2,1,43,O,6322,.,.,.,1
FIN,1,1958,1958,3,1,43,O,7452,.,.,.,1
FIN,1,1958,1958,4,1,43,O,7327,.,.,.,1
FIN,1,1958,1958,5,1,43,O,7333,.,.,.,1
FIN,1,1958,1958,6,1,43,O,6961,.,.,.,1
FIN,1,1958,1958,7,1,43,O,6959,.,.,.,1
FIN,1,1958,1958,8,1,43,O,6100,.,.,.,1
FIN,1,1958,1958,9,1,43,O,6282,.,.,.,1
FIN,1,1958,1958,10,1,43,O,6397,.,.,.,1
FIN,1,1958,1958,11,1,43,O,6386,.,.,.,1
FIN,1,1958,1958,12,1,43,O,6815,.,.,.,1
FIN,1,1959,1959,1,1,43,O,6680,.,.,.,1
FIN,1,1959,1959,2,1,43,O,6214,.,.,.,1
FIN,1,1959,1959,3,1,43,O,7381,.,.,.,1
FIN,1,1959,1959,4,1,43,O,7384,.,.,.,1
FIN,1,1959,1959,5,1,43,O,7604,.,.,.,1
FIN,1,1959,1959,6,1,43,O,7397,.,.,.,1
FIN,1,1959,1959,7,1,43,O,7309,.,.,.,1
FIN,1,1959,1959,8,1,43,O,6913,.,.,.,1
FIN,1,1959,1959,9,1,43,O,6803,.,.,.,1
FIN,1,1959,1959,10,1,43,O,6432,.,.,.,1
FIN,1,1959,1959,11,1,43,O,6310,.,.,.,1
FIN,1,1959,1959,12,1,43,O,6826,.,.,.,1
FIN,1,1960,1960,1,1,43,O,6607,.,.,.,1
FIN,1,1960,1960,2,1,43,O,6252,.,.,.,1
FIN,1,1960,1960,3,1,43,O,7644,.,.,.,1
FIN,1,1960,1960,4,1,43,O,7301,.,.,.,1
FIN,1,1960,1960,5,1,43,O,7265,.,.,.,1
FIN,1,1960,1960,6,1,43,O,7158,.,.,.,1
FIN,1,1960,1960,7,1,43,O,7294,.,.,.,1
FIN,1,1960,1960,8,1,43,O,6858,.,.,.,1
FIN,1,1960,1960,9,1,43,O,6782,.,.,.,1
FIN,1,1960,1960,10,1,43,O,6265,.,.,.,1
FIN,1,1960,1960,11,1,43,O,6270,.,.,.,1
FIN,1,1960,1960,12,1,43,O,6433,.,.,.,1
FIN,1,1961,1961,1,1,43,O,6633,.,.,.,1
FIN,1,1961,1961,2,1,43,O,6089,.,.,.,1
FIN,1,1961,1961,3,1,43,O,7341,.,.,.,1
FIN,1,1961,1961,4,1,43,O,7212,.,.,.,1
FIN,1,1961,1961,5,1,43,O,7192,.,.,.,1
FIN,1,1961,1961,6,1,43,O,7151,.,.,.,1
FIN,1,1961,1961,7,1,43,O,7266,.,.,.,1
FIN,1,1961,1961,8,1,43,O,6774,.,.,.,1
FIN,1,1961,1961,9,1,43,O,6751,.,.,.,1
FIN,1,1961,1961,10,1,43,O,6590,.,.,.,1
FIN,1,1961,1961,11,1,43,O,6246,.,.,.,1
FIN,1,1961,1961,12,1,43,O,6751,.,.,.,1
FIN,1,1962,1962,1,1,43,O,6428,.,.,.,1
FIN,1,1962,1962,2,1,43,O,6202,.,.,.,1
FIN,1,1962,1962,3,1,43,O,7463,.,.,.,1
FIN,1,1962,1962,4,1,43,O,7097,.,.,.,1
FIN,1,1962,1962,5,1,43,O,7276,.,.,.,1
FIN,1,1962,1962,6,1,43,O,7231,.,.,.,1
FIN,1,1962,1962,7,1,43,O,7067,.,.,.,1
FIN,1,1962,1962,8,1,43,O,6765,.,.,.,1
FIN,1,1962,1962,9,1,43,O,6876,.,.,.,1
FIN,1,1962,1962,10,1,43,O,6520,.,.,.,1
FIN,1,1962,1962,11,1,43,O,6304,.,.,.,1
FIN,1,1962,1962,12,1,43,O,6225,.,.,.,1
FIN,1,1963,1963,1,1,43,O,6828,.,.,.,1
FIN,1,1963,1963,2,1,43,O,6133,.,.,.,1
FIN,1,1963,1963,3,1,43,O,7649,.,.,.,1
FIN,1,1963,1963,4,1,43,O,7341,.,.,.,1
FIN,1,1963,1963,5,1,43,O,7640,.,.,.,1
FIN,1,1963,1963,6,1,43,O,6922,.,.,.,1
FIN,1,1963,1963,7,1,43,O,6776,.,.,.,1
FIN,1,1963,1963,8,1,43,O,6715,.,.,.,1
FIN,1,1963,1963,9,1,43,O,6714,.,.,.,1
FIN,1,1963,1963,10,1,43,O,6429,.,.,.,1
FIN,1,1963,1963,11,1,43,O,6335,.,.,.,1
FIN,1,1963,1963,12,1,43,O,6769,.,.,.,1
FIN,1,1964,1964,1,1,43,O,6635,.,.,.,1
FIN,1,1964,1964,2,1,43,O,6383,.,.,.,1
FIN,1,1964,1964,3,1,43,O,7288,.,.,.,1
FIN,1,1964,1964,4,1,43,O,7262,.,.,.,1
FIN,1,1964,1964,5,1,43,O,7237,.,.,.,1
FIN,1,1964,1964,6,1,43,O,6625,.,.,.,1
FIN,1,1964,1964,7,1,43,O,6775,.,.,.,1
FIN,1,1964,1964,8,1,43,O,6551,.,.,.,1
FIN,1,1964,1964,9,1,43,O,6751,.,.,.,1
FIN,1,1964,1964,10,1,43,O,6345,.,.,.,1
FIN,1,1964,1964,11,1,43,O,6056,.,.,.,1
FIN,1,1964,1964,12,1,43,O,6520,.,.,.,1
FIN,1,1965,1965,1,1,43,O,6535,.,.,.,1
FIN,1,1965,1965,2,1,43,O,5942,.,.,.,1
FIN,1,1965,1965,3,1,43,O,7221,.,.,.,1
FIN,1,1965,1965,4,1,43,O,7032,.,.,.,1
FIN,1,1965,1965,5,1,43,O,6934,.,.,.,1
FIN,1,1965,1965,6,1,43,O,6646,.,.,.,1
FIN,1,1965,1965,7,1,43,O,6776,.,.,.,1
FIN,1,1965,1965,8,1,43,O,6421,.,.,.,1
FIN,1,1965,1965,9,1,43,O,6494,.,.,.,1
FIN,1,1965,1965,10,1,43,O,6212,.,.,.,1
FIN,1,1965,1965,11,1,43,O,5929,.,.,.,1
FIN,1,1965,1965,12,1,43,O,5743,.,.,.,1
FIN,1,1966,1966,1,1,43,O,6364,.,.,.,1
FIN,1,1966,1966,2,1,43,O,6000,.,.,.,1
FIN,1,1966,1966,3,1,43,O,7221,.,.,.,1
FIN,1,1966,1966,4,1,43,O,7005,.,.,.,1
FIN,1,1966,1966,5,1,43,O,7031,.,.,.,1
FIN,1,1966,1966,6,1,43,O,6497,.,.,.,1
FIN,1,1966,1966,7,1,43,O,6419,.,.,.,1
FIN,1,1966,1966,8,1,43,O,6310,.,.,.,1
FIN,1,1966,1966,9,1,43,O,6526,.,.,.,1
FIN,1,1966,1966,10,1,43,O,6113,.,.,.,1
FIN,1,1966,1966,11,1,43,O,5920,.,.,.,1
FIN,1,1966,1966,12,1,43,O,6291,.,.,.,1
FIN,1,1967,1967,1,1,43,O,6169,.,.,.,1
FIN,1,1967,1967,2,1,43,O,5919,.,.,.,1
FIN,1,1967,1967,3,1,43,O,6957,.,.,.,1
FIN,1,1967,1967,4,1,43,O,6850,.,.,.,1
FIN,1,1967,1967,5,1,43,O,7031,.,.,.,1
FIN,1,1967,1967,6,1,43,O,6618,.,.,.,1
FIN,1,1967,1967,7,1,43,O,6821,.,.,.,1
FIN,1,1967,1967,8,1,43,O,6316,.,.,.,1
FIN,1,1967,1967,9,1,43,O,6471,.,.,.,1
FIN,1,1967,1967,10,1,43,O,6135,.,.,.,1
FIN,1,1967,1967,11,1,43,O,5789,.,.,.,1
FIN,1,1967,1967,12,1,43,O,6213,.,.,.,1
FIN,1,1968,1968,1,1,43,O,6137,.,.,.,1
FIN,1,1968,1968,2,1,43,O,5938,.,.,.,1
FIN,1,1968,1968,3,1,43,O,7183,.,.,.,1
FIN,1,1968,1968,4,1,43,O,6866,.,.,.,1
FIN,1,1968,1968,5,1,43,O,6494,.,.,.,1
FIN,1,1968,1968,6,1,43,O,6269,.,.,.,1
FIN,1,1968,1968,7,1,43,O,6173,.,.,.,1
FIN,1,1968,1968,8,1,43,O,5944,.,.,.,1
FIN,1,1968,1968,9,1,43,O,6063,.,.,.,1
FIN,1,1968,1968,10,1,43,O,5901,.,.,.,1
FIN,1,1968,1968,11,1,43,O,5337,.,.,.,1
FIN,1,1968,1968,12,1,43,O,5349,.,.,.,1
FIN,1,1969,1969,1,1,43,O,5859,.,.,.,1
FIN,1,1969,1969,2,1,43,O,5348,.,.,.,1
FIN,1,1969,1969,3,1,43,O,6312,.,.,.,1
FIN,1,1969,1969,4,1,43,O,6205,.,.,.,1
FIN,1,1969,1969,5,1,43,O,6355,.,.,.,1
FIN,1,1969,1969,6,1,43,O,5622,.,.,.,1
FIN,1,1969,1969,7,1,43,O,5667,.,.,.,1
FIN,1,1969,1969,8,1,43,O,5484,.,.,.,1
FIN,1,1969,1969,9,1,43,O,5584,.,.,.,1
FIN,1,1969,1969,10,1,43,O,5238,.,.,.,1
FIN,1,1969,1969,11,1,43,O,4757,.,.,.,1
FIN,1,1969,1969,12,1,43,O,5019,.,.,.,1
FIN,1,1970,1970,1,1,43,O,5103,.,.,.,1
FIN,1,1970,1970,2,1,43,O,4986,.,.,.,1
FIN,1,1970,1970,3,1,43,O,6235,.,.,.,1
FIN,1,1970,1970,4,1,43,O,6074,.,.,.,1
FIN,1,1970,1970,5,1,43,O,5888,.,.,.,1
FIN,1,1970,1970,6,1,43,O,5595,.,.,.,1
FIN,1,1970,1970,7,1,43,O,5326,.,.,.,1
FIN,1,1970,1970,8,1,43,O,5298,.,.,.,1
FIN,1,1970,1970,9,1,43,O,5252,.,.,.,1
FIN,1,1970,1970,10,1,43,O,4963,.,.,.,1
FIN,1,1970,1970,11,1,43,O,4756,.,.,.,1
FIN,1,1970,1970,12,1,43,O,5083,.,.,.,1
FIN,1,1971,1971,1,1,43,O,4864,.,.,.,1
FIN,1,1971,1971,2,1,43,O,4646,.,.,.,1
FIN,1,1971,1971,3,1,43,O,5757,.,.,.,1
FIN,1,1971,1971,4,1,43,O,5554,.,.,.,1
FIN,1,1971,1971,5,1,43,O,5525,.,.,.,1
FIN,1,1971,1971,6,1,43,O,5204,.,.,.,1
FIN,1,1971,1971,7,1,43,O,5223,.,.,.,1
FIN,1,1971,1971,8,1,43,O,5015,.,.,.,1
FIN,1,1971,1971,9,1,43,O,5001,.,.,.,1
FIN,1,1971,1971,10,1,43,O,4935,.,.,.,1
FIN,1,1971,1971,11,1,43,O,4715,.,.,.,1
FIN,1,1971,1971,12,1,43,O,4628,.,.,.,1
FIN,1,1972,1972,1,1,43,O,4664,.,.,.,1
FIN,1,1972,1972,2,1,43,O,4607,.,.,.,1
FIN,1,1972,1972,3,1,43,O,5626,.,.,.,1
FIN,1,1972,1972,4,1,43,O,5548,.,.,.,1
FIN,1,1972,1972,5,1,43,O,5530,.,.,.,1
FIN,1,1972,1972,6,1,43,O,5136,.,.,.,1
FIN,1,1972,1972,7,1,43,O,4899,.,.,.,1
FIN,1,1972,1972,8,1,43,O,4600,.,.,.,1
FIN,1,1972,1972,9,1,43,O,4627,.,.,.,1
FIN,1,1972,1972,10,1,43,O,4645,.,.,.,1
FIN,1,1972,1972,11,1,43,O,4411,.,.,.,1
FIN,1,1972,1972,12,1,43,O,4571,.,.,.,1
FIN,1,1973,1973,1,1,43,O,4568,.,.,.,1
FIN,1,1973,1973,2,1,43,O,4344,.,.,.,1
FIN,1,1973,1973,3,1,43,O,5195,.,.,.,1
FIN,1,1973,1973,4,1,43,O,4866,.,.,.,1
FIN,1,1973,1973,5,1,43,O,5055,.,.,.,1
FIN,1,1973,1973,6,1,43,O,4760,.,.,.,1
FIN,1,1973,1973,7,1,43,O,4879,.,.,.,1
FIN,1,1973,1973,8,1,43,O,4758,.,.,.,1
FIN,1,1973,1973,9,1,43,O,4734,.,.,.,1
FIN,1,1973,1973,10,1,43,O,4695,.,.,.,1
FIN,1,1973,1973,11,1,43,O,4386,.,.,.,1
FIN,1,1973,1973,12,1,43,O,4547,.,.,.,1
FIN,1,1974,1974,1,1,43,O,5086,.,.,.,1
FIN,1,1974,1974,2,1,43,O,4722,.,.,.,1
FIN,1,1974,1974,3,1,43,O,5695,.,.,.,1
FIN,1,1974,1974,4,1,43,O,5624,.,.,.,1
FIN,1,1974,1974,5,1,43,O,5701,.,.,.,1
FIN,1,1974,1974,6,1,43,O,5411,.,.,.,1
FIN,1,1974,1974,7,1,43,O,5219,.,.,.,1
FIN,1,1974,1974,8,1,43,O,5013,.,.,.,1
FIN,1,1974,1974,9,1,43,O,5185,.,.,.,1
FIN,1,1974,1974,10,1,43,O,5106,.,.,.,1
FIN,1,1974,1974,11,1,43,O,4714,.,.,.,1
FIN,1,1974,1974,12,1,43,O,4996,.,.,.,1
FIN,1,1975,1975,1,1,43,O,5235,.,.,.,1
FIN,1,1975,1975,2,1,43,O,4989,.,.,.,1
FIN,1,1975,1975,3,1,43,O,6079,.,.,.,1
FIN,1,1975,1975,4,1,43,O,6182,.,.,.,1
FIN,1,1975,1975,5,1,43,O,5966,.,.,.,1
FIN,1,1975,1975,6,1,43,O,5385,.,.,.,1
FIN,1,1975,1975,7,1,43,O,5572,.,.,.,1
FIN,1,1975,1975,8,1,43,O,5412,.,.,.,1
FIN,1,1975,1975,9,1,43,O,5560,.,.,.,1
FIN,1,1975,1975,10,1,43,O,5121,.,.,.,1
FIN,1,1975,1975,11,1,43,O,4936,.,.,.,1
FIN,1,1975,1975,12,1,43,O,5282,.,.,.,1
FIN,1,1976,1976,1,1,43,O,5431,.,.,.,1
FIN,1,1976,1976,2,1,43,O,5471,.,.,.,1
FIN,1,1976,1976,3,1,43,O,6435,.,.,.,1
FIN,1,1976,1976,4,1,43,O,6110,.,.,.,1
FIN,1,1976,1976,5,1,43,O,5831,.,.,.,1
FIN,1,1976,1976,6,1,43,O,5626,.,.,.,1
FIN,1,1976,1976,7,1,43,O,5548,.,.,.,1
FIN,1,1976,1976,8,1,43,O,5468,.,.,.,1
FIN,1,1976,1976,9,1,43,O,5575,.,.,.,1
FIN,1,1976,1976,10,1,43,O,5215,.,.,.,1
FIN,1,1976,1976,11,1,43,O,5016,.,.,.,1
FIN,1,1976,1976,12,1,43,O,5120,.,.,.,1
FIN,1,1977,1977,1,1,43,O,5419,.,.,.,1
FIN,1,1977,1977,2,1,43,O,5259,.,.,.,1
FIN,1,1977,1977,3,1,43,O,6230,.,.,.,1
FIN,1,1977,1977,4,1,43,O,5933,.,.,.,1
FIN,1,1977,1977,5,1,43,O,5860,.,.,.,1
FIN,1,1977,1977,6,1,43,O,5489,.,.,.,1
FIN,1,1977,1977,7,1,43,O,5448,.,.,.,1
FIN,1,1977,1977,8,1,43,O,5412,.,.,.,1
FIN,1,1977,1977,9,1,43,O,5194,.,.,.,1
FIN,1,1977,1977,10,1,43,O,5191,.,.,.,1
FIN,1,1977,1977,11,1,43,O,5071,.,.,.,1
FIN,1,1977,1977,12,1,43,O,5153,.,.,.,1
FIN,1,1978,1978,1,1,43,O,5043,.,.,.,1
FIN,1,1978,1978,2,1,43,O,4787,.,.,.,1
FIN,1,1978,1978,3,1,43,O,5965,.,.,.,1
FIN,1,1978,1978,4,1,43,O,5772,.,.,.,1
FIN,1,1978,1978,5,1,43,O,5730,.,.,.,1
FIN,1,1978,1978,6,1,43,O,5459,.,.,.,1
FIN,1,1978,1978,7,1,43,O,5453,.,.,.,1
FIN,1,1978,1978,8,1,43,O,5273,.,.,.,1
FIN,1,1978,1978,9,1,43,O,5408,.,.,.,1
FIN,1,1978,1978,10,1,43,O,5169,.,.,.,1
FIN,1,1978,1978,11,1,43,O,4871,.,.,.,1
FIN,1,1978,1978,12,1,43,O,5053,.,.,.,1
FIN,1,1979,1979,1,1,43,O,5078,.,.,.,1
FIN,1,1979,1979,2,1,43,O,4898,.,.,.,1
FIN,1,1979,1979,3,1,43,O,6051,.,.,.,1
FIN,1,1979,1979,4,1,43,O,5790,.,.,.,1
FIN,1,1979,1979,5,1,43,O,5822,.,.,.,1
FIN,1,1979,1979,6,1,43,O,5382,.,.,.,1
FIN,1,1979,1979,7,1,43,O,5336,.,.,.,1
FIN,1,1979,1979,8,1,43,O,5262,.,.,.,1
FIN,1,1979,1979,9,1,43,O,5128,.,.,.,1
FIN,1,1979,1979,10,1,43,O,5092,.,.,.,1
FIN,1,1979,1979,11,1,43,O,4802,.,.,.,1
FIN,1,1979,1979,12,1,43,O,4787,.,.,.,1
FIN,1,1980,1980,1,1,43,O,5113,.,.,.,1
FIN,1,1980,1980,2,1,43,O,5062,.,.,.,1
FIN,1,1980,1980,3,1,43,O,5931,.,.,.,1
FIN,1,1980,1980,4,1,43,O,5640,.,.,.,1
FIN,1,1980,1980,5,1,43,O,5660,.,.,.,1
FIN,1,1980,1980,6,1,43,O,5389,.,.,.,1
FIN,1,1980,1980,7,1,43,O,5486,.,.,.,1
FIN,1,1980,1980,8,1,43,O,5330,.,.,.,1
FIN,1,1980,1980,9,1,43,O,5283,.,.,.,1
FIN,1,1980,1980,10,1,43,O,4814,.,.,.,1
FIN,1,1980,1980,11,1,43,O,4414,.,.,.,1
FIN,1,1980,1980,12,1,43,O,4942,.,.,.,1
FIN,1,1981,1981,1,1,43,O,5114,.,.,.,1
FIN,1,1981,1981,2,1,43,O,4833,.,.,.,1
FIN,1,1981,1981,3,1,43,O,5739,.,.,.,1
FIN,1,1981,1981,4,1,43,O,5780,.,.,.,1
FIN,1,1981,1981,5,1,43,O,5508,.,.,.,1
FIN,1,1981,1981,6,1,43,O,5411,.,.,.,1
FIN,1,1981,1981,7,1,43,O,5429,.,.,.,1
FIN,1,1981,1981,8,1,43,O,5377,.,.,.,1
FIN,1,1981,1981,9,1,43,O,5501,.,.,.,1
FIN,1,1981,1981,10,1,43,O,4954,.,.,.,1
FIN,1,1981,1981,11,1,43,O,4778,.,.,.,1
FIN,1,1981,1981,12,1,43,O,5045,.,.,.,1
FIN,1,1982,1982,1,1,43,O,5232,.,.,.,1
FIN,1,1982,1982,2,1,43,O,5097,.,.,.,1
FIN,1,1982,1982,3,1,43,O,6176,.,.,.,1
FIN,1,1982,1982,4,1,43,O,5835,.,.,.,1
FIN,1,1982,1982,5,1,43,O,5830,.,.,.,1
FIN,1,1982,1982,6,1,43,O,5470,.,.,.,1
FIN,1,1982,1982,7,1,43,O,5518,.,.,.,1
FIN,1,1982,1982,8,1,43,O,5387,.,.,.,1
FIN,1,1982,1982,9,1,43,O,5641,.,.,.,1
FIN,1,1982,1982,10,1,43,O,5491,.,.,.,1
FIN,1,1982,1982,11,1,43,O,5179,.,.,.,1
FIN,1,1982,1982,12,1,43,O,5250,.,.,.,1
FIN,1,1983,1983,1,1,43,O,5427,.,.,.,1
FIN,1,1983,1983,2,1,43,O,5126,.,.,.,1
FIN,1,1983,1983,3,1,43,O,6135,.,.,.,1
FIN,1,1983,1983,4,1,43,O,5945,.,.,.,1
FIN,1,1983,1983,5,1,43,O,5915,.,.,.,1
FIN,1,1983,1983,6,1,43,O,5713,.,.,.,1
FIN,1,1983,1983,7,1,43,O,5729,.,.,.,1
FIN,1,1983,1983,8,1,43,O,5634,.,.,.,1
FIN,1,1983,1983,9,1,43,O,5599,.,.,.,1
FIN,1,1983,1983,10,1,43,O,5327,.,.,.,1
FIN,1,1983,1983,11,1,43,O,5150,.,.,.,1
FIN,1,1983,1983,12,1,43,O,5192,.,.,.,1
FIN,1,1984,1984,1,1,43,O,5274,.,.,.,1
FIN,1,1984,1984,2,1,43,O,5401,.,.,.,1
FIN,1,1984,1984,3,1,43,O,5942,.,.,.,1
FIN,1,1984,1984,4,1,43,O,5622,.,.,.,1
FIN,1,1984,1984,5,1,43,O,5665,.,.,.,1
FIN,1,1984,1984,6,1,43,O,5423,.,.,.,1
FIN,1,1984,1984,7,1,43,O,5533,.,.,.,1
FIN,1,1984,1984,8,1,43,O,5559,.,.,.,1
FIN,1,1984,1984,9,1,43,O,5318,.,.,.,1
FIN,1,1984,1984,10,1,43,O,5404,.,.,.,1
FIN,1,1984,1984,11,1,43,O,5051,.,.,.,1
FIN,1,1984,1984,12,1,43,O,4884,.,.,.,1
FIN,1,1985,1985,1,1,43,O,5359,.,.,.,1
FIN,1,1985,1985,2,1,43,O,4723,.,.,.,1
FIN,1,1985,1985,3,1,43,O,5806,.,.,.,1
FIN,1,1985,1985,4,1,43,O,5679,.,.,.,1
FIN,1,1985,1985,5,1,43,O,5504,.,.,.,1
FIN,1,1985,1985,6,1,43,O,5259,.,.,.,1
FIN,1,1985,1985,7,1,43,O,5362,.,.,.,1
FIN,1,1985,1985,8,1,43,O,5236,.,.,.,1
FIN,1,1985,1985,9,1,43,O,5255,.,.,.,1
FIN,1,1985,1985,10,1,43,O,4928,.,.,.,1
FIN,1,1985,1985,11,1,43,O,4603,.,.,.,1
FIN,1,1985,1985,12,1,43,O,5082,.,.,.,1
FIN,1,1986,1986,1,1,43,O,5054,.,.,.,1
FIN,1,1986,1986,2,1,43,O,4704,.,.,.,1
FIN,1,1986,1986,3,1,43,O,5540,.,.,.,1
FIN,1,1986,1986,4,1,43,O,5435,.,.,.,1
FIN,1,1986,1986,5,1,43,O,5246,.,.,.,1
FIN,1,1986,1986,6,1,43,O,5136,.,.,.,1
FIN,1,1986,1986,7,1,43,O,5232,.,.,.,1
FIN,1,1986,1986,8,1,43,O,5138,.,.,.,1
FIN,1,1986,1986,9,1,43,O,5080,.,.,.,1
FIN,1,1986,1986,10,1,43,O,4958,.,.,.,1
FIN,1,1986,1986,11,1,43,O,4426,.,.,.,1
FIN,1,1986,1986,12,1,43,O,4683,.,.,.,1
FIN,1,1987,1987,1,1,43,O,4803,.,.,.,1
FIN,1,1987,1987,2,1,43,O,4456,.,.,.,1
FIN,1,1987,1987,3,1,43,O,5447,.,.,.,1
FIN,1,1987,1987,4,1,43,O,5384,.,.,.,1
FIN,1,1987,1987,5,1,43,O,5172,.,.,.,1
FIN,1,1987,1987,6,1,43,O,5171,.,.,.,1
FIN,1,1987,1987,7,1,43,O,5314,.,.,.,1
FIN,1,1987,1987,8,1,43,O,5047,.,.,.,1
FIN,1,1987,1987,9,1,43,O,4940,.,.,.,1
FIN,1,1987,1987,10,1,43,O,4783,.,.,.,1
FIN,1,1987,1987,11,1,43,O,4590,.,.,.,1
FIN,1,1987,1987,12,1,43,O,4720,.,.,.,1
FIN,1,1988,1988,1,1,43,O,5047,.,.,.,1
FIN,1,1988,1988,2,1,43,O,4910,.,.,.,1
FIN,1,1988,1988,3,1,43,O,5972,.,.,.,1
FIN,1,1988,1988,4,1,43,O,5623,.,.,.,1
FIN,1,1988,1988,5,1,43,O,5561,.,.,.,1
FIN,1,1988,1988,6,1,43,O,5316,.,.,.,1
FIN,1,1988,1988,7,1,43,O,5217,.,.,.,1
FIN,1,1988,1988,8,1,43,O,5429,.,.,.,1
FIN,1,1988,1988,9,1,43,O,5442,.,.,.,1
FIN,1,1988,1988,10,1,43,O,5076,.,.,.,1
FIN,1,1988,1988,11,1,43,O,4734,.,.,.,1
FIN,1,1988,1988,12,1,43,O,4989,.,.,.,1
FIN,1,1989,1989,1,1,43,O,5109,.,.,.,1
FIN,1,1989,1989,2,1,43,O,4754,.,.,.,1
FIN,1,1989,1989,3,1,43,O,5709,.,.,.,1
FIN,1,1989,1989,4,1,43,O,5337,.,.,.,1
FIN,1,1989,1989,5,1,43,O,5386,.,.,.,1
FIN,1,1989,1989,6,1,43,O,5261,.,.,.,1
FIN,1,1989,1989,7,1,43,O,5673,.,.,.,1
FIN,1,1989,1989,8,1,43,O,5551,.,.,.,1
FIN,1,1989,1989,9,1,43,O,5347,.,.,.,1
FIN,1,1989,1989,10,1,43,O,5110,.,.,.,1
