PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,Note1,Note2,Note3,LDB
FIN,1,1989,1989,11,1,43,O,4921,.,.,.,1
FIN,1,1989,1989,12,1,43,O,5190,.,.,.,1
FIN,1,1990,1990,1,1,43,O,5353,.,.,.,1
FIN,1,1990,1990,2,1,43,O,5058,.,.,.,1
FIN,1,1990,1990,3,1,43,O,5958,.,.,.,1
FIN,1,1990,1990,4,1,43,O,5528,.,.,.,1
FIN,1,1990,1990,5,1,43,O,5792,.,.,.,1
FIN,1,1990,1990,6,1,43,O,5595,.,.,.,1
FIN,1,1990,1990,7,1,43,O,5674,.,.,.,1
FIN,1,1990,1990,8,1,43,O,5617,.,.,.,1
FIN,1,1990,1990,9,1,43,O,5590,.,.,.,1
FIN,1,1990,1990,10,1,43,O,5312,.,.,.,1
FIN,1,1990,1990,11,1,43,O,5129,.,.,.,1
FIN,1,1990,1990,12,1,43,O,4943,.,.,.,1
FIN,1,1991,1991,1,1,43,O,5390,.,.,.,1
FIN,1,1991,1991,2,1,43,O,5078,.,.,.,1
FIN,1,1991,1991,3,1,43,O,5893,.,.,.,1
FIN,1,1991,1991,4,1,43,O,5813,.,.,.,1
FIN,1,1991,1991,5,1,43,O,5649,.,.,.,1
FIN,1,1991,1991,6,1,43,O,5405,.,.,.,1
FIN,1,1991,1991,7,1,43,O,5685,.,.,.,1
FIN,1,1991,1991,8,1,43,O,5555,.,.,.,1
FIN,1,1991,1991,9,1,43,O,5531,.,.,.,1
FIN,1,1991,1991,10,1,43,O,5227,.,.,.,1
FIN,1,1991,1991,11,1,43,O,5015,.,.,.,1
FIN,1,1991,1991,12,1,43,O,5154,.,.,.,1
FIN,1,1992,1992,1,1,43,O,5360,.,.,.,1
FIN,1,1992,1992,2,1,43,O,5327,.,.,.,1
FIN,1,1992,1992,3,1,43,O,6106,.,.,.,1
FIN,1,1992,1992,4,1,43,O,5925,.,.,.,1
FIN,1,1992,1992,5,1,43,O,5610,.,.,.,1
FIN,1,1992,1992,6,1,43,O,5490,.,.,.,1
FIN,1,1992,1992,7,1,43,O,5860,.,.,.,1
FIN,1,1992,1992,8,1,43,O,5664,.,.,.,1
FIN,1,1992,1992,9,1,43,O,5686,.,.,.,1
FIN,1,1992,1992,10,1,43,O,5394,.,.,.,1
FIN,1,1992,1992,11,1,43,O,4989,.,.,.,1
FIN,1,1992,1992,12,1,43,O,5320,.,.,.,1
FIN,1,1993,1993,1,1,43,O,5417,.,.,.,1
FIN,1,1993,1993,2,1,43,O,5035,.,.,.,1
FIN,1,1993,1993,3,1,43,O,6043,.,.,.,1
FIN,1,1993,1993,4,1,43,O,5875,.,.,.,1
FIN,1,1993,1993,5,1,43,O,5842,.,.,.,1
FIN,1,1993,1993,6,1,43,O,5557,.,.,.,1
FIN,1,1993,1993,7,1,43,O,5674,.,.,.,1
FIN,1,1993,1993,8,1,43,O,5377,.,.,.,1
FIN,1,1993,1993,9,1,43,O,5364,.,.,.,1
FIN,1,1993,1993,10,1,43,O,4965,.,.,.,1
FIN,1,1993,1993,11,1,43,O,4773,.,.,.,1
FIN,1,1993,1993,12,1,43,O,4904,.,.,.,1
FIN,1,1994,1994,1,1,43,O,5136,.,.,.,1
FIN,1,1994,1994,2,1,43,O,5048,.,.,.,1
FIN,1,1994,1994,3,1,43,O,5903,.,.,.,1
FIN,1,1994,1994,4,1,43,O,5789,.,.,.,1
FIN,1,1994,1994,5,1,43,O,5685,.,.,.,1
FIN,1,1994,1994,6,1,43,O,5748,.,.,.,1
FIN,1,1994,1994,7,1,43,O,5622,.,.,.,1
FIN,1,1994,1994,8,1,43,O,5686,.,.,.,1
FIN,1,1994,1994,9,1,43,O,5190,.,.,.,1
FIN,1,1994,1994,10,1,43,O,5239,.,.,.,1
FIN,1,1994,1994,11,1,43,O,5057,.,.,.,1
FIN,1,1994,1994,12,1,43,O,5128,.,.,.,1
FIN,1,1995,1995,1,1,43,O,5266,.,.,.,1
FIN,1,1995,1995,2,1,43,O,5075,.,.,.,1
FIN,1,1995,1995,3,1,43,O,5754,.,.,.,1
FIN,1,1995,1995,4,1,43,O,5606,.,.,.,1
FIN,1,1995,1995,5,1,43,O,5563,.,.,.,1
FIN,1,1995,1995,6,1,43,O,5419,.,.,.,1
FIN,1,1995,1995,7,1,43,O,5545,.,.,.,1
FIN,1,1995,1995,8,1,43,O,5327,.,.,.,1
FIN,1,1995,1995,9,1,43,O,5159,.,.,.,1
FIN,1,1995,1995,10,1,43,O,4895,.,.,.,1
FIN,1,1995,1995,11,1,43,O,4751,.,.,.,1
FIN,1,1995,1995,12,1,43,O,4707,.,.,.,1
FIN,1,1996,1996,1,1,43,O,5193,.,.,.,1
FIN,1,1996,1996,2,1,43,O,4842,.,.,.,1
FIN,1,1996,1996,3,1,43,O,5241,.,.,.,1
FIN,1,1996,1996,4,1,43,O,5372,.,.,.,1
FIN,1,1996,1996,5,1,43,O,5509,.,.,.,1
FIN,1,1996,1996,6,1,43,O,4978,.,.,.,1
FIN,1,1996,1996,7,1,43,O,5151,.,.,.,1
FIN,1,1996,1996,8,1,43,O,5136,.,.,.,1
FIN,1,1996,1996,9,1,43,O,5088,.,.,.,1
FIN,1,1996,1996,10,1,43,O,4887,.,.,.,1
FIN,1,1996,1996,11,1,43,O,4504,.,.,.,1
FIN,1,1996,1996,12,1,43,O,4822,.,.,.,1
FIN,1,1997,1997,1,1,43,O,5135,.,.,.,1
FIN,1,1997,1997,2,1,43,O,4586,.,.,.,1
FIN,1,1997,1997,3,1,43,O,5169,.,.,.,1
FIN,1,1997,1997,4,1,43,O,5276,.,.,.,1
FIN,1,1997,1997,5,1,43,O,5237,.,.,.,1
FIN,1,1997,1997,6,1,43,O,5138,.,.,.,1
FIN,1,1997,1997,7,1,43,O,5388,.,.,.,1
FIN,1,1997,1997,8,1,43,O,5114,.,.,.,1
FIN,1,1997,1997,9,1,43,O,4876,.,.,.,1
FIN,1,1997,1997,10,1,43,O,4672,.,.,.,1
FIN,1,1997,1997,11,1,43,O,4247,.,.,.,1
FIN,1,1997,1997,12,1,43,O,4491,.,.,.,1
FIN,1,1998,1998,1,1,43,O,4739,.,.,.,1
FIN,1,1998,1998,2,1,43,O,4233,.,.,.,1
FIN,1,1998,1998,3,1,43,O,4963,.,.,.,1
FIN,1,1998,1998,4,1,43,O,4958,.,.,.,1
FIN,1,1998,1998,5,1,43,O,4753,.,.,.,1
FIN,1,1998,1998,6,1,43,O,4929,.,.,.,1
FIN,1,1998,1998,7,1,43,O,5259,.,.,.,1
FIN,1,1998,1998,8,1,43,O,4910,.,.,.,1
FIN,1,1998,1998,9,1,43,O,5049,.,.,.,1
FIN,1,1998,1998,10,1,43,O,4722,.,.,.,1
FIN,1,1998,1998,11,1,43,O,4356,.,.,.,1
FIN,1,1998,1998,12,1,43,O,4237,.,.,.,1
FIN,1,1999,1999,1,1,43,O,4646,.,.,.,1
FIN,1,1999,1999,2,1,43,O,4452,.,.,.,1
FIN,1,1999,1999,3,1,43,O,5123,.,.,.,1
FIN,1,1999,1999,4,1,43,O,4907,.,.,.,1
FIN,1,1999,1999,5,1,43,O,5078,.,.,.,1
FIN,1,1999,1999,6,1,43,O,4997,.,.,.,1
FIN,1,1999,1999,7,1,43,O,5217,.,.,.,1
FIN,1,1999,1999,8,1,43,O,4953,.,.,.,1
FIN,1,1999,1999,9,1,43,O,4908,.,.,.,1
FIN,1,1999,1999,10,1,43,O,4552,.,.,.,1
FIN,1,1999,1999,11,1,43,O,4210,.,.,.,1
FIN,1,1999,1999,12,1,43,O,4531,.,.,.,1
FIN,1,2000,2000,1,1,43,O,4768,.,.,.,1
FIN,1,2000,2000,2,1,43,O,4497,.,.,.,1
FIN,1,2000,2000,3,1,43,O,4970,.,.,.,1
FIN,1,2000,2000,4,1,43,O,4759,.,.,.,1
FIN,1,2000,2000,5,1,43,O,5001,.,.,.,1
FIN,1,2000,2000,6,1,43,O,4835,.,.,.,1
FIN,1,2000,2000,7,1,43,O,5043,.,.,.,1
FIN,1,2000,2000,8,1,43,O,4853,.,.,.,1
FIN,1,2000,2000,9,1,43,O,4693,.,.,.,1
FIN,1,2000,2000,10,1,43,O,4536,.,.,.,1
FIN,1,2000,2000,11,1,43,O,4359,.,.,.,1
FIN,1,2000,2000,12,1,43,O,4428,.,.,.,1
FIN,1,2001,2001,1,1,43,O,4805,.,.,.,1
FIN,1,2001,2001,2,1,43,O,4407,.,.,.,1
FIN,1,2001,2001,3,1,43,O,4870,.,.,.,1
FIN,1,2001,2001,4,1,43,O,4842,.,.,.,1
FIN,1,2001,2001,5,1,43,O,4800,.,.,.,1
FIN,1,2001,2001,6,1,43,O,4877,.,.,.,1
FIN,1,2001,2001,7,1,43,O,4813,.,.,.,1
FIN,1,2001,2001,8,1,43,O,4862,.,.,.,1
FIN,1,2001,2001,9,1,43,O,4735,.,.,.,1
FIN,1,2001,2001,10,1,43,O,4644,.,.,.,1
FIN,1,2001,2001,11,1,43,O,4313,.,.,.,1
FIN,1,2001,2001,12,1,43,O,4221,.,.,.,1
FIN,1,2002,2002,1,1,43,O,4503,.,.,.,1
FIN,1,2002,2002,2,1,43,O,4168,.,.,.,1
FIN,1,2002,2002,3,1,43,O,4607,.,.,.,1
FIN,1,2002,2002,4,1,43,O,4600,.,.,.,1
FIN,1,2002,2002,5,1,43,O,4795,.,.,.,1
FIN,1,2002,2002,6,1,43,O,4647,.,.,.,1
FIN,1,2002,2002,7,1,43,O,4947,.,.,.,1
FIN,1,2002,2002,8,1,43,O,4986,.,.,.,1
FIN,1,2002,2002,9,1,43,O,4880,.,.,.,1
FIN,1,2002,2002,10,1,43,O,4770,.,.,.,1
FIN,1,2002,2002,11,1,43,O,4265,.,.,.,1
FIN,1,2002,2002,12,1,43,O,4387,.,.,.,1
FIN,1,2003,2003,1,1,43,O,4692,.,.,.,1
FIN,1,2003,2003,2,1,43,O,4230,.,.,.,1
FIN,1,2003,2003,3,1,43,O,4907,.,.,.,1
FIN,1,2003,2003,4,1,43,O,4801,.,.,.,1
FIN,1,2003,2003,5,1,43,O,4633,.,.,.,1
FIN,1,2003,2003,6,1,43,O,4693,.,.,.,1
FIN,1,2003,2003,7,1,43,O,5136,.,.,.,1
FIN,1,2003,2003,8,1,43,O,5048,.,.,.,1
FIN,1,2003,2003,9,1,43,O,4798,.,.,.,1
FIN,1,2003,2003,10,1,43,O,4852,.,.,.,1
FIN,1,2003,2003,11,1,43,O,4249,.,.,.,1
FIN,1,2003,2003,12,1,43,O,4591,.,.,.,1
FIN,1,2004,2004,1,1,43,O,4605,.,.,.,1
FIN,1,2004,2004,2,1,43,O,4559,.,.,.,1
FIN,1,2004,2004,3,1,43,O,5177,.,.,.,1
FIN,1,2004,2004,4,1,43,O,4901,.,.,.,1
FIN,1,2004,2004,5,1,43,O,4673,.,.,.,1
FIN,1,2004,2004,6,1,43,O,4896,.,.,.,1
FIN,1,2004,2004,7,1,43,O,5218,.,.,.,1
FIN,1,2004,2004,8,1,43,O,5064,.,.,.,1
FIN,1,2004,2004,9,1,43,O,4776,.,.,.,1
FIN,1,2004,2004,10,1,43,O,4703,.,.,.,1
FIN,1,2004,2004,11,1,43,O,4631,.,.,.,1
FIN,1,2004,2004,12,1,43,O,4555,.,.,.,1
FIN,1,2005,2005,1,1,43,O,4783,.,.,.,1
FIN,1,2005,2005,2,1,43,O,4311,.,.,.,1
FIN,1,2005,2005,3,1,43,O,4909,.,.,.,1
FIN,1,2005,2005,4,1,43,O,4878,.,.,.,1
FIN,1,2005,2005,5,1,43,O,4964,.,.,.,1
FIN,1,2005,2005,6,1,43,O,4841,.,.,.,1
FIN,1,2005,2005,7,1,43,O,5070,.,.,.,1
FIN,1,2005,2005,8,1,43,O,5151,.,.,.,1
FIN,1,2005,2005,9,1,43,O,4991,.,.,.,1
FIN,1,2005,2005,10,1,43,O,4792,.,.,.,1
FIN,1,2005,2005,11,1,43,O,4438,.,.,.,1
FIN,1,2005,2005,12,1,43,O,4617,.,.,.,1
FIN,1,2006,2006,1,1,43,O,4868,.,.,.,1
FIN,1,2006,2006,2,1,43,O,4617,.,.,.,1
FIN,1,2006,2006,3,1,43,O,5170,.,.,.,1
FIN,1,2006,2006,4,1,43,O,4914,.,.,.,1
FIN,1,2006,2006,5,1,43,O,4999,.,.,.,1
FIN,1,2006,2006,6,1,43,O,5029,.,.,.,1
FIN,1,2006,2006,7,1,43,O,5037,.,.,.,1
FIN,1,2006,2006,8,1,43,O,5167,.,.,.,1
FIN,1,2006,2006,9,1,43,O,4975,.,.,.,1
FIN,1,2006,2006,10,1,43,O,4899,.,.,.,1
FIN,1,2006,2006,11,1,43,O,4686,.,.,.,1
FIN,1,2006,2006,12,1,43,O,4479,.,.,.,1
FIN,1,2007,2007,1,1,43,O,5009,.,.,.,1
FIN,1,2007,2007,2,1,43,O,4465,.,.,.,1
FIN,1,2007,2007,3,1,43,O,5079,.,.,.,1
FIN,1,2007,2007,4,1,43,O,4906,.,.,.,1
FIN,1,2007,2007,5,1,43,O,5175,.,.,.,1
FIN,1,2007,2007,6,1,43,O,4878,.,.,.,1
FIN,1,2007,2007,7,1,43,O,5049,.,.,.,1
FIN,1,2007,2007,8,1,43,O,5191,.,.,.,1
FIN,1,2007,2007,9,1,43,O,4921,.,.,.,1
FIN,1,2007,2007,10,1,43,O,4886,.,.,.,1
FIN,1,2007,2007,11,1,43,O,4598,.,.,.,1
FIN,1,2007,2007,12,1,43,O,4572,.,.,.,1
FIN,1,2008,2008,1,1,43,O,5024,.,.,.,1
FIN,1,2008,2008,2,1,43,O,4837,.,.,.,1
FIN,1,2008,2008,3,1,43,O,5095,.,.,.,1
FIN,1,2008,2008,4,1,43,O,5034,.,.,.,1
FIN,1,2008,2008,5,1,43,O,4981,.,.,.,1
FIN,1,2008,2008,6,1,43,O,4980,.,.,.,1
FIN,1,2008,2008,7,1,43,O,5258,.,.,.,1
FIN,1,2008,2008,8,1,43,O,5123,.,.,.,1
FIN,1,2008,2008,9,1,43,O,5031,.,.,.,1
FIN,1,2008,2008,10,1,43,O,5002,.,.,.,1
FIN,1,2008,2008,11,1,43,O,4604,.,.,.,1
FIN,1,2008,2008,12,1,43,O,4561,.,.,.,1
FIN,1,2009,2009,1,1,43,O,5040,.,.,.,1
FIN,1,2009,2009,2,1,43,O,4568,.,.,.,1
FIN,1,2009,2009,3,1,43,O,5184,.,.,.,1
FIN,1,2009,2009,4,1,43,O,5113,.,.,.,1
FIN,1,2009,2009,5,1,43,O,5052,.,.,.,1
FIN,1,2009,2009,6,1,43,O,5121,.,.,.,1
FIN,1,2009,2009,7,1,43,O,5327,.,.,.,1
FIN,1,2009,2009,8,1,43,O,5323,.,.,.,1
FIN,1,2009,2009,9,1,43,O,5130,.,.,.,1
FIN,1,2009,2009,10,1,43,O,5002,.,.,.,1
FIN,1,2009,2009,11,1,43,O,4722,.,.,.,1
FIN,1,2009,2009,12,1,43,O,4848,.,.,.,1
FIN,1,2010,2010,1,1,43,O,5007,.,.,.,1
FIN,1,2010,2010,2,1,43,O,4733,.,.,.,1
FIN,1,2010,2010,3,1,43,O,5297,.,.,.,1
FIN,1,2010,2010,4,1,43,O,4956,.,.,.,1
FIN,1,2010,2010,5,1,43,O,5095,.,.,.,1
FIN,1,2010,2010,6,1,43,O,5111,.,.,.,1
FIN,1,2010,2010,7,1,43,O,5441,.,.,.,1
FIN,1,2010,2010,8,1,43,O,5272,.,.,.,1
FIN,1,2010,2010,9,1,43,O,5280,.,.,.,1
FIN,1,2010,2010,10,1,43,O,5251,.,.,.,1
FIN,1,2010,2010,11,1,43,O,4716,.,.,.,1
FIN,1,2010,2010,12,1,43,O,4821,.,.,.,1
FIN,1,2011,2011,1,1,43,O,5070,.,.,.,1
FIN,1,2011,2011,2,1,43,O,4592,.,.,.,1
FIN,1,2011,2011,3,1,43,O,5072,.,.,.,1
FIN,1,2011,2011,4,1,43,O,4790,.,.,.,1
FIN,1,2011,2011,5,1,43,O,5091,.,.,.,1
FIN,1,2011,2011,6,1,43,O,5057,.,.,.,1
FIN,1,2011,2011,7,1,43,O,5309,.,.,.,1
FIN,1,2011,2011,8,1,43,O,5434,.,.,.,1
FIN,1,2011,2011,9,1,43,O,5274,.,.,.,1
FIN,1,2011,2011,10,1,43,O,4888,.,.,.,1
FIN,1,2011,2011,11,1,43,O,4803,.,.,.,1
FIN,1,2011,2011,12,1,43,O,4581,.,.,.,1
FIN,1,2012,2012,1,1,43,O,4991,.,.,.,1
FIN,1,2012,2012,2,1,43,O,4722,.,.,.,1
FIN,1,2012,2012,3,1,43,O,5061,.,.,.,1
FIN,1,2012,2012,4,1,43,O,4822,.,.,.,1
FIN,1,2012,2012,5,1,43,O,5003,.,.,.,1
FIN,1,2012,2012,6,1,43,O,5047,.,.,.,1
FIN,1,2012,2012,7,1,43,O,5384,.,.,.,1
FIN,1,2012,2012,8,1,43,O,5388,.,.,.,1
FIN,1,2012,2012,9,1,43,O,4990,.,.,.,1
FIN,1,2012,2012,10,1,43,O,4832,.,.,.,1
FIN,1,2012,2012,11,1,43,O,4769,.,.,.,1
FIN,1,2012,2012,12,1,43,O,4484,.,.,.,1
FIN,1,2013,2013,1,1,43,O,4837,.,.,.,1
FIN,1,2013,2013,2,1,43,O,4463,.,.,.,1
FIN,1,2013,2013,3,1,43,O,4970,.,.,.,1
FIN,1,2013,2013,4,1,43,O,4840,.,.,.,1
FIN,1,2013,2013,5,1,43,O,5014,.,.,.,1
FIN,1,2013,2013,6,1,43,O,4866,.,.,.,1
FIN,1,2013,2013,7,1,43,O,5247,.,.,.,1
FIN,1,2013,2013,8,1,43,O,5134,.,.,.,1
FIN,1,2013,2013,9,1,43,O,5025,.,.,.,1
FIN,1,2013,2013,10,1,43,O,4987,.,.,.,1
FIN,1,2013,2013,11,1,43,O,4400,.,.,.,1
FIN,1,2013,2013,12,1,43,O,4351,.,.,.,1
FIN,1,2014,2014,1,1,43,O,4800,.,.,.,1
FIN,1,2014,2014,2,1,43,O,4333,.,.,.,1
FIN,1,2014,2014,3,1,43,O,4806,.,.,.,1
FIN,1,2014,2014,4,1,43,O,4683,.,.,.,1
FIN,1,2014,2014,5,1,43,O,4997,.,.,.,1
FIN,1,2014,2014,6,1,43,O,4880,.,.,.,1
FIN,1,2014,2014,7,1,43,O,5227,.,.,.,1
FIN,1,2014,2014,8,1,43,O,5052,.,.,.,1
FIN,1,2014,2014,9,1,43,O,5065,.,.,.,1
FIN,1,2014,2014,10,1,43,O,4781,.,.,.,1
FIN,1,2014,2014,11,1,43,O,4232,.,.,.,1
FIN,1,2014,2014,12,1,43,O,4376,.,.,.,1
FIN,1,2015,2015,1,1,43,O,4659,.,.,.,1
FIN,1,2015,2015,2,1,43,O,4209,.,.,.,1
FIN,1,2015,2015,3,1,43,O,4603,.,.,.,1
FIN,1,2015,2015,4,1,43,O,4629,.,.,.,1
FIN,1,2015,2015,5,1,43,O,4633,.,.,.,1
FIN,1,2015,2015,6,1,43,O,4696,.,.,.,1
FIN,1,2015,2015,7,1,43,O,5010,.,.,.,1
FIN,1,2015,2015,8,1,43,O,4882,.,.,.,1
FIN,1,2015,2015,9,1,43,O,4756,.,.,.,1
FIN,1,2015,2015,10,1,43,O,4615,.,.,.,1
FIN,1,2015,2015,11,1,43,O,4500,.,.,.,1
FIN,1,2015,2015,12,1,43,O,4280,.,.,.,1
FIN,1,2016,2016,1,1,70,O,4416,.,.,.,1
FIN,1,2016,2016,2,1,70,O,4094,.,.,.,1
FIN,1,2016,2016,3,1,70,O,4533,.,.,.,1
FIN,1,2016,2016,4,1,70,O,4458,.,.,.,1
FIN,1,2016,2016,5,1,70,O,4622,.,.,.,1
FIN,1,2016,2016,6,1,70,O,4507,.,.,.,1
FIN,1,2016,2016,7,1,70,O,4619,.,.,.,1
FIN,1,2016,2016,8,1,70,O,4727,.,.,.,1
FIN,1,2016,2016,9,1,70,O,4604,.,.,.,1
FIN,1,2016,2016,10,1,70,O,4411,.,.,.,1
FIN,1,2016,2016,11,1,70,O,3984,.,.,.,1
FIN,1,2016,2016,12,1,70,O,3839,.,.,.,1
FIN,1,2017,2017,1,1,70,O,4152,.,.,.,1
FIN,1,2017,2017,2,1,70,O,3814,.,.,.,1
FIN,1,2017,2017,3,1,70,O,4180,.,.,.,1
FIN,1,2017,2017,4,1,70,O,4062,.,.,.,1
FIN,1,2017,2017,5,1,70,O,4338,.,.,.,1
FIN,1,2017,2017,6,1,70,O,4421,.,.,.,1
FIN,1,2017,2017,7,1,70,O,4615,.,.,.,1
FIN,1,2017,2017,8,1,70,O,4559,.,.,.,1
FIN,1,2017,2017,9,1,70,O,4204,.,.,.,1
FIN,1,2017,2017,10,1,70,O,4275,.,.,.,1
FIN,1,2017,2017,11,1,70,O,3878,.,.,.,1
FIN,1,2017,2017,12,1,70,O,3823,.,.,.,1
FIN,1,2018,2018,1,1,70,O,4088,.,.,.,1
FIN,1,2018,2018,2,1,70,O,3657,.,.,.,1
FIN,1,2018,2018,3,1,70,O,3974,.,.,.,1
FIN,1,2018,2018,4,1,70,O,3989,.,.,.,1
FIN,1,2018,2018,5,1,70,O,4113,.,.,.,1
FIN,1,2018,2018,6,1,70,O,4051,.,.,.,1
FIN,1,2018,2018,7,1,70,O,4222,.,.,.,1
FIN,1,2018,2018,8,1,70,O,4351,.,.,.,1
FIN,1,2018,2018,9,1,70,O,3944,.,.,.,1
FIN,1,2018,2018,10,1,70,O,3915,.,.,.,1
FIN,1,2018,2018,11,1,70,O,3719,.,.,.,1
FIN,1,2018,2018,12,1,70,O,3554,.,.,.,1
FIN,1,2019,2019,1,1,74,O,3867,.,.,.,1
FIN,1,2019,2019,2,1,74,O,3288,.,.,.,1
FIN,1,2019,2019,3,1,74,O,3778,.,.,.,1
FIN,1,2019,2019,4,1,74,O,3750,.,.,.,1
FIN,1,2019,2019,5,1,74,O,3735,.,.,.,1
FIN,1,2019,2019,6,1,74,O,3817,.,.,.,1
FIN,1,2019,2019,7,1,74,O,4128,.,.,.,1
FIN,1,2019,2019,8,1,74,O,4122,.,.,.,1
FIN,1,2019,2019,9,1,74,O,4052,.,.,.,1
FIN,1,2019,2019,10,1,74,O,3848,.,.,.,1
FIN,1,2019,2019,11,1,74,O,3649,.,.,.,1
FIN,1,2019,2019,12,1,74,O,3579,.,.,.,1
