Belarus,  Exposures (Lexis triangle)	Last modified: 02 Apr 2020;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1959    0      1959    48319.17    51396.24    99715.41
 1959    0      1958    47475.09    49467.87    96942.96
 1959    1      1958    47028.04    48906.50    95934.54
 1959    1      1957    45853.65    47949.91    93803.56
 1959    2      1957    45727.64    47827.47    93555.11
 1959    2      1956    46209.08    48263.32    94472.39
 1959    3      1956    46155.87    48207.25    94363.13
 1959    3      1955    45192.41    47287.21    92479.63
 1959    4      1955    45157.84    47244.78    92402.63
 1959    4      1954    43923.10    45928.37    89851.46
 1959    5      1954    43897.44    45896.34    89793.78
 1959    5      1953    40150.52    41455.00    81605.52
 1959    6      1953    40126.01    41426.50    81552.51
 1959    6      1952    40866.65    42561.45    83428.11
 1959    7      1952    40845.21    42531.59    83376.80
 1959    7      1951    40138.88    41980.31    82119.19
 1959    8      1951    40121.05    41951.87    82072.92
 1959    8      1950    41076.61    42861.36    83937.97
 1959    9      1950    41061.14    42834.85    83895.99
 1959    9      1949    39982.44    41111.10    81093.54
 1959   10      1949    39967.51    41081.41    81048.92
 1959   10      1948    40220.23    41425.87    81646.10
 1959   11      1948    40204.54    41398.05    81602.60
 1959   11      1947    36369.98    37358.74    73728.72
 1959   12      1947    36355.48    37334.74    73690.21
 1959   12      1946    32965.28    34167.89    67133.17
 1959   13      1946    32952.91    34147.07    67099.98
 1959   13      1945    22501.81    23501.63    46003.44
 1959   14      1945    22492.47    23483.45    45975.92
 1959   14      1944    26291.39    26708.13    52999.51
 1959   15      1944    26282.06    26690.11    52972.17
 1959   15      1943    23382.54    23348.64    46731.17
 1959   16      1943    23371.06    23331.64    46702.70
 1959   16      1942    29922.65    29360.03    59282.68
 1959   17      1942    29908.99    29339.41    59248.40
 1959   17      1941    35704.31    33179.13    68883.44
 1959   18      1941    35685.54    33149.56    68835.10
 1959   18      1940    40042.82    36620.38    76663.20
 1959   19      1940    40019.16    36583.40    76602.55
 1959   19      1939    38608.83    35537.51    74146.34
 1959   20      1939    38582.98    35494.61    74077.59
 1959   20      1938    44581.24    37966.23    82547.46
 1959   21      1938    44557.57    37922.62    82480.18
 1959   21      1937    40125.79    36848.58    76974.37
 1959   22      1937    40100.12    36798.19    76898.31
 1959   22      1936    42956.38    36665.81    79622.19
 1959   23      1936    42926.72    36606.97    79533.69
 1959   23      1935    36909.60    33056.84    69966.45
 1959   24      1935    36881.60    33005.20    69886.80
 1959   24      1934    34754.18    29800.67    64554.85
 1959   25      1934    34724.46    29754.25    64478.71
 1959   25      1933    36502.94    30879.10    67382.04
 1959   26      1933    36473.11    30826.95    67300.05
 1959   26      1932    42661.39    35694.66    78356.05
 1959   27      1932    42633.23    35642.30    78275.53
 1959   27      1931    34151.52    31854.88    66006.40
 1959   28      1931    34119.33    31802.41    65921.75
 1959   28      1930    44836.01    40018.25    84854.26
 1959   29      1930    44802.68    39959.83    84762.51
 1959   29      1929    36795.37    32121.41    68916.78
 1959   30      1929    36757.48    32051.47    68808.95
 1959   30      1928    45991.57    38128.71    84120.29
 1959   31      1928    45951.93    38061.35    84013.28
 1959   31      1927    35392.09    30137.81    65529.91
 1959   32      1927    35354.57    30074.12    65428.69
 1959   32      1926    40040.34    27557.70    67598.04
 1959   33      1926    40000.67    27492.00    67492.67
 1959   33      1925    36619.75    24326.62    60946.36
 1959   34      1925    36583.09    24268.17    60851.26
 1959   34      1924    36204.91    22809.10    59014.01
 1959   35      1924    36167.52    22750.12    58917.64
 1959   35      1923    35557.86    22655.52    58213.38
 1959   36      1923    35515.03    22597.38    58112.41
 1959   36      1922    33092.93    20913.64    54006.57
 1959   37      1922    33049.26    20864.33    53913.59
 1959   37      1921    21694.99    15218.32    36913.31
 1959   38      1921    21656.82    15171.14    36827.96
 1959   38      1920    26488.46    17032.85    43521.31
 1959   39      1920    26456.46    16985.70    43442.15
 1959   39      1919    18989.52    12331.49    31321.01
 1959   40      1919    18956.35    12283.08    31239.42
 1959   40      1918    25301.04    15007.97    40309.01
 1959   41      1918    25267.53    14966.93    40234.46
 1959   41      1917    14472.30     9538.24    24010.53
 1959   42      1917    14445.12     9506.91    23952.03
 1959   42      1916    18163.83    11013.17    29177.00
 1959   43      1916    18135.83    10979.17    29115.00
 1959   43      1915    20943.06    12383.13    33326.19
 1959   44      1915    20906.56    12340.99    33247.55
 1959   44      1914    27013.46    15246.12    42259.58
 1959   45      1914    26957.65    15187.86    42145.51
 1959   45      1913    26273.20    15881.98    42155.17
 1959   46      1913    26211.35    15818.27    42029.62
 1959   46      1912    28452.80    16774.50    45227.30
 1959   47      1912    28394.30    16709.56    45103.86
 1959   47      1911    23220.97    15025.47    38246.44
 1959   48      1911    23154.63    14949.53    38104.16
 1959   48      1910    31921.13    18140.87    50061.99
 1959   49      1910    31853.12    18055.57    49908.69
 1959   49      1909    21998.55    14508.68    36507.23
 1959   50      1909    21913.20    14410.58    36323.78
 1959   50      1908    28729.70    17715.51    46445.21
 1959   51      1908    28649.43    17620.89    46270.33
 1959   51      1907    21400.91    15493.20    36894.10
 1959   52      1907    21331.96    15390.23    36722.19
 1959   52      1906    22985.70    16434.21    39419.91
 1959   53      1906    22907.35    16316.82    39224.16
 1959   53      1905    22055.76    14773.26    36829.02
 1959   54      1905    21978.10    14656.16    36634.25
 1959   54      1904    22345.55    15179.11    37524.66
 1959   55      1904    22251.51    15052.92    37304.43
 1959   55      1903    25665.53    14728.78    40394.31
 1959   56      1903    25562.34    14600.61    40162.95
 1959   56      1902    23979.96    13878.65    37858.61
 1959   57      1902    23880.46    13753.29    37633.75
 1959   57      1901    18784.09    10203.15    28987.24
 1959   58      1901    18667.84    10070.90    28738.74
 1959   58      1900    30679.66    15035.36    45715.02
 1959   59      1900    30544.33    14896.33    45440.66
 1959   59      1899    14877.12     9008.50    23885.62
 1959   60      1899    14716.03     8853.27    23569.30
 1959   60      1898    25222.31    12191.68    37413.98
 1959   61      1898    25082.65    12047.31    37129.96
 1959   61      1897    12409.17     8727.81    21136.97
