PopName,Area,Month,Year,YearReg,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
HRV,1,4,2003,2003,8,O,3056,.,.,.,1
HRV,1,5,2003,2003,8,O,3264,.,.,.,1
HRV,1,6,2003,2003,8,O,3229,.,.,.,1
HRV,1,7,2003,2003,8,O,3523,.,.,.,1
HRV,1,8,2003,2003,8,O,3512,.,.,.,1
HRV,1,9,2003,2003,8,O,3679,.,.,.,1
HRV,1,10,2003,2003,8,O,3502,.,.,.,1
HRV,1,11,2003,2003,8,O,3161,.,.,.,1
HRV,1,12,2003,2003,8,O,3127,.,.,.,1
HRV,1,TOT,2003,2003,8,O,39668,.,.,.,1
HRV,1,1,2004,2004,8,O,3315,.,.,.,1
HRV,1,2,2004,2004,8,O,3036,.,.,.,1
HRV,1,3,2004,2004,8,O,3167,.,.,.,1
HRV,1,4,2004,2004,8,O,3101,.,.,.,1
HRV,1,5,2004,2004,8,O,3062,.,.,.,1
HRV,1,6,2004,2004,8,O,3273,.,.,.,1
HRV,1,7,2004,2004,8,O,3604,.,.,.,1
HRV,1,8,2004,2004,8,O,3540,.,.,.,1
HRV,1,9,2004,2004,8,O,3706,.,.,.,1
HRV,1,10,2004,2004,8,O,3476,.,.,.,1
HRV,1,11,2004,2004,8,O,3394,.,.,.,1
HRV,1,12,2004,2004,8,O,3633,.,.,.,1
HRV,1,TOT,2004,2004,8,O,40307,.,.,.,1
HRV,1,1,2005,2005,8,O,3616,.,.,.,1
HRV,1,2,2005,2005,8,O,3397,.,.,.,1
HRV,1,3,2005,2005,8,O,3762,.,.,.,1
HRV,1,4,2005,2005,8,O,3370,.,.,.,1
HRV,1,5,2005,2005,8,O,3582,.,.,.,1
HRV,1,6,2005,2005,8,O,3595,.,.,.,1
HRV,1,7,2005,2005,8,O,3670,.,.,.,1
HRV,1,8,2005,2005,8,O,3550,.,.,.,1
HRV,1,9,2005,2005,8,O,3692,.,.,.,1
HRV,1,10,2005,2005,8,O,3589,.,.,.,1
HRV,1,11,2005,2005,8,O,3346,.,.,.,1
HRV,1,12,2005,2005,8,O,3323,.,.,.,1
HRV,1,TOT,2005,2005,8,O,42492,.,.,.,1
HRV,1,1,2006,2006,8,O,3691,.,.,.,1
HRV,1,2,2006,2006,8,O,3264,.,.,.,1
HRV,1,3,2006,2006,8,O,3422,.,.,.,1
HRV,1,4,2006,2006,8,O,3299,.,.,.,1
HRV,1,5,2006,2006,8,O,3475,.,.,.,1
HRV,1,6,2006,2006,8,O,3339,.,.,.,1
HRV,1,7,2006,2006,8,O,3614,.,.,.,1
HRV,1,8,2006,2006,8,O,3597,.,.,.,1
HRV,1,9,2006,2006,8,O,3616,.,.,.,1
HRV,1,10,2006,2006,8,O,3548,.,.,.,1
HRV,1,11,2006,2006,8,O,3300,.,.,.,1
HRV,1,12,2006,2006,8,O,3281,.,.,.,1
HRV,1,TOT,2006,2006,8,O,41446,.,.,.,1
HRV,1,1,2007,2007,8,O,3503,.,.,.,1
HRV,1,2,2007,2007,8,O,3104,.,.,.,1
HRV,1,3,2007,2007,8,O,3265,.,.,.,1
HRV,1,4,2007,2007,8,O,3096,.,.,.,1
HRV,1,5,2007,2007,8,O,3456,.,.,.,1
HRV,1,6,2007,2007,8,O,3405,.,.,.,1
HRV,1,7,2007,2007,8,O,3766,.,.,.,1
HRV,1,8,2007,2007,8,O,3800,.,.,.,1
HRV,1,9,2007,2007,8,O,3802,.,.,.,1
HRV,1,10,2007,2007,8,O,3725,.,.,.,1
HRV,1,11,2007,2007,8,O,3434,.,.,.,1
HRV,1,12,2007,2007,8,O,3554,.,.,.,1
HRV,1,TOT,2007,2007,8,O,41910,.,.,.,1
HRV,1,1,2008,2008,8,O,3958,.,.,.,1
HRV,1,2,2008,2008,8,O,3468,.,.,.,1
HRV,1,3,2008,2008,8,O,3374,.,.,.,1
HRV,1,4,2008,2008,8,O,3448,.,.,.,1
HRV,1,5,2008,2008,8,O,3534,.,.,.,1
HRV,1,6,2008,2008,8,O,3443,.,.,.,1
HRV,1,7,2008,2008,8,O,3874,.,.,.,1
HRV,1,8,2008,2008,8,O,3793,.,.,.,1
HRV,1,9,2008,2008,8,O,3915,.,.,.,1
HRV,1,10,2008,2008,8,O,3731,.,.,.,1
HRV,1,11,2008,2008,8,O,3573,.,.,.,1
HRV,1,12,2008,2008,8,O,3642,.,.,.,1
HRV,1,TOT,2008,2008,8,O,43753,.,.,.,1
HRV,1,1,2009,2009,8,O,3767,.,.,.,1
HRV,1,2,2009,2009,8,O,3426,.,.,.,1
HRV,1,3,2009,2009,8,O,3563,.,.,.,1
HRV,1,4,2009,2009,8,O,3292,.,.,.,1
HRV,1,5,2009,2009,8,O,3461,.,.,.,1
HRV,1,6,2009,2009,8,O,3554,.,.,.,1
HRV,1,7,2009,2009,8,O,4180,.,.,.,1
HRV,1,8,2009,2009,8,O,3935,.,.,.,1
HRV,1,9,2009,2009,8,O,4118,.,.,.,1
HRV,1,10,2009,2009,8,O,3823,.,.,.,1
HRV,1,11,2009,2009,8,O,3600,.,.,.,1
HRV,1,12,2009,2009,8,O,3858,.,.,.,1
HRV,1,TOT,2009,2009,8,O,44577,.,.,.,1
HRV,1,1,2010,2010,8,O,3867,.,.,.,1
HRV,1,2,2010,2010,8,O,3393,.,.,.,1
HRV,1,3,2010,2010,8,O,3663,.,.,.,1
HRV,1,4,2010,2010,8,O,3351,.,.,.,1
HRV,1,5,2010,2010,8,O,3468,.,.,.,1
HRV,1,6,2010,2010,8,O,3431,.,.,.,1
HRV,1,7,2010,2010,8,O,3740,.,.,.,1
HRV,1,8,2010,2010,8,O,3568,.,.,.,1
HRV,1,9,2010,2010,8,O,3895,.,.,.,1
HRV,1,10,2010,2010,8,O,3761,.,.,.,1
HRV,1,11,2010,2010,8,O,3614,.,.,.,1
HRV,1,12,2010,2010,8,O,3610,.,.,.,1
HRV,1,TOT,2010,2010,8,O,43361,.,.,.,1
HRV,1,1,2011,2011,8,O,3579,.,.,.,1
HRV,1,2,2011,2011,8,O,3144,.,.,.,1
HRV,1,3,2011,2011,8,O,3381,.,.,.,1
HRV,1,4,2011,2011,8,O,3092,.,.,.,1
HRV,1,5,2011,2011,8,O,3259,.,.,.,1
HRV,1,6,2011,2011,8,O,3295,.,.,.,1
HRV,1,7,2011,2011,8,O,3627,.,.,.,1
HRV,1,8,2011,2011,8,O,3635,.,.,.,1
HRV,1,9,2011,2011,8,O,3601,.,.,.,1
HRV,1,10,2011,2011,8,O,3616,.,.,.,1
HRV,1,11,2011,2011,8,O,3393,.,.,.,1
HRV,1,12,2011,2011,8,O,3575,.,.,.,1
HRV,1,TOT,2011,2011,8,O,41197,.,.,.,1
HRV,1,1,2012,2012,8,O,3566,.,.,.,1
HRV,1,2,2012,2012,8,O,3277,.,.,.,1
HRV,1,3,2012,2012,8,O,3395,.,.,.,1
HRV,1,4,2012,2012,8,O,3271,.,.,.,1
HRV,1,5,2012,2012,8,O,3404,.,.,.,1
HRV,1,6,2012,2012,8,O,3247,.,.,.,1
HRV,1,7,2012,2012,8,O,3743,.,.,.,1
HRV,1,8,2012,2012,8,O,3668,.,.,.,1
HRV,1,9,2012,2012,8,O,3807,.,.,.,1
HRV,1,10,2012,2012,8,O,3680,.,.,.,1
HRV,1,11,2012,2012,8,O,3420,.,.,.,1
HRV,1,12,2012,2012,8,O,3293,.,.,.,1
HRV,1,TOT,2012,2012,8,O,41771,.,.,.,1
HRV,1,1,2013,2013,8,O,3544,.,.,.,1
HRV,1,2,2013,2013,8,O,3016,.,.,.,1
HRV,1,3,2013,2013,8,O,3322,.,.,.,1
HRV,1,4,2013,2013,8,O,2922,.,.,.,1
HRV,1,5,2013,2013,8,O,3137,.,.,.,1
HRV,1,6,2013,2013,8,O,3179,.,.,.,1
HRV,1,7,2013,2013,8,O,3625,.,.,.,1
HRV,1,8,2013,2013,8,O,3403,.,.,.,1
HRV,1,9,2013,2013,8,O,3702,.,.,.,1
HRV,1,10,2013,2013,8,O,3580,.,.,.,1
HRV,1,11,2013,2013,8,O,3245,.,.,.,1
HRV,1,12,2013,2013,8,O,3264,.,.,.,1
HRV,1,TOT,2013,2013,8,O,39939,.,.,.,1
HRV,1,1,2014,2014,8,O,3380,.,.,.,1
HRV,1,2,2014,2014,8,O,3050,.,.,.,1
HRV,1,3,2014,2014,8,O,3212,.,.,.,1
HRV,1,4,2014,2014,8,O,3019,.,.,.,1
HRV,1,5,2014,2014,8,O,3104,.,.,.,1
HRV,1,6,2014,2014,8,O,3357,.,.,.,1
HRV,1,7,2014,2014,8,O,3586,.,.,.,1
HRV,1,8,2014,2014,8,O,3345,.,.,.,1
HRV,1,9,2014,2014,8,O,3715,.,.,.,1
HRV,1,10,2014,2014,8,O,3444,.,.,.,1
HRV,1,11,2014,2014,8,O,3095,.,.,.,1
HRV,1,12,2014,2014,8,O,3259,.,.,.,1
HRV,1,TOT,2014,2014,8,O,39566,.,.,.,1
HRV,1,1,2015,2015,8,O,3275,.,.,.,1
HRV,1,2,2015,2015,8,O,2790,.,.,.,1
HRV,1,3,2015,2015,8,O,3070,.,.,.,1
HRV,1,4,2015,2015,8,O,3126,.,.,.,1
HRV,1,5,2015,2015,8,O,2994,.,.,.,1
HRV,1,6,2015,2015,8,O,3099,.,.,.,1
HRV,1,7,2015,2015,8,O,3266,.,.,.,1
HRV,1,8,2015,2015,8,O,3226,.,.,.,1
HRV,1,9,2015,2015,8,O,3329,.,.,.,1
HRV,1,10,2015,2015,8,O,3232,.,.,.,1
HRV,1,11,2015,2015,8,O,2927,.,.,.,1
HRV,1,12,2015,2015,8,O,3169,.,.,.,1
HRV,1,TOT,2015,2015,8,O,37503,.,.,.,1
HRV,1,1,2016,2016,8,O,3013,.,.,.,1
HRV,1,2,2016,2016,8,O,2793,.,.,.,1
HRV,1,3,2016,2016,8,O,3148,.,.,.,1
HRV,1,4,2016,2016,8,O,2796,.,.,.,1
HRV,1,5,2016,2016,8,O,2794,.,.,.,1
HRV,1,6,2016,2016,8,O,3044,.,.,.,1
HRV,1,7,2016,2016,8,O,3287,.,.,.,1
HRV,1,8,2016,2016,8,O,3477,.,.,.,1
HRV,1,9,2016,2016,8,O,3679,.,.,.,1
HRV,1,10,2016,2016,8,O,3283,.,.,.,1
HRV,1,11,2016,2016,8,O,3126,.,.,.,1
HRV,1,12,2016,2016,8,O,3097,.,.,.,1
HRV,1,TOT,2016,2016,8,O,37537,.,.,.,1
HRV,1,1,2017,2017,12,O,3013,.,.,.,1
HRV,1,2,2017,2017,12,O,2793,.,.,.,1
HRV,1,3,2017,2017,12,O,3148,.,.,.,1
HRV,1,4,2017,2017,12,O,2796,.,.,.,1
HRV,1,5,2017,2017,12,O,2794,.,.,.,1
HRV,1,6,2017,2017,12,O,3044,.,.,.,1
HRV,1,7,2017,2017,12,O,3287,.,.,.,1
HRV,1,8,2017,2017,12,O,3477,.,.,.,1
HRV,1,9,2017,2017,12,O,3679,.,.,.,1
HRV,1,10,2017,2017,12,O,3283,.,.,.,1
HRV,1,11,2017,2017,12,O,3126,.,.,.,1
HRV,1,12,2017,2017,12,O,3097,.,.,.,1
HRV,1,TOT,2017,2017,12,O,37537,.,.,.,1
HRV,1,1,2018,2018,17,O,3128,.,.,.,1
HRV,1,2,2018,2018,17,O,2819,.,.,.,1
HRV,1,3,2018,2018,17,O,2982,.,.,.,1
HRV,1,4,2018,2018,17,O,2660,.,.,.,1
HRV,1,5,2018,2018,17,O,2793,.,.,.,1
HRV,1,6,2018,2018,17,O,3041,.,.,.,1
HRV,1,7,2018,2018,17,O,3444,.,.,.,1
HRV,1,8,2018,2018,17,O,3268,.,.,.,1
HRV,1,9,2018,2018,17,O,3371,.,.,.,1
HRV,1,10,2018,2018,17,O,3268,.,.,.,1
HRV,1,11,2018,2018,17,O,3099,.,.,.,1
HRV,1,12,2018,2018,17,O,3072,.,.,.,1
HRV,1,TOT,2018,2018,17,O,36945,.,.,.,1
HRV,1,1,2019,2019,19,O,3119,.,.,.,1
HRV,1,2,2019,2019,19,O,2722,.,.,.,1
HRV,1,3,2019,2019,19,O,2853,.,.,.,1
HRV,1,4,2019,2019,19,O,2775,.,.,.,1
HRV,1,5,2019,2019,19,O,2816,.,.,.,1
HRV,1,6,2019,2019,19,O,2778,.,.,.,1
HRV,1,7,2019,2019,19,O,3285,.,.,.,1
HRV,1,8,2019,2019,19,O,3078,.,.,.,1
HRV,1,9,2019,2019,19,O,3304,.,.,.,1
HRV,1,10,2019,2019,19,O,3231,.,.,.,1
HRV,1,11,2019,2019,19,O,3116,.,.,.,1
HRV,1,12,2019,2019,19,O,3058,.,.,.,1
HRV,1,TOT,2019,2019,19,O,36135,.,.,.,1
HRV,1,1,2020,2020,23,O,3192,.,.,.,1
HRV,1,2,2020,2020,23,O,2718,.,.,.,1
HRV,1,3,2020,2020,23,O,2819,.,.,.,1
HRV,1,4,2020,2020,23,O,2709,.,.,.,1
HRV,1,5,2020,2020,23,O,2818,.,.,.,1
HRV,1,6,2020,2020,23,O,2845,.,.,.,1
HRV,1,7,2020,2020,23,O,3265,.,.,.,1
HRV,1,8,2020,2020,23,O,3173,.,.,.,1
HRV,1,9,2020,2020,23,O,3355,.,.,.,1
HRV,1,10,2020,2020,23,O,3147,.,.,.,1
HRV,1,11,2020,2020,23,O,2884,.,.,.,1
HRV,1,12,2020,2020,23,O,2920,.,.,.,1
HRV,1,TOT,2020,2020,23,O,35845,.,.,.,1
