Popname,Area,Year,YearReg,YearInterval,Sex,Age,AgeInterval,Lexis,RefCode,Access,Deaths,NoteCode1,NoteCode2,NoteCode3,LDB
NZL_MA,10,1930,1930,1,m,0,1,RR,3,O,89,12,14,16,0
NZL_MA,10,1930,1930,1,m,1,4,RR,3,O,68,12,14,.,0
NZL_MA,10,1930,1930,1,m,5,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1930,1930,1,m,10,5,RR,3,O,18,12,14,.,0
NZL_MA,10,1930,1930,1,m,15,5,RR,3,O,37,12,14,.,0
NZL_MA,10,1930,1930,1,m,20,5,RR,3,O,22,12,14,.,0
NZL_MA,10,1930,1930,1,m,25,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1930,1930,1,m,30,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1930,1930,1,m,35,5,RR,3,O,20,12,14,.,0
NZL_MA,10,1930,1930,1,m,40,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1930,1930,1,m,45,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1930,1930,1,m,50,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1930,1930,1,m,55,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1930,1930,1,m,60,5,RR,3,O,17,12,14,.,0
NZL_MA,10,1930,1930,1,m,65,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1930,1930,1,m,70,5,RR,3,O,34,12,14,.,0
NZL_MA,10,1930,1930,1,m,75,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1930,1930,1,m,80,5,RR,3,O,20,12,14,.,0
NZL_MA,10,1930,1930,1,m,85,5,RR,3,O,7,12,14,.,0
NZL_MA,10,1930,1930,1,m,90,5,RR,3,O,5,12,14,.,0
NZL_MA,10,1930,1930,1,m,95,5,RR,3,O,1,12,14,.,0
NZL_MA,10,1930,1930,1,m,100,+,RR,3,O,0,12,14,.,0
NZL_MA,10,1930,1930,1,m,TOT,.,RR,3,O,493,12,14,.,0
NZL_MA,10,1930,1930,1,m,UNK,.,RR,3,O,4,12,14,.,0
NZL_MA,10,1930,1930,1,f,0,1,RR,3,O,99,12,14,16,0
NZL_MA,10,1930,1930,1,f,1,4,RR,3,O,51,12,14,.,0
NZL_MA,10,1930,1930,1,f,5,5,RR,3,O,26,12,14,.,0
NZL_MA,10,1930,1930,1,f,10,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1930,1930,1,f,15,5,RR,3,O,38,12,14,.,0
NZL_MA,10,1930,1930,1,f,20,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1930,1930,1,f,25,5,RR,3,O,18,12,14,.,0
NZL_MA,10,1930,1930,1,f,30,5,RR,3,O,12,12,14,.,0
NZL_MA,10,1930,1930,1,f,35,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1930,1930,1,f,40,5,RR,3,O,10,12,14,.,0
NZL_MA,10,1930,1930,1,f,45,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1930,1930,1,f,50,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1930,1930,1,f,55,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1930,1930,1,f,60,5,RR,3,O,12,12,14,.,0
NZL_MA,10,1930,1930,1,f,65,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1930,1930,1,f,70,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1930,1930,1,f,75,5,RR,3,O,12,12,14,.,0
NZL_MA,10,1930,1930,1,f,80,5,RR,3,O,16,12,14,.,0
NZL_MA,10,1930,1930,1,f,85,5,RR,3,O,9,12,14,.,0
NZL_MA,10,1930,1930,1,f,90,5,RR,3,O,6,12,14,.,0
NZL_MA,10,1930,1930,1,f,95,5,RR,3,O,5,12,14,.,0
NZL_MA,10,1930,1930,1,f,100,+,RR,3,O,3,12,14,.,0
NZL_MA,10,1930,1930,1,f,TOT,.,RR,3,O,453,12,14,.,0
NZL_MA,10,1930,1930,1,f,UNK,.,RR,3,O,8,12,14,.,0
NZL_MA,10,1931,1931,1,m,0,1,RR,3,O,120,12,14,16,0
NZL_MA,10,1931,1931,1,m,1,4,RR,3,O,64,12,14,.,0
NZL_MA,10,1931,1931,1,m,5,5,RR,3,O,21,12,14,.,0
NZL_MA,10,1931,1931,1,m,10,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1931,1931,1,m,15,5,RR,3,O,34,12,14,.,0
NZL_MA,10,1931,1931,1,m,20,5,RR,3,O,21,12,14,.,0
NZL_MA,10,1931,1931,1,m,25,5,RR,3,O,27,12,14,.,0
NZL_MA,10,1931,1931,1,m,30,5,RR,3,O,9,12,14,.,0
NZL_MA,10,1931,1931,1,m,35,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1931,1931,1,m,40,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1931,1931,1,m,45,5,RR,3,O,22,12,14,.,0
NZL_MA,10,1931,1931,1,m,50,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,m,55,5,RR,3,O,26,12,14,.,0
NZL_MA,10,1931,1931,1,m,60,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1931,1931,1,m,65,5,RR,3,O,30,12,14,.,0
NZL_MA,10,1931,1931,1,m,70,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1931,1931,1,m,75,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1931,1931,1,m,80,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,m,85,5,RR,3,O,6,12,14,.,0
NZL_MA,10,1931,1931,1,m,90,5,RR,3,O,8,12,14,.,0
NZL_MA,10,1931,1931,1,m,95,5,RR,3,O,1,12,14,.,0
NZL_MA,10,1931,1931,1,m,100,+,RR,3,O,5,12,14,.,0
NZL_MA,10,1931,1931,1,m,TOT,.,RR,3,O,528,12,14,.,0
NZL_MA,10,1931,1931,1,m,UNK,.,RR,3,O,6,12,14,.,0
NZL_MA,10,1931,1931,1,f,0,1,RR,3,O,101,12,14,16,0
NZL_MA,10,1931,1931,1,f,1,4,RR,3,O,59,12,14,.,0
NZL_MA,10,1931,1931,1,f,5,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1931,1931,1,f,10,5,RR,3,O,28,12,14,.,0
NZL_MA,10,1931,1931,1,f,15,5,RR,3,O,37,12,14,.,0
NZL_MA,10,1931,1931,1,f,20,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1931,1931,1,f,25,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1931,1931,1,f,30,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1931,1931,1,f,35,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1931,1931,1,f,40,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,f,45,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,f,50,5,RR,3,O,17,12,14,.,0
NZL_MA,10,1931,1931,1,f,55,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1931,1931,1,f,60,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,f,65,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1931,1931,1,f,70,5,RR,3,O,16,12,14,.,0
NZL_MA,10,1931,1931,1,f,75,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1931,1931,1,f,80,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1931,1931,1,f,85,5,RR,3,O,5,12,14,.,0
NZL_MA,10,1931,1931,1,f,90,5,RR,3,O,3,12,14,.,0
NZL_MA,10,1931,1931,1,f,95,5,RR,3,O,4,12,14,.,0
NZL_MA,10,1931,1931,1,f,100,+,RR,3,O,3,12,14,.,0
NZL_MA,10,1931,1931,1,f,TOT,.,RR,3,O,487,12,14,.,0
NZL_MA,10,1931,1931,1,f,UNK,.,RR,3,O,10,12,14,.,0
NZL_MA,10,1932,1932,1,m,0,1,RR,3,O,133,12,14,16,0
NZL_MA,10,1932,1932,1,m,1,4,RR,3,O,87,12,14,.,0
NZL_MA,10,1932,1932,1,m,5,5,RR,3,O,22,12,14,.,0
NZL_MA,10,1932,1932,1,m,10,5,RR,3,O,25,12,14,.,0
NZL_MA,10,1932,1932,1,m,15,5,RR,3,O,32,12,14,.,0
NZL_MA,10,1932,1932,1,m,20,5,RR,3,O,31,12,14,.,0
NZL_MA,10,1932,1932,1,m,25,5,RR,3,O,27,12,14,.,0
NZL_MA,10,1932,1932,1,m,30,5,RR,3,O,16,12,14,.,0
NZL_MA,10,1932,1932,1,m,35,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1932,1932,1,m,40,5,RR,3,O,23,12,14,.,0
NZL_MA,10,1932,1932,1,m,45,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1932,1932,1,m,50,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1932,1932,1,m,55,5,RR,3,O,20,12,14,.,0
NZL_MA,10,1932,1932,1,m,60,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1932,1932,1,m,65,5,RR,3,O,28,12,14,.,0
NZL_MA,10,1932,1932,1,m,70,5,RR,3,O,32,12,14,.,0
NZL_MA,10,1932,1932,1,m,75,5,RR,3,O,18,12,14,.,0
NZL_MA,10,1932,1932,1,m,80,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1932,1932,1,m,85,5,RR,3,O,9,12,14,.,0
NZL_MA,10,1932,1932,1,m,90,5,RR,3,O,13,12,14,.,0
NZL_MA,10,1932,1932,1,m,95,5,RR,3,O,7,12,14,.,0
NZL_MA,10,1932,1932,1,m,100,+,RR,3,O,5,12,14,.,0
NZL_MA,10,1932,1932,1,m,TOT,.,RR,3,O,619,12,14,.,0
NZL_MA,10,1932,1932,1,m,UNK,.,RR,3,O,5,12,14,.,0
NZL_MA,10,1932,1932,1,f,0,1,RR,3,O,129,12,14,16,0
NZL_MA,10,1932,1932,1,f,1,4,RR,3,O,85,12,14,.,0
NZL_MA,10,1932,1932,1,f,5,5,RR,3,O,26,12,14,.,0
NZL_MA,10,1932,1932,1,f,10,5,RR,3,O,32,12,14,.,0
NZL_MA,10,1932,1932,1,f,15,5,RR,3,O,41,12,14,.,0
NZL_MA,10,1932,1932,1,f,20,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1932,1932,1,f,25,5,RR,3,O,25,12,14,.,0
NZL_MA,10,1932,1932,1,f,30,5,RR,3,O,17,12,14,.,0
NZL_MA,10,1932,1932,1,f,35,5,RR,3,O,22,12,14,.,0
NZL_MA,10,1932,1932,1,f,40,5,RR,3,O,12,12,14,.,0
NZL_MA,10,1932,1932,1,f,45,5,RR,3,O,19,12,14,.,0
NZL_MA,10,1932,1932,1,f,50,5,RR,3,O,21,12,14,.,0
NZL_MA,10,1932,1932,1,f,55,5,RR,3,O,16,12,14,.,0
NZL_MA,10,1932,1932,1,f,60,5,RR,3,O,20,12,14,.,0
NZL_MA,10,1932,1932,1,f,65,5,RR,3,O,11,12,14,.,0
NZL_MA,10,1932,1932,1,f,70,5,RR,3,O,17,12,14,.,0
NZL_MA,10,1932,1932,1,f,75,5,RR,3,O,15,12,14,.,0
NZL_MA,10,1932,1932,1,f,80,5,RR,3,O,14,12,14,.,0
NZL_MA,10,1932,1932,1,f,85,5,RR,3,O,5,12,14,.,0
NZL_MA,10,1932,1932,1,f,90,5,RR,3,O,10,12,14,.,0
NZL_MA,10,1932,1932,1,f,95,5,RR,3,O,2,12,14,.,0
NZL_MA,10,1932,1932,1,f,100,+,RR,3,O,3,12,14,.,0
NZL_MA,10,1932,1932,1,f,TOT,.,RR,3,O,573,12,14,.,0
NZL_MA,10,1932,1932,1,f,UNK,.,RR,3,O,7,12,14,.,0
NZL_MA,10,1933,1933,1,m,0,1,RR,3,O,155,12,14,16,0
NZL_MA,10,1933,1933,1,m,1,4,RR,3,O,83,12,14,.,0
NZL_MA,10,1933,1933,1,m,5,5,RR,3,O,24,12,14,.,0
NZL_MA,10,1933,1933,1,m,10,5,RR,3,O,17,12,14,.,0
