PopName,Area,Year,YearReg,Month,Vital,RefCode,Births,Access,NoteCode1,NoteCode2,NoteCode3,LDB
USA,01,1968,1968,5,1,257,288468,O,.,.,.,1
USA,01,1968,1968,6,1,257,287432,O,.,.,.,1
USA,01,1968,1968,7,1,257,308396,O,.,.,.,1
USA,01,1968,1968,8,1,257,311676,O,.,.,.,1
USA,01,1968,1968,9,1,257,305752,O,.,.,.,1
USA,01,1968,1968,10,1,257,304288,O,.,.,.,1
USA,01,1968,1968,11,1,257,291584,O,.,.,.,1
USA,01,1968,1968,12,1,257,304766,O,.,.,.,1
USA,01,1968,1968,TOT,1,257,3501564,O,.,.,.,1
USA,01,1969,1969,1,1,257,293940,O,.,.,.,1
USA,01,1969,1969,2,1,257,270786,O,.,.,.,1
USA,01,1969,1969,3,1,257,296550,O,.,.,.,1
USA,01,1969,1969,4,1,257,282638,O,.,.,.,1
USA,01,1969,1969,5,1,257,289124,O,.,.,.,1
USA,01,1969,1969,6,1,257,291610,O,.,.,.,1
USA,01,1969,1969,7,1,257,318356,O,.,.,.,1
USA,01,1969,1969,8,1,257,321034,O,.,.,.,1
USA,01,1969,1969,9,1,257,312620,O,.,.,.,1
USA,01,1969,1969,10,1,257,311972,O,.,.,.,1
USA,01,1969,1969,11,1,257,297054,O,.,.,.,1
USA,01,1969,1969,12,1,257,314522,O,.,.,.,1
USA,01,1969,1969,TOT,1,257,3600206,O,.,.,.,1
USA,01,1970,1970,1,1,257,301870,O,.,.,.,1
USA,01,1970,1970,2,1,257,281100,O,.,.,.,1
USA,01,1970,1970,3,1,257,307068,O,.,.,.,1
USA,01,1970,1970,4,1,257,286624,O,.,.,.,1
USA,01,1970,1970,5,1,257,297648,O,.,.,.,1
USA,01,1970,1970,6,1,257,302798,O,.,.,.,1
USA,01,1970,1970,7,1,257,329904,O,.,.,.,1
USA,01,1970,1970,8,1,257,330712,O,.,.,.,1
USA,01,1970,1970,9,1,257,331830,O,.,.,.,1
USA,01,1970,1970,10,1,257,323764,O,.,.,.,1
USA,01,1970,1970,11,1,257,309012,O,.,.,.,1
USA,01,1970,1970,12,1,257,329056,O,.,.,.,1
USA,01,1970,1970,TOT,1,257,3731386,O,.,.,.,1
USA,01,1971,1971,1,1,257,312190,O,.,.,.,1
USA,01,1971,1971,2,1,257,283444,O,.,.,.,1
USA,01,1971,1971,3,1,257,307718,O,.,.,.,1
USA,01,1971,1971,4,1,257,285730,O,.,.,.,1
USA,01,1971,1971,5,1,257,284332,O,.,.,.,1
USA,01,1971,1971,6,1,257,284944,O,.,.,.,1
USA,01,1971,1971,7,1,257,304912,O,.,.,.,1
USA,01,1971,1971,8,1,257,312416,O,.,.,.,1
USA,01,1971,1971,9,1,257,310822,O,.,.,.,1
USA,01,1971,1971,10,1,257,302542,O,.,.,.,1
USA,01,1971,1971,11,1,257,281112,O,.,.,.,1
USA,01,1971,1971,12,1,257,285808,O,.,.,.,1
USA,01,1971,1971,TOT,1,257,3555970,O,.,.,.,1
USA,01,1972,1972,1,1,257,275912,O,.,.,.,1
USA,01,1972,1972,2,1,257,262305,O,.,.,.,1
USA,01,1972,1972,3,1,257,273054,O,.,.,.,1
USA,01,1972,1972,4,1,257,254538,O,.,.,.,1
USA,01,1972,1972,5,1,257,269698,O,.,.,.,1
USA,01,1972,1972,6,1,257,259620,O,.,.,.,1
USA,01,1972,1972,7,1,257,277654,O,.,.,.,1
USA,01,1972,1972,8,1,257,287834,O,.,.,.,1
USA,01,1972,1972,9,1,257,282333,O,.,.,.,1
USA,01,1972,1972,10,1,257,275130,O,.,.,.,1
USA,01,1972,1972,11,1,257,263987,O,.,.,.,1
USA,01,1972,1972,12,1,257,276346,O,.,.,.,1
USA,01,1972,1972,TOT,1,257,3258411,O,.,.,.,1
USA,01,1973,1973,1,1,257,265775,O,.,.,.,1
USA,01,1973,1973,2,1,257,241045,O,.,.,.,1
USA,01,1973,1973,3,1,257,268849,O,.,.,.,1
USA,01,1973,1973,4,1,257,247455,O,.,.,.,1
USA,01,1973,1973,5,1,257,254545,O,.,.,.,1
USA,01,1973,1973,6,1,257,254096,O,.,.,.,1
USA,01,1973,1973,7,1,257,275163,O,.,.,.,1
USA,01,1973,1973,8,1,257,281300,O,.,.,.,1
USA,01,1973,1973,9,1,257,270738,O,.,.,.,1
USA,01,1973,1973,10,1,257,265494,O,.,.,.,1
USA,01,1973,1973,11,1,257,251973,O,.,.,.,1
USA,01,1973,1973,12,1,257,260532,O,.,.,.,1
USA,01,1973,1973,TOT,1,257,3136965,O,.,.,.,1
USA,01,1974,1974,1,1,257,257455,O,.,.,.,1
USA,01,1974,1974,2,1,257,236551,O,.,.,.,1
USA,01,1974,1974,3,1,257,257951,O,.,.,.,1
USA,01,1974,1974,4,1,257,246469,O,.,.,.,1
USA,01,1974,1974,5,1,257,256986,O,.,.,.,1
USA,01,1974,1974,6,1,257,250525,O,.,.,.,1
USA,01,1974,1974,7,1,257,279630,O,.,.,.,1
USA,01,1974,1974,8,1,257,286496,O,.,.,.,1
USA,01,1974,1974,9,1,257,283718,O,.,.,.,1
USA,01,1974,1974,10,1,257,280280,O,.,.,.,1
USA,01,1974,1974,11,1,257,258011,O,.,.,.,1
USA,01,1974,1974,12,1,257,265886,O,.,.,.,1
USA,01,1974,1974,TOT,1,257,3159958,O,.,.,.,1
USA,01,1975,1975,1,1,257,259173,O,.,.,.,1
USA,01,1975,1975,2,1,257,238153,O,.,.,.,1
USA,01,1975,1975,3,1,257,261608,O,.,.,.,1
USA,01,1975,1975,4,1,257,250992,O,.,.,.,1
USA,01,1975,1975,5,1,257,261572,O,.,.,.,1
USA,01,1975,1975,6,1,257,255734,O,.,.,.,1
USA,01,1975,1975,7,1,257,279744,O,.,.,.,1
USA,01,1975,1975,8,1,257,279937,O,.,.,.,1
USA,01,1975,1975,9,1,257,273750,O,.,.,.,1
USA,01,1975,1975,10,1,257,267841,O,.,.,.,1
USA,01,1975,1975,11,1,257,249907,O,.,.,.,1
USA,01,1975,1975,12,1,257,265787,O,.,.,.,1
USA,01,1975,1975,TOT,1,257,3144198,O,.,.,.,1
USA,01,1976,1976,1,1,257,257181,O,.,.,.,1
USA,01,1976,1976,2,1,257,242868,O,.,.,.,1
USA,01,1976,1976,3,1,257,258146,O,.,.,.,1
USA,01,1976,1976,4,1,257,243611,O,.,.,.,1
USA,01,1976,1976,5,1,257,251603,O,.,.,.,1
USA,01,1976,1976,6,1,257,256556,O,.,.,.,1
USA,01,1976,1976,7,1,257,277250,O,.,.,.,1
USA,01,1976,1976,8,1,257,281987,O,.,.,.,1
USA,01,1976,1976,9,1,257,282457,O,.,.,.,1
USA,01,1976,1976,10,1,257,278295,O,.,.,.,1
USA,01,1976,1976,11,1,257,263506,O,.,.,.,1
USA,01,1976,1976,12,1,257,274328,O,.,.,.,1
USA,01,1976,1976,TOT,1,257,3167788,O,.,.,.,1
USA,01,1977,1977,1,1,257,271480,O,.,.,.,1
USA,01,1977,1977,2,1,257,253322,O,.,.,.,1
USA,01,1977,1977,3,1,257,281027,O,.,.,.,1
USA,01,1977,1977,4,1,257,262403,O,.,.,.,1
USA,01,1977,1977,5,1,257,274767,O,.,.,.,1
USA,01,1977,1977,6,1,257,273321,O,.,.,.,1
USA,01,1977,1977,7,1,257,291087,O,.,.,.,1
USA,01,1977,1977,8,1,257,299200,O,.,.,.,1
USA,01,1977,1977,9,1,257,292435,O,.,.,.,1
USA,01,1977,1977,10,1,257,285850,O,.,.,.,1
USA,01,1977,1977,11,1,257,269025,O,.,.,.,1
USA,01,1977,1977,12,1,257,272715,O,.,.,.,1
USA,01,1977,1977,TOT,1,257,3326632,O,.,.,.,1
USA,01,1978,1978,1,1,257,270695,O,.,.,.,1
USA,01,1978,1978,2,1,257,249898,O,.,.,.,1
USA,01,1978,1978,3,1,257,276584,O,.,.,.,1
USA,01,1978,1978,4,1,257,254585,O,.,.,.,1
USA,01,1978,1978,5,1,257,270818,O,.,.,.,1
USA,01,1978,1978,6,1,257,270704,O,.,.,.,1
USA,01,1978,1978,7,1,257,294704,O,.,.,.,1
USA,01,1978,1978,8,1,257,302805,O,.,.,.,1
USA,01,1978,1978,9,1,257,293903,O,.,.,.,1
USA,01,1978,1978,10,1,257,288965,O,.,.,.,1
USA,01,1978,1978,11,1,257,274679,O,.,.,.,1
USA,01,1978,1978,12,1,257,284939,O,.,.,.,1
USA,01,1978,1978,TOT,1,257,3333279,O,.,.,.,1
USA,01,1979,1979,1,1,257,284463,O,.,.,.,1
USA,01,1979,1979,2,1,257,260981,O,.,.,.,1
USA,01,1979,1979,3,1,257,288637,O,.,.,.,1
USA,01,1979,1979,4,1,257,271159,O,.,.,.,1
USA,01,1979,1979,5,1,257,287126,O,.,.,.,1
USA,01,1979,1979,6,1,257,282277,O,.,.,.,1
USA,01,1979,1979,7,1,257,311157,O,.,.,.,1
USA,01,1979,1979,8,1,257,318023,O,.,.,.,1
USA,01,1979,1979,9,1,257,306666,O,.,.,.,1
USA,01,1979,1979,10,1,257,304119,O,.,.,.,1
USA,01,1979,1979,11,1,257,288271,O,.,.,.,1
USA,01,1979,1979,12,1,257,291519,O,.,.,.,1
USA,01,1979,1979,TOT,1,257,3494398,O,.,.,.,1
USA,01,1980,1980,1,1,257,292009,O,.,.,.,1
USA,01,1980,1980,2,1,257,279961,O,.,.,.,1
USA,01,1980,1980,3,1,257,297309,O,.,.,.,1
USA,01,1980,1980,4,1,257,286780,O,.,.,.,1
USA,01,1980,1980,5,1,257,293687,O,.,.,.,1
USA,01,1980,1980,6,1,257,293018,O,.,.,.,1
USA,01,1980,1980,7,1,257,321836,O,.,.,.,1
USA,01,1980,1980,8,1,257,323129,O,.,.,.,1
USA,01,1980,1980,9,1,257,320536,O,.,.,.,1
USA,01,1980,1980,10,1,257,311312,O,.,.,.,1
USA,01,1980,1980,11,1,257,289580,O,.,.,.,1
USA,01,1980,1980,12,1,257,303101,O,.,.,.,1
USA,01,1980,1980,TOT,1,257,3612258,O,.,.,.,1
USA,01,1981,1981,1,1,257,294632,O,.,.,.,1
USA,01,1981,1981,2,1,257,273234,O,.,.,.,1
USA,01,1981,1981,3,1,257,301691,O,.,.,.,1
USA,01,1981,1981,4,1,257,285578,O,.,.,.,1
USA,01,1981,1981,5,1,257,296323,O,.,.,.,1
USA,01,1981,1981,6,1,257,297935,O,.,.,.,1
USA,01,1981,1981,7,1,257,326182,O,.,.,.,1
USA,01,1981,1981,8,1,257,329870,O,.,.,.,1
USA,01,1981,1981,9,1,257,319971,O,.,.,.,1
USA,01,1981,1981,10,1,257,309106,O,.,.,.,1
USA,01,1981,1981,11,1,257,290843,O,.,.,.,1
USA,01,1981,1981,12,1,257,303873,O,.,.,.,1
USA,01,1981,1981,TOT,1,257,3629238,O,.,.,.,1
USA,01,1982,1982,1,1,257,297823,O,.,.,.,1
USA,01,1982,1982,2,1,257,276899,O,.,.,.,1
USA,01,1982,1982,3,1,257,305811,O,.,.,.,1
USA,01,1982,1982,4,1,257,291446,O,.,.,.,1
USA,01,1982,1982,5,1,257,306232,O,.,.,.,1
USA,01,1982,1982,6,1,257,307842,O,.,.,.,1
USA,01,1982,1982,7,1,257,328528,O,.,.,.,1
USA,01,1982,1982,8,1,257,329182,O,.,.,.,1
USA,01,1982,1982,9,1,257,326619,O,.,.,.,1
USA,01,1982,1982,10,1,257,313982,O,.,.,.,1
USA,01,1982,1982,11,1,257,295992,O,.,.,.,1
USA,01,1982,1982,12,1,257,300181,O,.,.,.,1
USA,01,1982,1982,TOT,1,257,3680537,O,.,.,.,1
USA,01,1983,1983,1,1,257,297750,O,.,.,.,1
USA,01,1983,1983,2,1,257,276981,O,.,.,.,1
USA,01,1983,1983,3,1,257,310928,O,.,.,.,1
USA,01,1983,1983,4,1,257,293920,O,.,.,.,1
USA,01,1983,1983,5,1,257,303224,O,.,.,.,1
USA,01,1983,1983,6,1,257,303957,O,.,.,.,1
USA,01,1983,1983,7,1,257,317969,O,.,.,.,1
USA,01,1983,1983,8,1,257,323960,O,.,.,.,1
USA,01,1983,1983,9,1,257,314468,O,.,.,.,1
USA,01,1983,1983,10,1,257,305777,O,.,.,.,1
USA,01,1983,1983,11,1,257,290944,O,.,.,.,1
USA,01,1983,1983,12,1,257,299055,O,.,.,.,1
USA,01,1983,1983,TOT,1,257,3638933,O,.,.,.,1
USA,01,1984,1984,1,1,257,292200,O,.,.,.,1
USA,01,1984,1984,2,1,257,281564,O,.,.,.,1
USA,01,1984,1984,3,1,257,303970,O,.,.,.,1
USA,01,1984,1984,4,1,257,285823,O,.,.,.,1
USA,01,1984,1984,5,1,257,299395,O,.,.,.,1
USA,01,1984,1984,6,1,257,298889,O,.,.,.,1
USA,01,1984,1984,7,1,257,325516,O,.,.,.,1
USA,01,1984,1984,8,1,257,335222,O,.,.,.,1
USA,01,1984,1984,9,1,257,326454,O,.,.,.,1
USA,01,1984,1984,10,1,257,321371,O,.,.,.,1
USA,01,1984,1984,11,1,257,296816,O,.,.,.,1
USA,01,1984,1984,12,1,257,301921,O,.,.,.,1
USA,01,1984,1984,TOT,1,257,3669141,O,.,.,.,1
USA,01,1985,1985,1,1,257,304073,O,.,.,.,1
USA,01,1985,1985,2,1,257,281261,O,.,.,.,1
USA,01,1985,1985,3,1,257,310679,O,.,.,.,1
USA,01,1985,1985,4,1,257,301777,O,.,.,.,1
USA,01,1985,1985,5,1,257,317596,O,.,.,.,1
USA,01,1985,1985,6,1,257,308477,O,.,.,.,1
USA,01,1985,1985,7,1,257,333484,O,.,.,.,1
USA,01,1985,1985,8,1,257,336575,O,.,.,.,1
USA,01,1985,1985,9,1,257,331283,O,.,.,.,1
USA,01,1985,1985,10,1,257,322997,O,.,.,.,1
USA,01,1985,1985,11,1,257,301551,O,.,.,.,1
USA,01,1985,1985,12,1,257,310808,O,.,.,.,1
USA,01,1985,1985,TOT,1,257,3760561,O,.,.,.,1
USA,01,1986,1986,1,1,257,306183,O,.,.,.,1
USA,01,1986,1986,2,1,257,282526,O,.,.,.,1
USA,01,1986,1986,3,1,257,312394,O,.,.,.,1
USA,01,1986,1986,4,1,257,304103,O,.,.,.,1
USA,01,1986,1986,5,1,257,315975,O,.,.,.,1
USA,01,1986,1986,6,1,257,307668,O,.,.,.,1
USA,01,1986,1986,7,1,257,334499,O,.,.,.,1
USA,01,1986,1986,8,1,257,333875,O,.,.,.,1
USA,01,1986,1986,9,1,257,334196,O,.,.,.,1
USA,01,1986,1986,10,1,257,319134,O,.,.,.,1
USA,01,1986,1986,11,1,257,293252,O,.,.,.,1
USA,01,1986,1986,12,1,257,312742,O,.,.,.,1
USA,01,1986,1986,TOT,1,257,3756547,O,.,.,.,1
USA,01,1987,1987,1,1,257,305069,O,.,.,.,1
USA,01,1987,1987,2,1,257,283477,O,.,.,.,1
USA,01,1987,1987,3,1,257,317462,O,.,.,.,1
USA,01,1987,1987,4,1,257,307768,O,.,.,.,1
USA,01,1987,1987,5,1,257,319784,O,.,.,.,1
USA,01,1987,1987,6,1,257,321024,O,.,.,.,1
USA,01,1987,1987,7,1,257,336381,O,.,.,.,1
USA,01,1987,1987,8,1,257,331351,O,.,.,.,1
USA,01,1987,1987,9,1,257,334058,O,.,.,.,1
USA,01,1987,1987,10,1,257,326392,O,.,.,.,1
USA,01,1987,1987,11,1,257,306346,O,.,.,.,1
USA,01,1987,1987,12,1,257,320282,O,.,.,.,1
USA,01,1987,1987,TOT,1,257,3809394,O,.,.,.,1
USA,01,1988,1988,1,1,257,310214,O,.,.,.,1
USA,01,1988,1988,2,1,257,298464,O,.,.,.,1
USA,01,1988,1988,3,1,257,321920,O,.,.,.,1
USA,01,1988,1988,4,1,257,309185,O,.,.,.,1
USA,01,1988,1988,5,1,257,325953,O,.,.,.,1
USA,01,1988,1988,6,1,257,328868,O,.,.,.,1
USA,01,1988,1988,7,1,257,346417,O,.,.,.,1
USA,01,1988,1988,8,1,257,354165,O,.,.,.,1
USA,01,1988,1988,9,1,257,346855,O,.,.,.,1
USA,01,1988,1988,10,1,257,331220,O,.,.,.,1
USA,01,1988,1988,11,1,257,314321,O,.,.,.,1
USA,01,1988,1988,12,1,257,321928,O,.,.,.,1
USA,01,1988,1988,TOT,1,257,3909510,O,.,.,.,1
USA,01,1989,1989,1,1,257,320422,O,.,.,.,1
USA,01,1989,1989,2,1,257,300391,O,.,.,.,1
USA,01,1989,1989,3,1,257,339912,O,.,.,.,1
USA,01,1989,1989,4,1,257,318779,O,.,.,.,1
USA,01,1989,1989,5,1,257,336320,O,.,.,.,1
USA,01,1989,1989,6,1,257,338973,O,.,.,.,1
USA,01,1989,1989,7,1,257,356716,O,.,.,.,1
USA,01,1989,1989,8,1,257,366579,O,.,.,.,1
USA,01,1989,1989,9,1,257,357344,O,.,.,.,1
USA,01,1989,1989,10,1,257,344161,O,.,.,.,1
USA,01,1989,1989,11,1,257,325543,O,.,.,.,1
USA,01,1989,1989,12,1,257,335818,O,.,.,.,1
USA,01,1989,1989,TOT,1,257,4040958,O,.,.,.,1
USA,01,1990,1990,1,1,257,335274,O,.,.,.,1
USA,01,1990,1990,2,1,257,312611,O,.,.,.,1
USA,01,1990,1990,3,1,257,350614,O,.,.,.,1
USA,01,1990,1990,4,1,257,336382,O,.,.,.,1
USA,01,1990,1990,5,1,257,354114,O,.,.,.,1
USA,01,1990,1990,6,1,257,347355,O,.,.,.,1
USA,01,1990,1990,7,1,257,367670,O,.,.,.,1
USA,01,1990,1990,8,1,257,372516,O,.,.,.,1
USA,01,1990,1990,9,1,257,358682,O,.,.,.,1
USA,01,1990,1990,10,1,257,353166,O,.,.,.,1
USA,01,1990,1990,11,1,257,333146,O,.,.,.,1
USA,01,1990,1990,12,1,257,336682,O,.,.,.,1
USA,01,1990,1990,TOT,1,257,4158212,O,.,.,.,1
USA,01,1991,1991,1,1,257,335172,O,.,.,.,1
USA,01,1991,1991,2,1,257,309130,O,.,.,.,1
USA,01,1991,1991,3,1,257,344079,O,.,.,.,1
USA,01,1991,1991,4,1,257,335626,O,.,.,.,1
USA,01,1991,1991,5,1,257,353131,O,.,.,.,1
USA,01,1991,1991,6,1,257,334265,O,.,.,.,1
USA,01,1991,1991,7,1,257,362913,O,.,.,.,1
USA,01,1991,1991,8,1,257,366786,O,.,.,.,1
USA,01,1991,1991,9,1,257,356016,O,.,.,.,1
USA,01,1991,1991,10,1,257,348934,O,.,.,.,1
USA,01,1991,1991,11,1,257,323635,O,.,.,.,1
USA,01,1991,1991,12,1,257,341220,O,.,.,.,1
USA,01,1991,1991,TOT,1,257,4110907,O,.,.,.,1
USA,01,1992,1992,1,1,257,334045,O,.,.,.,1
USA,01,1992,1992,2,1,257,315448,O,.,.,.,1
USA,01,1992,1992,3,1,257,339518,O,.,.,.,1
USA,01,1992,1992,4,1,257,333373,O,.,.,.,1
USA,01,1992,1992,5,1,257,344137,O,.,.,.,1
USA,01,1992,1992,6,1,257,339664,O,.,.,.,1
USA,01,1992,1992,7,1,257,359112,O,.,.,.,1
USA,01,1992,1992,8,1,257,348949,O,.,.,.,1
USA,01,1992,1992,9,1,257,347547,O,.,.,.,1
USA,01,1992,1992,10,1,257,343546,O,.,.,.,1
USA,01,1992,1992,11,1,257,321943,O,.,.,.,1
USA,01,1992,1992,12,1,257,337732,O,.,.,.,1
USA,01,1992,1992,TOT,1,257,4065014,O,.,.,.,1
USA,01,1993,1993,1,1,257,323073,O,.,.,.,1
USA,01,1993,1993,2,1,257,304656,O,.,.,.,1
USA,01,1993,1993,3,1,257,342187,O,.,.,.,1
USA,01,1993,1993,4,1,257,327042,O,.,.,.,1
USA,01,1993,1993,5,1,257,335989,O,.,.,.,1
USA,01,1993,1993,6,1,257,335349,O,.,.,.,1
USA,01,1993,1993,7,1,257,352554,O,.,.,.,1
USA,01,1993,1993,8,1,257,350898,O,.,.,.,1
USA,01,1993,1993,9,1,257,348013,O,.,.,.,1
USA,01,1993,1993,10,1,257,332937,O,.,.,.,1
USA,01,1993,1993,11,1,257,316379,O,.,.,.,1
USA,01,1993,1993,12,1,257,331163,O,.,.,.,1
USA,01,1993,1993,TOT,1,257,4000240,O,.,.,.,1
USA,01,1994,1994,1,1,257,320705,O,.,.,.,1
USA,01,1994,1994,2,1,257,301327,O,.,.,.,1
USA,01,1994,1994,3,1,257,339736,O,.,.,.,1
USA,01,1994,1994,4,1,257,317392,O,.,.,.,1
USA,01,1994,1994,5,1,257,330295,O,.,.,.,1
USA,01,1994,1994,6,1,257,329737,O,.,.,.,1
USA,01,1994,1994,7,1,257,345862,O,.,.,.,1
USA,01,1994,1994,8,1,257,352173,O,.,.,.,1
USA,01,1994,1994,9,1,257,339223,O,.,.,.,1
USA,01,1994,1994,10,1,257,330172,O,.,.,.,1
USA,01,1994,1994,11,1,257,319397,O,.,.,.,1
USA,01,1994,1994,12,1,257,326748,O,.,.,.,1
USA,01,1994,1994,TOT,1,257,3952767,O,.,.,.,1
USA,01,1995,1995,1,1,257,316013,O,.,.,.,1
USA,01,1995,1995,2,1,257,295094,O,.,.,.,1
USA,01,1995,1995,3,1,257,328503,O,.,.,.,1
USA,01,1995,1995,4,1,257,309119,O,.,.,.,1
USA,01,1995,1995,5,1,257,334543,O,.,.,.,1
USA,01,1995,1995,6,1,257,329805,O,.,.,.,1
USA,01,1995,1995,7,1,257,340873,O,.,.,.,1
USA,01,1995,1995,8,1,257,350737,O,.,.,.,1
USA,01,1995,1995,9,1,257,339103,O,.,.,.,1
USA,01,1995,1995,10,1,257,330012,O,.,.,.,1
USA,01,1995,1995,11,1,257,310817,O,.,.,.,1
USA,01,1995,1995,12,1,257,314970,O,.,.,.,1
USA,01,1995,1995,TOT,1,257,3899589,O,.,.,.,1
USA,01,1996,1996,1,1,257,314283,O,.,.,.,1
USA,01,1996,1996,2,1,257,301763,O,.,.,.,1
USA,01,1996,1996,3,1,257,322581,O,.,.,.,1
USA,01,1996,1996,4,1,257,312595,O,.,.,.,1
USA,01,1996,1996,5,1,257,325708,O,.,.,.,1
USA,01,1996,1996,6,1,257,318525,O,.,.,.,1
USA,01,1996,1996,7,1,257,345162,O,.,.,.,1
USA,01,1996,1996,8,1,257,346317,O,.,.,.,1
USA,01,1996,1996,9,1,257,336348,O,.,.,.,1
USA,01,1996,1996,10,1,257,336346,O,.,.,.,1
USA,01,1996,1996,11,1,257,309397,O,.,.,.,1
USA,01,1996,1996,12,1,257,322469,O,.,.,.,1
USA,01,1996,1996,TOT,1,257,3891494,O,.,.,.,1
USA,01,1997,1997,1,1,257,317211,O,.,.,.,1
USA,01,1997,1997,2,1,257,291541,O,.,.,.,1
USA,01,1997,1997,3,1,257,321212,O,.,.,.,1
USA,01,1997,1997,4,1,257,314230,O,.,.,.,1
USA,01,1997,1997,5,1,257,330331,O,.,.,.,1
USA,01,1997,1997,6,1,257,321867,O,.,.,.,1
USA,01,1997,1997,7,1,257,346506,O,.,.,.,1
USA,01,1997,1997,8,1,257,339122,O,.,.,.,1
USA,01,1997,1997,9,1,257,333600,O,.,.,.,1
USA,01,1997,1997,10,1,257,328657,O,.,.,.,1
USA,01,1997,1997,11,1,257,307282,O,.,.,.,1
USA,01,1997,1997,12,1,257,329335,O,.,.,.,1
USA,01,1997,1997,TOT,1,257,3880894,O,.,.,.,1
USA,01,1998,1998,1,1,257,319340,O,.,.,.,1
USA,01,1998,1998,2,1,257,298711,O,.,.,.,1
USA,01,1998,1998,3,1,257,329436,O,.,.,.,1
USA,01,1998,1998,4,1,257,319758,O,.,.,.,1
USA,01,1998,1998,5,1,257,330519,O,.,.,.,1
USA,01,1998,1998,6,1,257,327091,O,.,.,.,1
USA,01,1998,1998,7,1,257,348651,O,.,.,.,1
USA,01,1998,1998,8,1,257,344736,O,.,.,.,1
USA,01,1998,1998,9,1,257,343384,O,.,.,.,1
USA,01,1998,1998,10,1,257,332790,O,.,.,.,1
USA,01,1998,1998,11,1,257,313241,O,.,.,.,1
USA,01,1998,1998,12,1,257,333896,O,.,.,.,1
USA,01,1998,1998,TOT,1,257,3941553,O,.,.,.,1
USA,01,1999,1999,1,1,257,319182,O,.,.,.,1
USA,01,1999,1999,2,1,257,297568,O,.,.,.,1
USA,01,1999,1999,3,1,257,332939,O,.,.,.,1
USA,01,1999,1999,4,1,257,316889,O,.,.,.,1
USA,01,1999,1999,5,1,257,328526,O,.,.,.,1
USA,01,1999,1999,6,1,257,332201,O,.,.,.,1
USA,01,1999,1999,7,1,257,349812,O,.,.,.,1
USA,01,1999,1999,8,1,257,351371,O,.,.,.,1
USA,01,1999,1999,9,1,257,349409,O,.,.,.,1
USA,01,1999,1999,10,1,257,332980,O,.,.,.,1
USA,01,1999,1999,11,1,257,315289,O,.,.,.,1
USA,01,1999,1999,12,1,257,333251,O,.,.,.,1
USA,01,1999,1999,TOT,1,257,3959417,O,.,.,.,1
USA,01,2000,2000,1,1,257,330108,O,.,.,.,1
USA,01,2000,2000,2,1,257,317377,O,.,.,.,1
USA,01,2000,2000,3,1,257,340553,O,.,.,.,1
USA,01,2000,2000,4,1,257,317180,O,.,.,.,1
USA,01,2000,2000,5,1,257,341207,O,.,.,.,1
USA,01,2000,2000,6,1,257,341206,O,.,.,.,1
USA,01,2000,2000,7,1,257,348975,O,.,.,.,1
USA,01,2000,2000,8,1,257,360080,O,.,.,.,1
USA,01,2000,2000,9,1,257,347609,O,.,.,.,1
USA,01,2000,2000,10,1,257,343921,O,.,.,.,1
USA,01,2000,2000,11,1,257,333811,O,.,.,.,1
USA,01,2000,2000,12,1,257,336787,O,.,.,.,1
USA,01,2000,2000,TOT,1,257,4058814,O,.,.,.,1
USA,01,2001,2001,1,1,257,335198,O,.,.,.,1
USA,01,2001,2001,2,1,257,303534,O,.,.,.,1
USA,01,2001,2001,3,1,257,338684,O,.,.,.,1
USA,01,2001,2001,4,1,257,323613,O,.,.,.,1
USA,01,2001,2001,5,1,257,344017,O,.,.,.,1
USA,01,2001,2001,6,1,257,331085,O,.,.,.,1
USA,01,2001,2001,7,1,257,351047,O,.,.,.,1
USA,01,2001,2001,8,1,257,361802,O,.,.,.,1
USA,01,2001,2001,9,1,257,342564,O,.,.,.,1
USA,01,2001,2001,10,1,257,344074,O,.,.,.,1
USA,01,2001,2001,11,1,257,323746,O,.,.,.,1
USA,01,2001,2001,12,1,257,326569,O,.,.,.,1
USA,01,2001,2001,TOT,1,257,4025933,O,.,.,.,1
USA,01,2002,2002,1,1,257,330674,O,.,.,.,1
USA,01,2002,2002,2,1,257,303977,O,.,.,.,1
USA,01,2002,2002,3,1,257,331505,O,.,.,.,1
USA,01,2002,2002,4,1,257,324432,O,.,.,.,1
USA,01,2002,2002,5,1,257,339007,O,.,.,.,1
USA,01,2002,2002,6,1,257,327588,O,.,.,.,1
USA,01,2002,2002,7,1,257,357669,O,.,.,.,1
USA,01,2002,2002,8,1,257,359417,O,.,.,.,1
USA,01,2002,2002,9,1,257,348814,O,.,.,.,1
USA,01,2002,2002,10,1,257,345814,O,.,.,.,1
USA,01,2002,2002,11,1,257,318573,O,.,.,.,1
USA,01,2002,2002,12,1,257,334256,O,.,.,.,1
USA,01,2002,2002,TOT,1,257,4021726,O,.,.,.,1
USA,01,2003,2003,1,1,257,329803,O,.,.,.,1
USA,01,2003,2003,2,1,257,307248,O,.,.,.,1
USA,01,2003,2003,3,1,257,336920,O,.,.,.,1
USA,01,2003,2003,4,1,257,330106,O,.,.,.,1
USA,01,2003,2003,5,1,257,346754,O,.,.,.,1
USA,01,2003,2003,6,1,257,337425,O,.,.,.,1
USA,01,2003,2003,7,1,257,364226,O,.,.,.,1
USA,01,2003,2003,8,1,257,360103,O,.,.,.,1
USA,01,2003,2003,9,1,257,359644,O,.,.,.,1
USA,01,2003,2003,10,1,257,354048,O,.,.,.,1
