PopName,Area,Year,YearReg,Month,Vital,RefCode,Births,Access,NoteCode1,NoteCode2,NoteCode3,LDB
USA,02,1940,1940,2,1,43,188279,O,.,.,.,1
USA,02,1940,1940,3,1,43,198090,O,.,.,.,1
USA,02,1940,1940,4,1,43,186743,O,.,.,.,1
USA,02,1940,1940,5,1,43,194123,O,.,.,.,1
USA,02,1940,1940,6,1,43,192404,O,.,.,.,1
USA,02,1940,1940,7,1,43,210125,O,.,.,.,1
USA,02,1940,1940,8,1,43,213669,O,.,.,.,1
USA,02,1940,1940,9,1,43,206103,O,.,.,.,1
USA,02,1940,1940,10,1,43,198763,O,.,.,.,1
USA,02,1940,1940,11,1,43,185710,O,.,.,.,1
USA,02,1940,1940,12,1,43,192143,O,.,.,.,1
USA,02,1940,1940,TOT,1,43,2360399,O,.,.,.,1
USA,02,1941,1941,1,1,43,205011,O,.,.,.,1
USA,02,1941,1941,2,1,43,190876,O,.,.,.,1
USA,02,1941,1941,3,1,43,211875,O,.,.,.,1
USA,02,1941,1941,4,1,43,200781,O,.,.,.,1
USA,02,1941,1941,5,1,43,198270,O,.,.,.,1
USA,02,1941,1941,6,1,43,211120,O,.,.,.,1
USA,02,1941,1941,7,1,43,234239,O,.,.,.,1
USA,02,1941,1941,8,1,43,229428,O,.,.,.,1
USA,02,1941,1941,9,1,43,215232,O,.,.,.,1
USA,02,1941,1941,10,1,43,207462,O,.,.,.,1
USA,02,1941,1941,11,1,43,199889,O,.,.,.,1
USA,02,1941,1941,12,1,43,209244,O,.,.,.,1
USA,02,1941,1941,TOT,1,43,2513427,O,.,.,.,1
USA,02,1942,1942,1,1,43,224251,O,.,.,.,1
USA,02,1942,1942,2,1,43,208149,O,.,.,.,1
USA,02,1942,1942,3,1,43,227012,O,.,.,.,1
USA,02,1942,1942,4,1,43,209363,O,.,.,.,1
USA,02,1942,1942,5,1,43,213594,O,.,.,.,1
USA,02,1942,1942,6,1,43,217609,O,.,.,.,1
USA,02,1942,1942,7,1,43,239127,O,.,.,.,1
USA,02,1942,1942,8,1,43,249525,O,.,.,.,1
USA,02,1942,1942,9,1,43,257448,O,.,.,.,1
USA,02,1942,1942,10,1,43,265589,O,.,.,.,1
USA,02,1942,1942,11,1,43,246991,O,.,.,.,1
USA,02,1942,1942,12,1,43,250338,O,.,.,.,1
USA,02,1942,1942,TOT,1,43,2808996,O,.,.,.,1
USA,02,1943,1943,1,1,43,261958,O,.,.,.,1
USA,02,1943,1943,2,1,43,237078,O,.,.,.,1
USA,02,1943,1943,3,1,43,255166,O,.,.,.,1
USA,02,1943,1943,4,1,43,235675,O,.,.,.,1
USA,02,1943,1943,5,1,43,236609,O,.,.,.,1
USA,02,1943,1943,6,1,43,239850,O,.,.,.,1
USA,02,1943,1943,7,1,43,258656,O,.,.,.,1
USA,02,1943,1943,8,1,43,260985,O,.,.,.,1
USA,02,1943,1943,9,1,43,251169,O,.,.,.,1
USA,02,1943,1943,10,1,43,243810,O,.,.,.,1
USA,02,1943,1943,11,1,43,225284,O,.,.,.,1
USA,02,1943,1943,12,1,43,228620,O,.,.,.,1
USA,02,1943,1943,TOT,1,43,2934860,O,.,.,.,1
USA,02,1944,1944,1,1,43,235595,O,.,.,.,1
USA,02,1944,1944,2,1,43,223073,O,.,.,.,1
USA,02,1944,1944,3,1,43,227932,O,.,.,.,1
USA,02,1944,1944,4,1,43,212915,O,.,.,.,1
USA,02,1944,1944,5,1,43,221950,O,.,.,.,1
USA,02,1944,1944,6,1,43,230306,O,.,.,.,1
USA,02,1944,1944,7,1,43,253921,O,.,.,.,1
USA,02,1944,1944,8,1,43,252673,O,.,.,.,1
USA,02,1944,1944,9,1,43,237395,O,.,.,.,1
USA,02,1944,1944,10,1,43,236068,O,.,.,.,1
USA,02,1944,1944,11,1,43,229117,O,.,.,.,1
USA,02,1944,1944,12,1,43,233855,O,.,.,.,1
USA,02,1944,1944,TOT,1,43,2794800,O,.,.,.,1
USA,02,1945,1945,1,1,43,236566,O,.,.,.,1
USA,02,1945,1945,2,1,43,214692,O,.,.,.,1
USA,02,1945,1945,3,1,43,230989,O,.,.,.,1
USA,02,1945,1945,4,1,43,215029,O,.,.,.,1
USA,02,1945,1945,5,1,43,221984,O,.,.,.,1
USA,02,1945,1945,6,1,43,224512,O,.,.,.,1
USA,02,1945,1945,7,1,43,240951,O,.,.,.,1
USA,02,1945,1945,8,1,43,243155,O,.,.,.,1
USA,02,1945,1945,9,1,43,236448,O,.,.,.,1
USA,02,1945,1945,10,1,43,230965,O,.,.,.,1
USA,02,1945,1945,11,1,43,218052,O,.,.,.,1
USA,02,1945,1945,12,1,43,222113,O,.,.,.,1
USA,02,1945,1945,TOT,1,43,2735456,O,.,.,.,1
USA,02,1946,1946,1,1,43,222721,O,.,.,.,1
USA,02,1946,1946,2,1,43,206387,O,.,.,.,1
USA,02,1946,1946,3,1,43,228321,O,.,.,.,1
USA,02,1946,1946,4,1,43,220646,O,.,.,.,1
USA,02,1946,1946,5,1,43,233452,O,.,.,.,1
USA,02,1946,1946,6,1,43,242302,O,.,.,.,1
USA,02,1946,1946,7,1,43,286336,O,.,.,.,1
USA,02,1946,1946,8,1,43,312678,O,.,.,.,1
USA,02,1946,1946,9,1,43,325485,O,.,.,.,1
USA,02,1946,1946,10,1,43,339499,O,.,.,.,1
USA,02,1946,1946,11,1,43,332115,O,.,.,.,1
USA,02,1946,1946,12,1,43,338730,O,.,.,.,1
USA,02,1946,1946,TOT,1,43,3288672,O,.,.,.,1
USA,02,1947,1947,1,1,43,340460,O,.,.,.,1
USA,02,1947,1947,2,1,43,301932,O,.,.,.,1
USA,02,1947,1947,3,1,43,325740,O,.,.,.,1
USA,02,1947,1947,4,1,43,292375,O,.,.,.,1
USA,02,1947,1947,5,1,43,303461,O,.,.,.,1
USA,02,1947,1947,6,1,43,301913,O,.,.,.,1
USA,02,1947,1947,7,1,43,318340,O,.,.,.,1
USA,02,1947,1947,8,1,43,319681,O,.,.,.,1
USA,02,1947,1947,9,1,43,310145,O,.,.,.,1
USA,02,1947,1947,10,1,43,308540,O,.,.,.,1
USA,02,1947,1947,11,1,43,288366,O,.,.,.,1
USA,02,1947,1947,12,1,43,288987,O,.,.,.,1
USA,02,1947,1947,TOT,1,43,3699940,O,.,.,.,1
USA,02,1948,1948,1,1,43,295494,O,.,.,.,1
USA,02,1948,1948,2,1,43,285694,O,.,.,.,1
USA,02,1948,1948,3,1,43,300463,O,.,.,.,1
USA,02,1948,1948,4,1,43,277636,O,.,.,.,1
USA,02,1948,1948,5,1,43,272277,O,.,.,.,1
USA,02,1948,1948,6,1,43,267712,O,.,.,.,1
USA,02,1948,1948,7,1,43,308010,O,.,.,.,1
USA,02,1948,1948,8,1,43,320968,O,.,.,.,1
USA,02,1948,1948,9,1,43,312511,O,.,.,.,1
USA,02,1948,1948,10,1,43,307720,O,.,.,.,1
USA,02,1948,1948,11,1,43,290552,O,.,.,.,1
USA,02,1948,1948,12,1,43,296031,O,.,.,.,1
USA,02,1948,1948,TOT,1,43,3535068,O,.,.,.,1
USA,02,1949,1949,1,1,43,299255,O,.,.,.,1
USA,02,1949,1949,2,1,43,273195,O,.,.,.,1
USA,02,1949,1949,3,1,43,300117,O,.,.,.,1
USA,02,1949,1949,4,1,43,270770,O,.,.,.,1
USA,02,1949,1949,5,1,43,281595,O,.,.,.,1
USA,02,1949,1949,6,1,43,285442,O,.,.,.,1
USA,02,1949,1949,7,1,43,318218,O,.,.,.,1
USA,02,1949,1949,8,1,43,322774,O,.,.,.,1
USA,02,1949,1949,9,1,43,312623,O,.,.,.,1
USA,02,1949,1949,10,1,43,311480,O,.,.,.,1
USA,02,1949,1949,11,1,43,290956,O,.,.,.,1
USA,02,1949,1949,12,1,43,293104,O,.,.,.,1
USA,02,1949,1949,TOT,1,43,3559529,O,.,.,.,1
USA,02,1950,1950,1,1,47,297276,O,.,.,.,1
USA,02,1950,1950,2,1,47,272604,O,.,.,.,1
USA,02,1950,1950,3,1,47,294038,O,.,.,.,1
USA,02,1950,1950,4,1,47,258868,O,.,.,.,1
USA,02,1950,1950,5,1,47,275786,O,.,.,.,1
USA,02,1950,1950,6,1,47,293879,O,.,.,.,1
USA,02,1950,1950,7,1,47,315538,O,.,.,.,1
USA,02,1950,1950,8,1,47,325094,O,.,.,.,1
USA,02,1950,1950,9,1,47,315375,O,.,.,.,1
USA,02,1950,1950,10,1,47,311905,O,.,.,.,1
USA,02,1950,1950,11,1,47,292497,O,.,.,.,1
USA,02,1950,1950,12,1,47,301289,O,.,.,.,1
USA,02,1950,1950,TOT,1,47,3554149,O,.,.,.,1
USA,02,1951,1951,1,1,51,303538,O,.,.,.,1
USA,02,1951,1951,2,1,51,282118,O,.,.,.,1
USA,02,1951,1951,3,1,51,312820,O,.,.,.,1
USA,02,1951,1951,4,1,51,295924,O,.,.,.,1
USA,02,1951,1951,5,1,51,312970,O,.,.,.,1
USA,02,1951,1951,6,1,51,306788,O,.,.,.,1
USA,02,1951,1951,7,1,51,328208,O,.,.,.,1
USA,02,1951,1951,8,1,51,334264,O,.,.,.,1
USA,02,1951,1951,9,1,51,328708,O,.,.,.,1
USA,02,1951,1951,10,1,51,329166,O,.,.,.,1
USA,02,1951,1951,11,1,51,304302,O,.,.,.,1
USA,02,1951,1951,12,1,51,312044,O,.,.,.,1
USA,02,1951,1951,TOT,1,51,3750850,O,.,.,.,1
USA,02,1952,1952,1,1,61,311626,O,.,.,.,1
USA,02,1952,1952,2,1,61,300218,O,.,.,.,1
USA,02,1952,1952,3,1,61,317178,O,.,.,.,1
USA,02,1952,1952,4,1,61,292028,O,.,.,.,1
USA,02,1952,1952,5,1,61,300366,O,.,.,.,1
USA,02,1952,1952,6,1,61,311340,O,.,.,.,1
USA,02,1952,1952,7,1,61,345452,O,.,.,.,1
USA,02,1952,1952,8,1,61,350476,O,.,.,.,1
USA,02,1952,1952,9,1,61,343682,O,.,.,.,1
USA,02,1952,1952,10,1,61,336136,O,.,.,.,1
USA,02,1952,1952,11,1,61,315148,O,.,.,.,1
USA,02,1952,1952,12,1,61,323336,O,.,.,.,1
USA,02,1952,1952,TOT,1,61,3846986,O,.,.,.,1
USA,02,1953,1953,1,1,61,322488,O,.,.,.,1
USA,02,1953,1953,2,1,61,296312,O,.,.,.,1
USA,02,1953,1953,3,1,61,315132,O,.,.,.,1
USA,02,1953,1953,4,1,61,286962,O,.,.,.,1
USA,02,1953,1953,5,1,61,307382,O,.,.,.,1
USA,02,1953,1953,6,1,61,321246,O,.,.,.,1
USA,02,1953,1953,7,1,61,354464,O,.,.,.,1
USA,02,1953,1953,8,1,61,356450,O,.,.,.,1
USA,02,1953,1953,9,1,61,347740,O,.,.,.,1
USA,02,1953,1953,10,1,61,334202,O,.,.,.,1
USA,02,1953,1953,11,1,61,319966,O,.,.,.,1
USA,02,1953,1953,12,1,61,339776,O,.,.,.,1
USA,02,1953,1953,TOT,1,61,3902120,O,.,.,.,1
USA,02,1954,1954,1,1,61,331570,O,.,.,.,1
USA,02,1954,1954,2,1,61,302318,O,.,.,.,1
USA,02,1954,1954,3,1,61,323668,O,.,.,.,1
USA,02,1954,1954,4,1,61,305006,O,.,.,.,1
USA,02,1954,1954,5,1,61,318444,O,.,.,.,1
USA,02,1954,1954,6,1,61,327008,O,.,.,.,1
USA,02,1954,1954,7,1,61,358920,O,.,.,.,1
USA,02,1954,1954,8,1,61,363278,O,.,.,.,1
USA,02,1954,1954,9,1,61,358568,O,.,.,.,1
USA,02,1954,1954,10,1,61,351858,O,.,.,.,1
USA,02,1954,1954,11,1,61,335140,O,.,.,.,1
USA,02,1954,1954,12,1,61,341584,O,.,.,.,1
USA,02,1954,1954,TOT,1,61,4017362,O,.,.,.,1
USA,02,1955,1955,1,1,61,328872,O,.,.,.,1
USA,02,1955,1955,2,1,61,306418,O,.,.,.,1
USA,02,1955,1955,3,1,61,332407,O,.,.,.,1
USA,02,1955,1955,4,1,61,309198,O,.,.,.,1
USA,02,1955,1955,5,1,61,325859,O,.,.,.,1
USA,02,1955,1955,6,1,61,324847,O,.,.,.,1
USA,02,1955,1955,7,1,61,354267,O,.,.,.,1
USA,02,1955,1955,8,1,61,367221,O,.,.,.,1
USA,02,1955,1955,9,1,61,361973,O,.,.,.,1
USA,02,1955,1955,10,1,61,354304,O,.,.,.,1
USA,02,1955,1955,11,1,61,336565,O,.,.,.,1
USA,02,1955,1955,12,1,61,345364,O,.,.,.,1
USA,02,1955,1955,TOT,1,61,4047295,O,.,.,.,1
USA,02,1956,1956,1,1,73,339074,O,.,.,.,1
USA,02,1956,1956,2,1,73,324828,O,.,.,.,1
USA,02,1956,1956,3,1,73,344912,O,.,.,.,1
USA,02,1956,1956,4,1,73,308530,O,.,.,.,1
USA,02,1956,1956,5,1,73,315230,O,.,.,.,1
USA,02,1956,1956,6,1,73,333672,O,.,.,.,1
USA,02,1956,1956,7,1,73,370390,O,.,.,.,1
USA,02,1956,1956,8,1,73,383084,O,.,.,.,1
USA,02,1956,1956,9,1,73,374728,O,.,.,.,1
USA,02,1956,1956,10,1,73,369734,O,.,.,.,1
USA,02,1956,1956,11,1,73,343658,O,.,.,.,1
USA,02,1956,1956,12,1,73,355250,O,.,.,.,1
USA,02,1956,1956,TOT,1,73,4163090,O,.,.,.,1
USA,02,1957,1957,1,1,73,346462,O,.,.,.,1
USA,02,1957,1957,2,1,73,317380,O,.,.,.,1
USA,02,1957,1957,3,1,73,348378,O,.,.,.,1
USA,02,1957,1957,4,1,73,331212,O,.,.,.,1
USA,02,1957,1957,5,1,73,344740,O,.,.,.,1
USA,02,1957,1957,6,1,73,348054,O,.,.,.,1
USA,02,1957,1957,7,1,73,380020,O,.,.,.,1
USA,02,1957,1957,8,1,73,381448,O,.,.,.,1
USA,02,1957,1957,9,1,73,377002,O,.,.,.,1
USA,02,1957,1957,10,1,73,376254,O,.,.,.,1
USA,02,1957,1957,11,1,73,348158,O,.,.,.,1
USA,02,1957,1957,12,1,73,355676,O,.,.,.,1
USA,02,1957,1957,TOT,1,73,4254784,O,.,.,.,1
USA,02,1958,1958,1,1,73,344236,O,.,.,.,1
USA,02,1958,1958,2,1,73,319968,O,.,.,.,1
USA,02,1958,1958,3,1,73,347378,O,.,.,.,1
USA,02,1958,1958,4,1,73,326178,O,.,.,.,1
USA,02,1958,1958,5,1,73,342518,O,.,.,.,1
USA,02,1958,1958,6,1,73,338316,O,.,.,.,1
USA,02,1958,1958,7,1,73,360960,O,.,.,.,1
USA,02,1958,1958,8,1,73,367878,O,.,.,.,1
USA,02,1958,1958,9,1,73,378118,O,.,.,.,1
USA,02,1958,1958,10,1,73,373820,O,.,.,.,1
USA,02,1958,1958,11,1,73,346600,O,.,.,.,1
USA,02,1958,1958,12,1,73,357842,O,.,.,.,1
USA,02,1958,1958,TOT,1,73,4203812,O,.,.,.,1
USA,01,1959,1959,1,1,77,349334,O,.,.,.,1
USA,01,1959,1959,2,1,77,322706,O,.,.,.,1
USA,01,1959,1959,3,1,77,358192,O,.,.,.,1
USA,01,1959,1959,4,1,77,331144,O,.,.,.,1
USA,01,1959,1959,5,1,77,337614,O,.,.,.,1
USA,01,1959,1959,6,1,77,342814,O,.,.,.,1
USA,01,1959,1959,7,1,77,373766,O,.,.,.,1
USA,01,1959,1959,8,1,77,380078,O,.,.,.,1
USA,01,1959,1959,9,1,77,377220,O,.,.,.,1
USA,01,1959,1959,10,1,77,368198,O,.,.,.,1
USA,01,1959,1959,11,1,77,345688,O,.,.,.,1
USA,01,1959,1959,12,1,77,358042,O,.,.,.,1
USA,01,1959,1959,TOT,1,77,4244796,O,.,.,.,1
USA,01,1960,1960,1,1,119,345376,O,.,.,.,1
USA,01,1960,1960,2,1,119,329642,O,.,.,.,1
USA,01,1960,1960,3,1,119,349918,O,.,.,.,1
USA,01,1960,1960,4,1,119,327202,O,.,.,.,1
USA,01,1960,1960,5,1,119,333120,O,.,.,.,1
USA,01,1960,1960,6,1,119,332728,O,.,.,.,1
USA,01,1960,1960,7,1,119,374214,O,.,.,.,1
USA,01,1960,1960,8,1,119,392230,O,.,.,.,1
USA,01,1960,1960,9,1,119,387350,O,.,.,.,1
USA,01,1960,1960,10,1,119,370552,O,.,.,.,1
USA,01,1960,1960,11,1,119,349854,O,.,.,.,1
USA,01,1960,1960,12,1,119,365664,O,.,.,.,1
USA,01,1960,1960,TOT,1,119,4257850,O,.,.,.,1
USA,01,1961,1961,1,1,119,353286,O,.,.,.,1
USA,01,1961,1961,2,1,119,327502,O,.,.,.,1
USA,01,1961,1961,3,1,119,360322,O,.,.,.,1
USA,01,1961,1961,4,1,119,335120,O,.,.,.,1
USA,01,1961,1961,5,1,119,342404,O,.,.,.,1
USA,01,1961,1961,6,1,119,341990,O,.,.,.,1
USA,01,1961,1961,7,1,119,373522,O,.,.,.,1
USA,01,1961,1961,8,1,119,385484,O,.,.,.,1
USA,01,1961,1961,9,1,119,377628,O,.,.,.,1
USA,01,1961,1961,10,1,119,370114,O,.,.,.,1
USA,01,1961,1961,11,1,119,346556,O,.,.,.,1
USA,01,1961,1961,12,1,119,354398,O,.,.,.,1
USA,01,1961,1961,TOT,1,119,4268326,O,.,.,.,1
USA,01,1962,1962,1,1,119,344014,O,.,.,.,1
USA,01,1962,1962,2,1,119,318090,O,.,.,.,1
USA,01,1962,1962,3,1,119,350762,O,.,.,.,1
USA,01,1962,1962,4,1,119,327926,O,.,.,.,1
USA,01,1962,1962,5,1,119,335230,O,.,.,.,1
USA,01,1962,1962,6,1,119,328098,O,.,.,.,1
USA,01,1962,1962,7,1,119,363018,O,.,.,.,1
USA,01,1962,1962,8,1,119,379122,O,.,.,.,1
USA,01,1962,1962,9,1,119,369002,O,.,.,.,1
USA,01,1962,1962,10,1,119,363524,O,.,.,.,1
USA,01,1962,1962,11,1,119,338796,O,.,.,.,1
USA,01,1962,1962,12,1,119,349780,O,.,.,.,1
USA,01,1962,1962,TOT,1,119,4167362,O,.,.,.,1
USA,01,1963,1963,1,1,119,339188,O,.,.,.,1
USA,01,1963,1963,2,1,119,310846,O,.,.,.,1
USA,01,1963,1963,3,1,119,340494,O,.,.,.,1
USA,01,1963,1963,4,1,119,322936,O,.,.,.,1
USA,01,1963,1963,5,1,119,334238,O,.,.,.,1
USA,01,1963,1963,6,1,119,331982,O,.,.,.,1
USA,01,1963,1963,7,1,119,360454,O,.,.,.,1
USA,01,1963,1963,8,1,119,367290,O,.,.,.,1
USA,01,1963,1963,9,1,119,365002,O,.,.,.,1
USA,01,1963,1963,10,1,119,356866,O,.,.,.,1
USA,01,1963,1963,11,1,119,328732,O,.,.,.,1
USA,01,1963,1963,12,1,119,339992,O,.,.,.,1
USA,01,1963,1963,TOT,1,119,4098020,O,.,.,.,1
USA,01,1964,1964,1,1,119,332210,O,.,.,.,1
USA,01,1964,1964,2,1,119,318554,O,.,.,.,1
USA,01,1964,1964,3,1,119,332388,O,.,.,.,1
USA,01,1964,1964,4,1,119,313338,O,.,.,.,1
USA,01,1964,1964,5,1,119,327064,O,.,.,.,1
USA,01,1964,1964,6,1,119,332568,O,.,.,.,1
USA,01,1964,1964,7,1,119,358096,O,.,.,.,1
USA,01,1964,1964,8,1,119,354932,O,.,.,.,1
USA,01,1964,1964,9,1,119,355604,O,.,.,.,1
USA,01,1964,1964,10,1,119,348232,O,.,.,.,1
USA,01,1964,1964,11,1,119,323578,O,.,.,.,1
USA,01,1964,1964,12,1,119,330926,O,.,.,.,1
USA,01,1964,1964,TOT,1,119,4027490,O,.,.,.,1
USA,01,1965,1965,1,1,119,312668,O,.,.,.,1
USA,01,1965,1965,2,1,119,288238,O,.,.,.,1
USA,01,1965,1965,3,1,119,317394,O,.,.,.,1
USA,01,1965,1965,4,1,119,293254,O,.,.,.,1
USA,01,1965,1965,5,1,119,306732,O,.,.,.,1
USA,01,1965,1965,6,1,119,308234,O,.,.,.,1
USA,01,1965,1965,7,1,119,332838,O,.,.,.,1
USA,01,1965,1965,8,1,119,336754,O,.,.,.,1
USA,01,1965,1965,9,1,119,333620,O,.,.,.,1
USA,01,1965,1965,10,1,119,320556,O,.,.,.,1
USA,01,1965,1965,11,1,119,301864,O,.,.,.,1
USA,01,1965,1965,12,1,119,308206,O,.,.,.,1
USA,01,1965,1965,TOT,1,119,3760358,O,.,.,.,1
USA,01,1966,1966,1,1,119,293850,O,.,.,.,1
USA,01,1966,1966,2,1,119,273902,O,.,.,.,1
USA,01,1966,1966,3,1,119,303420,O,.,.,.,1
USA,01,1966,1966,4,1,119,286914,O,.,.,.,1
USA,01,1966,1966,5,1,119,292824,O,.,.,.,1
USA,01,1966,1966,6,1,119,292526,O,.,.,.,1
USA,01,1966,1966,7,1,119,310550,O,.,.,.,1
USA,01,1966,1966,8,1,119,321304,O,.,.,.,1
USA,01,1966,1966,9,1,119,319234,O,.,.,.,1
USA,01,1966,1966,10,1,119,312942,O,.,.,.,1
USA,01,1966,1966,11,1,119,296458,O,.,.,.,1
USA,01,1966,1966,12,1,119,302350,O,.,.,.,1
USA,01,1966,1966,TOT,1,119,3606274,O,.,.,.,1
USA,01,1967,1967,1,1,119,293056,O,.,.,.,1
USA,01,1967,1967,2,1,119,268664,O,.,.,.,1
USA,01,1967,1967,3,1,119,296915,O,.,.,.,1
USA,01,1967,1967,4,1,119,270618,O,.,.,.,1
USA,01,1967,1967,5,1,119,290600,O,.,.,.,1
USA,01,1967,1967,6,1,119,289955,O,.,.,.,1
USA,01,1967,1967,7,1,119,309569,O,.,.,.,1
USA,01,1967,1967,8,1,119,313276,O,.,.,.,1
USA,01,1967,1967,9,1,119,308535,O,.,.,.,1
USA,01,1967,1967,10,1,119,303305,O,.,.,.,1
USA,01,1967,1967,11,1,119,284192,O,.,.,.,1
USA,01,1967,1967,12,1,119,292274,O,.,.,.,1
USA,01,1967,1967,TOT,1,119,3520959,O,.,.,.,1
USA,01,1968,1968,1,1,257,277404,O,.,.,.,1
USA,01,1968,1968,2,1,257,266082,O,.,.,.,1
USA,01,1968,1968,3,1,257,282152,O,.,.,.,1
USA,01,1968,1968,4,1,257,273564,O,.,.,.,1
