PopName,Area,Year,YearReg,Month,Vital,Births,Access,Note1,Note2,Note3,RefCode,LDB
UKR,1,1968,1968,1,1,63229,O,.,.,.,7,1
UKR,1,1968,1968,2,1,57419,O,.,.,.,7,1
UKR,1,1968,1968,3,1,61541,O,.,.,.,7,1
UKR,1,1968,1968,4,1,59680,O,.,.,.,7,1
UKR,1,1968,1968,5,1,60240,O,.,.,.,7,1
UKR,1,1968,1968,6,1,57779,O,.,.,.,7,1
UKR,1,1968,1968,7,1,60543,O,.,.,.,7,1
UKR,1,1968,1968,8,1,60199,O,.,.,.,7,1
UKR,1,1968,1968,9,1,55270,O,.,.,.,7,1
UKR,1,1968,1968,10,1,55576,O,.,.,.,7,1
UKR,1,1968,1968,11,1,52095,O,.,.,.,7,1
UKR,1,1968,1968,12,1,49493,O,.,.,.,7,1
UKR,1,1968,1968,TOT,1,693064,O,.,.,.,7,1
UKR,1,1969,1969,1,1,62108,O,.,.,.,7,1
UKR,1,1969,1969,2,1,54388,O,.,.,.,7,1
UKR,1,1969,1969,3,1,59043,O,.,.,.,7,1
UKR,1,1969,1969,4,1,60828,O,.,.,.,7,1
UKR,1,1969,1969,5,1,62665,O,.,.,.,7,1
UKR,1,1969,1969,6,1,58142,O,.,.,.,7,1
UKR,1,1969,1969,7,1,60493,O,.,.,.,7,1
UKR,1,1969,1969,8,1,60287,O,.,.,.,7,1
UKR,1,1969,1969,9,1,55167,O,.,.,.,7,1
UKR,1,1969,1969,10,1,54799,O,.,.,.,7,1
UKR,1,1969,1969,11,1,50218,O,.,.,.,7,1
UKR,1,1969,1969,12,1,49853,O,.,.,.,7,1
UKR,1,1969,1969,TOT,1,687991,O,.,.,.,7,1
UKR,1,1970,1970,1,1,64718,O,.,.,.,7,1
UKR,1,1970,1970,2,1,57001,O,.,.,.,7,1
UKR,1,1970,1970,3,1,63626,O,.,.,.,7,1
UKR,1,1970,1970,4,1,63867,O,.,.,.,7,1
UKR,1,1970,1970,5,1,65988,O,.,.,.,7,1
UKR,1,1970,1970,6,1,62042,O,.,.,.,7,1
UKR,1,1970,1970,7,1,64504,O,.,.,.,7,1
UKR,1,1970,1970,8,1,61869,O,.,.,.,7,1
UKR,1,1970,1970,9,1,56187,O,.,.,.,7,1
UKR,1,1970,1970,10,1,55772,O,.,.,.,7,1
UKR,1,1970,1970,11,1,51987,O,.,.,.,7,1
UKR,1,1970,1970,12,1,51652,O,.,.,.,7,1
UKR,1,1970,1970,TOT,1,719213,O,.,.,.,7,1
UKR,1,1971,1971,1,1,65343,O,.,.,.,7,1
UKR,1,1971,1971,2,1,57760,O,.,.,.,7,1
UKR,1,1971,1971,3,1,64617,O,.,.,.,7,1
UKR,1,1971,1971,4,1,63041,O,.,.,.,7,1
UKR,1,1971,1971,5,1,65858,O,.,.,.,7,1
UKR,1,1971,1971,6,1,62208,O,.,.,.,7,1
UKR,1,1971,1971,7,1,64902,O,.,.,.,7,1
UKR,1,1971,1971,8,1,61906,O,.,.,.,7,1
UKR,1,1971,1971,9,1,59524,O,.,.,.,7,1
UKR,1,1971,1971,10,1,59605,O,.,.,.,7,1
UKR,1,1971,1971,11,1,56636,O,.,.,.,7,1
UKR,1,1971,1971,12,1,55291,O,.,.,.,7,1
UKR,1,1971,1971,TOT,1,736691,O,.,.,.,7,1
UKR,1,1972,1972,1,1,63544,O,.,.,.,7,1
UKR,1,1972,1972,2,1,60439,O,.,.,.,7,1
UKR,1,1972,1972,3,1,65320,O,.,.,.,7,1
UKR,1,1972,1972,4,1,65182,O,.,.,.,7,1
UKR,1,1972,1972,5,1,67247,O,.,.,.,7,1
UKR,1,1972,1972,6,1,63367,O,.,.,.,7,1
UKR,1,1972,1972,7,1,67335,O,.,.,.,7,1
UKR,1,1972,1972,8,1,64195,O,.,.,.,7,1
UKR,1,1972,1972,9,1,58463,O,.,.,.,7,1
UKR,1,1972,1972,10,1,59429,O,.,.,.,7,1
UKR,1,1972,1972,11,1,56140,O,.,.,.,7,1
UKR,1,1972,1972,12,1,55035,O,.,.,.,7,1
UKR,1,1972,1972,TOT,1,745696,O,.,.,.,7,1
UKR,1,1973,1973,1,1,65381,O,.,.,.,7,1
UKR,1,1973,1973,2,1,56861,O,.,.,.,7,1
UKR,1,1973,1973,3,1,61829,O,.,.,.,7,1
UKR,1,1973,1973,4,1,60948,O,.,.,.,7,1
UKR,1,1973,1973,5,1,64132,O,.,.,.,7,1
UKR,1,1973,1973,6,1,61682,O,.,.,.,7,1
UKR,1,1973,1973,7,1,65054,O,.,.,.,7,1
UKR,1,1973,1973,8,1,62080,O,.,.,.,7,1
UKR,1,1973,1973,9,1,55821,O,.,.,.,7,1
UKR,1,1973,1973,10,1,55542,O,.,.,.,7,1
UKR,1,1973,1973,11,1,54455,O,.,.,.,7,1
UKR,1,1973,1973,12,1,55775,O,.,.,.,7,1
UKR,1,1973,1973,TOT,1,719560,O,.,.,.,7,1
UKR,1,1974,1974,1,1,64831,O,.,.,.,7,1
UKR,1,1974,1974,2,1,56606,O,.,.,.,7,1
UKR,1,1974,1974,3,1,63395,O,.,.,.,7,1
UKR,1,1974,1974,4,1,63272,O,.,.,.,7,1
UKR,1,1974,1974,5,1,67617,O,.,.,.,7,1
UKR,1,1974,1974,6,1,65103,O,.,.,.,7,1
UKR,1,1974,1974,7,1,65164,O,.,.,.,7,1
UKR,1,1974,1974,8,1,62570,O,.,.,.,7,1
UKR,1,1974,1974,9,1,58206,O,.,.,.,7,1
UKR,1,1974,1974,10,1,59149,O,.,.,.,7,1
UKR,1,1974,1974,11,1,55342,O,.,.,.,7,1
UKR,1,1974,1974,12,1,55361,O,.,.,.,7,1
UKR,1,1974,1974,TOT,1,736616,O,.,.,.,7,1
UKR,1,1975,1975,1,1,63300,O,.,.,.,7,1
UKR,1,1975,1975,2,1,56636,O,.,.,.,7,1
UKR,1,1975,1975,3,1,63078,O,.,.,.,7,1
UKR,1,1975,1975,4,1,63183,O,.,.,.,7,1
UKR,1,1975,1975,5,1,66586,O,.,.,.,7,1
UKR,1,1975,1975,6,1,64841,O,.,.,.,7,1
UKR,1,1975,1975,7,1,65864,O,.,.,.,7,1
UKR,1,1975,1975,8,1,64890,O,.,.,.,7,1
UKR,1,1975,1975,9,1,58676,O,.,.,.,7,1
UKR,1,1975,1975,10,1,58056,O,.,.,.,7,1
UKR,1,1975,1975,11,1,55342,O,.,.,.,7,1
UKR,1,1975,1975,12,1,58405,O,.,.,.,7,1
UKR,1,1975,1975,TOT,1,738857,O,.,.,.,7,1
UKR,1,1976,1976,1,1,64509,O,.,.,.,7,1
UKR,1,1976,1976,2,1,57931,O,.,.,.,7,1
UKR,1,1976,1976,3,1,62050,O,.,.,.,7,1
UKR,1,1976,1976,4,1,62366,O,.,.,.,7,1
UKR,1,1976,1976,5,1,67549,O,.,.,.,7,1
UKR,1,1976,1976,6,1,65423,O,.,.,.,7,1
UKR,1,1976,1976,7,1,68445,O,.,.,.,7,1
UKR,1,1976,1976,8,1,67026,O,.,.,.,7,1
UKR,1,1976,1976,9,1,62359,O,.,.,.,7,1
UKR,1,1976,1976,10,1,58813,O,.,.,.,7,1
UKR,1,1976,1976,11,1,55768,O,.,.,.,7,1
UKR,1,1976,1976,12,1,54830,O,.,.,.,7,1
UKR,1,1976,1976,TOT,1,747069,O,.,.,.,7,1
UKR,1,1977,1977,1,1,63133,O,.,.,.,7,1
UKR,1,1977,1977,2,1,56454,O,.,.,.,7,1
UKR,1,1977,1977,3,1,63735,O,.,.,.,7,1
UKR,1,1977,1977,4,1,63492,O,.,.,.,7,1
UKR,1,1977,1977,5,1,65794,O,.,.,.,7,1
UKR,1,1977,1977,6,1,62894,O,.,.,.,7,1
UKR,1,1977,1977,7,1,65142,O,.,.,.,7,1
UKR,1,1977,1977,8,1,61730,O,.,.,.,7,1
UKR,1,1977,1977,9,1,56974,O,.,.,.,7,1
UKR,1,1977,1977,10,1,56691,O,.,.,.,7,1
UKR,1,1977,1977,11,1,55059,O,.,.,.,7,1
UKR,1,1977,1977,12,1,55119,O,.,.,.,7,1
UKR,1,1977,1977,TOT,1,726217,O,.,.,.,7,1
UKR,1,1978,1978,1,1,61318,O,.,.,.,7,1
UKR,1,1978,1978,2,1,56347,O,.,.,.,7,1
UKR,1,1978,1978,3,1,62904,O,.,.,.,7,1
UKR,1,1978,1978,4,1,62776,O,.,.,.,7,1
UKR,1,1978,1978,5,1,64772,O,.,.,.,7,1
UKR,1,1978,1978,6,1,63600,O,.,.,.,7,1
UKR,1,1978,1978,7,1,66998,O,.,.,.,7,1
UKR,1,1978,1978,8,1,63311,O,.,.,.,7,1
UKR,1,1978,1978,9,1,58233,O,.,.,.,7,1
UKR,1,1978,1978,10,1,57950,O,.,.,.,7,1
UKR,1,1978,1978,11,1,56076,O,.,.,.,7,1
UKR,1,1978,1978,12,1,57902,O,.,.,.,7,1
UKR,1,1978,1978,TOT,1,732187,O,.,.,.,7,1
UKR,1,1979,1979,1,1,60722,O,.,.,.,7,1
UKR,1,1979,1979,2,1,55370,O,.,.,.,7,1
UKR,1,1979,1979,3,1,63174,O,.,.,.,7,1
UKR,1,1979,1979,4,1,63298,O,.,.,.,7,1
UKR,1,1979,1979,5,1,66930,O,.,.,.,7,1
UKR,1,1979,1979,6,1,66080,O,.,.,.,7,1
UKR,1,1979,1979,7,1,64698,O,.,.,.,7,1
UKR,1,1979,1979,8,1,64822,O,.,.,.,7,1
UKR,1,1979,1979,9,1,59367,O,.,.,.,7,1
UKR,1,1979,1979,10,1,59115,O,.,.,.,7,1
UKR,1,1979,1979,11,1,56043,O,.,.,.,7,1
UKR,1,1979,1979,12,1,55569,O,.,.,.,7,1
UKR,1,1979,1979,TOT,1,735188,O,.,.,.,7,1
UKR,1,1980,1980,1,1,61261,O,.,.,.,7,1
UKR,1,1980,1980,2,1,56037,O,.,.,.,7,1
UKR,1,1980,1980,3,1,62350,O,.,.,.,7,1
UKR,1,1980,1980,4,1,65089,O,.,.,.,7,1
UKR,1,1980,1980,5,1,67458,O,.,.,.,7,1
UKR,1,1980,1980,6,1,65304,O,.,.,.,7,1
UKR,1,1980,1980,7,1,68145,O,.,.,.,7,1
UKR,1,1980,1980,8,1,64793,O,.,.,.,7,1
UKR,1,1980,1980,9,1,59506,O,.,.,.,7,1
UKR,1,1980,1980,10,1,59808,O,.,.,.,7,1
UKR,1,1980,1980,11,1,56821,O,.,.,.,7,1
UKR,1,1980,1980,12,1,55917,O,.,.,.,7,1
UKR,1,1980,1980,TOT,1,742489,O,.,.,.,7,1
UKR,1,1981,1981,1,1,62402,O,.,.,.,7,1
UKR,1,1981,1981,2,1,56265,O,.,.,.,7,1
UKR,1,1981,1981,3,1,62167,O,.,.,.,7,1
UKR,1,1981,1981,4,1,62322,O,.,.,.,7,1
