PopName,Year,Age,Area1,Area2,Sex,RefCode,Access,Type,Value,NoteCode1,NoteCode2,NoteCode3
CAN,1949,110,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,111,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,112,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,113,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,114,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,115,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,116,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,117,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,118,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,119,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,120,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,121,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,122,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,123,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,124,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,125,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,126,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,127,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,128,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,129,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,130,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,131,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,132,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,133,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,134,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,135,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,136,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,137,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,138,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,139,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,140,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,141,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,142,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,143,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,144,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,145,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,146,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,147,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,148,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,149,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,150,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,0,2,1,f,2,O,Vx,1.03180000,.,.,.
CAN,1949,1,2,1,f,2,O,Vx,1.03200000,.,.,.
CAN,1949,2,2,1,f,2,O,Vx,1.03220000,.,.,.
CAN,1949,3,2,1,f,2,O,Vx,1.03240000,.,.,.
CAN,1949,4,2,1,f,2,O,Vx,1.03250000,.,.,.
CAN,1949,5,2,1,f,2,O,Vx,1.03270000,.,.,.
CAN,1949,6,2,1,f,2,O,Vx,1.03280000,.,.,.
CAN,1949,7,2,1,f,2,O,Vx,1.03280000,.,.,.
CAN,1949,8,2,1,f,2,O,Vx,1.03290000,.,.,.
CAN,1949,9,2,1,f,2,O,Vx,1.03280000,.,.,.
CAN,1949,10,2,1,f,2,O,Vx,1.03280000,.,.,.
CAN,1949,11,2,1,f,2,O,Vx,1.03260000,.,.,.
CAN,1949,12,2,1,f,2,O,Vx,1.03250000,.,.,.
CAN,1949,13,2,1,f,2,O,Vx,1.03240000,.,.,.
CAN,1949,14,2,1,f,2,O,Vx,1.03240000,.,.,.
CAN,1949,15,2,1,f,2,O,Vx,1.03220000,.,.,.
CAN,1949,16,2,1,f,2,O,Vx,1.03210000,.,.,.
CAN,1949,17,2,1,f,2,O,Vx,1.03170000,.,.,.
CAN,1949,18,2,1,f,2,O,Vx,1.03110000,.,.,.
CAN,1949,19,2,1,f,2,O,Vx,1.03030000,.,.,.
CAN,1949,20,2,1,f,2,O,Vx,1.02950000,.,.,.
CAN,1949,21,2,1,f,2,O,Vx,1.02870000,.,.,.
CAN,1949,22,2,1,f,2,O,Vx,1.02790000,.,.,.
CAN,1949,23,2,1,f,2,O,Vx,1.02710000,.,.,.
CAN,1949,24,2,1,f,2,O,Vx,1.02630000,.,.,.
CAN,1949,25,2,1,f,2,O,Vx,1.02560000,.,.,.
CAN,1949,26,2,1,f,2,O,Vx,1.02480000,.,.,.
CAN,1949,27,2,1,f,2,O,Vx,1.02420000,.,.,.
CAN,1949,28,2,1,f,2,O,Vx,1.02390000,.,.,.
CAN,1949,29,2,1,f,2,O,Vx,1.02380000,.,.,.
CAN,1949,30,2,1,f,2,O,Vx,1.02370000,.,.,.
CAN,1949,31,2,1,f,2,O,Vx,1.02370000,.,.,.
CAN,1949,32,2,1,f,2,O,Vx,1.02350000,.,.,.
CAN,1949,33,2,1,f,2,O,Vx,1.02320000,.,.,.
CAN,1949,34,2,1,f,2,O,Vx,1.02280000,.,.,.
CAN,1949,35,2,1,f,2,O,Vx,1.02240000,.,.,.
CAN,1949,36,2,1,f,2,O,Vx,1.02200000,.,.,.
CAN,1949,37,2,1,f,2,O,Vx,1.02170000,.,.,.
CAN,1949,38,2,1,f,2,O,Vx,1.02130000,.,.,.
CAN,1949,39,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,40,2,1,f,2,O,Vx,1.02070000,.,.,.
CAN,1949,41,2,1,f,2,O,Vx,1.02040000,.,.,.
CAN,1949,42,2,1,f,2,O,Vx,1.02020000,.,.,.
CAN,1949,43,2,1,f,2,O,Vx,1.02020000,.,.,.
CAN,1949,44,2,1,f,2,O,Vx,1.02030000,.,.,.
CAN,1949,45,2,1,f,2,O,Vx,1.02040000,.,.,.
CAN,1949,46,2,1,f,2,O,Vx,1.02050000,.,.,.
CAN,1949,47,2,1,f,2,O,Vx,1.02060000,.,.,.
CAN,1949,48,2,1,f,2,O,Vx,1.02080000,.,.,.
CAN,1949,49,2,1,f,2,O,Vx,1.02090000,.,.,.
CAN,1949,50,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,51,2,1,f,2,O,Vx,1.02110000,.,.,.
CAN,1949,52,2,1,f,2,O,Vx,1.02120000,.,.,.
CAN,1949,53,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,54,2,1,f,2,O,Vx,1.02080000,.,.,.
CAN,1949,55,2,1,f,2,O,Vx,1.02050000,.,.,.
CAN,1949,56,2,1,f,2,O,Vx,1.02030000,.,.,.
CAN,1949,57,2,1,f,2,O,Vx,1.02010000,.,.,.
CAN,1949,58,2,1,f,2,O,Vx,1.02010000,.,.,.
CAN,1949,59,2,1,f,2,O,Vx,1.02010000,.,.,.
CAN,1949,60,2,1,f,2,O,Vx,1.02020000,.,.,.
CAN,1949,61,2,1,f,2,O,Vx,1.02030000,.,.,.
CAN,1949,62,2,1,f,2,O,Vx,1.02040000,.,.,.
CAN,1949,63,2,1,f,2,O,Vx,1.02060000,.,.,.
CAN,1949,64,2,1,f,2,O,Vx,1.02090000,.,.,.
CAN,1949,65,2,1,f,2,O,Vx,1.02120000,.,.,.
CAN,1949,66,2,1,f,2,O,Vx,1.02150000,.,.,.
CAN,1949,67,2,1,f,2,O,Vx,1.02170000,.,.,.
CAN,1949,68,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,69,2,1,f,2,O,Vx,1.02180000,.,.,.
CAN,1949,70,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,71,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,72,2,1,f,2,O,Vx,1.02180000,.,.,.
CAN,1949,73,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,74,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,75,2,1,f,2,O,Vx,1.02190000,.,.,.
CAN,1949,76,2,1,f,2,O,Vx,1.02180000,.,.,.
CAN,1949,77,2,1,f,2,O,Vx,1.02180000,.,.,.
CAN,1949,78,2,1,f,2,O,Vx,1.02160000,.,.,.
CAN,1949,79,2,1,f,2,O,Vx,1.02140000,.,.,.
CAN,1949,80,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,81,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,82,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,83,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,84,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,85,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,86,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,87,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,88,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,89,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,90,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,91,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,92,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,93,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,94,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,95,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,96,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,97,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,98,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,99,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,100,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,101,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,102,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,103,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,104,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,105,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,106,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,107,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,108,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,109,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,110,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,111,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,112,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,113,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,114,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,115,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,116,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,117,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,118,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,119,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,120,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,121,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,122,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,123,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,124,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,125,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,126,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,127,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,128,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,129,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,130,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,131,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,132,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,133,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,134,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,135,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,136,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,137,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,138,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,139,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,140,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,141,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,142,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,143,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,144,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,145,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,146,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,147,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,148,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,149,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,150,2,1,f,2,O,Vx,1.02100000,.,.,.
CAN,1949,NaN,2,1,m,2,O,Rb,1.03435200,.,.,.
CAN,1949,NaN,2,1,f,2,O,Rb,1.03508100,.,.,.
CAN,1949,0,2,1,m,2,O,Vx,1.03160000,.,.,.
CAN,1949,1,2,1,m,2,O,Vx,1.03170000,.,.,.
CAN,1949,2,2,1,m,2,O,Vx,1.03190000,.,.,.
CAN,1949,3,2,1,m,2,O,Vx,1.03200000,.,.,.
CAN,1949,4,2,1,m,2,O,Vx,1.03210000,.,.,.
CAN,1949,5,2,1,m,2,O,Vx,1.03210000,.,.,.
CAN,1949,6,2,1,m,2,O,Vx,1.03220000,.,.,.
CAN,1949,7,2,1,m,2,O,Vx,1.03220000,.,.,.
CAN,1949,8,2,1,m,2,O,Vx,1.03220000,.,.,.
CAN,1949,9,2,1,m,2,O,Vx,1.03220000,.,.,.
CAN,1949,10,2,1,m,2,O,Vx,1.03210000,.,.,.
CAN,1949,11,2,1,m,2,O,Vx,1.03200000,.,.,.
CAN,1949,12,2,1,m,2,O,Vx,1.03190000,.,.,.
CAN,1949,13,2,1,m,2,O,Vx,1.03190000,.,.,.
CAN,1949,14,2,1,m,2,O,Vx,1.03190000,.,.,.
CAN,1949,15,2,1,m,2,O,Vx,1.03180000,.,.,.
CAN,1949,16,2,1,m,2,O,Vx,1.03180000,.,.,.
CAN,1949,17,2,1,m,2,O,Vx,1.03150000,.,.,.
CAN,1949,18,2,1,m,2,O,Vx,1.03100000,.,.,.
CAN,1949,19,2,1,m,2,O,Vx,1.03030000,.,.,.
CAN,1949,20,2,1,m,2,O,Vx,1.02970000,.,.,.
CAN,1949,21,2,1,m,2,O,Vx,1.02900000,.,.,.
CAN,1949,22,2,1,m,2,O,Vx,1.02840000,.,.,.
CAN,1949,23,2,1,m,2,O,Vx,1.02790000,.,.,.
CAN,1949,24,2,1,m,2,O,Vx,1.02740000,.,.,.
CAN,1949,25,2,1,m,2,O,Vx,1.02690000,.,.,.
CAN,1949,26,2,1,m,2,O,Vx,1.02640000,.,.,.
CAN,1949,27,2,1,m,2,O,Vx,1.02600000,.,.,.
CAN,1949,28,2,1,m,2,O,Vx,1.02580000,.,.,.
CAN,1949,29,2,1,m,2,O,Vx,1.02570000,.,.,.
CAN,1949,30,2,1,m,2,O,Vx,1.02560000,.,.,.
CAN,1949,31,2,1,m,2,O,Vx,1.02560000,.,.,.
CAN,1949,32,2,1,m,2,O,Vx,1.02550000,.,.,.
CAN,1949,33,2,1,m,2,O,Vx,1.02520000,.,.,.
CAN,1949,34,2,1,m,2,O,Vx,1.02490000,.,.,.
CAN,1949,35,2,1,m,2,O,Vx,1.02460000,.,.,.
CAN,1949,36,2,1,m,2,O,Vx,1.02430000,.,.,.
CAN,1949,37,2,1,m,2,O,Vx,1.02400000,.,.,.
CAN,1949,38,2,1,m,2,O,Vx,1.02350000,.,.,.
CAN,1949,39,2,1,m,2,O,Vx,1.02300000,.,.,.
CAN,1949,40,2,1,m,2,O,Vx,1.02240000,.,.,.
CAN,1949,41,2,1,m,2,O,Vx,1.02190000,.,.,.
CAN,1949,42,2,1,m,2,O,Vx,1.02140000,.,.,.
CAN,1949,43,2,1,m,2,O,Vx,1.02100000,.,.,.
CAN,1949,44,2,1,m,2,O,Vx,1.02080000,.,.,.
CAN,1949,45,2,1,m,2,O,Vx,1.02050000,.,.,.
CAN,1949,46,2,1,m,2,O,Vx,1.02030000,.,.,.
CAN,1949,47,2,1,m,2,O,Vx,1.02010000,.,.,.
CAN,1949,48,2,1,m,2,O,Vx,1.02010000,.,.,.
CAN,1949,49,2,1,m,2,O,Vx,1.02010000,.,.,.
CAN,1949,50,2,1,m,2,O,Vx,1.02020000,.,.,.
CAN,1949,51,2,1,m,2,O,Vx,1.02030000,.,.,.
CAN,1949,52,2,1,m,2,O,Vx,1.02030000,.,.,.
CAN,1949,53,2,1,m,2,O,Vx,1.02030000,.,.,.
CAN,1949,54,2,1,m,2,O,Vx,1.02010000,.,.,.
CAN,1949,55,2,1,m,2,O,Vx,1.02000000,.,.,.
CAN,1949,56,2,1,m,2,O,Vx,1.01980000,.,.,.
CAN,1949,57,2,1,m,2,O,Vx,1.01980000,.,.,.
CAN,1949,58,2,1,m,2,O,Vx,1.01980000,.,.,.
CAN,1949,59,2,1,m,2,O,Vx,1.02000000,.,.,.
CAN,1949,60,2,1,m,2,O,Vx,1.02010000,.,.,.
CAN,1949,61,2,1,m,2,O,Vx,1.02030000,.,.,.
CAN,1949,62,2,1,m,2,O,Vx,1.02040000,.,.,.
CAN,1949,63,2,1,m,2,O,Vx,1.02060000,.,.,.
CAN,1949,64,2,1,m,2,O,Vx,1.02070000,.,.,.
CAN,1949,65,2,1,m,2,O,Vx,1.02080000,.,.,.
CAN,1949,66,2,1,m,2,O,Vx,1.02090000,.,.,.
CAN,1949,67,2,1,m,2,O,Vx,1.02110000,.,.,.
CAN,1949,68,2,1,m,2,O,Vx,1.02140000,.,.,.
CAN,1949,69,2,1,m,2,O,Vx,1.02170000,.,.,.
CAN,1949,70,2,1,m,2,O,Vx,1.02210000,.,.,.
CAN,1949,71,2,1,m,2,O,Vx,1.02250000,.,.,.
CAN,1949,72,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,73,2,1,m,2,O,Vx,1.02300000,.,.,.
CAN,1949,74,2,1,m,2,O,Vx,1.02290000,.,.,.
CAN,1949,75,2,1,m,2,O,Vx,1.02290000,.,.,.
CAN,1949,76,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,77,2,1,m,2,O,Vx,1.02270000,.,.,.
CAN,1949,78,2,1,m,2,O,Vx,1.02270000,.,.,.
CAN,1949,79,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,80,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,81,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,82,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,83,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,84,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,85,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,86,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,87,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,88,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,89,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,90,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,91,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,92,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,93,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,94,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,95,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,96,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,97,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,98,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,99,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,100,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,101,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,102,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,103,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,104,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,105,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,106,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,107,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,108,2,1,m,2,O,Vx,1.02280000,.,.,.
CAN,1949,109,2,1,m,2,O,Vx,1.02280000,.,.,.

