Finland, Exposure to risk (period 5x5), 	Last modified: 02 Aug 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1878-1879        0             66142.73        68740.81       134883.54
1878-1879      1-4            215139.26       216903.43       432042.70
1878-1879      5-9            228194.64       230503.87       458698.51
1878-1879     10-14           176866.65       177738.55       354605.20
1878-1879     15-19           189192.96       189052.07       378245.02
1878-1879     20-24           171035.04       171518.10       342553.15
1878-1879     25-29           163518.70       158063.01       321581.70
1878-1879     30-34           148914.12       142458.88       291373.00
1878-1879     35-39           137156.64       130061.96       267218.60
1878-1879     40-44           113137.35       106831.86       219969.21
1878-1879     45-49            99070.38        90805.87       189876.25
1878-1879     50-54            96890.58        86051.09       182941.67
1878-1879     55-59            81514.95        69452.45       150967.40
1878-1879     60-64            63776.75        51719.29       115496.04
1878-1879     65-69            42703.87        32333.62        75037.48
1878-1879     70-74            25479.40        18041.50        43520.90
1878-1879     75-79            16260.29        10658.41        26918.70
1878-1879     80-84             6790.14         3959.82        10749.96
1878-1879     85-89             1897.86          960.14         2857.99
1878-1879     90-94              309.97          106.12          416.09
1878-1879     95-99               40.09           19.05           59.13
1878-1879    100-104               0.25            1.94            2.19
1878-1879    105-109               0.00            0.00            0.00
1878-1879    110+                  0.00            0.00            0.00
1880-1884        0            162802.89       168248.20       331051.09
1880-1884      1-4            558992.94       566719.70      1125712.64
1880-1884      5-9            609954.91       614664.85      1224619.76
1880-1884     10-14           506902.71       510432.06      1017334.78
1880-1884     15-19           457768.55       458182.25       915950.80
1880-1884     20-24           448641.13       447364.46       896005.60
1880-1884     25-29           413388.19       408378.83       821767.01
1880-1884     30-34           387709.31       371506.14       759215.46
1880-1884     35-39           355642.84       338459.10       694101.94
1880-1884     40-44           312572.10       294565.15       607137.25
1880-1884     45-49           259844.00       240383.34       500227.34
1880-1884     50-54           239067.46       213263.11       452330.57
1880-1884     55-59           217820.11       187350.85       405170.95
1880-1884     60-64           174557.84       143007.22       317565.06
1880-1884     65-69           122761.06        95384.15       218145.21
1880-1884     70-74            71716.49        51216.85       122933.34
1880-1884     75-79            40237.20        26255.29        66492.49
1880-1884     80-84            18076.94        10835.05        28911.98
1880-1884     85-89             5540.94         2655.92         8196.87
1880-1884     90-94              926.17          352.96         1279.13
1880-1884     95-99              107.47           34.03          141.50
1880-1884    100-104               5.46            2.50            7.96
1880-1884    105-109               0.00            0.00            0.00
1880-1884    110+                  0.00            0.00            0.00
1885-1889        0            171681.32       177137.37       348818.70
1885-1889      1-4            605401.08       611062.07      1216463.15
1885-1889      5-9            646766.61       652788.38      1299554.99
1885-1889     10-14           591897.54       597083.42      1188980.96
1885-1889     15-19           496687.38       502127.61       998814.99
1885-1889     20-24           446420.97       445745.72       892166.69
1885-1889     25-29           432496.68       429380.96       861877.63
1885-1889     30-34           397223.85       390501.12       787724.96
1885-1889     35-39           371120.38       355616.54       726736.91
1885-1889     40-44           339054.16       320738.36       659792.51
1885-1889     45-49           297009.08       275562.25       572571.33
1885-1889     50-54           244124.43       221751.82       465876.24
1885-1889     55-59           219349.05       190585.38       409934.43
1885-1889     60-64           192833.09       160486.92       353320.01
1885-1889     65-69           142634.87       113148.89       255783.76
1885-1889     70-74            89530.64        66549.43       156080.07
1885-1889     75-79            43709.33        29414.83        73124.16
1885-1889     80-84            18507.97        10961.55        29469.52
1885-1889     85-89             6104.15         3066.79         9170.94
1885-1889     90-94             1149.46          434.24         1583.71
1885-1889     95-99              128.90           25.90          154.80
1885-1889    100-104              10.71            0.00           10.71
1885-1889    105-109               0.25            0.00            0.25
1885-1889    110+                  0.00            0.00            0.00
1890-1894        0            185445.66       191388.79       376834.45
1890-1894      1-4            630423.23       637368.40      1267791.63
1890-1894      5-9            692810.13       700022.81      1392832.94
1890-1894     10-14           630980.59       637588.01      1268568.60
1890-1894     15-19           574319.93       579176.60      1153496.52
1890-1894     20-24           452843.21       453691.72       906534.94
1890-1894     25-29           462555.08       456972.44       919527.51
1890-1894     30-34           400530.56       394879.87       795410.43
1890-1894     35-39           385671.22       375721.21       761392.42
1890-1894     40-44           347010.85       330214.91       677225.76
1890-1894     45-49           322929.13       302009.18       624938.30
1890-1894     50-54           270183.55       246024.10       516207.64
1890-1894     55-59           225593.55       199391.07       424984.61
1890-1894     60-64           201420.12       169896.35       371316.47
1890-1894     65-69           156062.59       125939.12       282001.71
1890-1894     70-74           104100.37        78984.81       183085.17
1890-1894     75-79            54306.53        38043.45        92349.98
1890-1894     80-84            20486.89        11910.80        32397.69
1890-1894     85-89             5915.03         2936.25         8851.28
1890-1894     90-94             1207.17          506.81         1713.98
1890-1894     95-99              135.79           58.23          194.02
1890-1894    100-104               8.22            1.45            9.67
1890-1894    105-109               0.74            0.00            0.74
1890-1894    110+                  0.00            0.00            0.00
1895-1899        0            194975.09       201829.45       396804.54
1895-1899      1-4            650063.03       659444.13      1309507.16
1895-1899      5-9            718031.16       727160.93      1445192.09
1895-1899     10-14           671305.26       680875.32      1352180.59
1895-1899     15-19           603878.82       610184.88      1214063.70
1895-1899     20-24           514511.98       515794.52      1030306.50
1895-1899     25-29           492233.32       486675.02       978908.34
1895-1899     30-34           400549.00       394922.53       795471.53
1895-1899     35-39           402036.20       392593.51       794629.71
1895-1899     40-44           358037.09       344637.38       702674.47
1895-1899     45-49           335786.50       318481.12       654267.63
1895-1899     50-54           291433.08       266978.50       558411.58
1895-1899     55-59           254477.97       226676.15       481154.12
1895-1899     60-64           209167.22       179271.38       388438.61
1895-1899     65-69           159496.49       130512.38       290008.87
1895-1899     70-74           115330.66        88503.10       203833.76
1895-1899     75-79            64880.66        46308.79       111189.46
1895-1899     80-84            25738.59        15573.34        41311.93
1895-1899     85-89             6890.84         3254.53        10145.37
1895-1899     90-94             1115.16          433.28         1548.43
1895-1899     95-99              127.41           32.93          160.35
1895-1899    100-104               4.19            0.99            5.18
1895-1899    105-109               0.00            0.00            0.00
1895-1899    110+                  0.00            0.00            0.00
1900-1904        0            195026.27       202732.54       397758.81
1900-1904      1-4            685692.38       697819.25      1383511.64
1900-1904      5-9            751624.27       763529.66      1515153.93
1900-1904     10-14           697455.07       710137.09      1407592.16
1900-1904     15-19           644532.56       649580.91      1294113.47
1900-1904     20-24           560918.78       556829.05      1117747.82
1900-1904     25-29           515287.71       502531.28      1017819.00
1900-1904     30-34           437885.79       427365.58       865251.37
1900-1904     35-39           389527.65       378141.76       767669.41
1900-1904     40-44           376286.11       363786.31       740072.42
1900-1904     45-49           342036.45       326330.91       668367.36
1900-1904     50-54           314232.17       289177.59       603409.75
1900-1904     55-59           276626.66       247574.06       524200.71
1900-1904     60-64           227162.07       195617.04       422779.11
1900-1904     65-69           167246.68       137760.00       305006.67
1900-1904     70-74           120527.00        93851.49       214378.49
1900-1904     75-79            75119.91        54001.62       129121.54
1900-1904     80-84            31882.37        19690.20        51572.56
1900-1904     85-89             8640.64         4431.13        13071.77
1900-1904     90-94             1389.79          538.58         1928.37
1900-1904     95-99              117.52           38.65          156.16
1900-1904    100-104               2.72            0.72            3.44
1900-1904    105-109               0.00            0.00            0.00
1900-1904    110+                  0.00            0.00            0.00
1905-1909        0            206232.55       214170.81       420403.36
1905-1909      1-4            720861.44       734680.34      1455541.78
1905-1909      5-9            814181.92       828865.35      1643047.26
1905-1909     10-14           725303.69       738791.13      1464094.82
1905-1909     15-19           660539.52       667867.25      1328406.77
1905-1909     20-24           608506.81       597632.18      1206139.00
1905-1909     25-29           537059.15       515247.45      1052306.60
1905-1909     30-34           494918.14       475455.90       970374.04
1905-1909     35-39           411160.38       397035.64       808196.02
1905-1909     40-44           367410.73       351989.98       719400.71
1905-1909     45-49           351137.72       332030.77       683168.49
1905-1909     50-54           317484.18       291828.04       609312.22
1905-1909     55-59           285778.81       253074.55       538853.37
1905-1909     60-64           245063.43       206965.25       452028.68
1905-1909     65-69           189844.18       154406.63       344250.81
1905-1909     70-74           127030.67        98354.61       225385.27
1905-1909     75-79            77075.26        55403.32       132478.58
1905-1909     80-84            36939.42        23094.39        60033.80
1905-1909     85-89            11177.83         6061.54        17239.36
1905-1909     90-94             1801.07          686.35         2487.42
1905-1909     95-99              167.70           38.65          206.35
1905-1909    100-104               1.71            0.73            2.43
1905-1909    105-109               0.00            0.00            0.00
1905-1909    110+                  0.00            0.00            0.00
1910-1914        0            205484.42       215711.55       421195.98
1910-1914      1-4            763993.69       785414.87      1549408.56
1910-1914      5-9            872607.04       888063.86      1760670.90
1910-1914     10-14           794463.32       811745.57      1606208.89
1910-1914     15-19           695237.52       710373.04      1405610.55
1910-1914     20-24           628092.35       622779.68      1250872.03
1910-1914     25-29           583530.71       558598.68      1142129.39
1910-1914     30-34           513722.73       489959.19      1003681.91
1910-1914     35-39           467639.83       447657.23       915297.06
1910-1914     40-44           389491.98       372176.98       761668.95
1910-1914     45-49           341916.81       317901.93       659818.74
1910-1914     50-54           326785.46       297628.73       624414.19
1910-1914     55-59           289880.81       254124.99       544005.80
1910-1914     60-64           254764.95       212116.61       466881.57
1910-1914     65-69           207793.45       164357.35       372150.80
1910-1914     70-74           146277.52       111650.58       257928.10
1910-1914     75-79            82526.27        59253.16       141779.43
1910-1914     80-84            38160.24        23791.68        61951.91
1910-1914     85-89            13015.95         7002.19        20018.13
1910-1914     90-94             2351.50         1048.42         3399.91
1910-1914     95-99              192.65           65.59          258.24
1910-1914    100-104               8.40            0.48            8.88
1910-1914    105-109               0.00            0.00            0.00
1910-1914    110+                  0.00            0.00            0.00
1915-1919        0            181821.38       189625.98       371447.35
1915-1919      1-4            715786.74       739898.73      1455685.47
1915-1919      5-9            911910.99       938363.34      1850274.33
1915-1919     10-14           854237.90       872250.59      1726488.48
1915-1919     15-19           764114.96       779445.25      1543560.20
1915-1919     20-24           651055.92       645450.26      1296506.18
1915-1919     25-29           591513.71       567227.67      1158741.38
1915-1919     30-34           551327.17       521023.97      1072351.14
1915-1919     35-39           490477.77       457227.92       947705.70
