Finland, Exposure to risk (period 1x10), 	Last modified: 02 Aug 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1878-1879        0             66142.73        68740.81       134883.54
1878-1879        1             58667.52        59747.59       118415.11
1878-1879        2             53486.74        53840.20       107326.94
1878-1879        3             51606.21        51621.71       103227.93
1878-1879        4             51378.79        51693.93       103072.72
1878-1879        5             49314.74        50137.89        99452.64
1878-1879        6             47717.19        48282.96        96000.16
1878-1879        7             46450.98        46665.21        93116.19
1878-1879        8             45463.62        45712.80        91176.42
1878-1879        9             39248.10        39705.00        78953.10
1878-1879       10             33424.63        34036.36        67460.99
1878-1879       11             33183.88        33517.12        66701.00
1878-1879       12             33451.91        33505.93        66957.84
1878-1879       13             36797.91        36749.40        73547.30
1878-1879       14             40008.33        39929.74        79938.07
1878-1879       15             40068.60        40021.62        80090.22
1878-1879       16             38556.64        38334.49        76891.13
1878-1879       17             37626.38        37331.59        74957.97
1878-1879       18             36821.46        36822.51        73643.97
1878-1879       19             36119.87        36541.87        72661.73
1878-1879       20             35723.65        36202.23        71925.88
1878-1879       21             34441.22        34649.81        69091.03
1878-1879       22             33420.94        33513.29        66934.23
1878-1879       23             33578.96        33561.31        67140.27
1878-1879       24             33870.27        33591.47        67461.74
1878-1879       25             33567.88        33187.57        66755.45
1878-1879       26             33219.33        32478.81        65698.14
1878-1879       27             32780.95        31438.67        64219.63
1878-1879       28             32145.21        30636.79        62782.01
1878-1879       29             31805.32        30321.16        62126.48
1878-1879       30             31216.94        29749.04        60965.98
1878-1879       31             29925.15        28633.11        58558.25
1878-1879       32             29186.64        28025.59        57212.23
1878-1879       33             29229.18        28052.46        57281.64
1878-1879       34             29356.22        27998.68        57354.90
1878-1879       35             29527.39        28036.14        57563.53
1878-1879       36             28832.16        27362.61        56194.76
1878-1879       37             27343.87        25876.57        53220.45
1878-1879       38             26106.82        24688.45        50795.27
1878-1879       39             25346.41        24098.19        49444.60
1878-1879       40             24453.89        23249.60        47703.50
1878-1879       41             23240.00        22015.43        45255.42
1878-1879       42             22246.99        21032.84        43279.83
1878-1879       43             21869.46        20600.01        42469.47
1878-1879       44             21327.02        19933.98        41261.00
1878-1879       45             20224.60        18777.49        39002.10
1878-1879       46             19553.32        17990.07        37543.38
1878-1879       47             19433.35        17747.37        37180.71
1878-1879       48             19649.83        17915.67        37565.49
1878-1879       49             20209.29        18375.28        38584.57
1878-1879       50             20486.88        18542.50        39029.38
1878-1879       51             19920.46        17866.21        37786.67
1878-1879       52             19219.06        17018.63        36237.69
1878-1879       53             18824.68        16538.32        35362.99
1878-1879       54             18439.50        16085.43        34524.94
1878-1879       55             17599.56        15288.54        32888.10
1878-1879       56             16675.10        14455.91        31131.01
1878-1879       57             16161.04        13846.11        30007.15
1878-1879       58             15812.07        13285.09        29097.16
1878-1879       59             15267.19        12576.80        27844.00
1878-1879       60             14515.54        11825.61        26341.14
1878-1879       61             13599.68        11111.09        24710.76
1878-1879       62             12665.24        10341.27        23006.51
1878-1879       63             11887.87         9604.26        21492.13
1878-1879       64             11108.43         8837.06        19945.49
1878-1879       65             10137.97         7897.47        18035.44
1878-1879       66              9282.26         7046.38        16328.65
1878-1879       67              8592.53         6461.84        15054.36
1878-1879       68              7833.68         5878.05        13711.72
1878-1879       69              6857.43         5049.88        11907.31
1878-1879       70              5859.82         4261.38        10121.21
1878-1879       71              5105.21         3664.72         8769.92
1878-1879       72              4883.72         3425.91         8309.63
1878-1879       73              4897.04         3396.60         8293.64
1878-1879       74              4733.61         3292.89         8026.50
1878-1879       75              4203.93         2921.61         7125.54
1878-1879       76              3632.14         2453.15         6085.29
1878-1879       77              3189.77         2038.80         5228.57
1878-1879       78              2836.75         1757.09         4593.84
1878-1879       79              2397.69         1487.77         3885.46
1878-1879       80              1864.64         1174.78         3039.43
1878-1879       81              1575.18          940.09         2515.27
1878-1879       82              1353.23          761.77         2115.00
1878-1879       83              1124.54          611.61         1736.15
1878-1879       84               872.55          471.56         1344.11
1878-1879       85               650.81          345.45          996.26
1878-1879       86               485.31          252.69          738.00
1878-1879       87               346.31          179.05          525.37
1878-1879       88               241.89          113.89          355.77
1878-1879       89               173.54           69.06          242.60
1878-1879       90               121.18           45.16          166.33
1878-1879       91                82.93           29.09          112.01
1878-1879       92                54.34           17.30           71.64
1878-1879       93                32.22            8.80           41.02
1878-1879       94                19.31            5.78           25.09
1878-1879       95                15.26            6.27           21.53
1878-1879       96                12.79            6.01           18.79
1878-1879       97                 7.77            3.73           11.50
1878-1879       98                 3.26            1.52            4.77
1878-1879       99                 1.01            1.53            2.54
1878-1879      100                 0.25            1.47            1.72
1878-1879      101                 0.00            0.47            0.47
1878-1879      102                 0.00            0.00            0.00
1878-1879      103                 0.00            0.00            0.00
1878-1879      104                 0.00            0.00            0.00
1878-1879      105                 0.00            0.00            0.00
1878-1879      106                 0.00            0.00            0.00
1878-1879      107                 0.00            0.00            0.00
1878-1879      108                 0.00            0.00            0.00
1878-1879      109                 0.00            0.00            0.00
1878-1879      110+                0.00            0.00            0.00
1880-1889        0            334484.21       345385.58       679869.79
1880-1889        1            306265.54       310602.97       616868.51
1880-1889        2            294296.78       297726.98       592023.76
1880-1889        3            285500.88       288558.86       574059.73
1880-1889        4            278330.83       280892.96       559223.79
1880-1889        5            274062.30       276092.40       550154.70
1880-1889        6            261199.84       263302.86       524502.69
1880-1889        7            248815.83       251191.45       500007.28
1880-1889        8            240175.47       242446.47       482621.94
1880-1889        9            232468.08       234420.06       466888.13
1880-1889       10            226434.83       228264.27       454699.10
1880-1889       11            223726.21       225541.87       449268.07
1880-1889       12            220524.17       222254.81       442778.98
1880-1889       13            216163.08       217783.99       433947.07
1880-1889       14            211951.97       213670.54       425622.51
1880-1889       15            207528.71       209408.52       416937.23
1880-1889       16            196460.47       198059.42       394519.88
1880-1889       17            188926.13       190091.51       379017.64
1880-1889       18            182719.64       183530.84       366250.48
1880-1889       19            178820.97       179219.58       358040.56
1880-1889       20            174633.08       174679.32       349312.40
1880-1889       21            178539.87       178302.76       356842.63
1880-1889       22            180229.85       179637.59       359867.44
1880-1889       23            181131.50       180514.73       361646.23
1880-1889       24            180527.80       179975.78       360503.57
1880-1889       25            177955.65       177356.12       355311.77
1880-1889       26            172313.34       171192.70       343506.04
1880-1889       27            168191.81       166642.62       334834.43
1880-1889       28            165133.05       163083.32       328216.37
1880-1889       29            162291.00       159485.03       321776.03
1880-1889       30            159862.79       156381.23       316244.02
1880-1889       31            158963.36       154847.46       313810.82
1880-1889       32            157377.10       152642.45       310019.55
1880-1889       33            155404.22       150294.62       305698.83
1880-1889       34            153325.69       147841.50       301167.19
1880-1889       35            150915.26       145069.89       295985.15
1880-1889       36            147703.54       141451.87       289155.41
1880-1889       37            145232.91       138553.83       283786.73
1880-1889       38            142825.96       135948.40       278774.37
1880-1889       39            140085.56       133051.65       273137.20
1880-1889       40            137304.45       130085.12       267389.57
1880-1889       41            134290.67       127031.98       261322.65
1880-1889       42            130649.49       123425.11       254074.60
1880-1889       43            126738.68       119469.89       246208.57
1880-1889       44            122642.96       115291.42       237934.38
1880-1889       45            118692.26       111071.31       229763.57
1880-1889       46            115036.11       107104.98       222141.09
1880-1889       47            111161.01       102967.21       214128.22
1880-1889       48            107577.03        99085.44       206662.46
1880-1889       49            104386.68        95716.65       200103.33
1880-1889       50            101654.24        92639.80       194294.04
1880-1889       51             98626.79        89407.86       188034.64
1880-1889       52             96210.44        86715.47       182925.91
1880-1889       53             94178.71        84206.46       178385.17
1880-1889       54             92521.73        82045.34       174567.06
1880-1889       55             90837.89        79957.53       170795.42
1880-1889       56             89446.51        77941.39       167387.90
1880-1889       57             87676.18        75737.33       163413.51
1880-1889       58             85699.57        73431.74       159131.31
1880-1889       59             83509.00        70868.24       154377.24
1880-1889       60             80767.24        67803.68       148570.92
1880-1889       61             77291.25        64247.64       141538.89
1880-1889       62             73663.67        60703.06       134366.73
1880-1889       63             69874.40        57229.75       127104.14
1880-1889       64             65794.37        53510.03       119304.39
1880-1889       65             61643.66        49599.05       111242.71
1880-1889       66             57396.32        45611.01       103007.33
1880-1889       67             53052.64        41576.67        94629.31
1880-1889       68             48750.13        37695.85        86445.98
1880-1889       69             44553.18        34050.46        78603.64
1880-1889       70             40279.50        30322.85        70602.34
1880-1889       71             36179.50        26721.48        62900.98
1880-1889       72             32089.57        23315.60        55405.16
1880-1889       73             28087.86        20109.61        48197.47
1880-1889       74             24610.71        17296.75        41907.46
1880-1889       75             21581.64        14854.15        36435.79
1880-1889       76             18931.77        12790.53        31722.30
1880-1889       77             16614.75        10974.74        27589.49
1880-1889       78             14423.10         9285.85        23708.95
1880-1889       79             12395.27         7764.85        20160.12
1880-1889       80             10239.18         6285.04        16524.22
1880-1889       81              8616.72         5196.85        13813.57
1880-1889       82              7161.15         4259.80        11420.96
1880-1889       83              5856.24         3407.77         9264.01
1880-1889       84              4711.61         2647.14         7358.75
1880-1889       85              3740.64         1998.22         5738.86
1880-1889       86              2915.55         1463.97         4379.52
1880-1889       87              2221.26         1050.75         3272.00
1880-1889       88              1633.99          723.07         2357.06
1880-1889       89              1133.66          486.71         1620.37
