PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
DNK,01,1901,1901,1,1,53,O,5734,.,.,.,1
DNK,01,1901,1901,2,1,53,O,5546,.,.,.,1
DNK,01,1901,1901,3,1,53,O,6760,.,.,.,1
DNK,01,1901,1901,4,1,53,O,6469,.,.,.,1
DNK,01,1901,1901,5,1,53,O,6465,.,.,.,1
DNK,01,1901,1901,6,1,53,O,6129,.,.,.,1
DNK,01,1901,1901,7,1,53,O,6131,.,.,.,1
DNK,01,1901,1901,8,1,53,O,6270,.,.,.,1
DNK,01,1901,1901,9,1,53,O,6195,.,.,.,1
DNK,01,1901,1901,10,1,53,O,5926,.,.,.,1
DNK,01,1901,1901,11,1,53,O,5726,.,.,.,1
DNK,01,1901,1901,12,1,53,O,5868,.,.,.,1
DNK,01,1901,1901,TOT,1,53,O,73219,.,.,.,1
DNK,01,1902,1902,1,1,53,O,6014,.,.,.,1
DNK,01,1902,1902,2,1,53,O,5724,.,.,.,1
DNK,01,1902,1902,3,1,53,O,6462,.,.,.,1
DNK,01,1902,1902,4,1,53,O,6199,.,.,.,1
DNK,01,1902,1902,5,1,53,O,6225,.,.,.,1
DNK,01,1902,1902,6,1,53,O,5897,.,.,.,1
DNK,01,1902,1902,7,1,53,O,6013,.,.,.,1
DNK,01,1902,1902,8,1,53,O,6210,.,.,.,1
DNK,01,1902,1902,9,1,53,O,6287,.,.,.,1
DNK,01,1902,1902,10,1,53,O,6000,.,.,.,1
DNK,01,1902,1902,11,1,53,O,5911,.,.,.,1
DNK,01,1902,1902,12,1,53,O,5897,.,.,.,1
DNK,01,1902,1902,TOT,1,53,O,72839,.,.,.,1
DNK,01,1903,1903,1,1,53,O,6175,.,.,.,1
DNK,01,1903,1903,2,1,53,O,5755,.,.,.,1
DNK,01,1903,1903,3,1,53,O,6536,.,.,.,1
DNK,01,1903,1903,4,1,53,O,6405,.,.,.,1
DNK,01,1903,1903,5,1,53,O,6612,.,.,.,1
DNK,01,1903,1903,6,1,53,O,5984,.,.,.,1
DNK,01,1903,1903,7,1,53,O,5865,.,.,.,1
