Japan, Exposure to risk (period 1x10), 	Last modified: 09 Jan 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1947-1949        0           3636749.21      3800858.93      7437608.14
1947-1949        1           3071660.80      3188445.54      6260106.34
1947-1949        2           2674045.10      2760140.65      5434185.75
1947-1949        3           2584963.79      2651770.14      5236733.93
1947-1949        4           2771087.99      2837833.35      5608921.35
1947-1949        5           2919540.49      2990537.33      5910077.82
1947-1949        6           2875597.77      2943924.55      5819522.31
1947-1949        7           2783406.36      2847224.51      5630630.87
1947-1949        8           2585861.89      2642909.57      5228771.46
1947-1949        9           2514303.44      2569384.14      5083687.58
1947-1949       10           2521644.65      2576390.37      5098035.03
1947-1949       11           2630554.85      2684405.25      5314960.11
1947-1949       12           2614808.86      2666970.92      5281779.78
1947-1949       13           2595740.12      2646451.12      5242191.25
1947-1949       14           2556677.61      2604573.26      5161250.87
1947-1949       15           2543392.11      2589276.58      5132668.69
1947-1949       16           2536263.74      2579231.37      5115495.11
1947-1949       17           2478523.21      2509750.31      4988273.51
1947-1949       18           2446174.46      2454653.10      4900827.56
1947-1949       19           2375527.34      2363355.74      4738883.08
1947-1949       20           2348433.52      2322267.25      4670700.77
1947-1949       21           2306213.22      2246486.12      4552699.34
1947-1949       22           2263981.69      2139682.64      4403664.34
1947-1949       23           2181929.77      1966608.01      4148537.78
1947-1949       24           2092433.84      1775618.71      3868052.54
1947-1949       25           2026178.40      1622231.22      3648409.62
1947-1949       26           1970423.10      1520993.93      3491417.03
1947-1949       27           1919520.08      1477483.24      3397003.32
1947-1949       28           1811554.76      1423191.34      3234746.11
1947-1949       29           1725401.01      1392172.87      3117573.88
1947-1949       30           1655768.93      1368749.49      3024518.41
1947-1949       31           1663998.78      1398631.90      3062630.69
1947-1949       32           1661994.69      1413290.97      3075285.67
1947-1949       33           1655345.11      1424576.50      3079921.60
1947-1949       34           1625886.64      1414584.67      3040471.30
1947-1949       35           1606868.92      1409692.97      3016561.89
1947-1949       36           1579530.23      1400259.78      2979790.01
1947-1949       37           1550028.15      1396122.74      2946150.90
1947-1949       38           1504691.71      1381879.30      2886571.00
1947-1949       39           1457559.77      1365681.21      2823240.98
1947-1949       40           1404037.91      1350327.47      2754365.38
1947-1949       41           1315794.93      1298170.72      2613965.65
1947-1949       42           1246222.97      1249594.27      2495817.25
1947-1949       43           1199036.07      1210786.27      2409822.34
1947-1949       44           1206290.22      1222888.95      2429179.17
1947-1949       45           1209636.34      1234937.29      2444573.62
1947-1949       46           1200944.46      1232129.03      2433073.49
1947-1949       47           1167380.88      1201499.79      2368880.68
1947-1949       48           1116316.30      1151440.60      2267756.90
1947-1949       49           1062078.89      1100040.76      2162119.65
1947-1949       50           1012956.49      1053886.13      2066842.62
1947-1949       51            976596.87      1017286.99      1993883.86
1947-1949       52            943263.13       979904.49      1923167.62
1947-1949       53            907327.16       936339.28      1843666.44
1947-1949       54            869738.96       892130.87      1761869.83
1947-1949       55            831085.92       847085.27      1678171.19
1947-1949       56            802004.55       808177.73      1610182.28
1947-1949       57            790614.65       784938.64      1575553.29
1947-1949       58            788380.03       771283.42      1559663.45
1947-1949       59            779968.17       752116.69      1532084.85
1947-1949       60            743280.37       706840.20      1450120.57
1947-1949       61            695571.02       647856.45      1343427.47
1947-1949       62            662960.96       599668.66      1262629.62
1947-1949       63            648751.06       568764.74      1217515.80
1947-1949       64            639815.18       545358.33      1185173.51
1947-1949       65            625969.60       520743.15      1146712.75
1947-1949       66            605087.66       494450.60      1099538.26
1947-1949       67            576643.62       463988.81      1040632.43
1947-1949       68            547039.13       431864.38       978903.50
1947-1949       69            518742.78       400257.04       918999.82
1947-1949       70            490790.22       370799.67       861589.89
1947-1949       71            458122.29       338410.50       796532.80
1947-1949       72            419245.61       301497.99       720743.60
1947-1949       73            376164.04       263413.78       639577.82
1947-1949       74            333737.98       227175.75       560913.73
1947-1949       75            290943.62       193372.51       484316.13
1947-1949       76            245842.41       159589.03       405431.45
1947-1949       77            204563.32       129247.49       333810.81
1947-1949       78            176077.88       107298.92       283376.80
1947-1949       79            156164.51        91644.49       247809.00
1947-1949       80            137413.30        77761.27       215174.56
1947-1949       81            116207.22        63196.62       179403.84
1947-1949       82             97177.76        50572.58       147750.34
1947-1949       83             78954.50        39773.44       118727.94
1947-1949       84             59643.00        29131.42        88774.42
1947-1949       85             42761.82        20198.72        62960.54
1947-1949       86             31366.81        14213.41        45580.22
1947-1949       87             24024.34        10461.40        34485.74
1947-1949       88             18602.03         7993.87        26595.90
1947-1949       89             14047.36         5924.07        19971.43
1947-1949       90             10182.69         4169.99        14352.68
1947-1949       91              7181.98         2819.74        10001.72
1947-1949       92              4900.81         1794.20         6695.01
1947-1949       93              3207.96         1145.12         4353.08
1947-1949       94              2047.62          746.32         2793.94
1947-1949       95              1229.70          479.01         1708.71
1947-1949       96               742.75          280.62         1023.37
1947-1949       97               453.51          173.66          627.17
1947-1949       98               260.19          118.09          378.28
1947-1949       99               148.43           72.21          220.63
1947-1949      100                81.19           34.17          115.37
1947-1949      101                44.67           15.50           60.17
1947-1949      102                26.34           10.50           36.84
1947-1949      103                18.51            5.17           23.67
1947-1949      104                10.50            2.17           12.67
1947-1949      105                 6.33            2.50            8.83
1947-1949      106                 3.33            1.50            4.83
1947-1949      107                 2.83            2.17            5.00
1947-1949      108                 2.50            0.83            3.33
1947-1949      109                 2.67            0.50            3.17
1947-1949      110+               16.83            5.50           22.33
1950-1959        0           8975576.89      9409446.66     18385023.55
1950-1959        1           9221069.17      9634571.26     18855640.42
1950-1959        2           9622651.41     10044118.17     19666769.58
1950-1959        3           9883311.50     10312246.30     20195557.80
1950-1959        4           9828936.54     10249069.65     20078006.19
1950-1959        5           9834363.17     10239489.48     20073852.65
1950-1959        6           9962429.01     10354471.28     20316900.29
1950-1959        7          10008162.70     10385909.38     20394072.08
1950-1959        8          10040492.02     10402202.36     20442694.38
1950-1959        9           9933351.56     10273698.35     20207049.91
1950-1959       10           9675860.94      9990139.76     19666000.70
1950-1959       11           9284294.71      9565388.63     18849683.34
1950-1959       12           8956135.16      9200595.12     18156730.29
1950-1959       13           8770592.58      8981881.27     17752473.85
1950-1959       14           8911015.47      9103544.90     18014560.37
1950-1959       15           8919855.58      9090156.34     18010011.92
1950-1959       16           8790692.94      8933568.92     17724261.85
1950-1959       17           8694753.95      8805870.53     17500624.49
1950-1959       18           8531732.11      8607017.91     17138750.02
1950-1959       19           8426933.62      8466680.28     16893613.89
1950-1959       20           8350289.17      8357296.56     16707585.72
1950-1959       21           8334603.88      8312025.03     16646628.91
1950-1959       22           8218190.10      8175263.45     16393453.55
1950-1959       23           8111854.20      8046613.79     16158467.99
1950-1959       24           7958437.48      7859942.90     15818380.38
1950-1959       25           7816908.01      7667080.90     15483988.92
1950-1959       26           7649483.80      7419162.28     15068646.08
1950-1959       27           7455648.01      7109097.80     14564745.81
1950-1959       28           7275702.38      6794419.40     14070121.78
1950-1959       29           7076617.01      6463208.18     13539825.20
1950-1959       30           6907370.02      6176661.20     13084031.22
1950-1959       31           6664534.12      5842982.12     12507516.24
1950-1959       32           6454360.24      5551093.57     12005453.82
1950-1959       33           6244745.57      5273902.67     11518648.24
1950-1959       34           6054841.67      5038468.37     11093310.04
1950-1959       35           5886276.35      4855685.23     10741961.57
1950-1959       36           5748225.93      4743588.48     10491814.42
1950-1959       37           5617197.08      4677958.68     10295155.76
1950-1959       38           5495438.55      4640307.10     10135745.65
1950-1959       39           5368133.58      4604629.21      9972762.79
1950-1959       40           5241715.40      4566208.47      9807923.87
1950-1959       41           5178199.93      4569382.57      9747582.50
1950-1959       42           5092368.36      4553809.48      9646177.83
1950-1959       43           4982620.73      4519951.00      9502571.73
1950-1959       44           4820316.24      4431221.22      9251537.46
1950-1959       45           4670097.45      4346715.96      9016813.40
1950-1959       46           4519730.09      4262103.33      8781833.42
1950-1959       47           4388248.72      4193477.21      8581725.93
1950-1959       48           4257648.51      4123437.54      8381086.05
1950-1959       49           4130305.27      4046092.91      8176398.18
1950-1959       50           3994524.28      3951814.60      7946338.88
1950-1959       51           3852504.22      3845142.00      7697646.21
1950-1959       52           3720247.18      3736779.83      7457027.01
1950-1959       53           3593678.89      3620667.72      7214346.61
1950-1959       54           3503320.48      3531258.64      7034579.11
1950-1959       55           3402302.79      3426933.99      6829236.79
1950-1959       56           3285249.29      3302075.05      6587324.34
1950-1959       57           3155006.53      3161301.42      6316307.95
1950-1959       58           3016470.22      3005911.68      6022381.89
1950-1959       59           2883261.01      2849719.00      5732980.02
1950-1959       60           2773305.86      2712800.13      5486105.99
1950-1959       61           2674294.66      2585861.79      5260156.45
1950-1959       62           2569222.78      2453412.52      5022635.30
1950-1959       63           2456839.10      2310736.63      4767575.74
1950-1959       64           2340868.94      2163602.61      4504471.55
1950-1959       65           2236193.39      2024560.28      4260753.67
1950-1959       66           2142885.27      1893891.20      4036776.47
1950-1959       67           2052869.98      1767097.52      3819967.50
1950-1959       68           1967889.22      1649127.95      3617017.16
1950-1959       69           1877303.58      1531689.41      3408992.99
1950-1959       70           1773576.95      1407034.93      3180611.88
1950-1959       71           1668383.07      1282656.73      2951039.79
1950-1959       72           1564534.61      1164019.41      2728554.02
1950-1959       73           1465927.36      1056440.77      2522368.13
1950-1959       74           1364511.70       953495.02      2318006.72
1950-1959       75           1251589.67       848239.04      2099828.71
1950-1959       76           1133657.14       744972.83      1878629.97
1950-1959       77           1013817.00       646649.21      1660466.22
1950-1959       78            892523.77       551599.49      1444123.26
1950-1959       79            772099.53       461617.80      1233717.32
1950-1959       80            642815.10       372155.06      1014970.16
1950-1959       81            541517.72       302475.57       843993.29
1950-1959       82            450477.61       242409.12       692886.73
1950-1959       83            366380.83       189356.66       555737.49
1950-1959       84            293922.33       146041.37       439963.70
1950-1959       85            233421.54       111343.27       344764.81
1950-1959       86            180144.51        82441.88       262586.39
1950-1959       87            135888.10        59400.81       195288.91
1950-1959       88            100907.07        42002.68       142909.75
1950-1959       89             73854.10        29238.51       103092.61
1950-1959       90             52848.20        19937.14        72785.34
1950-1959       91             36664.97        13209.17        49874.14
1950-1959       92             24650.28         8522.02        33172.30
1950-1959       93             16324.97         5330.00        21654.97
1950-1959       94             10388.57         3212.72        13601.29
1950-1959       95              6396.81         1899.18         8295.99
1950-1959       96              3901.03         1163.36         5064.39
1950-1959       97              2378.21          708.89         3087.10
1950-1959       98              1389.48          419.63         1809.11
1950-1959       99               777.28          236.72         1014.00
1950-1959      100               448.80          136.92          585.71
1950-1959      101               241.43           86.19          327.62
1950-1959      102               132.69           48.84          181.53
1950-1959      103                73.67           31.33          105.00
1950-1959      104                39.83           21.50           61.33
1950-1959      105                24.83           12.83           37.67
1950-1959      106                20.00            6.67           26.67
1950-1959      107                15.67            4.00           19.67
1950-1959      108                11.17            2.67           13.83
1950-1959      109                 5.50            0.83            6.33
1950-1959      110+               17.50            1.67           19.17
1960-1969        0           8097222.58      8537690.38     16634912.96
1960-1969        1           7911453.61      8295290.17     16206743.78
1960-1969        2           7769977.18      8126473.89     15896451.06
1960-1969        3           7707667.38      8045935.66     15753603.04
1960-1969        4           7730276.41      8062279.59     15792556.00
1960-1969        5           7738630.62      8067008.07     15805638.68
1960-1969        6           7786304.15      8111213.76     15897517.91
1960-1969        7           7902713.40      8224442.97     16127156.37
1960-1969        8           8091415.44      8413954.15     16505369.58
1960-1969        9           8373382.79      8702197.19     17075579.97
1960-1969       10           8722570.79      9059460.20     17782030.99
1960-1969       11           9129054.00      9473983.36     18603037.36
1960-1969       12           9575008.15      9926167.25     19501175.40
1960-1969       13           9863798.36     10208426.75     20072225.11
1960-1969       14           9818535.69     10129571.40     19948107.10
1960-1969       15           9817389.33     10080762.37     19898151.71
1960-1969       16           9925582.84     10136031.89     20061614.73
1960-1969       17           9945918.01     10098837.37     20044755.38
1960-1969       18           9952702.51     10045231.60     19997934.11
1960-1969       19           9820262.08      9850870.71     19671132.80
1960-1969       20           9542298.60      9516035.76     19058334.36
1960-1969       21           9136001.94      9063282.32     18199284.25
1960-1969       22           8789956.68      8680054.12     17470010.80
1960-1969       23           8592382.71      8459118.51     17051501.21
1960-1969       24           8730647.05      8588938.08     17319585.12
1960-1969       25           8744660.01      8611292.58     17355952.59
1960-1969       26           8619328.88      8507339.37     17126668.24
1960-1969       27           8525511.05      8440697.34     16966208.39
1960-1969       28           8363878.03      8309476.80     16673354.82
1960-1969       29           8257116.94      8231452.97     16488569.91
1960-1969       30           8179133.98      8178907.68     16358041.66
1960-1969       31           8165330.83      8186156.58     16351487.41
1960-1969       32           8051705.31      8087616.10     16139321.41
1960-1969       33           7948543.28      7982194.63     15930737.92
1960-1969       34           7802041.38      7809551.56     15611592.94
1960-1969       35           7668147.14      7624097.45     15292244.59
1960-1969       36           7502721.09      7371026.70     14873747.79
1960-1969       37           7306213.42      7047107.76     14353321.19
1960-1969       38           7121607.92      6716165.20     13837773.12
1960-1969       39           6915404.41      6366103.13     13281507.54
1960-1969       40           6738072.57      6060531.10     12798603.67
1960-1969       41           6494588.41      5716050.25     12210638.66
1960-1969       42           6286286.66      5417318.22     11703604.88
1960-1969       43           6076696.27      5133854.69     11210550.96
1960-1969       44           5882525.55      4889974.35     10772499.90
1960-1969       45           5709606.86      4697357.98     10406964.84
1960-1969       46           5565497.93      4572624.46     10138122.39
1960-1969       47           5428497.76      4493365.00      9921862.75
1960-1969       48           5299606.02      4439741.77      9739347.79
1960-1969       49           5166954.52      4389425.74      9556380.26
1960-1969       50           5031991.14      4332946.12      9364937.26
1960-1969       51           4948780.06      4310302.83      9259082.89
1960-1969       52           4839461.35      4264897.68      9104359.03
1960-1969       53           4706165.86      4200252.24      8906418.10
1960-1969       54           4529830.21      4088631.05      8618461.27
1960-1969       55           4372756.65      3985473.53      8358230.18
1960-1969       56           4220331.13      3883425.64      8103756.77
1960-1969       57           4084615.77      3792630.80      7877246.57
1960-1969       58           3943680.21      3691779.04      7635459.24
1960-1969       59           3803126.71      3581253.12      7384379.83
1960-1969       60           3654102.77      3453422.11      7107524.88
1960-1969       61           3499593.99      3312022.78      6811616.77
1960-1969       62           3351595.05      3166201.41      6517796.46
1960-1969       63           3205844.13      3012868.81      6218712.94
1960-1969       64           3089275.44      2881127.55      5970402.98
1960-1969       65           2961518.91      2737529.28      5699048.19
1960-1969       66           2819727.07      2577903.10      5397630.17
1960-1969       67           2664326.77      2404576.89      5068903.67
1960-1969       68           2501460.01      2223758.86      4725218.87
1960-1969       69           2339992.66      2043297.17      4383289.83
1960-1969       70           2196713.46      1878356.93      4075070.38
1960-1969       71           2064488.20      1725959.59      3790447.79
1960-1969       72           1928408.64      1573140.44      3501549.08
1960-1969       73           1787050.41      1417713.44      3204763.85
1960-1969       74           1643793.37      1264147.65      2907941.02
1960-1969       75           1508304.00      1119338.21      2627642.22
1960-1969       76           1380303.31       986165.05      2366468.37
1960-1969       77           1256259.16       861516.96      2117776.11
1960-1969       78           1136208.51       746551.43      1882759.95
1960-1969       79           1017518.09       640344.03      1657862.11
1960-1969       80            901550.98       541608.78      1443159.76
1960-1969       81            782241.69       447348.52      1229590.21
1960-1969       82            672419.22       366005.72      1038424.94
1960-1969       83            572387.25       296927.86       869315.11
1960-1969       84            479851.02       237473.39       717324.41
1960-1969       85            394654.28       186325.38       580979.67
1960-1969       86            317620.56       142766.60       460387.16
1960-1969       87            248899.78       106802.44       355702.22
1960-1969       88            189502.03        77799.27       267301.30
1960-1969       89            140340.64        55190.95       195531.58
1960-1969       90            101543.91        38121.55       139665.46
1960-1969       91             71962.70        25751.06        97713.76
1960-1969       92             49542.77        17005.20        66547.97
1960-1969       93             32730.98        10805.24        43536.21
1960-1969       94             21212.98         6744.66        27957.64
1960-1969       95             13515.48         4061.38        17576.86
1960-1969       96              8228.42         2345.01        10573.44
1960-1969       97              4787.50         1274.69         6062.19
1960-1969       98              2709.63          737.68         3447.31
1960-1969       99              1484.28          386.48         1870.76
1960-1969      100               777.90          200.56          978.46
1960-1969      101               399.07          104.53          503.60
1960-1969      102               203.96           62.18          266.13
1960-1969      103               109.46           28.84          138.29
1960-1969      104                50.13           10.33           60.46
1960-1969      105                28.81            4.17           32.98
1960-1969      106                15.31            1.50           16.81
1960-1969      107                 8.16            0.17            8.32
1960-1969      108                 5.17            0.00            5.17
1960-1969      109                 3.17            0.00            3.17
1960-1969      110+               10.33            0.00           10.33
1970-1979        0           9158419.96      9697426.73     18855846.68
1970-1979        1           9231467.33      9745036.29     18976503.61
1970-1979        2           9272021.94      9771770.87     19043792.81
1970-1979        3           9247383.16      9737679.88     18985063.05
1970-1979        4           9140653.90      9617687.25     18758341.15
1970-1979        5           9021652.83      9488072.74     18509725.57
1970-1979        6           8847441.11      9301023.78     18148464.89
1970-1979        7           8645013.32      9083838.28     17728851.60
1970-1979        8           8447227.21      8870950.47     17318177.68
1970-1979        9           8269753.53      8677891.01     16947644.54
1970-1979       10           8124058.56      8516005.14     16640063.70
1970-1979       11           7997910.24      8373942.90     16371853.14
1970-1979       12           7879817.39      8241072.79     16120890.18
1970-1979       13           7801386.11      8150568.43     15951954.54
1970-1979       14           7822709.51      8162236.42     15984945.93
1970-1979       15           7826902.68      8146766.01     15973668.70
1970-1979       16           7870312.92      8160384.84     16030697.75
1970-1979       17           7978345.36      8230920.25     16209265.60
1970-1979       18           8152859.81      8364733.06     16517592.87
1970-1979       19           8417729.82      8587675.01     17005404.82
1970-1979       20           8746935.77      8875755.75     17622691.52
1970-1979       21           9131531.79      9222676.29     18354208.08
1970-1979       22           9562912.29      9626894.94     19189807.23
1970-1979       23           9839062.93      9888173.24     19727236.17
1970-1979       24           9786411.80      9828728.79     19615140.59
1970-1979       25           9784444.05      9819576.50     19604020.55
1970-1979       26           9898104.75      9926536.62     19824641.37
1970-1979       27           9928945.65      9956401.77     19885347.41
1970-1979       28           9945183.89      9974565.19     19919749.08
1970-1979       29           9825054.83      9854551.06     19679605.89
1970-1979       30           9563868.91      9590661.11     19154530.01
1970-1979       31           9173369.45      9192760.09     18366129.54
1970-1979       32           8837473.71      8843580.54     17681054.25
1970-1979       33           8643935.73      8639646.47     17283582.19
1970-1979       34           8778526.68      8775631.15     17554157.83
1970-1979       35           8781643.26      8784939.47     17566582.74
1970-1979       36           8642416.07      8652938.65     17295354.72
1970-1979       37           8533849.91      8552417.89     17086267.80
1970-1979       38           8356218.30      8382616.90     16738835.20
1970-1979       39           8236234.76      8269596.71     16505831.47
1970-1979       40           8145560.66      8182871.60     16328432.27
1970-1979       41           8111835.63      8150964.93     16262800.57
1970-1979       42           7979743.04      8015816.87     15995559.91
1970-1979       43           7863997.75      7879763.79     15743761.54
1970-1979       44           7709003.36      7682108.61     15391111.97
1970-1979       45           7568915.45      7475787.20     15044702.66
1970-1979       46           7402844.39      7208832.05     14611676.44
1970-1979       47           7208563.15      6876984.50     14085547.65
1970-1979       48           7023140.64      6538521.46     13561662.10
1970-1979       49           6813984.45      6182124.52     12996108.97
1970-1979       50           6629839.95      5866877.44     12496717.39
1970-1979       51           6375202.06      5510289.13     11885491.19
1970-1979       52           6148194.14      5194761.91     11342956.05
1970-1979       53           5920574.79      4894977.27     10815552.05
1970-1979       54           5710753.17      4634606.48     10345359.65
1970-1979       55           5514618.68      4418792.85      9933411.54
1970-1979       56           5347900.19      4267881.02      9615781.21
1970-1979       57           5194152.58      4163212.28      9357364.86
1970-1979       58           5051922.06      4084780.68      9136702.74
1970-1979       59           4907565.95      4008238.36      8915804.31
1970-1979       60           4762903.45      3924039.35      8686942.80
1970-1979       61           4666710.57      3867514.97      8534225.54
1970-1979       62           4544707.40      3786165.85      8330873.25
1970-1979       63           4400411.42      3682058.45      8082469.87
