1981, 0, 1, 1981, 67909.00, 836.18
1981, 0, 2, 1980, 85417.14, 148.89
1981, 1, 1, 1980, 84888.91, 28.16
1981, 1, 2, 1979, 72222.81, 23.85
1981, 2, 1, 1979, 72247.75, 12.75
1981, 2, 2, 1978, 70914.72, 11.25
1981, 3, 1, 1978, 71021.30, 10.10
1981, 3, 2, 1977, 70593.11, 8.90
1981, 4, 1, 1977, 70680.40, 11.69
1981, 4, 2, 1976, 73775.84, 10.31
1981, 5, 1, 1976, 73816.67, 8.32
1981, 5, 2, 1975, 72636.98, 7.68
1981, 6, 1, 1975, 72727.11, 7.80
1981, 6, 2, 1974, 74067.70, 7.20
1981, 7, 1, 1974, 74155.33, 8.84
1981, 7, 2, 1973, 71231.58, 8.16
1981, 8, 1, 1973, 71317.67, 5.20
1981, 8, 2, 1972, 72947.10, 4.80
1981, 9, 1, 1972, 73026.78, 9.88
1981, 9, 2, 1971, 72849.07, 9.12
1981, 10, 1, 1971, 72876.66, 8.07
1981, 10, 2, 1970, 74281.20, 7.93
1981, 11, 1, 1970, 74371.39, 7.06
1981, 11, 2, 1969, 75623.58, 6.94
1981, 12, 1, 1969, 75668.09, 6.05
1981, 12, 2, 1968, 77512.84, 5.95
1981, 13, 1, 1968, 77622.08, 9.08
1981, 13, 2, 1967, 78455.32, 8.92
1981, 14, 1, 1967, 78544.12, 9.58
1981, 14, 2, 1966, 74906.30, 9.42
1981, 15, 1, 1966, 74980.80, 10.60
1981, 15, 2, 1965, 73145.87, 10.40
1981, 16, 1, 1965, 73269.87, 15.15
1981, 16, 2, 1964, 71159.64, 14.85
1981, 17, 1, 1964, 71224.13, 12.12
1981, 17, 2, 1963, 69251.08, 11.88
1981, 18, 1, 1963, 69305.13, 14.64
1981, 18, 2, 1962, 69742.19, 14.36
1981, 19, 1, 1962, 69843.93, 9.09
1981, 19, 2, 1961, 69409.53, 8.91
1981, 20, 1, 1961, 69512.66, 18.44
1981, 20, 2, 1960, 73372.14, 17.56
1981, 21, 1, 1960, 73420.59, 12.30
1981, 21, 2, 1959, 70480.10, 11.71
1981, 22, 1, 1959, 70626.25, 11.78
1981, 22, 2, 1958, 69857.25, 11.22
1981, 23, 1, 1958, 69996.10, 19.47
1981, 23, 2, 1957, 69537.95, 18.53
1981, 24, 1, 1957, 69576.94, 12.81
1981, 24, 2, 1956, 71216.69, 12.19
1981, 25, 1, 1956, 71261.20, 17.47
1981, 25, 2, 1955, 69121.04, 16.53
1981, 26, 1, 1955, 69240.25, 14.39
1981, 26, 2, 1954, 66428.05, 13.61
1981, 27, 1, 1954, 66490.36, 15.42
1981, 27, 2, 1953, 63691.25, 14.59
1981, 28, 1, 1953, 63719.60, 19.53
1981, 28, 2, 1952, 66717.39, 18.48
1981, 29, 1, 1952, 66788.98, 17.98
1981, 29, 2, 1951, 65737.03, 17.02
1981, 30, 1, 1951, 65780.92, 19.03
1981, 30, 2, 1950, 64571.59, 17.97
1981, 31, 1, 1950, 64674.47, 17.49
1981, 31, 2, 1949, 59475.34, 16.51
1981, 32, 1, 1949, 59572.85, 20.06
1981, 32, 2, 1948, 66323.71, 18.94
1981, 33, 1, 1948, 66281.41, 20.06
1981, 33, 2, 1947, 70178.99, 18.94
1981, 34, 1, 1947, 70160.15, 24.69
1981, 34, 2, 1946, 70942.12, 23.31
1981, 35, 1, 1946, 70983.22, 31.70
1981, 35, 2, 1945, 66646.89, 30.31
1981, 36, 1, 1945, 66781.60, 14.31
1981, 36, 2, 1944, 58301.49, 13.69
1981, 37, 1, 1944, 58411.90, 27.61
1981, 37, 2, 1943, 49841.56, 26.40
1981, 38, 1, 1943, 49753.46, 18.40
1981, 38, 2, 1942, 52536.67, 17.60
1981, 39, 1, 1942, 52568.42, 16.36
1981, 39, 2, 1941, 56680.16, 15.64
1981, 40, 1, 1941, 56393.63, 28.64
1981, 40, 2, 1940, 71326.99, 27.36
1981, 41, 1, 1940, 71504.87, 39.89
1981, 41, 2, 1939, 63864.95, 38.11
1981, 42, 1, 1939, 63765.24, 38.36
1981, 42, 2, 1938, 68501.10, 36.65
1981, 43, 1, 1938, 68500.82, 42.45
1981, 43, 2, 1937, 65828.58, 40.56
1981, 44, 1, 1937, 65739.94, 49.10
1981, 44, 2, 1936, 73457.47, 46.91
1981, 45, 1, 1936, 73352.98, 50.62
1981, 45, 2, 1935, 71392.15, 48.38
1981, 46, 1, 1935, 71497.63, 74.15
1981, 46, 2, 1934, 69223.92, 70.86
1981, 47, 1, 1934, 69179.39, 72.61
1981, 47, 2, 1933, 66444.56, 69.40
1981, 48, 1, 1933, 66465.19, 71.08
1981, 48, 2, 1932, 64892.43, 67.93
1981, 49, 1, 1932, 65025.26, 60.85
1981, 49, 2, 1931, 63826.87, 58.16
1981, 50, 1, 1931, 63919.12, 106.09
1981, 50, 2, 1930, 74804.96, 101.92
1981, 51, 1, 1930, 74625.17, 96.40
1981, 51, 2, 1929, 63827.42, 92.61
1981, 52, 1, 1929, 63879.21, 114.25
1981, 52, 2, 1928, 68735.11, 109.77
1981, 53, 1, 1928, 68782.90, 107.62
1981, 53, 2, 1927, 63973.40, 103.39
1981, 54, 1, 1927, 63884.41, 119.35
1981, 54, 2, 1926, 67735.73, 114.67
1981, 55, 1, 1926, 67694.56, 137.01
1981, 55, 2, 1925, 59706.80, 132.00
1981, 56, 1, 1925, 59883.67, 114.60
1981, 56, 2, 1924, 51128.70, 110.41
1981, 57, 1, 1924, 51194.45, 125.81
1981, 57, 2, 1923, 48064.22, 121.21
