PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
LUX,1,1901,1901,1,1,107,O,640,.,.,.,1
LUX,1,1901,1901,2,1,107,O,651,.,.,.,1
LUX,1,1901,1901,3,1,107,O,759,.,.,.,1
LUX,1,1901,1901,4,1,107,O,624,.,.,.,1
LUX,1,1901,1901,5,1,107,O,622,.,.,.,1
LUX,1,1901,1901,6,1,107,O,621,.,.,.,1
LUX,1,1901,1901,7,1,107,O,576,.,.,.,1
LUX,1,1901,1901,8,1,107,O,591,.,.,.,1
LUX,1,1901,1901,9,1,107,O,550,.,.,.,1
LUX,1,1901,1901,10,1,107,O,580,.,.,.,1
LUX,1,1901,1901,11,1,107,O,642,.,.,.,1
LUX,1,1901,1901,12,1,107,O,588,.,.,.,1
LUX,1,1901,1901,TOT,1,107,O,7444,.,.,.,1
LUX,1,1902,1902,1,1,107,O,646,.,.,.,1
LUX,1,1902,1902,2,1,107,O,634,.,.,.,1
LUX,1,1902,1902,3,1,107,O,670,.,.,.,1
LUX,1,1902,1902,4,1,107,O,603,.,.,.,1
LUX,1,1902,1902,5,1,107,O,672,.,.,.,1
LUX,1,1902,1902,6,1,107,O,554,.,.,.,1
LUX,1,1902,1902,7,1,107,O,585,.,.,.,1
LUX,1,1902,1902,8,1,107,O,593,.,.,.,1
LUX,1,1902,1902,9,1,107,O,625,.,.,.,1
LUX,1,1902,1902,10,1,107,O,614,.,.,.,1
LUX,1,1902,1902,11,1,107,O,628,.,.,.,1
LUX,1,1902,1902,12,1,107,O,592,.,.,.,1
LUX,1,1902,1902,TOT,1,107,O,7416,.,.,.,1
LUX,1,1903,1903,1,1,107,O,619,.,.,.,1
LUX,1,1903,1903,2,1,107,O,629,.,.,.,1
LUX,1,1903,1903,3,1,107,O,651,.,.,.,1
LUX,1,1903,1903,4,1,107,O,652,.,.,.,1
LUX,1,1903,1903,5,1,107,O,688,.,.,.,1
LUX,1,1903,1903,6,1,107,O,575,.,.,.,1
LUX,1,1903,1903,7,1,107,O,578,.,.,.,1
LUX,1,1903,1903,8,1,107,O,598,.,.,.,1
LUX,1,1903,1903,9,1,107,O,537,.,.,.,1
LUX,1,1903,1903,10,1,107,O,579,.,.,.,1
LUX,1,1903,1903,11,1,107,O,587,.,.,.,1
LUX,1,1903,1903,12,1,107,O,586,.,.,.,1
LUX,1,1903,1903,TOT,1,107,O,7279,.,.,.,1
LUX,1,1904,1904,1,1,107,O,644,.,.,.,1
LUX,1,1904,1904,2,1,107,O,615,.,.,.,1
LUX,1,1904,1904,3,1,107,O,713,.,.,.,1
LUX,1,1904,1904,4,1,107,O,654,.,.,.,1
LUX,1,1904,1904,5,1,107,O,666,.,.,.,1
LUX,1,1904,1904,6,1,107,O,602,.,.,.,1
LUX,1,1904,1904,7,1,107,O,552,.,.,.,1
LUX,1,1904,1904,8,1,107,O,616,.,.,.,1
LUX,1,1904,1904,9,1,107,O,618,.,.,.,1
LUX,1,1904,1904,10,1,107,O,650,.,.,.,1
LUX,1,1904,1904,11,1,107,O,608,.,.,.,1
LUX,1,1904,1904,12,1,107,O,597,.,.,.,1
LUX,1,1904,1904,TOT,1,107,O,7535,.,.,.,1
LUX,1,1905,1905,1,1,107,O,653,.,.,.,1
LUX,1,1905,1905,2,1,107,O,642,.,.,.,1
LUX,1,1905,1905,3,1,107,O,676,.,.,.,1
LUX,1,1905,1905,4,1,107,O,639,.,.,.,1
LUX,1,1905,1905,5,1,107,O,645,.,.,.,1
LUX,1,1905,1905,6,1,107,O,645,.,.,.,1
LUX,1,1905,1905,7,1,107,O,610,.,.,.,1
LUX,1,1905,1905,8,1,107,O,622,.,.,.,1
LUX,1,1905,1905,9,1,107,O,578,.,.,.,1
LUX,1,1905,1905,10,1,107,O,562,.,.,.,1
LUX,1,1905,1905,11,1,107,O,542,.,.,.,1
LUX,1,1905,1905,12,1,107,O,617,.,.,.,1
LUX,1,1905,1905,TOT,1,107,O,7431,.,.,.,1
LUX,1,1906,1906,1,1,107,O,677,.,.,.,1
LUX,1,1906,1906,2,1,107,O,660,.,.,.,1
LUX,1,1906,1906,3,1,107,O,701,.,.,.,1
LUX,1,1906,1906,4,1,107,O,677,.,.,.,1
LUX,1,1906,1906,5,1,107,O,614,.,.,.,1
LUX,1,1906,1906,6,1,107,O,590,.,.,.,1
LUX,1,1906,1906,7,1,107,O,590,.,.,.,1
LUX,1,1906,1906,8,1,107,O,607,.,.,.,1
LUX,1,1906,1906,9,1,107,O,626,.,.,.,1
LUX,1,1906,1906,10,1,107,O,605,.,.,.,1
LUX,1,1906,1906,11,1,107,O,556,.,.,.,1
LUX,1,1906,1906,12,1,107,O,613,.,.,.,1
LUX,1,1906,1906,TOT,1,107,O,7516,.,.,.,1
LUX,1,1907,1907,1,1,107,O,664,.,.,.,1
LUX,1,1907,1907,2,1,107,O,651,.,.,.,1
LUX,1,1907,1907,3,1,107,O,735,.,.,.,1
LUX,1,1907,1907,4,1,107,O,702,.,.,.,1
LUX,1,1907,1907,5,1,107,O,653,.,.,.,1
LUX,1,1907,1907,6,1,107,O,670,.,.,.,1
LUX,1,1907,1907,7,1,107,O,593,.,.,.,1
LUX,1,1907,1907,8,1,107,O,645,.,.,.,1
LUX,1,1907,1907,9,1,107,O,619,.,.,.,1
LUX,1,1907,1907,10,1,107,O,587,.,.,.,1
LUX,1,1907,1907,11,1,107,O,621,.,.,.,1
LUX,1,1907,1907,12,1,107,O,598,.,.,.,1
LUX,1,1907,1907,TOT,1,107,O,7738,.,.,.,1
LUX,1,1908,1908,1,1,107,O,689,.,.,.,1
LUX,1,1908,1908,2,1,107,O,669,.,.,.,1
LUX,1,1908,1908,3,1,107,O,729,.,.,.,1
LUX,1,1908,1908,4,1,107,O,697,.,.,.,1
LUX,1,1908,1908,5,1,107,O,667,.,.,.,1
LUX,1,1908,1908,6,1,107,O,636,.,.,.,1
LUX,1,1908,1908,7,1,107,O,648,.,.,.,1
LUX,1,1908,1908,8,1,107,O,587,.,.,.,1
LUX,1,1908,1908,9,1,107,O,575,.,.,.,1
LUX,1,1908,1908,10,1,107,O,556,.,.,.,1
LUX,1,1908,1908,11,1,107,O,576,.,.,.,1
