PopName,Area,Year,YearReg,Month,Vital,Births,Access,Note1,Note2,Note3,RefCode,LDB
GRC,1,1956,1956,1,1,16470,O,1,.,.,12,1
GRC,1,1956,1956,2,1,14721,O,1,.,.,12,1
GRC,1,1956,1956,3,1,14138,O,1,.,.,12,1
GRC,1,1956,1956,4,1,12701,O,1,.,.,12,1
GRC,1,1956,1956,5,1,11926,O,1,.,.,12,1
GRC,1,1956,1956,6,1,11802,O,1,.,.,12,1
GRC,1,1956,1956,7,1,12186,O,1,.,.,12,1
GRC,1,1956,1956,8,1,12366,O,1,.,.,12,1
GRC,1,1956,1956,9,1,13092,O,1,.,.,12,1
GRC,1,1956,1956,10,1,14532,O,1,.,.,12,1
GRC,1,1956,1956,11,1,12528,O,1,.,.,12,1
GRC,1,1956,1956,12,1,11637,O,1,.,.,12,1
GRC,1,1956,1956,TOT,1,158099,O,1,.,.,12,1
GRC,1,1957,1957,1,1,14915,O,1,.,.,12,1
GRC,1,1957,1957,2,1,13866,O,1,.,.,12,1
GRC,1,1957,1957,3,1,14963,O,1,.,.,12,1
GRC,1,1957,1957,4,1,13295,O,1,.,.,12,1
GRC,1,1957,1957,5,1,12280,O,1,.,.,12,1
GRC,1,1957,1957,6,1,11658,O,1,.,.,12,1
GRC,1,1957,1957,7,1,12285,O,1,.,.,12,1
GRC,1,1957,1957,8,1,12598,O,1,.,.,12,1
GRC,1,1957,1957,9,1,12178,O,1,.,.,12,1
GRC,1,1957,1957,10,1,13963,O,1,.,.,12,1
GRC,1,1957,1957,11,1,12689,O,1,.,.,12,1
GRC,1,1957,1957,12,1,11218,O,1,.,.,12,1
GRC,1,1957,1957,TOT,1,155908,O,1,.,.,12,1
GRC,1,1958,1958,1,1,16925,O,1,.,.,12,1
GRC,1,1958,1958,2,1,14333,O,1,.,.,12,1
GRC,1,1958,1958,3,1,14253,O,1,.,.,12,1
GRC,1,1958,1958,4,1,12452,O,1,.,.,12,1
GRC,1,1958,1958,5,1,12003,O,1,.,.,12,1
GRC,1,1958,1958,6,1,11237,O,1,.,.,12,1
GRC,1,1958,1958,7,1,11084,O,1,.,.,12,1
GRC,1,1958,1958,8,1,11563,O,1,.,.,12,1
GRC,1,1958,1958,9,1,12559,O,1,.,.,12,1
GRC,1,1958,1958,10,1,14393,O,1,.,.,12,1
GRC,1,1958,1958,11,1,13470,O,1,.,.,12,1
GRC,1,1958,1958,12,1,11031,O,1,.,.,12,1
GRC,1,1958,1958,TOT,1,155303,O,1,.,.,12,1
GRC,1,1959,1959,1,1,17569,O,1,.,.,12,1
GRC,1,1959,1959,2,1,14118,O,1,.,.,12,1
GRC,1,1959,1959,3,1,14512,O,1,.,.,12,1
GRC,1,1959,1959,4,1,12882,O,1,.,.,12,1
GRC,1,1959,1959,5,1,12894,O,1,.,.,12,1
GRC,1,1959,1959,6,1,11987,O,1,.,.,12,1
GRC,1,1959,1959,7,1,13164,O,1,.,.,12,1
GRC,1,1959,1959,8,1,12982,O,1,.,.,12,1
GRC,1,1959,1959,9,1,12898,O,1,.,.,12,1
GRC,1,1959,1959,10,1,13649,O,1,.,.,12,1
GRC,1,1959,1959,11,1,12334,O,1,.,.,12,1
GRC,1,1959,1959,12,1,11130,O,1,.,.,12,1
GRC,1,1959,1959,TOT,1,160119,O,1,.,.,12,1
GRC,1,1960,1960,1,1,15353,O,1,.,.,12,1
GRC,1,1960,1960,2,1,14409,O,1,.,.,12,1
GRC,1,1960,1960,3,1,15123,O,1,.,.,12,1
GRC,1,1960,1960,4,1,13369,O,1,.,.,12,1
GRC,1,1960,1960,5,1,12586,O,1,.,.,12,1
GRC,1,1960,1960,6,1,12407,O,1,.,.,12,1
GRC,1,1960,1960,7,1,13107,O,1,.,.,12,1
GRC,1,1960,1960,8,1,13028,O,1,.,.,12,1
GRC,1,1960,1960,9,1,13320,O,1,.,.,12,1
GRC,1,1960,1960,10,1,13660,O,1,.,.,12,1
GRC,1,1960,1960,11,1,12111,O,1,.,.,12,1
GRC,1,1960,1960,12,1,8666,O,1,.,.,12,1
GRC,1,1960,1960,TOT,1,157139,O,1,.,.,12,1
GRC,1,1961,1961,1,1,15665,O,1,.,.,12,1
GRC,1,1961,1961,2,1,13364,O,1,.,.,12,1
GRC,1,1961,1961,3,1,14434,O,1,.,.,12,1
GRC,1,1961,1961,4,1,12597,O,1,.,.,12,1
GRC,1,1961,1961,5,1,11971,O,1,.,.,12,1
GRC,1,1961,1961,6,1,11850,O,1,.,.,12,1
GRC,1,1961,1961,7,1,12376,O,1,.,.,12,1
GRC,1,1961,1961,8,1,12210,O,1,.,.,12,1
GRC,1,1961,1961,9,1,11638,O,1,.,.,12,1
GRC,1,1961,1961,10,1,12882,O,1,.,.,12,1
GRC,1,1961,1961,11,1,11571,O,1,.,.,12,1
GRC,1,1961,1961,12,1,10081,O,1,.,.,12,1
GRC,1,1961,1961,TOT,1,150639,O,1,.,.,12,1
GRC,1,1962,1962,1,1,16290,O,1,.,.,12,1
GRC,1,1962,1962,2,1,13532,O,1,.,.,12,1
GRC,1,1962,1962,3,1,14237,O,1,.,.,12,1
GRC,1,1962,1962,4,1,12503,O,1,.,.,12,1
GRC,1,1962,1962,5,1,12616,O,1,.,.,12,1
GRC,1,1962,1962,6,1,12297,O,1,.,.,12,1
GRC,1,1962,1962,7,1,12454,O,1,.,.,12,1
GRC,1,1962,1962,8,1,11881,O,1,.,.,12,1
GRC,1,1962,1962,9,1,11762,O,1,.,.,12,1
GRC,1,1962,1962,10,1,12664,O,1,.,.,12,1
GRC,1,1962,1962,11,1,11570,O,1,.,.,12,1
