1983, 0, 1, 1983, 50838.00, 629.55
1983, 0, 2, 1982, 49110.29, 102.45
1983, 1, 1, 1982, 49007.84, 19.84
1983, 1, 2, 1981, 47297.17, 17.16
1983, 2, 1, 1981, 47280.01, 18.01
1983, 2, 2, 1980, 47371.82, 15.99
1983, 3, 1, 1980, 47355.83, 14.83
1983, 3, 2, 1979, 46880.76, 13.17
1983, 4, 1, 1979, 46867.59, 10.59
1983, 4, 2, 1978, 46280.27, 9.41
1983, 5, 1, 1978, 46270.86, 7.86
1983, 5, 2, 1977, 47428.00, 7.14
1983, 6, 1, 1977, 47420.86, 7.86
1983, 6, 2, 1976, 49192.53, 7.14
1983, 7, 1, 1976, 49185.39, 8.39
1983, 7, 2, 1975, 47734.85, 7.61
1983, 8, 1, 1975, 47727.24, 5.24
1983, 8, 2, 1974, 46269.91, 4.76
1983, 9, 1, 1974, 46265.15, 3.15
1983, 9, 2, 1973, 44589.46, 2.85
1983, 10, 1, 1973, 44586.61, 4.61
1983, 10, 2, 1972, 43122.08, 4.39
1983, 11, 1, 1972, 43117.69, 7.69
1983, 11, 2, 1971, 43415.92, 7.31
1983, 12, 1, 1971, 43408.61, 4.61
1983, 12, 2, 1970, 42432.10, 4.39
1983, 13, 1, 1970, 42427.71, 8.71
1983, 13, 2, 1969, 39643.98, 8.29
1983, 14, 1, 1969, 39635.69, 7.69
1983, 14, 2, 1968, 38540.89, 7.31
1983, 15, 1, 1968, 38533.58, 10.58
1983, 15, 2, 1967, 36341.97, 10.42
1983, 16, 1, 1967, 36331.55, 7.55
1983, 16, 2, 1966, 37444.04, 7.45
1983, 17, 1, 1966, 37436.59, 12.59
1983, 17, 2, 1965, 38339.06, 12.41
1983, 18, 1, 1965, 38326.65, 20.65
1983, 18, 2, 1964, 37028.99, 20.35
1983, 19, 1, 1964, 37008.64, 19.64
1983, 19, 2, 1963, 35430.64, 19.36
1983, 20, 1, 1963, 35411.28, 27.28
1983, 20, 2, 1962, 33999.08, 24.72
1983, 21, 1, 1962, 33974.36, 18.36
1983, 21, 2, 1961, 33196.90, 16.64
1983, 22, 1, 1961, 33180.26, 16.26
1983, 22, 2, 1960, 34403.10, 14.74
1983, 23, 1, 1960, 34388.36, 18.36
1983, 23, 2, 1959, 32745.38, 16.64
1983, 24, 1, 1959, 32728.74, 15.74
1983, 24, 2, 1958, 32512.72, 14.26
1983, 25, 1, 1958, 32498.46, 17.46
1983, 25, 2, 1957, 32245.53, 15.54
1983, 26, 1, 1957, 32229.99, 17.99
1983, 26, 2, 1956, 32098.36, 16.01
1983, 27, 1, 1956, 32082.35, 15.35
1983, 27, 2, 1955, 32440.06, 13.65
1983, 28, 1, 1955, 32426.41, 16.41
1983, 28, 2, 1954, 31526.23, 14.59
1983, 29, 1, 1954, 31511.64, 11.64
1983, 29, 2, 1953, 32406.56, 10.36
1983, 30, 1, 1953, 32396.20, 15.20
1983, 30, 2, 1952, 32983.87, 13.80
1983, 31, 1, 1952, 32970.07, 23.07
1983, 31, 2, 1951, 32610.80, 20.93
1983, 32, 1, 1951, 32589.87, 18.87
1983, 32, 2, 1950, 31936.38, 17.13
1983, 33, 1, 1950, 31919.25, 16.25
1983, 33, 2, 1949, 27375.86, 14.75
1983, 34, 1, 1949, 27361.11, 13.11
1983, 34, 2, 1948, 27952.93, 11.89
1983, 35, 1, 1948, 27941.04, 19.04
1983, 35, 2, 1947, 29361.97, 17.96
1983, 36, 1, 1947, 29344.01, 18.01
1983, 36, 2, 1946, 27150.49, 16.99
1983, 37, 1, 1946, 27133.50, 17.50
1983, 37, 2, 1945, 23243.03, 16.50
1983, 38, 1, 1945, 23226.53, 18.53
1983, 38, 2, 1944, 20487.91, 17.47
1983, 39, 1, 1944, 20470.44, 15.44
1983, 39, 2, 1943, 18225.33, 14.56
1983, 40, 1, 1943, 18210.77, 14.77
1983, 40, 2, 1942, 16998.55, 14.23
1983, 41, 1, 1942, 16984.32, 17.32
1983, 41, 2, 1941, 16396.94, 16.68
1983, 42, 1, 1941, 16380.26, 14.26
1983, 42, 2, 1940, 17640.14, 13.74
1983, 43, 1, 1940, 17626.40, 21.40
1983, 43, 2, 1939, 16816.54, 20.60
1983, 44, 1, 1939, 16795.94, 23.94
1983, 44, 2, 1938, 17675.44, 23.06
1983, 45, 1, 1938, 17652.38, 30.38
1983, 45, 2, 1937, 16944.91, 29.62
1983, 46, 1, 1937, 16915.29, 23.29
1983, 46, 2, 1936, 17946.63, 22.71
1983, 47, 1, 1936, 17923.92, 33.92
1983, 47, 2, 1935, 16996.55, 33.08
1983, 48, 1, 1935, 16963.47, 37.47
1983, 48, 2, 1934, 16104.98, 36.53
1983, 49, 1, 1934, 16068.45, 36.45
1983, 49, 2, 1933, 16238.57, 35.55
1983, 50, 1, 1933, 16203.02, 40.02
1983, 50, 2, 1932, 16445.58, 38.98
1983, 51, 1, 1932, 16406.60, 45.60
1983, 51, 2, 1931, 14847.59, 44.40
1983, 52, 1, 1931, 14803.19, 53.19
1983, 52, 2, 1930, 16533.63, 51.81
1983, 53, 1, 1930, 16481.82, 62.82
1983, 53, 2, 1929, 14615.95, 61.18
1983, 54, 1, 1929, 14554.77, 58.77
1983, 54, 2, 1928, 15241.24, 57.23
1983, 55, 1, 1928, 15184.01, 74.01
1983, 55, 2, 1927, 14410.58, 71.99
1983, 56, 1, 1927, 14338.59, 79.59
1983, 56, 2, 1926, 14024.49, 77.41
1983, 57, 1, 1926, 13947.08, 79.08
1983, 57, 2, 1925, 14372.62, 76.92
