PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
JPN,2,1899,1899,1,1,101,O,141367,.,.,.,1
JPN,2,1899,1899,2,1,101,O,118689,.,.,.,1
JPN,2,1899,1899,3,1,101,O,133213,.,.,.,1
JPN,2,1899,1899,4,1,101,O,114133,.,.,.,1
JPN,2,1899,1899,5,1,101,O,100857,.,.,.,1
JPN,2,1899,1899,6,1,101,O,87367,.,.,.,1
JPN,2,1899,1899,7,1,101,O,102213,.,.,.,1
JPN,2,1899,1899,8,1,101,O,104879,.,.,.,1
JPN,2,1899,1899,9,1,101,O,111580,.,.,.,1
JPN,2,1899,1899,10,1,101,O,116691,.,.,.,1
JPN,2,1899,1899,11,1,101,O,125227,.,.,.,1
JPN,2,1899,1899,12,1,101,O,130764,.,.,.,1
JPN,2,1899,1899,TOT,1,101,O,1386981,.,.,.,1
JPN,2,1899,1899,UNK,1,101,O,1,.,.,.,1
JPN,2,1900,1900,1,1,101,O,154114,.,.,.,1
JPN,2,1900,1900,2,1,101,O,141453,.,.,.,1
JPN,2,1900,1900,3,1,101,O,138955,.,.,.,1
JPN,2,1900,1900,4,1,101,O,118631,.,.,.,1
JPN,2,1900,1900,5,1,101,O,101929,.,.,.,1
JPN,2,1900,1900,6,1,101,O,85469,.,.,.,1
JPN,2,1900,1900,7,1,101,O,99109,.,.,.,1
JPN,2,1900,1900,8,1,101,O,105070,.,.,.,1
JPN,2,1900,1900,9,1,101,O,119024,.,.,.,1
JPN,2,1900,1900,10,1,101,O,116635,.,.,.,1
JPN,2,1900,1900,11,1,101,O,119574,.,.,.,1
JPN,2,1900,1900,12,1,101,O,120571,.,.,.,1
JPN,2,1900,1900,TOT,1,101,O,1420534,.,.,.,1
JPN,2,1900,1900,UNK,1,101,O,0,.,.,.,1
JPN,2,1901,1901,1,1,101,O,164682,.,.,.,1
JPN,2,1901,1901,2,1,101,O,135168,.,.,.,1
JPN,2,1901,1901,3,1,101,O,159173,.,.,.,1
JPN,2,1901,1901,4,1,101,O,137803,.,.,.,1
JPN,2,1901,1901,5,1,101,O,114374,.,.,.,1
JPN,2,1901,1901,6,1,101,O,91887,.,.,.,1
JPN,2,1901,1901,7,1,101,O,103366,.,.,.,1
JPN,2,1901,1901,8,1,101,O,107225,.,.,.,1
JPN,2,1901,1901,9,1,101,O,119888,.,.,.,1
JPN,2,1901,1901,10,1,101,O,120821,.,.,.,1
JPN,2,1901,1901,11,1,101,O,120021,.,.,.,1
JPN,2,1901,1901,12,1,101,O,127183,.,.,.,1
JPN,2,1901,1901,TOT,1,101,O,1501591,.,.,.,1
JPN,2,1901,1901,UNK,1,101,O,0,.,.,.,1
JPN,2,1902,1902,1,1,101,O,171248,.,.,.,1
JPN,2,1902,1902,2,1,101,O,144603,.,.,.,1
JPN,2,1902,1902,3,1,101,O,159124,.,.,.,1
JPN,2,1902,1902,4,1,101,O,129464,.,.,.,1
JPN,2,1902,1902,5,1,101,O,111116,.,.,.,1
JPN,2,1902,1902,6,1,101,O,93540,.,.,.,1
JPN,2,1902,1902,7,1,101,O,103681,.,.,.,1
JPN,2,1902,1902,8,1,101,O,103474,.,.,.,1
JPN,2,1902,1902,9,1,101,O,118689,.,.,.,1
JPN,2,1902,1902,10,1,101,O,119263,.,.,.,1
JPN,2,1902,1902,11,1,101,O,127505,.,.,.,1
JPN,2,1902,1902,12,1,101,O,129128,.,.,.,1
JPN,2,1902,1902,TOT,1,101,O,1510835,.,.,.,1
JPN,2,1902,1902,UNK,1,101,O,0,.,.,.,1
JPN,2,1903,1903,1,1,101,O,165076,.,.,.,1
JPN,2,1903,1903,2,1,101,O,146976,.,.,.,1
JPN,2,1903,1903,3,1,101,O,162228,.,.,.,1
JPN,2,1903,1903,4,1,101,O,121110,.,.,.,1
JPN,2,1903,1903,5,1,101,O,108199,.,.,.,1
JPN,2,1903,1903,6,1,101,O,90557,.,.,.,1
JPN,2,1903,1903,7,1,101,O,101652,.,.,.,1
JPN,2,1903,1903,8,1,101,O,102378,.,.,.,1
JPN,2,1903,1903,9,1,101,O,116470,.,.,.,1
JPN,2,1903,1903,10,1,101,O,122836,.,.,.,1
JPN,2,1903,1903,11,1,101,O,128097,.,.,.,1
JPN,2,1903,1903,12,1,101,O,124237,.,.,.,1
JPN,2,1903,1903,TOT,1,101,O,1489816,.,.,.,1
JPN,2,1903,1903,UNK,1,101,O,0,.,.,.,1
JPN,2,1904,1904,1,1,101,O,165729,.,.,.,1
JPN,2,1904,1904,2,1,101,O,137223,.,.,.,1
JPN,2,1904,1904,3,1,101,O,163876,.,.,.,1
JPN,2,1904,1904,4,1,101,O,112722,.,.,.,1
JPN,2,1904,1904,5,1,101,O,99253,.,.,.,1
JPN,2,1904,1904,6,1,101,O,84392,.,.,.,1
JPN,2,1904,1904,7,1,101,O,96018,.,.,.,1
JPN,2,1904,1904,8,1,101,O,100850,.,.,.,1
JPN,2,1904,1904,9,1,101,O,116960,.,.,.,1
JPN,2,1904,1904,10,1,101,O,118440,.,.,.,1
JPN,2,1904,1904,11,1,101,O,122946,.,.,.,1
JPN,2,1904,1904,12,1,101,O,121962,.,.,.,1
JPN,2,1904,1904,TOT,1,101,O,1440371,.,.,.,1
JPN,2,1904,1904,UNK,1,101,O,0,.,.,.,1
JPN,2,1905,1905,1,1,101,O,160077,.,.,.,1
JPN,2,1905,1905,2,1,101,O,140697,.,.,.,1
JPN,2,1905,1905,3,1,101,O,161996,.,.,.,1
