Latvia,  Exposures (Lexis triangle)	Last modified: 11 Mar 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1959    0      1959     8651.94     9017.02    17668.96
 1959    0      1958     8199.66     8709.16    16908.82
 1959    1      1958     8163.63     8654.46    16818.09
 1959    1      1957     7958.98     8473.85    16432.84
 1959    2      1957     7948.78     8461.52    16410.30
 1959    2      1956     7924.80     8158.47    16083.27
 1959    3      1956     7917.83     8150.16    16067.99
 1959    3      1955     8001.22     8203.61    16204.83
 1959    4      1955     7996.47     8197.55    16194.02
 1959    4      1954     7907.83     8196.87    16104.70
 1959    5      1954     7904.11     8191.34    16095.44
 1959    5      1953     7323.07     7695.16    15018.22
 1959    6      1953     7319.80     7689.47    15009.27
 1959    6      1952     7590.72     7877.53    15468.24
 1959    7      1952     7587.61     7871.50    15459.11
 1959    7      1951     7605.60     7908.38    15513.98
 1959    8      1951     7602.80     7902.34    15505.14
 1959    8      1950     7546.71     7959.97    15506.69
 1959    9      1950     7544.21     7954.10    15498.31
 1959    9      1949     7871.92     7994.49    15866.41
 1959   10      1949     7869.74     7989.08    15858.82
 1959   10      1948     7795.44     8124.34    15919.78
 1959   11      1948     7793.43     8119.23    15912.66
 1959   11      1947     7387.77     7600.80    14988.57
 1959   12      1947     7385.82     7595.84    14981.65
 1959   12      1946     6864.45     7080.75    13945.20
 1959   13      1946     6862.38     7075.69    13938.07
 1959   13      1945     6567.11     6690.67    13257.78
 1959   14      1945     6564.77     6685.26    13250.03
 1959   14      1944     7083.99     7171.58    14255.57
 1959   15      1944     7081.21     7165.64    14246.85
 1959   15      1943     7528.85     7645.05    15173.90
 1959   16      1943     7525.54     7638.24    15163.78
 1959   16      1942     8287.84     8146.34    16434.18
 1959   17      1942     8283.96     8138.51    16422.47
 1959   17      1941     8999.77     9005.11    18004.88
 1959   18      1941     8995.30     8996.06    17991.35
 1959   18      1940     8956.50     8724.25    17680.76
 1959   19      1940     8951.40     8713.77    17665.17
 1959   19      1939     8950.20     8890.76    17840.96
 1959   20      1939     8944.41     8878.41    17822.82
 1959   20      1938     9432.57     9017.08    18449.64
 1959   21      1938     9426.24     9003.35    18429.59
 1959   21      1937     9080.17     8595.26    17675.43
 1959   22      1937     9073.41     8580.07    17653.48
 1959   22      1936     9203.97     8417.37    17621.33
 1959   23      1936     9196.91     8400.90    17597.81
 1959   23      1935     8628.73     8015.03    16643.77
 1959   24      1935     8621.53     7997.47    16619.00
 1959   24      1934     8334.83     7651.52    15986.36
 1959   25      1934     8327.59     7632.97    15960.57
 1959   25      1933     8679.91     7928.15    16608.06
 1959   26      1933     8672.63     7909.06    16581.68
 1959   26      1932     9491.27     8754.77    18246.04
 1959   27      1932     9483.75     8735.40    18219.15
 1959   27      1931     9040.98     8627.69    17668.67
 1959   28      1931     9033.05     8608.39    17641.45
 1959   28      1930     9980.28     9298.78    19279.06
 1959   29      1930     9971.73     9279.92    19251.65
 1959   29      1929     9102.57     8470.44    17573.00
 1959   30      1929     9093.23     8452.41    17545.64
 1959   30      1928    10755.30     9001.49    19756.80
 1959   31      1928    10745.22     8984.19    19729.41
 1959   31      1927     9610.16     8107.10    17717.26
 1959   32      1927     9599.55     8090.45    17690.00
 1959   32      1926    10561.55     6869.37    17430.92
 1959   33      1926    10550.69     6853.15    17403.85
 1959   33      1925    10106.68     6110.43    16217.11
 1959   34      1925    10095.82     6094.45    16190.27
 1959   34      1924     9735.00     5616.92    15351.92
 1959   35      1924     9724.41     5601.16    15325.56
 1959   35      1923     9868.27     5668.53    15536.79
 1959   36      1923     9857.99     5652.68    15510.67
 1959   36      1922     9251.11     5425.92    14677.02
 1959   37      1922     9241.15     5410.35    14651.50
 1959   37      1921     7770.74     5167.73    12938.47
 1959   38      1921     7761.05     5152.68    12913.73
 1959   38      1920     7418.59     5008.89    12427.47
 1959   39      1920     7409.11     4994.59    12403.70
 1959   39      1919     6156.99     4274.13    10431.12
 1959   40      1919     6147.63     4260.79    10408.42
 1959   40      1918     6781.63     4558.93    11340.56
 1959   41      1918     6772.09     4546.06    11318.15
 1959   41      1917     4865.85     3495.01     8360.85
 1959   42      1917     4855.58     3481.85     8337.43
 1959   42      1916     5841.49     4023.89     9865.38
 1959   43      1916     5829.93     4009.51     9839.44
 1959   43      1915     6454.84     4429.29    10884.12
 1959   44      1915     6441.42     4412.75    10854.16
 1959   44      1914     7865.49     5253.35    13118.84
 1959   45      1914     7849.71     5233.88    13083.59
 1959   45      1913     7923.76     5593.77    13517.53
 1959   46      1913     7905.55     5570.87    13476.42
 1959   46      1912     8336.86     5906.45    14243.32
 1959   47      1912     8316.54     5880.27    14196.81
 1959   47      1911     7896.84     5698.23    13595.08
 1959   48      1911     7874.81     5668.95    13543.77
 1959   48      1910     8507.97     6106.52    14614.48
 1959   49      1910     8484.63     6074.32    14558.95
 1959   49      1909     7743.60     5575.14    13318.74
 1959   50      1909     7719.35     5540.16    13259.51
 1959   50      1908     8224.09     5801.55    14025.64
 1959   51      1908     8198.93     5763.91    13962.84
 1959   51      1907     7519.54     5980.79    13500.33
 1959   52      1907     7493.32     5940.48    13433.79
 1959   52      1906     7935.46     6201.29    14136.75
 1959   53      1906     7907.91     6158.29    14066.21
 1959   53      1905     7411.21     5871.03    13282.24
 1959   54      1905     7382.10     5825.33    13207.43
 1959   54      1904     7610.29     5906.44    13516.74
 1959   55      1904     7579.39     5858.08    13437.46
 1959   55      1903     7576.63     5432.59    13009.22
 1959   56      1903     7543.55     5381.93    12925.49
 1959   56      1902     7616.26     5196.69    12812.95
 1959   57      1902     7580.66     5144.34    12725.00
 1959   57      1901     6610.50     4299.89    10910.39
 1959   58      1901     6572.00     4246.55    10818.54
 1959   58      1900     8110.78     4568.79    12679.57
 1959   59      1900     8068.98     4515.13    12584.11
 1959   59      1899     6179.51     3567.50     9747.01
 1959   60      1899     6134.24     3514.15     9648.39
 1959   60      1898     6999.49     3671.34    10670.83
 1959   61      1898     6950.06     3617.91    10567.97
 1959   61      1897     5700.06     3115.79     8815.85
 1959   62      1897     5646.43     3061.35     8707.78
 1959   62      1896     6145.10     3235.39     9380.48
 1959   63      1896     6087.05     3178.78     9265.83
 1959   63      1895     6008.20     3200.58     9208.78
 1959   64      1895     5945.54     3140.64     9086.18
 1959   64      1894     5598.69     3131.78     8730.47
 1959   65      1894     5531.54     3067.71     8599.25
 1959   65      1893     5395.00     2976.87     8371.87
