country,date,year,week,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,hosp_patients,population,mov_avg_cases,new_cases_per_capita,normalized_cases
DNK,2021-01-31,2021,4,2154656.0,77890.0,53127.0,4867.0,25681.095,,83900471.0,124978.42857142857,0.0014896034203601618,0.04626988395966767
DNK,2021-02-07,2021,5,2232327.0,66014.0,58059.0,4545.0,26606.847,,83900471.0,110958.71428571429,0.0013225040689666008,0.04107946381626708
DNK,2021-02-14,2021,6,2296323.0,50071.0,62191.0,3399.0,27369.608,,83900471.0,97586.42857142857,0.0011631213437577552,0.036128736595994033
DNK,2021-02-21,2021,7,2346876.0,52771.0,65288.0,2839.0,27972.143,,83900471.0,87231.28571428571,0.0010396995949437007,0.03229502493981054
DNK,2021-02-28,2021,8,2399499.0,55780.0,68363.0,2206.0,28599.351,,83900471.0,74412.14285714286,0.0008869097154072336,0.027549083906287252
DNK,2021-03-07,2021,9,2455569.0,58360.0,70514.0,1832.0,29267.643,,83900471.0,65503.71428571428,0.0007807311866665716,0.024250979097524918
DNK,2021-03-14,2021,10,2513784.0,70187.0,72236.0,1479.0,29961.5,,83900471.0,61581.857142857145,0.0007339870254465811,0.022799017531192036
DNK,2021-03-21,2021,11,2585385.0,91159.0,73701.0,1293.0,30814.904,,83900471.0,63477.42857142857,0.0007565801218377972,0.023500801599369323
DNK,2021-03-28,2021,12,2678262.0,114651.0,75009.0,1203.0,31921.895,,83900471.0,70425.57142857143,0.0008393942321083208,0.02607316362544052
DNK,2021-04-04,2021,13,2794949.0,111677.0,76139.0,1101.0,33312.674,,83900471.0,79226.42857142857,0.0009442906294462705,0.029331443021335443
DNK,2021-04-11,2021,14,2902309.0,115829.0,77136.0,1440.0,34592.285,,83900471.0,88234.71428571429,0.0010516593439113624,0.032666517237261536
DNK,2021-04-18,2021,15,3024604.0,143364.0,78796.0,1552.0,36049.905,,83900471.0,100746.71428571429,0.0012007884232940037,0.03729874693258443
DNK,2021-04-25,2021,16,3167137.0,151170.0,80353.0,1619.0,37748.739,,83900471.0,114005.28571428571,0.0013588158010970606,0.04220737451322606
DNK,2021-05-02,2021,17,3312653.0,125984.0,82009.0,1621.0,39483.128,,83900471.0,121976.28571428571,0.0014538212272286971,0.045158421740001856
DNK,2021-05-09,2021,18,3438186.0,98211.0,83605.0,1552.0,40979.341,,83900471.0,122983.71428571429,0.001465828651733246,0.04553139492929919
DNK,2021-05-16,2021,19,3538208.0,72052.0,85118.0,1322.0,42171.492,,83900471.0,116898.14285714286,0.0013932954304528618,0.04327837665209033
DNK,2021-05-23,2021,20,3608320.0,54723.0,86386.0,1263.0,43007.148,,83900471.0,108761.85714285714,0.0012963199830291435,0.04026613685866438
DNK,2021-05-30,2021,21,3659990.0,30053.0,87461.0,1002.0,43622.997,,83900471.0,96508.14285714286,0.0011502693811712076,0.035729530465418845
DNK,2021-06-06,2021,22,3689921.0,21183.0,88601.0,818.0,43979.741,,83900471.0,79053.71428571429,0.0009422320678713984,0.029267500226970663
DNK,2021-06-13,2021,23,3710342.0,14397.0,89390.0,600.0,44223.137,,83900471.0,59514.71428571428,0.0007093489890624605,0.02203371378060606
DNK,2021-06-20,2021,24,3724168.0,6831.0,89944.0,551.0,44387.927,,83900471.0,42492.857142857145,0.0005064674445374347,0.015731831417539654
DNK,2021-06-27,2021,25,3730619.0,4363.0,90477.0,368.0,44464.816,,83900471.0,29086.0,0.00034667266647406546,0.010768305060594752
DNK,2021-07-04,2021,26,3734830.0,3981.0,90826.0,271.0,44515.006,,83900471.0,19361.571428571428,0.00023076832820844866,0.007168098315180927
DNK,2021-07-11,2021,27,3738862.0,5262.0,91068.0,202.0,44563.063,,83900471.0,12295.714285714286,0.00014655119499524963,0.004552155757631999
DNK,2021-07-18,2021,28,3744285.0,8504.0,91268.0,129.0,44627.699,,83900471.0,9217.285714285714,0.0001098597612674393,0.0034124508148968766
DNK,2021-07-25,2021,29,3753220.0,10782.0,91404.0,164.0,44734.195,,83900471.0,7731.428571428572,9.215000201165226e-05,0.002862352382979479
DNK,2021-08-01,2021,30,3764441.0,15259.0,91573.0,132.0,44867.936,,83900471.0,7854.571428571428,9.36177274686745e-05,0.0029079426962486644
DNK,2021-08-08,2021,31,3779797.0,19572.0,91685.0,125.0,45050.963,,83900471.0,9674.714285714286,0.0001153117994500208,0.0035818013753237117
DNK,2021-08-15,2021,32,3800069.0,30429.0,91810.0,87.0,45292.582,,83900471.0,13398.42857142857,0.0001596943188963572,0.004960405906268705
DNK,2021-08-22,2021,33,3831827.0,47763.0,91905.0,109.0,45671.102,,83900471.0,19653.0,0.00023424183161021827,0.007275991863985032
DNK,2021-08-29,2021,34,3881633.0,64171.0,92028.0,159.0,46264.734,,83900471.0,28068.571428571428,0.00033454605312729924,0.010391629641681598
DNK,2021-09-05,2021,35,3947035.0,73596.0,92208.0,214.0,47044.253,,83900471.0,37367.42857142857,0.00044537805480768483,0.013834280072444721
DNK,2021-09-12,2021,36,4020587.0,73317.0,92419.0,265.0,47920.911,,83900471.0,46301.0,0.0005518562583516366,0.01714169334424113
DNK,2021-09-19,2021,37,4093412.0,62707.0,92694.0,352.0,48788.904,,83900471.0,53079.28571428572,0.0006326458610022072,0.019651170355837775
DNK,2021-09-26,2021,38,4155160.0,54468.0,93058.0,432.0,49524.871,,83900471.0,58064.42857142857,0.0006920632015454188,0.021496784708322104
DNK,2021-10-03,2021,39,4209098.0,56194.0,93509.0,389.0,50167.752,,83900471.0,61745.142857142855,0.0007359332089702196,0.02285946965191904
DNK,2021-10-10,2021,40,4265001.0,57943.0,93887.0,415.0,50834.053,,83900471.0,63199.42857142857,0.0007532666720241484,0.02339787961604933
DNK,2021-10-17,2021,41,4323346.0,63582.0,94308.0,419.0,51529.46,,83900471.0,63115.28571428572,0.0007522637830517748,0.02336672799828187
DNK,2021-10-24,2021,42,4388581.0,94059.0,94720.0,489.0,52306.989,,83900471.0,66038.57142857143,0.0007871060870274666,0.02444899549297716
DNK,2021-10-31,2021,43,4485437.0,131880.0,95148.0,614.0,53461.404,,83900471.0,74404.71428571429,0.0008868211751244435,0.02754633367857264
DNK,2021-11-07,2021,44,4619273.0,184505.0,95838.0,828.0,55056.58,,83900471.0,91804.42857142857,0.001094206355187548,0.03398810743212279
DNK,2021-11-14,2021,45,4816177.0,263779.0,96731.0,1157.0,57403.456,,83900471.0,121706.0,0.0014505997230933303,0.045058355762385496
DNK,2021-11-21,2021,46,5091200.0,344445.0,97986.0,1410.0,60681.423,,83900471.0,162884.7142857143,0.0019414040510656286,0.060303661319410964
DNK,2021-11-28,2021,47,5448574.0,403452.0,99437.0,1830.0,64940.923,,83900471.0,212243.14285714287,0.0025297014465764187,0.07857728492419398
DNK,2021-12-05,2021,48,5854884.0,396798.0,101350.0,2164.0,69783.685,,83900471.0,259845.42857142858,0.003097067578696055,0.09620074411944324
DNK,2021-12-12,2021,49,6219259.0,345073.0,103240.0,2634.0,74126.628,,83900471.0,295704.5714285714,0.003524468550701836,0.1094766221878322
DNK,2021-12-19,2021,50,6581433.0,266736.0,106231.0,2598.0,78443.338,,83900471.0,314969.71428571426,0.003754087557931758,0.11660902043171766
DNK,2021-12-26,2021,51,6834488.0,196902.0,108818.0,2080.0,81459.471,,83900471.0,316740.71428571426,0.003775195901888492,0.11726468529668065
DNK,2022-01-02,2022,52,7028398.0,199142.0,110810.0,1725.0,83770.662,,83900471.0,307506.85714285716,0.003665138627682521,0.1138460993584204
DNK,2022-01-09,2022,1,7258803.0,344953.0,112584.0,1872.0,86516.833,,83900471.0,307579.4285714286,0.0036660035981374716,0.1138729669676324
DNK,2022-01-16,2022,2,7570361.0,467596.0,114127.0,1621.0,90230.256,,83900471.0,316742.85714285716,0.003775221442354682,0.11726547863159834
DNK,2022-01-23,2022,3,8104157.0,751691.0,115846.0,1097.0,96592.509,,83900471.0,367441.85714285716,0.004379496953513612,0.13603541256088023
DNK,2022-01-30,2022,4,8909503.0,1073002.0,116967.0,1039.0,106191.335,,83900471.0,471431.71428571426,0.0056189400210365234,0.17453484544687187
DNK,2022-02-06,2022,5,10025463.0,1091998.0,117979.0,891.0,119492.333,,83900471.0,589326.2857142857,0.007024111768267495,0.21818212283568214
GBR,2020-02-02,2020,5,,0.0,,0.0,,,5813302.0,0.0,0.0,0.0
GBR,2020-02-09,2020,6,,0.0,,0.0,,,5813302.0,0.0,0.0,0.0
GBR,2020-02-16,2020,7,,0.0,,0.0,,,5813302.0,0.0,0.0,0.0
GBR,2020-02-23,2020,8,,0.0,,0.0,,,5813302.0,0.0,0.0,0.0
GBR,2020-03-01,2020,9,1.0,4.0,,0.0,0.172,,5813302.0,0.8,1.3761542063357452e-07,4.274593799091038e-06
GBR,2020-03-08,2020,10,4.0,31.0,,0.0,0.688,,5813302.0,5.833333333333333,1.0034457754531475e-06,3.116891311837215e-05
GBR,2020-03-15,2020,11,90.0,829.0,1.0,2.0,15.482,,5813302.0,123.42857142857143,2.1232093469180068e-05,0.0006595087575740459
GBR,2020-03-22,2020,12,914.0,531.0,3.0,11.0,157.226,,5813302.0,199.28571428571428,3.428098424711365e-05,0.0010648318481664282
GBR,2020-03-29,2020,13,1450.0,1000.0,24.0,59.0,249.428,,5813302.0,342.14285714285717,5.88551665031091e-05,0.001828152169432685
GBR,2020-04-05,2020,14,2577.0,1974.0,77.0,107.0,443.294,527.0,5813302.0,624.1428571428571,0.00010736460227644411,0.0033349464836122758
GBR,2020-04-12,2020,15,4681.0,1805.0,187.0,94.0,805.222,488.0,5813302.0,882.0,0.0001517210012485159,0.004712739663497869
GBR,2020-04-19,2020,16,6318.0,1210.0,285.0,82.0,1086.818,381.0,5813302.0,1054.2857142857142,0.0001813574650492464,0.005633303970944975
GBR,2020-04-26,2020,17,7515.0,1191.0,364.0,67.0,1292.725,321.0,5813302.0,1220.0,0.00020986351646620112,0.006518755543613833
GBR,2020-05-03,2020,18,8698.0,948.0,427.0,62.0,1496.224,293.0,5813302.0,1237.0,0.0002127878441546646,0.006609590661844518
GBR,2020-05-10,2020,19,9670.0,906.0,493.0,45.0,1663.426,228.0,5813302.0,1290.5714285714287,0.0002220031625006629,0.006895835782319364
GBR,2020-05-17,2020,20,10513.0,498.0,533.0,18.0,1808.439,173.0,5813302.0,1218.857142857143,0.00020966692300815318,0.006512648981043703
GBR,2020-05-24,2020,21,10968.0,433.0,548.0,15.0,1886.707,118.0,5813302.0,998.7142857142857,0.0001717981081516642,0.0053363723659724015
GBR,2020-05-31,2020,22,11387.0,309.0,563.0,12.0,1958.783,102.0,5813302.0,785.0,0.000135035131496695,0.004194445165358081
GBR,2020-06-07,2020,23,11699.0,279.0,576.0,15.0,2012.454,88.0,5813302.0,652.0,0.00011215656781636323,0.003483793946259196
GBR,2020-06-14,2020,24,11962.0,245.0,593.0,8.0,2057.695,66.0,5813302.0,516.8571428571429,8.890939140219154e-05,0.002761692922341317
GBR,2020-06-21,2020,25,12217.0,198.0,598.0,3.0,2101.559,46.0,5813302.0,409.7142857142857,7.047875471019495e-05,0.0021892026813916244
GBR,2020-06-28,2020,26,12527.0,284.0,602.0,4.0,2154.885,37.0,5813302.0,320.85714285714283,5.519361334696578e-05,0.0017144174415640128
GBR,2020-07-05,2020,27,12751.0,157.0,605.0,2.0,2193.418,35.0,5813302.0,272.14285714285717,4.6813817197671336e-05,0.0014541252120122193
GBR,2020-07-12,2020,28,12878.0,114.0,607.0,3.0,2215.264,23.0,5813302.0,226.57142857142858,3.897465305800878e-05,0.0012106260295282833
GBR,2020-07-19,2020,29,13037.0,227.0,610.0,2.0,2242.615,18.0,5813302.0,214.85714285714286,3.6959570113017155e-05,0.0011480337631844502
GBR,2020-07-26,2020,30,13262.0,265.0,611.0,2.0,2281.32,18.0,5813302.0,212.85714285714286,3.661553156143322e-05,0.0011373472786867225
GBR,2020-08-02,2020,31,13547.0,351.0,613.0,2.0,2330.345,23.0,5813302.0,228.0,3.9220394880568735e-05,0.0012182592327409458
GBR,2020-08-09,2020,32,13996.0,653.0,616.0,2.0,2407.582,24.0,5813302.0,293.0,5.040164780704667e-05,0.0015655699789170927
GBR,2020-08-16,2020,33,14815.0,1175.0,620.0,4.0,2548.466,23.0,5813302.0,420.2857142857143,7.229724419713861e-05,0.0022456883851653276
GBR,2020-08-23,2020,34,15740.0,700.0,621.0,1.0,2707.583,16.0,5813302.0,497.85714285714283,8.564102516214414e-05,0.002660171319612905
GBR,2020-08-30,2020,35,16397.0,574.0,623.0,2.0,2820.6,20.0,5813302.0,563.5714285714286,9.694514899990204e-05,0.003011298667395383
GBR,2020-09-06,2020,36,16985.0,992.0,624.0,3.0,2921.747,23.0,5813302.0,672.8571428571429,0.00011574439842573858,0.0035952387131640696
GBR,2020-09-13,2020,37,18113.0,2007.0,628.0,4.0,3115.785,29.0,5813302.0,921.7142857142857,0.00015855262391568264,0.004924942712809889
GBR,2020-09-20,2020,38,20237.0,3015.0,633.0,7.0,3481.154,50.0,5813302.0,1302.2857142857142,0.0002240182454456545,0.006958428048663197
GBR,2020-09-27,2020,39,23323.0,3732.0,640.0,11.0,4012.006,75.0,5813302.0,1742.142857142857,0.0002996821526118645,0.009308691317842002
GBR,2020-10-04,2020,40,27072.0,3043.0,649.0,9.0,4656.906,110.0,5813302.0,2009.0,0.000345586725066064,0.010734573677967369
GBR,2020-10-11,2020,41,30057.0,2742.0,659.0,11.0,5170.383,120.0,5813302.0,2300.714285714286,0.0003957672052328067,0.012293273773993066
GBR,2020-10-18,2020,42,32811.0,2970.0,671.0,11.0,5644.124,107.0,5813302.0,2643.0,0.0004546469459181718,0.014122189263747018
GBR,2020-10-25,2020,43,35844.0,4964.0,686.0,22.0,6165.859,129.0,5813302.0,3210.4285714285716,0.0005522555978389858,0.01715409757981659
GBR,2020-11-01,2020,44,41412.0,6943.0,708.0,21.0,7123.662,145.0,5813302.0,3915.5714285714284,0.0006735537614545792,0.02092184668558683
GBR,2020-11-08,2020,45,48241.0,7822.0,724.0,20.0,8298.382,174.0,5813302.0,4602.285714285715,0.0007916818555591495,0.02459112746991373
GBR,2020-11-15,2020,46,55892.0,7015.0,747.0,17.0,9614.501,196.0,5813302.0,5071.285714285715,0.0008723588959055825,0.027097108084630853
GBR,2020-11-22,2020,47,63331.0,8349.0,764.0,24.0,10894.153,267.0,5813302.0,5829.285714285715,0.0010027495069558944,0.031147285709269612
GBR,2020-11-29,2020,48,71654.0,8867.0,789.0,45.0,12325.869,261.0,5813302.0,6704.285714285715,0.0011532663732738665,0.035822622677025434
GBR,2020-12-06,2020,49,80481.0,11251.0,837.0,56.0,13844.283,259.0,5813302.0,7887.285714285715,0.0013567651765357648,0.0421436782574313
GBR,2020-12-13,2020,50,92649.0,19155.0,894.0,56.0,15937.414,328.0,5813302.0,9914.57142857143,0.0017054973969305963,0.052975956936520754
GBR,2020-12-20,2020,51,113095.0,24676.0,950.0,94.0,19454.52,429.0,5813302.0,12447.857142857143,0.0021412713708761637,0.06651191619353529
GBR,2020-12-27,2020,52,137632.0,18913.0,1053.0,139.0,23675.357,713.0,5813302.0,14032.285714285714,0.002413823626277409,0.07497790187669934
GBR,2021-01-03,2021,53,155826.0,15364.0,1204.0,200.0,26805.076,872.0,5813302.0,15225.0,0.002618993473932715,0.08135086323895133
GBR,2021-01-10,2021,1,170787.0,12775.0,1389.0,196.0,29378.656,964.0,5813302.0,15857.285714285714,0.0027277588045977507,0.08472931898087577
GBR,2021-01-17,2021,2,182725.0,7602.0,1597.0,205.0,31432.222,920.0,5813302.0,15676.57142857143,0.002696672464043917,0.08376371877447396
GBR,2021-01-24,2021,3,189895.0,5583.0,1805.0,208.0,32665.6,817.0,5813302.0,14866.857142857143,0.0025573859990169344,0.07943721919353681
GBR,2021-01-31,2021,4,195296.0,3801.0,2010.0,142.0,33594.676,738.0,5813302.0,12673.42857142857,0.00218007400465838,0.0677171989808147
GBR,2021-02-07,2021,5,198960.0,3149.0,2145.0,91.0,34224.955,544.0,5813302.0,9598.142857142857,0.0016510655832335662,0.05128520242491599
GBR,2021-02-14,2021,6,202051.0,2741.0,2216.0,76.0,34756.667,400.0,5813302.0,7287.857142857143,0.001253651907789608,0.03894078618939809
GBR,2021-02-21,2021,7,204799.0,3215.0,2301.0,46.0,35229.376,315.0,5813302.0,5552.285714285715,0.0009551001675615192,0.029667207606334338
GBR,2021-02-28,2021,8,208027.0,3618.0,2343.0,23.0,35784.654,254.0,5813302.0,4244.142857142857,0.0007300743806433688,0.022677483424499222
GBR,2021-03-07,2021,9,211692.0,3644.0,2365.0,18.0,36415.105,243.0,5813302.0,3678.714285714286,0.0006328097672741388,0.01965626159292738
GBR,2021-03-14,2021,10,215264.0,5620.0,2381.0,12.0,37029.557,234.0,5813302.0,3684.0,0.0006337190120176107,0.019684504444814233
GBR,2021-03-21,2021,11,221071.0,5046.0,2393.0,9.0,38028.473,211.0,5813302.0,3861.8571428571427,0.0006643138689263249,0.020634838244790718
GBR,2021-03-28,2021,12,226777.0,2508.0,2402.0,14.0,39010.015,192.0,5813302.0,3770.285714285714,0.0006485618181002318,0.020145549918859047
GBR,2021-04-04,2021,13,228692.0,5305.0,2415.0,15.0,39339.432,216.0,5813302.0,4136.571428571428,0.0007115700214046042,0.022102703222585732
GBR,2021-04-11,2021,14,233797.0,4474.0,2430.0,12.0,40217.591,220.0,5813302.0,4316.428571428572,0.0007425089168649025,0.023063723507059947
GBR,2021-04-18,2021,15,238306.0,4841.0,2443.0,14.0,40993.226,207.0,5813302.0,4491.142857142857,0.0007725631417639849,0.02399726425996858
GBR,2021-04-25,2021,16,243374.0,4989.0,2459.0,20.0,41865.019,199.0,5813302.0,4683.285714285715,0.0008056154168982988,0.025023930092071697
GBR,2021-05-02,2021,17,248326.0,5290.0,2477.0,15.0,42716.859,177.0,5813302.0,4636.142857142857,0.0007975059367538202,0.02477203438605383
GBR,2021-05-09,2021,18,253673.0,6144.0,2490.0,7.0,43636.646,184.0,5813302.0,4793.0,0.0008244883888709033,0.02561016009880418
GBR,2021-05-16,2021,19,259988.0,7447.0,2497.0,5.0,44722.947,153.0,5813302.0,5498.571428571428,0.0009458602750332648,0.02938019916553822
GBR,2021-05-23,2021,20,267339.0,6991.0,2503.0,6.0,45987.461,173.0,5813302.0,5739.428571428572,0.0009872923463168733,0.030667157227193136
GBR,2021-05-30,2021,21,274413.0,6889.0,2509.0,8.0,47204.326,143.0,5813302.0,6084.428571428572,0.0010466389964651022,0.032510575803051146
GBR,2021-06-06,2021,22,281227.0,6106.0,2516.0,2.0,48376.465,153.0,5813302.0,6265.142857142857,0.0010777253370189363,0.033476176009452956
GBR,2021-06-13,2021,23,286948.0,3385.0,2520.0,7.0,49360.587,137.0,5813302.0,6036.0,0.0010383083486803198,0.032251810214141884
GBR,2021-06-20,2021,24,290111.0,1778.0,2526.0,5.0,49904.684,102.0,5813302.0,5534.285714285715,0.0009520038205972637,0.02957102924585479
GBR,2021-06-27,2021,25,291801.0,1291.0,2531.0,2.0,50195.397,82.0,5813302.0,4841.0,0.0008327453141089178,0.025866635726749642
GBR,2021-07-04,2021,26,293094.0,2374.0,2533.0,5.0,50417.818,65.0,5813302.0,4116.285714285715,0.000708080487524253,0.02199431173696593
GBR,2021-07-11,2021,27,295654.0,3906.0,2537.0,2.0,50858.187,40.0,5813302.0,3675.5714285714284,0.0006322691352645069,0.01963946854585952
GBR,2021-07-18,2021,28,300071.0,6877.0,2539.0,3.0,51617.996,37.0,5813302.0,3673.8571428571427,0.0006319742450774349,0.019630308702004325
GBR,2021-07-25,2021,29,306944.0,5420.0,2542.0,0.0,52800.285,50.0,5813302.0,3575.8571428571427,0.0006151163560498221,0.019106670961615675
GBR,2021-08-01,2021,30,312292.0,6180.0,2543.0,7.0,53720.244,60.0,5813302.0,3975.1428571428573,0.0006838011954553294,0.021240151259554862
GBR,2021-08-08,2021,31,318485.0,6086.0,2550.0,3.0,54785.559,54.0,5813302.0,4590.571428571428,0.0007896667726141577,0.024528535203569894
GBR,2021-08-15,2021,32,324721.0,6991.0,2552.0,8.0,55858.271,83.0,5813302.0,5404.857142857143,0.0009297396114733319,0.02887946103478756
GBR,2021-08-22,2021,33,331736.0,6689.0,2560.0,6.0,57064.986,117.0,5813302.0,6021.285714285715,0.0010357772079079522,0.03217318822105146
GBR,2021-08-29,2021,34,338240.0,6622.0,2567.0,14.0,58183.8,131.0,5813302.0,6409.285714285715,0.001102520686915236,0.034246366213610616
GBR,2021-09-05,2021,35,344850.0,4891.0,2580.0,10.0,59320.847,142.0,5813302.0,6125.571428571428,0.0010537163609548289,0.03273041205557582
GBR,2021-09-12,2021,36,349440.0,3394.0,2592.0,21.0,60110.416,125.0,5813302.0,5836.142857142857,0.001003929067704182,0.031183925084690388
GBR,2021-09-19,2021,37,352636.0,2272.0,2614.0,17.0,60660.189,125.0,5813302.0,5277.857142857143,0.0009078931634477519,0.028200869269181857
GBR,2021-09-26,2021,38,354913.0,2392.0,2630.0,14.0,61051.877,99.0,5813302.0,4750.142857142857,0.0008171161341941046,0.0253811640024243
GBR,2021-10-03,2021,39,357370.0,2994.0,2646.0,21.0,61474.529,95.0,5813302.0,4179.142857142857,0.0007188931277168908,0.022330172678323074
GBR,2021-10-10,2021,40,360411.0,3869.0,2664.0,6.0,61997.639,86.0,5813302.0,3776.285714285714,0.0006495939337549837,0.02017760937235223
GBR,2021-10-17,2021,41,364464.0,4751.0,2671.0,16.0,62694.833,89.0,5813302.0,3509.0,0.0006036156387540162,0.018749437051263064
GBR,2021-10-24,2021,42,369403.0,7763.0,2688.0,14.0,63544.437,121.0,5813302.0,3919.285714285714,0.0006741926901932351,0.020941693013939753
GBR,2021-10-31,2021,43,377825.0,11369.0,2699.0,15.0,64993.183,186.0,5813302.0,5058.571428571428,0.0008701717936847989,0.027029172576038152
GBR,2021-11-07,2021,44,389240.0,14778.0,2716.0,24.0,66956.783,248.0,5813302.0,6845.142857142857,0.001177496516978278,0.03657525651379396
GBR,2021-11-14,2021,45,404855.0,20761.0,2740.0,29.0,69642.864,303.0,5813302.0,9469.285714285714,0.0016288996708386583,0.05059668749513383
GBR,2021-11-21,2021,46,426992.0,26769.0,2772.0,43.0,73450.855,356.0,5813302.0,12865.714285714286,0.0022131508539749503,0.06874462813323909
GBR,2021-11-28,2021,47,453802.0,28836.0,2816.0,62.0,78062.691,438.0,5813302.0,16432.428571428572,0.0028266944623603885,0.08780244659429372
GBR,2021-12-05,2021,48,483253.0,30184.0,2883.0,74.0,83128.831,446.0,5813302.0,20065.714285714286,0.0034516896396771207,0.10721597232505843
GBR,2021-12-12,2021,49,516257.0,45278.0,2956.0,68.0,88806.155,468.0,5813302.0,25425.0,0.00437359008701079,0.13585193417736205
GBR,2021-12-19,2021,50,562188.0,62885.0,3023.0,62.0,96707.173,487.0,5813302.0,32784.42857142857,0.005639553660110652,0.17517514384771454
GBR,2021-12-26,2021,51,627356.0,67762.0,3084.0,51.0,107917.325,581.0,5813302.0,40353.57142857143,0.006941592132762314,0.21561890774968587
GBR,2022-01-02,2022,52,726071.0,146200.0,3217.0,100.0,124898.208,608.0,5813302.0,58273.42857142857,0.010024152980772128,0.3113690455290039
GBR,2022-01-09,2022,1,840037.0,138249.0,3292.0,98.0,144502.556,770.0,5813302.0,74199.14285714286,0.0127636828186705,0.39646399494376616
GBR,2022-01-16,2022,2,983899.0,161721.0,3394.0,109.0,169249.593,777.0,5813302.0,93182.71428571429,0.016029223027758457,0.4978978158352328
GBR,2022-01-23,2022,3,1159986.0,266627.0,3505.0,114.0,199539.952,802.0,5813302.0,126960.28571428571,0.021839616402912786,0.6783795625563902
GBR,2022-01-30,2022,4,1438181.0,315652.0,3621.0,130.0,247394.854,894.0,5813302.0,165585.14285714287,0.028483836356195304,0.8847615310984333
GBR,2022-02-06,2022,5,1742569.0,213855.0,3755.0,90.0,299755.457,1028.0,5813302.0,187152.2857142857,0.032193800651382935,1.0
EST,2020-02-02,2020,5,1.0,1.0,,0.0,0.021,,46745211.0,1.0,2.1392565753954987e-08,6.644933285637412e-07
EST,2020-02-09,2020,6,1.0,1.0,,0.0,0.021,,46745211.0,1.0,2.1392565753954987e-08,6.644933285637412e-07
EST,2020-02-16,2020,7,2.0,0.0,,0.0,0.043,,46745211.0,0.6666666666666666,1.4261710502636657e-08,4.4299555237582745e-07
EST,2020-02-23,2020,8,2.0,0.0,,0.0,0.043,,46745211.0,0.5,1.0696282876977493e-08,3.322466642818706e-07
EST,2020-03-01,2020,9,2.0,82.0,,0.0,0.043,,46745211.0,16.8,3.593951046664438e-07,1.1163487919870854e-05
EST,2020-03-08,2020,10,120.0,589.0,1.0,17.0,2.567,,46745211.0,112.16666666666667,2.3995327920686177e-06,7.453400168723297e-05
EST,2020-03-15,2020,11,1073.0,7125.0,28.0,272.0,22.954,,46745211.0,1114.0,2.3831318249905856e-05,0.0007402455680200077
EST,2020-03-22,2020,12,9942.0,20970.0,342.0,1483.0,212.685,,46745211.0,4109.571428571428,8.791427700628901e-05,0.0027307827975418778
EST,2020-03-29,2020,13,35136.0,51342.0,2311.0,5031.0,751.649,,46745211.0,11444.0,0.0002448165224882609,0.007604461652083456
EST,2020-04-05,2020,14,87956.0,51536.0,7716.0,5838.0,1881.605,,46745211.0,18806.285714285714,0.00040231470373052147,0.01249665139220645
EST,2020-04-12,2020,15,136675.0,35185.0,13341.0,4568.0,2923.829,,46745211.0,23832.714285714286,0.0005098429074523652,0.015836679644422914
EST,2020-04-19,2020,16,170099.0,31843.0,17756.0,3244.0,3638.854,,46745211.0,28370.0,0.000606907090439703,0.018851675731353337
EST,2020-04-26,2020,17,200210.0,8960.0,20852.0,2737.0,4283.006,,46745211.0,29565.85714285714,0.0006324895430006111,0.019646314824697204
EST,2020-05-03,2020,18,209465.0,9832.0,23521.0,2074.0,4480.994,,46745211.0,29952.571428571428,0.0006407623537857478,0.019903283887614642
EST,2020-05-10,2020,19,218011.0,6884.0,25428.0,1357.0,4663.815,,46745211.0,27940.285714285714,0.0005977143993271464,0.018566133455307665
EST,2020-05-17,2020,20,227436.0,6348.0,26744.0,942.0,4865.44,,46745211.0,21512.571428571428,0.00046020909882236766,0.014294960194536667
EST,2020-05-24,2020,21,231606.0,5074.0,27709.0,1189.0,4954.647,,46745211.0,14875.142857142857,0.00031821747167090246,0.009884433190004017
EST,2020-05-31,2020,22,235400.0,3707.0,26834.0,-1625.0,5035.81,,46745211.0,10378.285714285714,0.00022201815955618883,0.006896301619071238
EST,2020-06-07,2020,23,239638.0,2071.0,27127.0,9.0,5126.472,,46745211.0,6125.142857142857,0.00013103252132379628,0.004070116565071281
EST,2020-06-14,2020,24,241717.0,2378.0,27136.0,0.0,5170.947,,46745211.0,5184.857142857143,0.00011091739735343463,0.0034453029809846324
EST,2020-06-21,2020,25,244109.0,2344.0,27136.0,1187.0,5222.118,,46745211.0,4115.142857142857,8.803346415834677e-05,0.0027344849746581616
EST,2020-06-28,2020,26,246504.0,2498.0,28324.0,20.0,5273.353,,46745211.0,3488.5714285714284,7.462949367308297e-05,0.0023181324405037946
EST,2020-07-05,2020,27,248970.0,1775.0,28346.0,42.0,5326.107,,46745211.0,2835.285714285714,6.0654036074106375e-05,0.0018840284417149388
EST,2020-07-12,2020,28,251789.0,3363.0,28388.0,18.0,5386.413,,46745211.0,2590.8571428571427,5.542508178767538e-05,0.0017216072866902874
EST,2020-07-19,2020,29,255953.0,6347.0,28406.0,17.0,5475.491,,46745211.0,2968.0,6.34931351577384e-05,0.001972216199177184
EST,2020-07-26,2020,30,264836.0,12166.0,28422.0,12.0,5665.522,,46745211.0,4410.142857142857,9.434427105576349e-05,0.0029305105065844652
