country,date,year,week,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,hosp_patients,population,mov_avg_cases,new_cases_per_capita,normalized_cases
AUS,2020-12-13,2020,50,27987.0,65.0,908.0,0.0,1085.263,37.0,25788217.0,73.14285714285714,2.836289811849231e-06,8.810049619684757e-05
AUS,2020-12-20,2020,51,28048.0,161.0,908.0,0.0,1087.629,31.0,25788217.0,85.28571428571429,3.307158237644514e-06,0.00010272655513577736
AUS,2020-12-27,2020,52,28219.0,139.0,908.0,1.0,1094.259,22.0,25788217.0,96.0,3.722630378052116e-06,0.00011563190125836243
AUS,2021-01-03,2021,53,28349.0,167.0,909.0,0.0,1099.301,24.0,25788217.0,107.85714285714286,4.182419546769863e-06,0.00012991381763402329
AUS,2021-01-10,2021,1,28517.0,110.0,909.0,0.0,1105.815,32.0,25788217.0,111.42857142857143,4.320910260239063e-06,0.00013421559967488497
AUS,2021-01-17,2021,2,28634.0,107.0,909.0,0.0,1110.352,47.0,25788217.0,117.0,4.536955773251016e-06,0.0001409263796586292
AUS,2021-01-24,2021,3,28731.0,56.0,909.0,0.0,1114.113,32.0,25788217.0,115.0,4.459400973708264e-06,0.00013851738171574666
AUS,2021-01-31,2021,4,28780.0,41.0,909.0,0.0,1116.014,28.0,25788217.0,111.57142857142857,4.326449888777831e-06,0.00013438767095651943
AUS,2021-02-07,2021,5,28823.0,39.0,909.0,0.0,1117.681,9.0,25788217.0,94.14285714285714,3.6506152070481314e-06,0.00011339497459711435
AUS,2021-02-14,2021,6,28860.0,43.0,909.0,0.0,1119.116,11.0,25788217.0,80.42857142857143,3.1188108673264006e-06,9.687613156020544e-05
AUS,2021-02-21,2021,7,28905.0,30.0,909.0,0.0,1120.861,12.0,25788217.0,60.857142857142854,2.3598817575151805e-06,7.330236597628333e-05
AUS,2021-02-28,2021,8,28937.0,48.0,909.0,0.0,1122.102,11.0,25788217.0,52.0,2.0164247881115627e-06,6.263394651494632e-05
AUS,2021-03-07,2021,9,28986.0,68.0,909.0,0.0,1124.002,24.0,25788217.0,46.42857142857143,1.8003792750996096e-06,5.592316653120207e-05
AUS,2021-03-14,2021,10,29061.0,84.0,909.0,0.0,1126.91,29.0,25788217.0,50.42857142857143,1.9554888741851146e-06,6.074116241696718e-05
AUS,2021-03-21,2021,11,29137.0,76.0,909.0,0.0,1129.857,43.0,25788217.0,55.42857142857143,2.1493758730419956e-06,6.676365727417355e-05
AUS,2021-03-28,2021,12,29211.0,70.0,909.0,0.0,1132.727,66.0,25788217.0,59.857142857142854,2.3211043577438043e-06,7.209786700484205e-05
AUS,2021-04-04,2021,13,29296.0,81.0,909.0,0.0,1136.023,83.0,25788217.0,65.28571428571429,2.5316102422169896e-06,7.863657570695183e-05
AUS,2021-04-11,2021,14,29365.0,62.0,909.0,0.0,1138.698,79.0,25788217.0,69.85714285714286,2.7088783554575667e-06,8.414285671925482e-05
AUS,2021-04-18,2021,15,29429.0,114.0,910.0,1.0,1141.18,63.0,25788217.0,79.28571428571429,3.0744938390162564e-06,9.54995613071297e-05
AUS,2021-04-25,2021,16,29556.0,147.0,910.0,0.0,1146.105,48.0,25788217.0,90.57142857142857,3.5121244935789305e-06,0.00010909319255625265
AUS,2021-05-02,2021,17,29717.0,158.0,910.0,0.0,1152.348,71.0,25788217.0,101.14285714285714,3.922057005447764e-06,0.00012182646739720327
AUS,2021-05-09,2021,18,29850.0,93.0,910.0,0.0,1157.505,60.0,25788217.0,103.57142857142857,4.016230690606821e-06,0.0001247516791849892
AUS,2021-05-16,2021,19,29938.0,47.0,910.0,0.0,1160.918,29.0,25788217.0,100.28571428571429,3.8888192342151566e-06,0.00012079403970739646
AUS,2021-05-23,2021,20,29983.0,41.0,910.0,0.0,1162.663,23.0,25788217.0,94.57142857142857,3.6672340926644353e-06,0.00011391118844201776
AUS,2021-05-30,2021,21,30029.0,86.0,910.0,0.0,1164.447,18.0,25788217.0,98.0,3.8001851775948682e-06,0.00011804089920124499
AUS,2021-06-06,2021,22,30118.0,86.0,910.0,0.0,1167.898,17.0,25788217.0,94.0,3.6450755785093634e-06,0.00011322290331547989
AUS,2021-06-13,2021,23,30205.0,71.0,910.0,0.0,1171.271,19.0,25788217.0,83.14285714285714,3.224063809562993e-06,0.00010014548591126031
AUS,2021-06-20,2021,24,30273.0,93.0,910.0,0.0,1173.908,25.0,25788217.0,73.85714285714286,2.8639879545430715e-06,8.896085260501991e-05
AUS,2021-06-27,2021,25,30366.0,173.0,910.0,0.0,1177.515,37.0,25788217.0,85.28571428571429,3.307158237644514e-06,0.00010272655513577736
AUS,2021-07-04,2021,26,30560.0,276.0,910.0,0.0,1185.037,60.0,25788217.0,118.0,4.575733173022392e-06,0.0001421308786300705
AUS,2021-07-11,2021,27,30831.0,417.0,910.0,1.0,1195.546,78.0,25788217.0,171.71428571428572,6.658633503599172e-06,0.00020682968052463044
AUS,2021-07-18,2021,28,31323.0,795.0,912.0,3.0,1214.624,119.0,25788217.0,273.0,1.0586230137585704e-05,0.0003288282192034682
AUS,2021-07-25,2021,29,32120.0,1066.0,915.0,4.0,1245.53,137.0,25788217.0,413.0,1.6015066105578373e-05,0.0004974580752052468
AUS,2021-08-01,2021,30,33266.0,1530.0,922.0,7.0,1289.969,207.0,25788217.0,621.4285714285714,2.4097384143640928e-05,0.0007485100751099354
AUS,2021-08-08,2021,31,34836.0,2018.0,925.0,14.0,1350.849,318.0,25788217.0,896.4285714285714,3.4761169080769386e-05,0.0010797472922562863
AUS,2021-08-15,2021,32,37010.0,2985.0,943.0,27.0,1435.152,433.0,25788217.0,1298.142857142857,5.033860453178508e-05,0.00156361173621241
AUS,2021-08-22,2021,33,40097.0,5305.0,967.0,18.0,1554.857,492.0,25788217.0,2016.5714285714287,7.819739645324951e-05,0.0024289582115521492
AUS,2021-08-29,2021,34,45754.0,7691.0,984.0,19.0,1774.221,668.0,25788217.0,3055.714285714286,0.00011849265444424816,0.003680604714161269
AUS,2021-09-05,2021,35,53868.0,10544.0,1006.0,41.0,2088.861,953.0,25788217.0,4448.428571428572,0.00017249849306869767,0.005358127638815696
AUS,2021-09-12,2021,36,64621.0,12168.0,1052.0,54.0,2505.834,1287.0,25788217.0,6034.428571428572,0.00023399944910610035,0.00726846300752156
AUS,2021-09-19,2021,37,76901.0,11805.0,1102.0,69.0,2982.021,1440.0,25788217.0,7502.285714285715,0.0002909191323419419,0.009036495426315717
AUS,2021-09-26,2021,38,88710.0,11903.0,1178.0,78.0,3439.943,1539.0,25788217.0,8914.42857142857,0.0003456783604476638,0.010737420045272431
AUS,2021-10-03,2021,39,100911.0,14380.0,1256.0,101.0,3913.066,1551.0,25788217.0,10542.285714285714,0.00040880242764692546,0.012698172299497193
AUS,2021-10-10,2021,40,115800.0,16156.0,1357.0,102.0,4490.423,1535.0,25788217.0,12092.42857142857,0.0004689129369210974,0.014565317776512805
AUS,2021-10-17,2021,41,131415.0,15696.0,1461.0,95.0,5095.932,1486.0,25788217.0,13236.0,0.0005132576633739355,0.01594274838599672
AUS,2021-10-24,2021,42,147301.0,14967.0,1558.0,105.0,5711.95,1416.0,25788217.0,13867.857142857143,0.0005377594404009065,0.016703819664665973
AUS,2021-10-31,2021,43,162016.0,11800.0,1653.0,95.0,6282.559,1309.0,25788217.0,13815.285714285714,0.0005357208570986398,0.01664049743302449
AUS,2021-11-07,2021,44,173165.0,9548.0,1756.0,84.0,6714.888,1018.0,25788217.0,13492.857142857143,0.0005232179154866404,0.016252132550375494
AUS,2021-11-14,2021,45,182870.0,9025.0,1841.0,61.0,7091.223,851.0,25788217.0,13081.714285714286,0.0005072748645520661,0.015756911401831497
AUS,2021-11-21,2021,46,191617.0,9046.0,1898.0,60.0,7430.409,632.0,25788217.0,12319.714285714286,0.00047772648592627734,0.014839083185593243
AUS,2021-11-28,2021,47,200651.0,9490.0,1968.0,49.0,7780.724,550.0,25788217.0,11367.42857142857,0.0004407993220868496,0.01369205602221788
AUS,2021-12-05,2021,48,210238.0,9982.0,2006.0,59.0,8152.483,543.0,25788217.0,10551.142857142857,0.0004091458846163291,0.01270884071895853
AUS,2021-12-12,2021,49,220555.0,11647.0,2065.0,50.0,8552.549,543.0,25788217.0,10076.857142857143,0.00039075431786761926,0.012137564063932097
AUS,2021-12-19,2021,50,232738.0,23914.0,2113.0,40.0,9024.974,610.0,25788217.0,11807.42857142857,0.00045786137798625514,0.01422203556965204
AUS,2021-12-26,2021,51,259174.0,55796.0,2154.0,50.0,10050.094,774.0,25788217.0,18414.285714285714,0.000714058118647199,0.022179988202682913
AUS,2022-01-02,2022,52,322275.0,182085.0,2202.0,70.0,12496.987,1067.0,25788217.0,43137.142857142855,0.001672746233566394,0.051958644202343925
AUS,2022-01-09,2022,1,537308.0,552728.0,2270.0,121.0,20835.407,2207.0,25788217.0,120806.0,0.004684542556780874,0.1455107027439347
AUS,2022-01-16,2022,2,1139097.0,740716.0,2415.0,305.0,44171.22,3865.0,25788217.0,225266.85714285713,0.008735262974670064,0.2713336977283801
AUS,2022-01-23,2022,3,1870362.0,443097.0,2773.0,456.0,72527.775,5238.0,25788217.0,287140.4285714286,0.01113455918923858,0.3458603508734927
AUS,2022-01-30,2022,4,2287126.0,378138.0,3230.0,612.0,88688.799,5390.0,25788217.0,339496.28571428574,0.013164783192040215,0.40892292695099053
AUS,2022-02-06,2022,5,2580386.0,97033.0,3835.0,394.0,100060.659,4954.0,25788217.0,349941.85714285716,0.013569835291166394,0.42150460699282116
AUT,2020-03-01,2020,9,2.0,14.0,,0.0,0.221,,9043072.0,14.0,1.548146470579909e-06,4.808834121029466e-05
AUT,2020-03-08,2020,10,18.0,90.0,,0.0,1.99,,9043072.0,52.0,5.750258319296805e-06,0.00017861383878109446
AUT,2020-03-15,2020,11,131.0,756.0,1.0,1.0,14.486,,9043072.0,286.6666666666667,3.1700142016636235e-05,0.0009846660343060336
AUT,2020-03-22,2020,12,1018.0,2722.0,3.0,15.0,112.572,,9043072.0,895.5,9.902608317173633e-05,0.0030759363967013476
AUT,2020-03-29,2020,13,4474.0,5206.0,21.0,70.0,494.743,,9043072.0,1757.6,0.000194358731192232,0.006037147750800992
AUT,2020-04-05,2020,14,9618.0,3263.0,108.0,118.0,1063.577,1071.0,9043072.0,2008.5,0.0002221037275828391,0.006898959522919773
AUT,2020-04-12,2020,15,12297.0,1894.0,220.0,146.0,1359.826,1074.0,9043072.0,1992.142857142857,0.00022029492379833503,0.006842774675281215
AUT,2020-04-19,2020,16,14041.0,804.0,368.0,102.0,1552.68,981.0,9043072.0,2105.0,0.00023277488004076492,0.007230425589119305
AUT,2020-04-26,2020,17,14795.0,476.0,470.0,90.0,1636.059,805.0,9043072.0,2160.1428571428573,0.00023887268144529396,0.007419834769804751
AUT,2020-05-03,2020,18,15274.0,372.0,549.0,56.0,1689.028,579.0,9043072.0,2105.285714285714,0.0002328064748666951,0.007231406983837882
AUT,2020-05-10,2020,19,15621.0,274.0,600.0,20.0,1727.4,420.0,9043072.0,1755.5714285714287,0.0001941344079281276,0.006030179848299093
AUT,2020-05-17,2020,20,15882.0,371.0,620.0,11.0,1756.262,279.0,9043072.0,1064.857142857143,0.00011775391624186371,0.0036576581161381267
AUT,2020-05-24,2020,21,16269.0,261.0,629.0,11.0,1799.057,196.0,9043072.0,636.0,7.033008252063015e-05,0.0021845846435533858
AUT,2020-05-31,2020,22,16539.0,228.0,641.0,28.0,1828.914,139.0,9043072.0,398.0,4.40115925207717e-05,0.0013670828429783767
AUT,2020-06-07,2020,23,16733.0,171.0,668.0,4.0,1850.367,97.0,9043072.0,307.57142857142856,3.4011830113862696e-05,0.0010564714145486164
AUT,2020-06-14,2020,24,16968.0,207.0,672.0,5.0,1876.354,82.0,9043072.0,269.14285714285717,2.9762326026250502e-05,0.0009244738248999505
AUT,2020-06-21,2020,25,17135.0,232.0,678.0,13.0,1894.821,79.0,9043072.0,249.14285714285714,2.7550688211136343e-05,0.0008557761945995295
AUT,2020-06-28,2020,26,17380.0,313.0,690.0,12.0,1921.913,69.0,9043072.0,254.71428571428572,2.8166787316775286e-05,0.0008749133916117896
AUT,2020-07-05,2020,27,17723.0,626.0,703.0,4.0,1959.843,74.0,9043072.0,291.14285714285717,3.219512762287607e-05,0.0010000412182304135
AUT,2020-07-12,2020,28,18365.0,617.0,706.0,2.0,2030.836,78.0,9043072.0,342.0,3.781900663845207e-05,0.0011747294781371982
AUT,2020-07-19,2020,29,18948.0,758.0,708.0,3.0,2095.306,82.0,9043072.0,417.7142857142857,4.619163550995566e-05,0.0014347990785602205
AUT,2020-07-26,2020,30,19743.0,817.0,711.0,1.0,2183.218,112.0,9043072.0,510.0,5.6396764285410974e-05,0.001751789572660734
AUT,2020-08-02,2020,31,20558.0,832.0,713.0,6.0,2273.343,95.0,9043072.0,599.2857142857143,6.627014738859918e-05,0.002058475422216185
AUT,2020-08-09,2020,32,21385.0,729.0,718.0,3.0,2364.794,113.0,9043072.0,670.2857142857143,7.412146163225443e-05,0.002302352009782679
AUT,2020-08-16,2020,33,22106.0,1337.0,723.0,7.0,2444.523,116.0,9043072.0,816.5714285714286,9.029801250851797e-05,0.0028048261056943294
AUT,2020-08-23,2020,34,23534.0,1883.0,729.0,4.0,2602.434,114.0,9043072.0,996.1428571428571,0.00011015536060565005,0.0034216326863202515
AUT,2020-08-30,2020,35,25495.0,1913.0,733.0,1.0,2819.285,135.0,9043072.0,1181.2857142857142,0.0001306288078084211,0.004057576463958434
AUT,2020-09-06,2020,36,27438.0,2105.0,733.0,3.0,3034.146,154.0,9043072.0,1373.7142857142858,0.00015190792307241232,0.004718545806920342
AUT,2020-09-13,2020,37,29561.0,3888.0,746.0,20.0,3268.911,163.0,9043072.0,1812.4285714285713,0.0002004217782882378,0.0062254773972960035
AUT,2020-09-20,2020,38,33541.0,4936.0,757.0,10.0,3709.027,255.0,9043072.0,2398.714285714286,0.0002652543610970128,0.008239299359816914
AUT,2020-09-27,2020,39,38658.0,4781.0,767.0,21.0,4274.875,364.0,9043072.0,2977.5714285714284,0.0003292654784316025,0.010227605059654813
AUT,2020-10-04,2020,40,43432.0,5270.0,790.0,26.0,4802.793,469.0,9043072.0,3539.4285714285716,0.0003913967036233452,0.012157517773737353
AUT,2020-10-11,2020,41,48896.0,7173.0,818.0,38.0,5407.012,488.0,9043072.0,4295.142857142857,0.00047496501820873003,0.014753306804374686
AUT,2020-10-18,2020,42,56298.0,9487.0,855.0,42.0,6225.539,561.0,9043072.0,5377.142857142857,0.0005946146240064059,0.01846984860362746
AUT,2020-10-25,2020,43,65927.0,16005.0,904.0,86.0,7290.332,799.0,9043072.0,7362.857142857143,0.0008141986642213114,0.025290541897740684
AUT,2020-11-01,2020,44,83267.0,29070.0,992.0,151.0,9207.822,1330.0,9043072.0,10960.285714285714,0.0012120091175084875,0.03764728279934925
AUT,2020-11-08,2020,45,114016.0,43272.0,1159.0,281.0,12608.105,2161.0,9043072.0,16436.85714285714,0.0018176187409386037,0.05645865676504166
AUT,2020-11-15,2020,46,158746.0,50803.0,1454.0,418.0,17554.433,3228.0,9043072.0,23011.428571428572,0.0025446472804184876,0.0790415306342272
AUT,2020-11-22,2020,47,208613.0,43232.0,1887.0,559.0,23068.82,4297.0,9043072.0,28434.571428571428,0.003144348671399656,0.09766938378754561
AUT,2020-11-29,2020,48,250333.0,32520.0,2459.0,717.0,27682.296,4548.0,9043072.0,32055.571428571428,0.0035447656978260735,0.11010708975343682
AUT,2020-12-06,2020,49,282456.0,23722.0,3184.0,735.0,31234.519,4340.0,9043072.0,34089.142857142855,0.003769641871384288,0.11709216666291176
AUT,2020-12-13,2020,50,305693.0,19033.0,3897.0,633.0,33804.11,3885.0,9043072.0,34521.71428571428,0.003817476437842614,0.118577998266838
AUT,2020-12-20,2020,51,325051.0,16391.0,4530.0,878.0,35944.754,3479.0,9043072.0,32710.428571428572,0.0036171810388580974,0.11235644644841633
AUT,2020-12-27,2020,52,340373.0,13038.0,5435.0,530.0,37639.09,2871.0,9043072.0,28391.285714285714,0.00313956205527123,0.09752070248768113
AUT,2021-01-03,2021,53,353484.0,13876.0,5931.0,443.0,39088.929,2510.0,9043072.0,23116.0,0.0025562109867089413,0.07940072110122652
AUT,2021-01-10,2021,1,367410.0,14954.0,6357.0,399.0,40628.892,2321.0,9043072.0,19076.285714285714,0.002109491742881812,0.06552478117526006
AUT,2021-01-17,2021,2,382258.0,13056.0,6747.0,359.0,42270.812,2297.0,9043072.0,16295.714285714286,0.0018020108969290841,0.05597384777406441
AUT,2021-01-24,2021,3,394939.0,10936.0,7122.0,336.0,43673.101,2007.0,9043072.0,14469.142857142857,0.0016000251747573012,0.04969979133819882
AUT,2021-01-31,2021,4,405723.0,9684.0,7451.0,303.0,44865.616,1869.0,9043072.0,13133.57142857143,0.0014523351609465709,0.045112261726208566
AUT,2021-02-07,2021,5,415522.0,9441.0,7778.0,291.0,45949.208,1727.0,9043072.0,12140.714285714286,0.0013425431408391182,0.04170191507915196
AUT,2021-02-14,2021,6,424896.0,9648.0,8032.0,199.0,46985.803,1580.0,9043072.0,11656.42857142857,0.0012889899108874253,0.04003845103116319
AUT,2021-02-21,2021,7,434712.0,11887.0,8221.0,175.0,48071.275,1362.0,9043072.0,11372.285714285714,0.0012575688564998393,0.03906245398353793
AUT,2021-02-28,2021,8,446644.0,14066.0,8397.0,175.0,49390.738,1337.0,9043072.0,11245.42857142857,0.0012435407537868294,0.03862671472848954
AUT,2021-03-07,2021,9,460849.0,15630.0,8574.0,152.0,50961.554,1369.0,9043072.0,11613.142857142857,0.0012842032947589998,0.039889769731298715
AUT,2021-03-14,2021,10,476980.0,18498.0,8732.0,160.0,52745.35,1559.0,9043072.0,12693.42857142857,0.0014036633316010943,0.04360042316224002
AUT,2021-03-21,2021,11,495464.0,20585.0,8892.0,201.0,54789.346,1779.0,9043072.0,14250.714285714286,0.0015758709303336617,0.04894951507584637
AUT,2021-03-28,2021,12,516565.0,22312.0,9089.0,182.0,57122.734,2009.0,9043072.0,16089.42857142857,0.001779199432607478,0.05526528078725149
AUT,2021-04-04,2021,13,539541.0,22290.0,9275.0,193.0,59663.464,2247.0,9043072.0,17895.428571428572,0.0019789103273122866,0.061468676803379516
AUT,2021-04-11,2021,14,560972.0,18252.0,9482.0,238.0,62033.344,2341.0,9043072.0,18804.714285714286,0.002079460860835155,0.06459196549525222
AUT,2021-04-18,2021,15,578950.0,16416.0,9706.0,211.0,64021.386,2414.0,9043072.0,19140.428571428572,0.0021165847813031428,0.06574510428958072
AUT,2021-04-25,2021,16,595540.0,15556.0,9922.0,189.0,65855.939,2122.0,9043072.0,19129.85714285714,0.0021154157727437247,0.06570879268499334
AUT,2021-05-02,2021,17,610545.0,13131.0,10098.0,158.0,67515.22,1853.0,9043072.0,18363.14285714286,0.0020306310573600275,0.06307521995769079
AUT,2021-05-09,2021,18,623201.0,8966.0,10260.0,137.0,68914.745,1624.0,9043072.0,16703.285714285714,0.0018470809161185175,0.05737380734011513
AUT,2021-05-16,2021,19,631896.0,6021.0,10392.0,92.0,69876.254,1248.0,9043072.0,14376.0,0.0015897252615040553,0.04937985665994258
AUT,2021-05-23,2021,20,637573.0,4283.0,10480.0,72.0,70504.028,914.0,9043072.0,11803.57142857143,0.0013052612462414795,0.04054386931123058
AUT,2021-05-30,2021,21,641740.0,3206.0,10547.0,50.0,70964.823,592.0,9043072.0,9654.142857142857,0.001067573370768568,0.033160836843372475
AUT,2021-06-06,2021,22,644815.0,2214.0,10603.0,43.0,71304.862,410.0,9043072.0,7625.285714285715,0.0008432185118382022,0.026191952946754065
AUT,2021-06-13,2021,23,647079.0,1820.0,10640.0,22.0,71555.219,426.0,9043072.0,5663.0,0.0006262252473495732,0.01945173401956419
AUT,2021-06-20,2021,24,648732.0,956.0,10662.0,19.0,71738.011,306.0,9043072.0,3923.714285714286,0.00043389174449946717,0.013477493670224012
AUT,2021-06-27,2021,25,649670.0,685.0,10680.0,20.0,71841.737,244.0,9043072.0,2740.714285714286,0.00030307336773546486,0.009414028837954114
AUT,2021-07-04,2021,26,650324.0,476.0,10701.0,9.0,71914.058,179.0,9043072.0,1948.5714285714287,0.0002154767128439792,0.006693111980698155
AUT,2021-07-11,2021,27,650817.0,875.0,10713.0,14.0,71968.574,128.0,9043072.0,1461.7142857142858,0.0001616391294589146,0.005020815380242194
AUT,2021-07-18,2021,28,651804.0,2123.0,10723.0,6.0,72077.719,102.0,9043072.0,1307.0,0.0001445305312177101,0.004489390140132509
AUT,2021-07-25,2021,29,653998.0,2535.0,10729.0,2.0,72320.335,113.0,9043072.0,1352.857142857143,0.00014960150077950754,0.004646903992464188
