Israel, Total Population,  Exposures (Lexis triangle)	Last modified: 31 Oct 2018;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1983    0      1983    23224.95    24683.52    47908.48
 1983    0      1982    23762.06    25067.87    48829.93
 1983    1      1982    22717.82    23967.92    46685.74
 1983    1      1981    22747.15    24233.98    46981.13
 1983    2      1981    21628.48    23045.89    44674.38
 1983    2      1980    23098.60    24383.66    47482.26
 1983    3      1980    21764.26    22972.71    44736.97
 1983    3      1979    22087.96    23438.19    45526.14
 1983    4      1979    22083.98    23430.27    45514.24
 1983    4      1978    22092.08    23138.57    45230.65
 1983    5      1978    22088.46    23132.81    45221.27
 1983    5      1977    22375.34    23712.81    46088.15
 1983    6      1977    22372.20    23707.81    46080.01
 1983    6      1976    23286.38    24595.08    47881.46
 1983    7      1976    23283.37    24589.90    47873.27
 1983    7      1975    22826.23    23866.16    46692.38
 1983    8      1975    22822.54    23861.87    46684.42
 1983    8      1974    21887.02    23134.16    45021.18
 1983    9      1974    21883.37    23131.53    45014.89
 1983    9      1973    21329.36    22294.26    43623.61
 1983   10      1973    21327.25    22291.77    43619.02
 1983   10      1972    20440.26    21560.31    42000.57
 1983   11      1972    20438.92    21556.28    41995.20
 1983   11      1971    20746.85    21706.74    42453.60
 1983   12      1971    20744.34    21702.77    42447.11
 1983   12      1970    19965.92    21215.32    41181.24
 1983   13      1970    19962.76    21210.95    41173.71
 1983   13      1969    18880.77    19820.61    38701.38
 1983   14      1969    18877.10    19815.28    38692.38
 1983   14      1968    18259.41    19269.23    37528.64
 1983   15      1968    18256.09    19263.26    37519.35
 1983   15      1967    17072.43    18169.25    35241.68
 1983   16      1967    17069.76    18163.26    35233.02
 1983   16      1966    17401.02    18720.78    36121.80
 1983   17      1966    17397.18    18714.10    36111.28
 1983   17      1965    17341.07    19167.46    36508.53
 1983   18      1965    17338.25    19156.44    36494.70
 1983   18      1964    16872.79    18511.10    35383.89
 1983   19      1964    16869.77    18497.77    35367.54
 1983   19      1963    16306.27    17712.09    34018.36
