PopName,Area,Year,YearReg,Month,Births,Access,NoteCode1,NoteCode2,NoteCode3,RefCode,LDB
LTU,01,1958,1958,1,6047,O,.,.,.,44,0
LTU,01,1958,1958,2,5172,O,.,.,.,44,0
LTU,01,1958,1958,3,5802,O,.,.,.,44,0
LTU,01,1958,1958,4,5476,O,.,.,.,44,0
LTU,01,1958,1958,5,5571,O,.,.,.,44,0
LTU,01,1958,1958,6,4632,O,.,.,.,44,0
LTU,01,1958,1958,7,4946,O,.,.,.,44,0
LTU,01,1958,1958,8,4769,O,.,.,.,44,0
LTU,01,1958,1958,9,4842,O,.,.,.,44,0
LTU,01,1958,1958,10,4807,O,.,.,.,44,0
LTU,01,1958,1958,11,4519,O,.,.,.,44,0
LTU,01,1958,1958,12,4607,O,.,.,.,44,0
LTU,01,1958,1958,TOT,61190,O,.,.,.,44,0
LTU,01,1959,1959,1,5470,O,.,.,.,44,1
LTU,01,1959,1959,2,5112,O,.,.,.,44,1
LTU,01,1959,1959,3,5905,O,.,.,.,44,1
LTU,01,1959,1959,4,5619,O,.,.,.,44,1
LTU,01,1959,1959,5,5898,O,.,.,.,44,1
LTU,01,1959,1959,6,5541,O,.,.,.,44,1
LTU,01,1959,1959,7,5505,O,.,.,.,44,1
LTU,01,1959,1959,8,5015,O,.,.,.,44,1
LTU,01,1959,1959,9,4752,O,.,.,.,44,1
LTU,01,1959,1959,10,4759,O,.,.,.,44,1
LTU,01,1959,1959,11,4306,O,.,.,.,44,1
LTU,01,1959,1959,12,4359,O,.,.,.,44,1
LTU,01,1959,1959,TOT,62241,O,.,.,.,44,1
LTU,01,1960,1960,1,5532,O,.,.,.,44,1
LTU,01,1960,1960,2,5672,O,.,.,.,44,1
LTU,01,1960,1960,3,5811,O,.,.,.,44,1
LTU,01,1960,1960,4,5778,O,.,.,.,44,1
LTU,01,1960,1960,5,5719,O,.,.,.,44,1
LTU,01,1960,1960,6,5104,O,.,.,.,44,1
LTU,01,1960,1960,7,5360,O,.,.,.,44,1
LTU,01,1960,1960,8,5041,O,.,.,.,44,1
LTU,01,1960,1960,9,4773,O,.,.,.,44,1
LTU,01,1960,1960,10,4661,O,.,.,.,44,1
LTU,01,1960,1960,11,4575,O,.,.,.,44,1
LTU,01,1960,1960,12,4459,O,.,.,.,44,1
LTU,01,1960,1960,TOT,62485,O,.,.,.,44,1
LTU,01,1961,1961,1,5470,O,.,.,.,44,1
LTU,01,1961,1961,2,5034,O,.,.,.,44,1
LTU,01,1961,1961,3,5871,O,.,.,.,44,1
LTU,01,1961,1961,4,5940,O,.,.,.,44,1
LTU,01,1961,1961,5,5914,O,.,.,.,44,1
LTU,01,1961,1961,6,5465,O,.,.,.,44,1
LTU,01,1961,1961,7,5359,O,.,.,.,44,1
LTU,01,1961,1961,8,5144,O,.,.,.,44,1
LTU,01,1961,1961,9,4868,O,.,.,.,44,1
LTU,01,1961,1961,10,4730,O,.,.,.,44,1
LTU,01,1961,1961,11,4431,O,.,.,.,44,1
LTU,01,1961,1961,12,4549,O,.,.,.,44,1
LTU,01,1961,1961,TOT,62775,O,.,.,.,44,1
LTU,01,1962,1962,1,5296,O,.,.,.,44,1
LTU,01,1962,1962,2,4932,O,.,.,.,44,1
LTU,01,1962,1962,3,5647,O,.,.,.,44,1
LTU,01,1962,1962,4,5670,O,.,.,.,44,1
LTU,01,1962,1962,5,5836,O,.,.,.,44,1
LTU,01,1962,1962,6,5120,O,.,.,.,44,1
LTU,01,1962,1962,7,5403,O,.,.,.,44,1
LTU,01,1962,1962,8,4906,O,.,.,.,44,1
LTU,01,1962,1962,9,4425,O,.,.,.,44,1
LTU,01,1962,1962,10,4303,O,.,.,.,44,1
LTU,01,1962,1962,11,3972,O,.,.,.,44,1
LTU,01,1962,1962,12,4218,O,.,.,.,44,1
LTU,01,1962,1962,TOT,59728,O,.,.,.,44,1
LTU,01,1963,1963,1,5024,O,.,.,.,44,1
LTU,01,1963,1963,2,4589,O,.,.,.,44,1
LTU,01,1963,1963,3,5469,O,.,.,.,44,1
LTU,01,1963,1963,4,5558,O,.,.,.,44,1
