PopName,Area,Year,YearReg,Month,Births,Access,NoteCode1,NoteCode2,NoteCode3,RefCode,LDB
DEUTW,1,1946,1946,1,35904,O,.,.,.,43,1
DEUTW,1,1946,1946,2,40508,O,.,.,.,43,1
DEUTW,1,1946,1946,3,55595,O,.,.,.,43,1
DEUTW,1,1946,1946,4,61124,O,.,.,.,43,1
DEUTW,1,1946,1946,5,68892,O,.,.,.,43,1
DEUTW,1,1946,1946,6,67050,O,.,.,.,43,1
DEUTW,1,1946,1946,7,68471,O,.,.,.,43,1
DEUTW,1,1946,1946,8,66293,O,.,.,.,43,1
DEUTW,1,1946,1946,9,66853,O,.,.,.,43,1
DEUTW,1,1946,1946,10,64822,O,.,.,.,43,1
DEUTW,1,1946,1946,11,60358,O,.,.,.,43,1
DEUTW,1,1946,1946,12,62681,O,.,.,.,43,1
DEUTW,1,1946,1946,TOT,718551,O,.,.,.,43,1
DEUTW,1,1947,1947,1,67667,O,.,.,.,43,1
DEUTW,1,1947,1947,2,61004,O,.,.,.,43,1
DEUTW,1,1947,1947,3,66609,O,.,.,.,43,1
DEUTW,1,1947,1947,4,62995,O,.,.,.,43,1
DEUTW,1,1947,1947,5,65372,O,.,.,.,43,1
DEUTW,1,1947,1947,6,62690,O,.,.,.,43,1
DEUTW,1,1947,1947,7,64791,O,.,.,.,43,1
DEUTW,1,1947,1947,8,62484,O,.,.,.,43,1
DEUTW,1,1947,1947,9,65995,O,.,.,.,43,1
DEUTW,1,1947,1947,10,61466,O,.,.,.,43,1
DEUTW,1,1947,1947,11,59026,O,.,.,.,43,1
DEUTW,1,1947,1947,12,62215,O,.,.,.,43,1
DEUTW,1,1947,1947,TOT,762314,O,.,.,.,43,1
DEUTW,1,1948,1948,1,66777,O,.,.,.,43,1
DEUTW,1,1948,1948,2,65333,O,.,.,.,43,1
DEUTW,1,1948,1948,3,69980,O,.,.,.,43,1
DEUTW,1,1948,1948,4,67073,O,.,.,.,43,1
DEUTW,1,1948,1948,5,68218,O,.,.,.,43,1
DEUTW,1,1948,1948,6,65027,O,.,.,.,43,1
DEUTW,1,1948,1948,7,67353,O,.,.,.,43,1
DEUTW,1,1948,1948,8,65776,O,.,.,.,43,1
DEUTW,1,1948,1948,9,69572,O,.,.,.,43,1
DEUTW,1,1948,1948,10,66382,O,.,.,.,43,1
DEUTW,1,1948,1948,11,65120,O,.,.,.,43,1
DEUTW,1,1948,1948,12,69463,O,.,.,.,43,1
DEUTW,1,1948,1948,TOT,806074,O,.,.,.,43,1
DEUTW,1,1949,1949,1,71111,O,.,.,.,43,1
DEUTW,1,1949,1949,2,69116,O,.,.,.,43,1
DEUTW,1,1949,1949,3,75638,O,.,.,.,43,1
DEUTW,1,1949,1949,4,70836,O,.,.,.,43,1
DEUTW,1,1949,1949,5,72374,O,.,.,.,43,1
DEUTW,1,1949,1949,6,69139,O,.,.,.,43,1
DEUTW,1,1949,1949,7,70831,O,.,.,.,43,1
DEUTW,1,1949,1949,8,69407,O,.,.,.,43,1
DEUTW,1,1949,1949,9,68524,O,.,.,.,43,1
DEUTW,1,1949,1949,10,66121,O,.,.,.,43,1
DEUTW,1,1949,1949,11,63594,O,.,.,.,43,1
DEUTW,1,1949,1949,12,66112,O,.,.,.,43,1
DEUTW,1,1949,1949,TOT,832803,O,.,.,.,43,1
DEUTW,1,1950,1950,1,69787,O,.,.,.,43,1
DEUTW,1,1950,1950,2,66755,O,.,.,.,43,1
DEUTW,1,1950,1950,3,75239,O,.,.,.,43,1
DEUTW,1,1950,1950,4,69545,O,.,.,.,43,1
DEUTW,1,1950,1950,5,71635,O,.,.,.,43,1
DEUTW,1,1950,1950,6,67136,O,.,.,.,43,1
DEUTW,1,1950,1950,7,66677,O,.,.,.,43,1
DEUTW,1,1950,1950,8,65061,O,.,.,.,43,1
DEUTW,1,1950,1950,9,65992,O,.,.,.,43,1
DEUTW,1,1950,1950,10,66402,O,.,.,.,43,1
DEUTW,1,1950,1950,11,63876,O,.,.,.,43,1
DEUTW,1,1950,1950,12,64730,O,.,.,.,43,1
