PopName,Year,Age,Area1,Area2,Sex,RefCode,Access,Type,Value,NoteCode1,NoteCode2,NoteCode3
DEUTW,2016,.,1,11,m,99,O,Rb,0.963685,.,.,.
DEUTW,2016,.,1,11,f,99,O,Rb,0.964572,.,.,.
DEUTW,2016,0,1,11,m,99,O,Vx,0.96426,.,.,.
DEUTW,2016,1,1,11,m,99,O,Vx,0.96478,.,.,.
DEUTW,2016,2,1,11,m,99,O,Vx,0.96612,.,.,.
DEUTW,2016,3,1,11,m,99,O,Vx,0.965808,.,.,.
DEUTW,2016,4,1,11,m,99,O,Vx,0.966549,.,.,.
DEUTW,2016,5,1,11,m,99,O,Vx,0.967429,.,.,.
DEUTW,2016,6,1,11,m,99,O,Vx,0.967857,.,.,.
DEUTW,2016,7,1,11,m,99,O,Vx,0.968129,.,.,.
DEUTW,2016,8,1,11,m,99,O,Vx,0.96871,.,.,.
DEUTW,2016,9,1,11,m,99,O,Vx,0.969903,.,.,.
DEUTW,2016,10,1,11,m,99,O,Vx,0.970641,.,.,.
DEUTW,2016,11,1,11,m,99,O,Vx,0.970993,.,.,.
DEUTW,2016,12,1,11,m,99,O,Vx,0.971965,.,.,.
DEUTW,2016,13,1,11,m,99,O,Vx,0.972516,.,.,.
DEUTW,2016,14,1,11,m,99,O,Vx,0.973432,.,.,.
DEUTW,2016,15,1,11,m,99,O,Vx,0.973472,.,.,.
DEUTW,2016,16,1,11,m,99,O,Vx,0.974237,.,.,.
DEUTW,2016,17,1,11,m,99,O,Vx,0.9744,.,.,.
DEUTW,2016,18,1,11,m,99,O,Vx,0.974161,.,.,.
DEUTW,2016,19,1,11,m,99,O,Vx,0.973833,.,.,.
DEUTW,2016,20,1,11,m,99,O,Vx,0.972388,.,.,.
DEUTW,2016,21,1,11,m,99,O,Vx,0.971164,.,.,.
DEUTW,2016,22,1,11,m,99,O,Vx,0.970734,.,.,.
DEUTW,2016,23,1,11,m,99,O,Vx,0.968802,.,.,.
DEUTW,2016,24,1,11,m,99,O,Vx,0.966864,.,.,.
DEUTW,2016,25,1,11,m,99,O,Vx,0.96488,.,.,.
DEUTW,2016,26,1,11,m,99,O,Vx,0.962279,.,.,.
DEUTW,2016,27,1,11,m,99,O,Vx,0.96163,.,.,.
DEUTW,2016,28,1,11,m,99,O,Vx,0.960982,.,.,.
DEUTW,2016,29,1,11,m,99,O,Vx,0.960722,.,.,.
DEUTW,2016,30,1,11,m,99,O,Vx,0.959811,.,.,.
DEUTW,2016,31,1,11,m,99,O,Vx,0.96006,.,.,.
DEUTW,2016,32,1,11,m,99,O,Vx,0.961065,.,.,.
DEUTW,2016,33,1,11,m,99,O,Vx,0.9614,.,.,.
DEUTW,2016,34,1,11,m,99,O,Vx,0.961781,.,.,.
DEUTW,2016,35,1,11,m,99,O,Vx,0.962289,.,.,.
DEUTW,2016,36,1,11,m,99,O,Vx,0.963355,.,.,.
DEUTW,2016,37,1,11,m,99,O,Vx,0.964266,.,.,.
DEUTW,2016,38,1,11,m,99,O,Vx,0.965537,.,.,.
