Portugal,  Exposures (Lexis triangle)	Last modified: 01 Aug 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1940    0      1940    39576.47    43277.96    82854.42
 1940    0      1939    39408.22    41380.38    80788.59
 1940    1      1939    40003.63    41768.59    81772.22
 1940    1      1938    41961.02    44050.97    86012.00
 1940    2      1938    42084.98    44134.48    86219.46
 1940    2      1937    42368.31    44523.96    86892.27
 1940    3      1937    44092.01    46340.00    90432.01
 1940    3      1936    40708.69    41849.36    82558.04
 1940    4      1936    43259.53    44463.85    87723.39
 1940    4      1935    41568.84    43870.88    85439.72
 1940    5      1935    43279.13    45658.67    88937.80
 1940    5      1934    40443.24    42572.67    83015.91
 1940    6      1934    42509.20    44730.44    87239.64
 1940    6      1933    40602.89    42032.01    82634.89
 1940    7      1933    43268.01    44772.37    88040.38
 1940    7      1932    39865.55    40982.49    80848.04
 1940    8      1932    42403.27    43570.53    85973.81
 1940    8      1931    37322.29    38977.27    76299.56
 1940    9      1931    39978.25    41743.61    81721.86
 1940    9      1930    40350.25    43065.64    83415.90
 1940   10      1930    42207.40    45042.61    87250.01
 1940   10      1929    36331.29    37806.90    74138.19
 1940   11      1929    37894.62    39423.32    77317.94
 1940   11      1928    41541.45    42298.09    83839.54
 1940   12      1928    41488.56    42242.61    83731.17
 1940   12      1927    38632.76    39046.37    77679.13
 1940   13      1927    38580.50    38988.71    77569.20
 1940   13      1926    39764.52    40955.28    80719.79
 1940   14      1926    39706.20    40890.39    80596.59
 1940   14      1925    38442.64    39695.03    78137.68
 1940   15      1925    39955.96    41263.05    81219.02
 1940   15      1924    38619.69    37676.98    76296.67
 1940   16      1924    40713.81    39726.39    80440.20
 1940   16      1923    36731.15    36759.13    73490.29
 1940   17      1923    38612.52    38645.67    77258.19
 1940   17      1922    38569.59    37626.78    76196.37
 1940   18      1922    40150.12    39158.24    79308.36
 1940   18      1921    32557.34    32049.38    64606.71
 1940   19      1921    33441.53    32905.26    66346.79
 1940   19      1920    36355.24    33716.10    70071.34
 1940   20      1920    38702.11    35868.59    74570.70
 1940   20      1919    27750.73    32147.66    59898.40
 1940   21      1919    26893.32    31160.42    58053.74
 1940   21      1918    29180.71    27983.17    57163.88
 1940   22      1918    31877.00    30558.46    62435.47
 1940   22      1917    31624.91    31491.06    63115.97
 1940   23      1917    31537.87    31386.48    62924.36
 1940   23      1916    31790.93    31066.50    62857.43
 1940   24      1916    31700.60    30958.33    62658.93
 1940   24      1915    33512.62    32140.54    65653.16
 1940   25      1915    33417.69    32039.45    65457.13
 1940   25      1914    31915.29    30546.06    62461.35
 1940   26      1914    31818.46    30447.26    62265.73
 1940   26      1913    31395.69    29873.50    61269.20
 1940   27      1913    31296.73    29764.92    61061.65
 1940   27      1912    33384.15    31412.55    64796.71
 1940   28      1912    33282.51    31299.63    64582.15
 1940   28      1911    26852.80    26059.98    52912.78
 1940   29      1911    26748.35    25948.78    52697.13
 1940   29      1910    36750.43    33684.23    70434.66
 1940   30      1910    35930.46    32908.67    68839.13
 1940   30      1909    24216.93    23606.92    47823.85
 1940   31      1909    24832.79    24183.64    49016.44
 1940   31      1908    28707.57    26702.12    55409.69
 1940   32      1908    30145.22    28005.14    58150.35
 1940   32      1907    28304.45    25544.07    53848.52
 1940   33      1907    29099.06    26226.04    55325.10
 1940   33      1906    26164.32    23562.24    49726.56
 1940   34      1906    27001.84    24293.51    51295.35
 1940   34      1905    29378.90    25163.08    54541.97
 1940   35      1905    30341.79    25958.44    56300.23
 1940   35      1904    26908.72    23108.59    50017.31
 1940   36      1904    28531.17    24467.52    52998.69
 1940   36      1903    25009.11    21746.26    46755.37
 1940   37      1903    26256.15    22794.75    49050.89
 1940   37      1902    27154.41    23175.84    50330.25
 1940   38      1902    28038.83    23892.40    51931.23
 1940   38      1901    22391.74    20280.85    42672.59
 1940   39      1901    23546.58    21297.80    44844.38
 1940   39      1900    31379.03    26525.41    57904.44
 1940   40      1900    31279.70    26412.20    57691.90
 1940   40      1899    18154.88    16476.32    34631.20
 1940   41      1899    18063.74    16366.87    34430.61
 1940   41      1898    23449.73    19912.61    43362.34
 1940   42      1898    23366.20    19796.46    43162.66
 1940   42      1897    21145.28    17800.88    38946.16
 1940   43      1897    21055.39    17678.78    38734.17
 1940   43      1896    20808.80    17642.23    38451.03
 1940   44      1896    20725.90    17532.36    38258.26
 1940   44      1895    23262.93    19826.82    43089.74
 1940   45      1895    23174.58    19703.73    42878.31
 1940   45      1894    20061.77    17095.18    37156.95
 1940   46      1894    19965.16    16965.04    36930.20
 1940   46      1893    19202.75    16351.07    35553.82
 1940   47      1893    19114.77    16217.18    35331.95
 1940   47      1892    22725.68    18297.74    41023.43
 1940   48      1892    22638.74    18159.96    40798.70
 1940   48      1891    17938.38    15011.91    32950.29
 1940   49      1891    17840.65    14875.54    32716.18
 1940   49      1890    26817.11    20184.82    47001.93
 1940   50      1890    26708.90    20037.13    46746.03
 1940   50      1889    15059.52    13064.99    28124.52
 1940   51      1889    14949.65    12910.51    27860.16
 1940   51      1888    19735.35    16463.48    36198.82
 1940   52      1888    19630.16    16322.16    35952.31
 1940   52      1887    17886.39    14599.14    32485.53
 1940   53      1887    17771.17    14451.34    32222.51
 1940   53      1886    17533.90    13836.43    31370.34
 1940   54      1886    17423.46    13685.92    31109.38
 1940   54      1885    18880.71    14838.50    33719.21
 1940   55      1885    18756.81    14664.26    33421.07
 1940   55      1884    17819.41    13879.46    31698.86
 1940   56      1884    17684.12    13700.00    31384.13
 1940   56      1883    14765.25    11759.66    26524.91
 1940   57      1883    14631.41    11586.69    26218.10
 1940   57      1882    17294.07    13246.67    30540.74
 1940   58      1882    17149.62    13066.89    30216.50
 1940   58      1881    12524.93    10462.01    22986.94
 1940   59      1881    12379.78    10273.86    22653.64
 1940   59      1880    24403.25    17429.31    41832.56
 1940   60      1880    24209.61    17210.58    41420.19
 1940   60      1879    10561.39     8913.50    19474.90
 1940   61      1879    10358.51     8699.21    19057.72
 1940   61      1878    13852.39    10891.73    24744.11
 1940   62      1878    13687.10    10693.24    24380.34
 1940   62      1877    13717.80    11164.49    24882.29
 1940   63      1877    13518.42    10928.40    24446.82
 1940   63      1876    12923.23    10116.28    23039.50
 1940   64      1876    12711.25     9863.92    22575.17
 1940   64      1875    15435.71    10906.87    26342.58
 1940   65      1875    15196.36    10634.95    25831.31
 1940   65      1874    12727.92     9869.09    22597.00
 1940   66      1874    12472.48     9605.27    22077.75
 1940   66      1873    10455.09     7853.01    18308.10
 1940   67      1873    10225.16     7612.51    17837.68
 1940   67      1872    11841.90     8378.67    20220.57
 1940   68      1872    11596.85     8117.12    19713.97
 1940   68      1871     7543.85     5863.64    13407.49
 1940   69      1871     7303.17     5606.06    12909.24
 1940   69      1870    15943.00    10158.33    26101.32
 1940   70      1870    15624.32     9855.34    25479.67
 1940   70      1869     5938.93     4620.52    10559.45
 1940   71      1869     5603.85     4309.84     9913.69
 1940   71      1868     8182.29     5744.90    13927.19
 1940   72      1868     7910.70     5479.34    13390.05
 1940   72      1867     6877.95     5092.04    11970.00
 1940   73      1867     6555.81     4785.79    11341.60
 1940   73      1866     6558.05     4846.79    11404.84
 1940   74      1866     6248.63     4534.73    10783.36
 1940   74      1865     8406.14     5238.70    13644.84
 1940   75      1865     8052.13     4908.14    12960.27
 1940   75      1864     6162.17     4076.58    10238.74
 1940   76      1864     5785.28     3759.81     9545.09
 1940   76      1863     5194.53     3610.33     8804.86
 1940   77      1863     4859.55     3340.13     8199.68
 1940   77      1862     5853.62     3544.57     9398.19
 1940   78      1862     5498.64     3266.12     8764.76
 1940   78      1861     3266.06     2320.22     5586.28
 1940   79      1861     2932.34     2066.73     4999.07
 1940   79      1860     5134.15     2816.77     7950.92
 1940   80      1860     4733.97     2548.99     7282.96
 1940   80      1859     4390.11     2346.03     6736.14
 1940   81      1859     3990.47     2090.17     6080.64
 1940   81      1858     3688.00     1976.77     5664.78
 1940   82      1858     3414.02     1782.85     5196.88
 1940   82      1857     3246.80     1636.98     4883.78
 1940   83      1857     2952.83     1452.62     4405.45
 1940   83      1856     2805.82     1365.36     4171.18
 1940   84      1856     2540.40     1205.89     3746.29
 1940   84      1855     2417.56     1147.14     3564.70
 1940   85      1855     2140.03      974.39     3114.42
 1940   85      1854     2005.97      899.18     2905.15
 1940   86      1854     1744.71      750.60     2495.31
 1940   86      1853     1659.30      715.42     2374.73
 1940   87      1853     1452.79      608.27     2061.06
 1940   87      1852     1397.02      575.16     1972.18
 1940   88      1852     1219.77      483.13     1702.89
 1940   88      1851     1153.97      452.47     1606.45
 1940   89      1851     1012.02      369.86     1381.88
 1940   89      1850      984.05      366.80     1350.85
 1940   90      1850      839.91      295.56     1135.46
 1940   90      1849      740.22      265.99     1006.21
 1940   91      1849      614.29      217.63      831.92
 1940   91      1848      560.85      193.13      753.98
 1940   92      1848      484.60      164.09      648.68
 1940   92      1847      456.54      153.25      609.79
 1940   93      1847      384.26      126.47      510.73
 1940   93      1846      362.21      121.50      483.71
 1940   94      1846      305.79       99.61      405.39
 1940   94      1845      311.04       93.76      404.80
 1940   95      1845      253.69       76.85      330.54
 1940   95      1844      245.13       70.42      315.55
 1940   96      1844      195.55       58.23      253.78
 1940   96      1843      175.49       48.84      224.33
 1940   97      1843      140.10       37.99      178.08
 1940   97      1842      121.83       35.89      157.72
 1940   98      1842       93.21       26.55      119.75
 1940   98      1841       86.50       22.59      109.09
 1940   99      1841       67.59       16.10       83.69
 1940   99      1840       60.01       13.62       73.63
 1940   100     1840       45.54       10.23       55.76
 1940   100     1839       37.44        8.91       46.35
 1940   101     1839       29.23        7.28       36.51
 1940   101     1838       29.08        6.97       36.05
 1940   102     1838       24.04        5.79       29.82
 1940   102     1837       19.34        4.91       24.25
 1940   103     1837       15.06        3.57       18.63
 1940   103     1836       13.41        3.66       17.08
 1940   104     1836       11.25        2.15       13.40
 1940   104     1835       10.25        2.58       12.83
 1940   105     1835        7.73        1.62        9.36
 1940   105     1834        7.75        1.63        9.39
 1940   106     1834        5.61        1.48        7.08
 1940   106     1833        5.39        0.47        5.86
 1940   107     1833        4.40        0.47        4.87
 1940   107     1832        3.58        1.07        4.65
 1940   108     1832        2.92        1.07        3.98
 1940   108     1831        3.34        1.20        4.54
 1940   109     1831        2.85        1.02        3.87
 1940   109     1830        2.91        0.42        3.34
 1940   110+       .       14.71        1.25       15.96
 1941    0      1941    43098.07    45363.13    88461.20
 1941    0      1940    36457.48    39697.03    76154.51
 1941    1      1940    35818.92    38658.31    74477.23
 1941    1      1939    36796.17    38385.69    75181.86
 1941    2      1939    38396.59    40024.81    78421.39
 1941    2      1938    40818.76    42802.16    83620.92
 1941    3      1938    41411.42    43350.42    84761.83
 1941    3      1937    41808.68    43935.58    85744.26
 1941    4      1937    43436.91    45482.52    88919.43
 1941    4      1936    40389.79    41507.09    81896.88
 1941    5      1936    42994.55    44234.02    87228.57
 1941    5      1935    41368.32    43636.97    85005.29
 1941    6      1935    42955.82    45109.50    88065.32
 1941    6      1934    40295.11    42392.88    82688.00
 1941    7      1934    42356.30    44316.81    86673.11
 1941    7      1933    40481.76    41884.02    82365.78
 1941    8      1933    43124.28    44481.91    87606.19
 1941    8      1932    39766.55    40853.64    80620.19
 1941    9      1932    42610.93    43600.33    86211.26
 1941    9      1931    37231.45    38875.41    76106.86
 1941   10      1931    39978.30    41482.07    81460.36
 1941   10      1930    40268.61    42969.97    83238.58
 1941   11      1930    42075.29    44321.05    86396.34
 1941   11      1929    36252.70    37712.10    73964.79
 1941   12      1929    37811.02    39511.52    77322.54
 1941   12      1928    41460.28    42215.00    83675.28
 1941   13      1928    41302.42    41974.42    83276.84
 1941   13      1927    38551.59    38957.92    77509.50
 1941   14      1927    38508.82    38858.67    77367.49
 1941   14      1926    39672.05    40857.89    80529.95
 1941   15      1926    39556.19    40590.49    80146.69
 1941   15      1925    38346.72    39604.25    77950.97
 1941   16      1925    39813.43    40848.76    80662.19
 1941   16      1924    38510.12    37573.34    76083.46
 1941   17      1924    40413.73    39377.41    79791.15
 1941   17      1923    36611.51    36640.94    73252.46
 1941   18      1923    38368.43    38274.16    76642.59
 1941   18      1922    38440.08    37486.69    75926.77
 1941   19      1922    39662.18    38683.37    78345.55
