United Kingdom, Exposure to risk (cohort 5x10), 	Last modified: 11 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1842-1849        0                    .               .               .
1842-1849      1-4                    .               .               .
1842-1849      5-9                    .               .               .
1842-1849     10-14                   .               .               .
1842-1849     15-19                   .               .               .
1842-1849     20-24                   .               .               .
1842-1849     25-29                   .               .               .
1842-1849     30-34                   .               .               .
1842-1849     35-39                   .               .               .
1842-1849     40-44                   .               .               .
1842-1849     45-49                   .               .               .
1842-1849     50-54                   .               .               .
1842-1849     55-59                   .               .               .
1842-1849     60-64                   .               .               .
1842-1849     65-69                   .               .               .
1842-1849     70-74                   .               .               .
1842-1849     75-79          1378944.40       918261.77      2297206.17
1842-1849     80-84          1265877.03       729763.34      1995640.37
1842-1849     85-89           506265.65       241014.23       747279.88
1842-1849     90-94           135343.07        49714.85       185057.92
1842-1849     95-99            21093.80         5749.74        26843.54
1842-1849    100-104            1704.77          322.98         2027.75
1842-1849    105-109              75.54            3.42           78.96
1842-1849    110+                  0.00            0.00            0.00
1850-1859        0                    .               .               .
1850-1859      1-4                    .               .               .
1850-1859      5-9                    .               .               .
1850-1859     10-14                   .               .               .
1850-1859     15-19                   .               .               .
1850-1859     20-24                   .               .               .
1850-1859     25-29                   .               .               .
1850-1859     30-34                   .               .               .
1850-1859     35-39                   .               .               .
1850-1859     40-44                   .               .               .
1850-1859     45-49                   .               .               .
1850-1859     50-54                   .               .               .
1850-1859     55-59                   .               .               .
1850-1859     60-64                   .               .               .
1850-1859     65-69          3272467.91      2719668.43      5992136.33
1850-1859     70-74          4845928.24      3719896.23      8565824.47
1850-1859     75-79          3559169.47      2434131.37      5993300.84
1850-1859     80-84          2037841.66      1191191.52      3229033.18
1850-1859     85-89           858640.00       402796.18      1261436.18
1850-1859     90-94           249725.18        88564.12       338289.30
1850-1859     95-99            43817.87        10728.39        54546.25
1850-1859    100-104            3820.18          589.88         4410.05
1850-1859    105-109             136.49           21.67          158.16
1850-1859    110+                  1.97            1.97            3.94
1860-1869        0                    .               .               .
1860-1869      1-4                    .               .               .
1860-1869      5-9                    .               .               .
1860-1869     10-14                   .               .               .
1860-1869     15-19                   .               .               .
1860-1869     20-24                   .               .               .
1860-1869     25-29                   .               .               .
1860-1869     30-34                   .               .               .
1860-1869     35-39                   .               .               .
1860-1869     40-44                   .               .               .
1860-1869     45-49                   .               .               .
1860-1869     50-54                   .               .               .
1860-1869     55-59          5243592.48      4815966.29     10059558.78
1860-1869     60-64          8731023.71      7742108.50     16473132.21
1860-1869     65-69          8146025.82      6855962.49     15001988.32
1860-1869     70-74          6657496.17      5149445.00     11806941.17
1860-1869     75-79          4762806.28      3263288.33      8026094.61
1860-1869     80-84          2889963.29      1696327.31      4586290.60
1860-1869     85-89          1296347.34       608661.14      1905008.48
1860-1869     90-94           394350.91       135396.07       529746.97
1860-1869     95-99            73460.94        17358.72        90819.66
1860-1869    100-104            7852.99         1151.06         9004.05
1860-1869    105-109             373.61           30.05          403.66
1860-1869    110+                  4.96            5.48           10.44
1870-1879        0                    .               .               .
1870-1879      1-4                    .               .               .
1870-1879      5-9                    .               .               .
1870-1879     10-14                   .               .               .
1870-1879     15-19                   .               .               .
1870-1879     20-24                   .               .               .
1870-1879     25-29                   .               .               .
1870-1879     30-34                   .               .               .
1870-1879     35-39                   .               .               .
1870-1879     40-44                   .               .               .
1870-1879     45-49          7339456.53      6634769.81     13974226.34
1870-1879     50-54         12800130.52     11682638.28     24482768.80
1870-1879     55-59         12638495.12     11387841.07     24026336.19
1870-1879     60-64         11568955.19     10079206.91     21648162.11
1870-1879     65-69         10295338.13      8475363.00     18770701.13
1870-1879     70-74          8609130.98      6551790.06     15160921.04
1870-1879     75-79          6423253.08      4304593.37     10727846.46
1870-1879     80-84          4056463.79      2271234.77      6327698.56
1870-1879     85-89          1925932.18       851579.64      2777511.82
1870-1879     90-94           649862.06       213052.79       862914.86
1870-1879     95-99           136943.66        31716.12       168659.77
1870-1879    100-104           15876.96         2304.58        18181.55
1870-1879    105-109             862.72           79.24          941.96
1870-1879    110+                 10.15            0.00           10.15
1880-1889        0                    .               .               .
1880-1889      1-4                    .               .               .
1880-1889      5-9                    .               .               .
1880-1889     10-14                   .               .               .
1880-1889     15-19                   .               .               .
1880-1889     20-24                   .               .               .
1880-1889     25-29                   .               .               .
1880-1889     30-34                   .               .               .
1880-1889     35-39          8332156.65      7127819.81     15459976.46
1880-1889     40-44         15247126.57     13180318.92     28427445.49
1880-1889     45-49         15701379.61     13577412.43     29278792.04
1880-1889     50-54         15065035.99     12910658.98     27975694.97
1880-1889     55-59         14304465.18     12005952.37     26310417.55
1880-1889     60-64         13244520.03     10638596.64     23883116.68
1880-1889     65-69         11944183.76      8893112.25     20837296.00
1880-1889     70-74         10178012.04      6749827.05     16927839.09
1880-1889     75-79          7822606.84      4453240.20     12275847.04
1880-1889     80-84          5158980.37      2409647.79      7568628.17
1880-1889     85-89          2651467.47       969756.05      3621223.52
1880-1889     90-94           963180.23       262632.47      1225812.70
1880-1889     95-99           221873.44        42537.30       264410.74
1880-1889    100-104           30271.40         4010.52        34281.92
1880-1889    105-109            2058.53          214.48         2273.00
1880-1889    110+                 65.35            0.00           65.35
1890-1899        0                    .               .               .
1890-1899      1-4                    .               .               .
1890-1899      5-9                    .               .               .
1890-1899     10-14                   .               .               .
1890-1899     15-19                   .               .               .
1890-1899     20-24                   .               .               .
1890-1899     25-29          9457607.68      7936991.60     17394599.27
1890-1899     30-34         17035716.43     14399344.75     31435061.18
1890-1899     35-39         17607926.42     15003389.07     32611315.49
1890-1899     40-44         17190092.23     14426429.52     31616521.75
1890-1899     45-49         16851001.76     14006688.26     30857690.01
1890-1899     50-54         16249294.15     13696146.68     29945440.83
1890-1899     55-59         15439125.21     12723537.62     28162662.82
1890-1899     60-64         14607645.16     11364843.90     25972489.06
1890-1899     65-69         13325110.88      9490484.73     22815595.61
1890-1899     70-74         11469528.00      7197379.20     18666907.20
1890-1899     75-79          9002619.89      4752976.71     13755596.60
1890-1899     80-84          6169611.58      2590217.20      8759828.77
1890-1899     85-89          3375656.69      1080451.08      4456107.77
1890-1899     90-94          1357194.27       319927.60      1677121.88
1890-1899     95-99           349522.16        58130.67       407652.83
1890-1899    100-104           48518.89         5361.42        53880.31
1890-1899    105-109            2962.84          220.94         3183.78
1890-1899    110+                 61.08            3.14           64.22
1900-1909        0                    .               .               .
1900-1909      1-4                    .               .               .
1900-1909      5-9                    .               .               .
1900-1909     10-14                   .               .               .
1900-1909     15-19         10528913.00     10314169.38     20843082.38
1900-1909     20-24         19270851.26     18268324.69     37539175.95
1900-1909     25-29         20117843.91     18977270.71     39095114.61
1900-1909     30-34         19811153.51     17790651.37     37601804.89
1900-1909     35-39         19490911.37     16243009.72     35733921.09
