PopName,Area,Year,YearReg,Month,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
ISL,01,1886,1886,8,31,O,240,.,.,.,1
ISL,01,1886,1886,9,31,O,196,.,.,.,1
ISL,01,1886,1886,10,31,O,199,.,.,.,1
ISL,01,1886,1886,11,31,O,162,.,.,.,1
ISL,01,1886,1886,12,31,O,151,.,.,.,1
ISL,01,1886,1886,TOT,31,O,2137,.,.,.,1
ISL,01,1887,1887,1,31,O,144,.,.,.,1
ISL,01,1887,1887,2,31,O,123,.,.,.,1
ISL,01,1887,1887,3,31,O,129,.,.,.,1
ISL,01,1887,1887,4,31,O,166,.,.,.,1
ISL,01,1887,1887,5,31,O,170,.,.,.,1
ISL,01,1887,1887,6,31,O,191,.,.,.,1
ISL,01,1887,1887,7,31,O,204,.,.,.,1
ISL,01,1887,1887,8,31,O,190,.,.,.,1
ISL,01,1887,1887,9,31,O,216,.,.,.,1
ISL,01,1887,1887,10,31,O,199,.,.,.,1
ISL,01,1887,1887,11,31,O,141,.,.,.,1
ISL,01,1887,1887,12,31,O,135,.,.,.,1
ISL,01,1887,1887,TOT,31,O,2008,.,.,.,1
ISL,01,1888,1888,1,31,O,108,.,.,.,1
ISL,01,1888,1888,2,31,O,105,.,.,.,1
ISL,01,1888,1888,3,31,O,133,.,.,.,1
ISL,01,1888,1888,4,31,O,143,.,.,.,1
ISL,01,1888,1888,5,31,O,159,.,.,.,1
ISL,01,1888,1888,6,31,O,198,.,.,.,1
ISL,01,1888,1888,7,31,O,198,.,.,.,1
ISL,01,1888,1888,8,31,O,197,.,.,.,1
ISL,01,1888,1888,9,31,O,208,.,.,.,1
ISL,01,1888,1888,10,31,O,172,.,.,.,1
ISL,01,1888,1888,11,31,O,151,.,.,.,1
ISL,01,1888,1888,12,31,O,145,.,.,.,1
ISL,01,1888,1888,TOT,31,O,1917,.,.,.,1
ISL,01,1889,1889,1,31,O,138,.,.,.,1
ISL,01,1889,1889,2,31,O,118,.,.,.,1
ISL,01,1889,1889,3,31,O,119,.,.,.,1
ISL,01,1889,1889,4,31,O,162,.,.,.,1
ISL,01,1889,1889,5,31,O,196,.,.,.,1
ISL,01,1889,1889,6,31,O,202,.,.,.,1
ISL,01,1889,1889,7,31,O,241,.,.,.,1
