PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
CHE,01,1871,1871,1,1,30,O,6829,.,.,.,1
CHE,01,1871,1871,2,1,30,O,6185,.,.,.,1
CHE,01,1871,1871,3,1,30,O,7056,.,.,.,1
CHE,01,1871,1871,4,1,30,O,6348,.,.,.,1
CHE,01,1871,1871,5,1,30,O,6553,.,.,.,1
CHE,01,1871,1871,6,1,30,O,6596,.,.,.,1
CHE,01,1871,1871,7,1,30,O,6699,.,.,.,1
CHE,01,1871,1871,8,1,30,O,6673,.,.,.,1
CHE,01,1871,1871,9,1,30,O,6283,.,.,.,1
CHE,01,1871,1871,10,1,30,O,6257,.,.,.,1
CHE,01,1871,1871,11,1,30,O,6125,.,.,.,1
CHE,01,1871,1871,12,1,30,O,6029,.,.,.,1
CHE,01,1871,1871,TOT,1,30,O,77633,.,.,.,1
CHE,01,1872,1872,1,1,30,O,6611,.,.,.,1
CHE,01,1872,1872,2,1,30,O,6577,.,.,.,1
CHE,01,1872,1872,3,1,30,O,7219,.,.,.,1
CHE,01,1872,1872,4,1,30,O,6872,.,.,.,1
CHE,01,1872,1872,5,1,30,O,6908,.,.,.,1
CHE,01,1872,1872,6,1,30,O,6589,.,.,.,1
CHE,01,1872,1872,7,1,30,O,6681,.,.,.,1
CHE,01,1872,1872,8,1,30,O,6582,.,.,.,1
CHE,01,1872,1872,9,1,30,O,6629,.,.,.,1
CHE,01,1872,1872,10,1,30,O,6771,.,.,.,1
CHE,01,1872,1872,11,1,30,O,6447,.,.,.,1
CHE,01,1872,1872,12,1,30,O,6443,.,.,.,1
CHE,01,1872,1872,TOT,1,30,O,80329,.,.,.,1
CHE,01,1873,1873,1,1,30,O,6915,.,.,.,1
CHE,01,1873,1873,2,1,30,O,6662,.,.,.,1
CHE,01,1873,1873,3,1,30,O,7270,.,.,.,1
CHE,01,1873,1873,4,1,30,O,6820,.,.,.,1
CHE,01,1873,1873,5,1,30,O,6806,.,.,.,1
CHE,01,1873,1873,6,1,30,O,6439,.,.,.,1
CHE,01,1873,1873,7,1,30,O,6671,.,.,.,1
CHE,01,1873,1873,8,1,30,O,6767,.,.,.,1
CHE,01,1873,1873,9,1,30,O,6761,.,.,.,1
CHE,01,1873,1873,10,1,30,O,6613,.,.,.,1
CHE,01,1873,1873,11,1,30,O,6418,.,.,.,1
CHE,01,1873,1873,12,1,30,O,6430,.,.,.,1
CHE,01,1873,1873,TOT,1,30,O,80572,.,.,.,1
CHE,01,1874,1874,1,1,30,O,7065,.,.,.,1
CHE,01,1874,1874,2,1,30,O,6272,.,.,.,1
CHE,01,1874,1874,3,1,30,O,7051,.,.,.,1
CHE,01,1874,1874,4,1,30,O,6722,.,.,.,1
CHE,01,1874,1874,5,1,30,O,6924,.,.,.,1
CHE,01,1874,1874,6,1,30,O,6876,.,.,.,1
CHE,01,1874,1874,7,1,30,O,7133,.,.,.,1
CHE,01,1874,1874,8,1,30,O,7128,.,.,.,1
CHE,01,1874,1874,9,1,30,O,7130,.,.,.,1
CHE,01,1874,1874,10,1,30,O,7090,.,.,.,1
CHE,01,1874,1874,11,1,30,O,6927,.,.,.,1
CHE,01,1874,1874,12,1,30,O,6733,.,.,.,1
CHE,01,1874,1874,TOT,1,30,O,83051,.,.,.,1
CHE,01,1875,1875,1,1,30,O,7367,.,.,.,1
CHE,01,1875,1875,2,1,30,O,6714,.,.,.,1
CHE,01,1875,1875,3,1,30,O,7545,.,.,.,1
CHE,01,1875,1875,4,1,30,O,7235,.,.,.,1
CHE,01,1875,1875,5,1,30,O,7451,.,.,.,1
CHE,01,1875,1875,6,1,30,O,7383,.,.,.,1
CHE,01,1875,1875,7,1,30,O,7890,.,.,.,1
CHE,01,1875,1875,8,1,30,O,7544,.,.,.,1
CHE,01,1875,1875,9,1,30,O,7366,.,.,.,1
CHE,01,1875,1875,10,1,30,O,7413,.,.,.,1
CHE,01,1875,1875,11,1,30,O,6699,.,.,.,1
CHE,01,1875,1875,12,1,30,O,6972,.,.,.,1
CHE,01,1875,1875,TOT,1,30,O,87579,.,.,.,1
CHE,01,1876,1876,1,1,30,O,7805,.,.,.,1
CHE,01,1876,1876,2,1,30,O,7680,.,.,.,1
CHE,01,1876,1876,3,1,30,O,8241,.,.,.,1
CHE,01,1876,1876,4,1,30,O,7721,.,.,.,1
CHE,01,1876,1876,5,1,30,O,7616,.,.,.,1
CHE,01,1876,1876,6,1,30,O,7258,.,.,.,1
CHE,01,1876,1876,7,1,30,O,7736,.,.,.,1
CHE,01,1876,1876,8,1,30,O,7534,.,.,.,1
CHE,01,1876,1876,9,1,30,O,7318,.,.,.,1
CHE,01,1876,1876,10,1,30,O,7424,.,.,.,1
CHE,01,1876,1876,11,1,30,O,7207,.,.,.,1
CHE,01,1876,1876,12,1,30,O,7246,.,.,.,1
CHE,01,1876,1876,TOT,1,30,O,90786,.,.,.,1
CHE,01,1877,1877,1,1,30,O,7360,.,.,.,1
CHE,01,1877,1877,2,1,30,O,6786,.,.,.,1
CHE,01,1877,1877,3,1,30,O,7467,.,.,.,1
CHE,01,1877,1877,4,1,30,O,7509,.,.,.,1
CHE,01,1877,1877,5,1,30,O,7691,.,.,.,1
CHE,01,1877,1877,6,1,30,O,7406,.,.,.,1
CHE,01,1877,1877,7,1,30,O,7826,.,.,.,1
CHE,01,1877,1877,8,1,30,O,7679,.,.,.,1
CHE,01,1877,1877,9,1,30,O,7566,.,.,.,1
CHE,01,1877,1877,10,1,30,O,7558,.,.,.,1
CHE,01,1877,1877,11,1,30,O,7165,.,.,.,1
CHE,01,1877,1877,12,1,30,O,7231,.,.,.,1
CHE,01,1877,1877,TOT,1,30,O,89244,.,.,.,1
CHE,01,1878,1878,1,1,30,O,7515,.,.,.,1
CHE,01,1878,1878,2,1,30,O,6975,.,.,.,1
CHE,01,1878,1878,3,1,30,O,7657,.,.,.,1
CHE,01,1878,1878,4,1,30,O,7499,.,.,.,1
CHE,01,1878,1878,5,1,30,O,7570,.,.,.,1
CHE,01,1878,1878,6,1,30,O,7193,.,.,.,1
CHE,01,1878,1878,7,1,30,O,7360,.,.,.,1
CHE,01,1878,1878,8,1,30,O,7327,.,.,.,1
CHE,01,1878,1878,9,1,30,O,7489,.,.,.,1
CHE,01,1878,1878,10,1,30,O,7318,.,.,.,1
CHE,01,1878,1878,11,1,30,O,6996,.,.,.,1
CHE,01,1878,1878,12,1,30,O,6934,.,.,.,1
CHE,01,1878,1878,TOT,1,30,O,87833,.,.,.,1
CHE,01,1879,1879,1,1,30,O,7040,.,.,.,1
CHE,01,1879,1879,2,1,30,O,6668,.,.,.,1
CHE,01,1879,1879,3,1,30,O,7450,.,.,.,1
CHE,01,1879,1879,4,1,30,O,7266,.,.,.,1
CHE,01,1879,1879,5,1,30,O,7364,.,.,.,1
CHE,01,1879,1879,6,1,30,O,7166,.,.,.,1
CHE,01,1879,1879,7,1,30,O,7283,.,.,.,1
CHE,01,1879,1879,8,1,30,O,7395,.,.,.,1
CHE,01,1879,1879,9,1,30,O,7196,.,.,.,1
CHE,01,1879,1879,10,1,30,O,7215,.,.,.,1
CHE,01,1879,1879,11,1,30,O,6962,.,.,.,1
CHE,01,1879,1879,12,1,30,O,7175,.,.,.,1
