PopName,Area,Year,YearReg,Month,VitalStat,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
TWN,10,1906,1906,1,1,26,O,10035,9,12,.,0
TWN,10,1906,1906,1,1,26,O,159,10,12,.,0
TWN,10,1906,1906,2,1,26,O,9635,9,12,.,0
TWN,10,1906,1906,2,1,26,O,150,10,12,.,0
TWN,10,1906,1906,3,1,26,O,9306,9,12,.,0
TWN,10,1906,1906,3,1,26,O,146,10,12,.,0
TWN,10,1906,1906,4,1,26,O,7596,9,12,.,0
TWN,10,1906,1906,4,1,26,O,118,10,12,.,0
TWN,10,1906,1906,5,1,26,O,8481,9,12,.,0
TWN,10,1906,1906,5,1,26,O,133,10,12,.,0
TWN,10,1906,1906,6,1,26,O,8132,9,12,.,0
TWN,10,1906,1906,6,1,26,O,146,10,12,.,0
TWN,10,1906,1906,7,1,26,O,8557,9,12,.,0
TWN,10,1906,1906,7,1,26,O,183,10,12,.,0
TWN,10,1906,1906,8,1,26,O,9709,9,12,.,0
TWN,10,1906,1906,8,1,26,O,178,10,12,.,0
TWN,10,1906,1906,9,1,26,O,11022,9,12,.,0
TWN,10,1906,1906,9,1,26,O,193,10,12,.,0
TWN,10,1906,1906,10,1,26,O,12732,9,12,.,0
TWN,10,1906,1906,10,1,26,O,186,10,12,.,0
TWN,10,1906,1906,11,1,26,O,12555,9,12,.,0
TWN,10,1906,1906,11,1,26,O,180,10,12,.,0
TWN,10,1906,1906,12,1,26,O,11347,9,12,.,0
TWN,10,1906,1906,12,1,26,O,150,10,12,.,0
TWN,10,1906,1906,TOT,1,26,O,119107,9,12,.,0
TWN,10,1906,1906,TOT,1,26,O,1922,10,12,.,0
TWN,10,1907,1907,1,1,26,O,11809,9,12,.,0
TWN,10,1907,1907,1,1,26,O,294,10,12,.,0
TWN,10,1907,1907,2,1,26,O,9808,9,12,.,0
TWN,10,1907,1907,2,1,26,O,171,10,12,.,0
TWN,10,1907,1907,3,1,26,O,9847,9,12,.,0
TWN,10,1907,1907,3,1,26,O,201,10,12,.,0
TWN,10,1907,1907,4,1,26,O,8288,9,12,.,0
TWN,10,1907,1907,4,1,26,O,141,10,12,.,0
TWN,10,1907,1907,5,1,26,O,7778,9,12,.,0
TWN,10,1907,1907,5,1,26,O,155,10,12,.,0
TWN,10,1907,1907,6,1,26,O,7806,9,12,.,0
TWN,10,1907,1907,6,1,26,O,144,10,12,.,0
TWN,10,1907,1907,7,1,26,O,8286,9,12,.,0
TWN,10,1907,1907,7,1,26,O,194,10,12,.,0
TWN,10,1907,1907,8,1,26,O,9821,9,12,.,0
