PopName,Area,Year,YearReg,Month,Vital,Births,Access,Note1,Note2,Note3,RefCode,LDB
AUT,1,1914,1914,1,1,13641,O,.,.,.,26,1
AUT,1,1914,1914,2,1,13049,O,.,.,.,26,1
AUT,1,1914,1914,3,1,13926,O,.,.,.,26,1
AUT,1,1914,1914,4,1,14028,O,.,.,.,26,1
AUT,1,1914,1914,5,1,14429,O,.,.,.,26,1
AUT,1,1914,1914,6,1,13195,O,.,.,.,26,1
AUT,1,1914,1914,7,1,13481,O,.,.,.,26,1
AUT,1,1914,1914,8,1,13532,O,.,.,.,26,1
AUT,1,1914,1914,9,1,12798,O,.,.,.,26,1
AUT,1,1914,1914,10,1,13320,O,.,.,.,26,1
AUT,1,1914,1914,11,1,13044,O,.,.,.,26,1
AUT,1,1914,1914,12,1,13249,O,.,.,.,26,1
AUT,1,1914,1914,TOT,1,161692,O,.,.,.,26,1
AUT,1,1915,1915,1,1,13955,O,.,.,.,26,1
AUT,1,1915,1915,2,1,12897,O,.,.,.,26,1
AUT,1,1915,1915,3,1,13941,O,.,.,.,26,1
AUT,1,1915,1915,4,1,12291,O,.,.,.,26,1
AUT,1,1915,1915,5,1,10045,O,.,.,.,26,1
AUT,1,1915,1915,6,1,8944,O,.,.,.,26,1
AUT,1,1915,1915,7,1,9769,O,.,.,.,26,1
AUT,1,1915,1915,8,1,9018,O,.,.,.,26,1
AUT,1,1915,1915,9,1,9072,O,.,.,.,26,1
AUT,1,1915,1915,10,1,8660,O,.,.,.,26,1
AUT,1,1915,1915,11,1,8300,O,.,.,.,26,1
AUT,1,1915,1915,12,1,8788,O,.,.,.,26,1
AUT,1,1915,1915,TOT,1,125680,O,.,.,.,26,1
AUT,1,1916,1916,1,1,9251,O,.,.,.,26,1
AUT,1,1916,1916,2,1,8486,O,.,.,.,26,1
AUT,1,1916,1916,3,1,8436,O,.,.,.,26,1
AUT,1,1916,1916,4,1,8149,O,.,.,.,26,1
AUT,1,1916,1916,5,1,8586,O,.,.,.,26,1
AUT,1,1916,1916,6,1,8383,O,.,.,.,26,1
AUT,1,1916,1916,7,1,8584,O,.,.,.,26,1
AUT,1,1916,1916,8,1,8039,O,.,.,.,26,1
AUT,1,1916,1916,9,1,8121,O,.,.,.,26,1
AUT,1,1916,1916,10,1,7602,O,.,.,.,26,1
AUT,1,1916,1916,11,1,7191,O,.,.,.,26,1
AUT,1,1916,1916,12,1,8067,O,.,.,.,26,1
AUT,1,1916,1916,TOT,1,98895,O,.,.,.,26,1
AUT,1,1917,1917,1,1,8679,O,.,.,.,26,1
AUT,1,1917,1917,2,1,7690,O,.,.,.,26,1
AUT,1,1917,1917,3,1,8608,O,.,.,.,26,1
AUT,1,1917,1917,4,1,8182,O,.,.,.,26,1
AUT,1,1917,1917,5,1,8538,O,.,.,.,26,1
AUT,1,1917,1917,6,1,7833,O,.,.,.,26,1
AUT,1,1917,1917,7,1,8123,O,.,.,.,26,1
AUT,1,1917,1917,8,1,7350,O,.,.,.,26,1
AUT,1,1917,1917,9,1,7766,O,.,.,.,26,1
AUT,1,1917,1917,10,1,7187,O,.,.,.,26,1
AUT,1,1917,1917,11,1,5954,O,.,.,.,26,1
AUT,1,1917,1917,12,1,6379,O,.,.,.,26,1
AUT,1,1917,1917,TOT,1,92289,O,.,.,.,26,1
AUT,1,1918,1918,1,1,7571,O,.,.,.,26,1
AUT,1,1918,1918,2,1,6966,O,.,.,.,26,1
AUT,1,1918,1918,3,1,7275,O,.,.,.,26,1
AUT,1,1918,1918,4,1,6812,O,.,.,.,26,1
AUT,1,1918,1918,5,1,7013,O,.,.,.,26,1
AUT,1,1918,1918,6,1,7005,O,.,.,.,26,1
AUT,1,1918,1918,7,1,7467,O,.,.,.,26,1
AUT,1,1918,1918,8,1,7820,O,.,.,.,26,1
AUT,1,1918,1918,9,1,8634,O,.,.,.,26,1
AUT,1,1918,1918,10,1,8932,O,.,.,.,26,1
AUT,1,1918,1918,11,1,8397,O,.,.,.,26,1
AUT,1,1918,1918,12,1,8668,O,.,.,.,26,1
AUT,1,1918,1918,TOT,1,92560,O,.,.,.,26,1
AUT,1,1919,1919,1,1,9250,O,.,.,.,26,1
AUT,1,1919,1919,2,1,8658,O,.,.,.,26,1
AUT,1,1919,1919,3,1,8497,O,.,.,.,26,1
AUT,1,1919,1919,4,1,7529,O,.,.,.,26,1
AUT,1,1919,1919,5,1,7839,O,.,.,.,26,1
AUT,1,1919,1919,6,1,7751,O,.,.,.,26,1
AUT,1,1919,1919,7,1,8205,O,.,.,.,26,1
AUT,1,1919,1919,8,1,10924,O,.,.,.,26,1
AUT,1,1919,1919,9,1,12098,O,.,.,.,26,1
AUT,1,1919,1919,10,1,12846,O,.,.,.,26,1
AUT,1,1919,1919,11,1,12756,O,.,.,.,26,1
AUT,1,1919,1919,12,1,12165,O,.,.,.,26,1
AUT,1,1919,1919,TOT,1,118518,O,.,.,.,26,1
AUT,1,1920,1920,1,1,12579,O,.,.,.,26,1
AUT,1,1920,1920,2,1,12462,O,.,.,.,26,1
AUT,1,1920,1920,3,1,13386,O,.,.,.,26,1
AUT,1,1920,1920,4,1,12180,O,.,.,.,26,1
AUT,1,1920,1920,5,1,13208,O,.,.,.,26,1
AUT,1,1920,1920,6,1,11687,O,.,.,.,26,1
AUT,1,1920,1920,7,1,12151,O,.,.,.,26,1
AUT,1,1920,1920,8,1,11897,O,.,.,.,26,1
AUT,1,1920,1920,9,1,11827,O,.,.,.,26,1
