Hong Kong, Exposure to risk (period 5x5), 	Last modified: 20 Jul 2021;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1986-1989        0            144235.24       155113.75       299349.00
1986-1989      1-4            621506.05       670681.01      1292187.06
1986-1989      5-9            822693.77       886749.08      1709442.85
1986-1989     10-14           823017.93       897612.06      1720629.99
1986-1989     15-19           841861.99       916677.92      1758539.90
1986-1989     20-24          1042342.47      1078790.06      2121132.54
1986-1989     25-29          1216334.27      1258108.36      2474442.63
1986-1989     30-34          1066673.33      1140836.91      2207510.23
1986-1989     35-39           855461.75       953889.33      1809351.08
1986-1989     40-44           553874.74       661827.18      1215701.92
1986-1989     45-49           446425.73       546063.30       992489.03
1986-1989     50-54           497448.42       584618.78      1082067.21
1986-1989     55-59           493512.13       546995.65      1040507.77
1986-1989     60-64           443980.28       452825.13       896805.41
1986-1989     65-69           359786.67       335314.43       695101.11
1986-1989     70-74           281228.25       232390.37       513618.62
1986-1989     75-79           187274.60       124414.12       311688.71
1986-1989     80-84            90712.42        40075.89       130788.31
1986-1989     85-89            44564.85        13158.19        57723.04
1986-1989     90-94            14420.65         2596.83        17017.48
1986-1989     95-99             3097.17          431.00         3528.17
1986-1989    100-104             367.30           37.91          405.21
1986-1989    105-109              11.53            0.07           11.60
1986-1989    110+                  0.00            0.00            0.00
1990-1994        0            175701.40       190054.92       365756.32
1990-1994      1-4            720856.73       776365.36      1497222.09
1990-1994      5-9            974900.79      1041836.55      2016737.34
1990-1994     10-14          1024571.51      1096747.66      2121319.17
1990-1994     15-19           999749.67      1081634.00      2081383.67
1990-1994     20-24          1119527.70      1125998.33      2245526.03
1990-1994     25-29          1487252.97      1409735.83      2896988.80
1990-1994     30-34          1587107.41      1581466.79      3168574.20
1990-1994     35-39          1343660.71      1398545.94      2742206.66
1990-1994     40-44          1045614.29      1158974.20      2204588.49
1990-1994     45-49           663658.87       797913.75      1461572.62
1990-1994     50-54           557935.96       681594.88      1239530.84
1990-1994     55-59           611018.72       700133.15      1311151.87
1990-1994     60-64           596549.06       631120.98      1227670.04
1990-1994     65-69           512877.75       487947.82      1000825.57
1990-1994     70-74           394654.68       334945.18       729599.86
1990-1994     75-79           280974.65       207356.14       488330.79
1990-1994     80-84           150917.20        81933.49       232850.69
1990-1994     85-89            70150.99        24130.83        94281.82
1990-1994     90-94            26069.49         5721.64        31791.13
1990-1994     95-99             5639.68          698.65         6338.34
1990-1994    100-104             725.57           52.82          778.39
1990-1994    105-109              37.20            0.00           37.20
1990-1994    110+                  0.00            0.00            0.00
1995-1999        0            149363.03       162098.58       311461.61
1995-1999      1-4            701930.15       764386.53      1466316.68
1995-1999      5-9            947306.08      1017149.74      1964455.83
1995-1999     10-14          1040447.33      1104839.11      2145286.44
1995-1999     15-19          1094899.18      1153993.69      2248892.87
1995-1999     20-24          1185817.09      1152796.88      2338613.98
1995-1999     25-29          1439440.91      1233654.41      2673095.31
1995-1999     30-34          1680679.77      1482711.03      3163390.80
1995-1999     35-39          1709185.37      1648468.33      3357653.70
1995-1999     40-44          1417917.54      1443153.06      2861070.60
1995-1999     45-49          1101822.60      1194834.02      2296656.62
1995-1999     50-54           687939.02       804498.60      1492437.62
1995-1999     55-59           567017.43       681132.41      1248149.85
1995-1999     60-64           626600.29       688650.07      1315250.36
1995-1999     65-69           597334.49       605511.68      1202846.16
1995-1999     70-74           485318.74       430612.01       915930.74
1995-1999     75-79           351893.99       272124.99       624018.98
1995-1999     80-84           203059.71       122984.35       326044.07
1995-1999     85-89           101108.26        45087.54       146195.80
1995-1999     90-94            37449.77         9858.04        47307.81
1995-1999     95-99            10215.94         1628.03        11843.97
1995-1999    100-104            1470.46           97.93         1568.40
1995-1999    105-109             112.13            0.13          112.26
1995-1999    110+                  0.09            0.00            0.09
2000-2004        0            101723.30       109542.96       211266.26
2000-2004      1-4            517717.88       559472.22      1077190.10
2000-2004      5-9            925934.41       988936.99      1914871.40
2000-2004     10-14          1041188.79      1102286.25      2143475.04
2000-2004     15-19          1078529.44      1131905.43      2210434.87
2000-2004     20-24          1188134.27      1120997.31      2309131.58
2000-2004     25-29          1373330.06      1169433.00      2542763.06
2000-2004     30-34          1618169.01      1259169.98      2877338.99
2000-2004     35-39          1800207.24      1489211.23      3289418.47
2000-2004     40-44          1755792.95      1654073.59      3409866.53
2000-2004     45-49          1429977.70      1422989.67      2852967.37
2000-2004     50-54          1100031.36      1152578.74      2252610.10
2000-2004     55-59           682720.74       763713.28      1446434.02
2000-2004     60-64           566422.42       647623.36      1214045.78
2000-2004     65-69           611036.97       639667.58      1250704.54
2000-2004     70-74           547626.25       525884.19      1073510.44
2000-2004     75-79           420132.87       336075.94       756208.81
2000-2004     80-84           266728.33       169905.60       436633.93
2000-2004     85-89           142596.67        70719.95       213316.61
2000-2004     90-94            56981.35        19663.10        76644.44
2000-2004     95-99            15541.63         2990.35        18531.99
2000-2004    100-104            2701.62          319.76         3021.37
2000-2004    105-109             231.44            6.08          237.52
2000-2004    110+                  3.07            0.00            3.07
2005-2009        0            102793.61       113237.97       216031.58
2005-2009      1-4            424260.53       456064.40       880324.93
2005-2009      5-9            717036.50       769359.12      1486395.62
2005-2009     10-14           978727.85      1030878.63      2009606.48
2005-2009     15-19          1066009.19      1117001.36      2183010.55
2005-2009     20-24          1207846.54      1110523.25      2318369.79
2005-2009     25-29          1429508.93      1132473.69      2561982.62
2005-2009     30-34          1560322.60      1171870.34      2732192.94
2005-2009     35-39          1660535.54      1228626.38      2889161.92
2005-2009     40-44          1772261.89      1455162.81      3227424.70
2005-2009     45-49          1702900.85      1594757.45      3297658.29
2005-2009     50-54          1406992.40      1383384.09      2790376.49
2005-2009     55-59          1081970.45      1097405.57      2179376.01
2005-2009     60-64           676703.24       722704.45      1399407.69
2005-2009     65-69           562206.03       611366.71      1173572.74
2005-2009     70-74           588655.22       572469.11      1161124.33
2005-2009     75-79           494473.86       432879.48       927353.34
2005-2009     80-84           365217.51       239972.00       605189.50
2005-2009     85-89           193273.81       101392.19       294666.00
2005-2009     90-94            81488.70        31501.84       112990.54
2005-2009     95-99            23081.23         6030.73        29111.96
2005-2009    100-104            3864.66          570.87         4435.52
2005-2009    105-109             335.61           15.11          350.72
2005-2009    110+                  5.20            0.00            5.20
2010-2014        0            118339.95       127545.22       245885.17
2010-2014      1-4            496904.11       536444.99      1033349.10
2010-2014      5-9            606570.19       648798.41      1255368.61
2010-2014     10-14           754089.61       802014.42      1556104.03
2010-2014     15-19          1003334.97      1060151.34      2063486.31
2010-2014     20-24          1151964.56      1117247.90      2269212.46
2010-2014     25-29          1496480.86      1132567.79      2629048.65
2010-2014     30-34          1658003.09      1142756.69      2800759.78
2010-2014     35-39          1649378.45      1163117.31      2812495.76
2010-2014     40-44          1666615.24      1212624.17      2879239.41
2010-2014     45-49          1729594.33      1416993.16      3146587.49
2010-2014     50-54          1658690.49      1552950.76      3211641.24
2010-2014     55-59          1367408.69      1338514.90      2705923.59
2010-2014     60-64          1058013.54      1051513.40      2109526.93
2010-2014     65-69           663888.05       691447.54      1355335.59
2010-2014     70-74           545197.04       565214.27      1110411.31
2010-2014     75-79           543777.22       493013.73      1036790.95
2010-2014     80-84           450018.61       332124.06       782142.67
2010-2014     85-89           278530.03       152095.57       430625.60
2010-2014     90-94           115326.20        46899.19       162225.39
2010-2014     95-99            33322.83         9469.59        42792.42
2010-2014    100-104            5612.00         1075.07         6687.06
2010-2014    105-109             463.86           50.71          514.57
