Hong Kong,  Exposures (Lexis triangle)	Last modified: 20 Jul 2021;  Methods Protocol: v6 (2017)

 Year   Age   Cohort      Female        Male       Total
 1986    0      1986    17467.30    18781.78    36249.08
 1986    0      1985    19528.10    21135.50    40663.60
 1986    1      1985    18094.48    19585.72    37680.20
 1986    1      1984    20499.34    22273.06    42772.39
 1986    2      1984    18759.99    20384.79    39144.78
 1986    2      1983    21467.45    23023.66    44491.11
 1986    3      1983    19939.64    21384.86    41324.50
 1986    3      1982    22267.87    23776.88    46044.74
 1986    4      1982    20537.81    21929.26    42467.07
 1986    4      1981    22023.44    23619.68    45643.12
 1986    5      1981    20080.65    21535.71    41616.35
 1986    5      1980    21208.85    22800.04    44008.89
 1986    6      1980    19494.43    20955.69    40450.13
 1986    6      1979    20854.10    22518.54    43372.63
 1986    7      1979    19249.71    20785.71    40035.42
 1986    7      1978    21064.60    22775.12    43839.72
 1986    8      1978    18939.19    20477.80    39416.99
 1986    8      1977    20790.14    22547.64    43337.79
 1986    9      1977    19413.83    21055.66    40469.50
 1986    9      1976    21435.45    23306.41    44741.86
 1986   10      1976    19267.21    20948.20    40215.41
 1986   10      1975    21193.36    23143.05    44336.41
 1986   11      1975    20110.66    21960.66    42071.32
 1986   11      1974    21666.17    23763.73    45429.90
 1986   12      1974    20139.69    22090.78    42230.47
 1986   12      1973    21827.81    23949.89    45777.70
 1986   13      1973    20329.37    22306.66    42636.03
 1986   13      1972    22161.91    24260.87    46422.78
 1986   14      1972    20092.99    21995.63    42088.62
 1986   14      1971    21774.31    23934.95    45709.26
 1986   15      1971    20128.92    22123.55    42252.47
 1986   15      1970    20904.25    22855.62    43759.88
 1986   16      1970    20901.09    22850.84    43751.93
 1986   16      1969    20879.45    22880.99    43760.45
 1986   17      1969    20875.77    22876.44    43752.21
 1986   17      1968    21505.73    23458.27    44963.99
 1986   18      1968    21501.42    23451.83    44953.25
 1986   18      1967    22682.62    24532.72    47215.34
 1986   19      1967    22676.60    24526.34    47202.94
 1986   19      1966    24283.15    25885.90    50169.05
 1986   20      1966    24276.67    25877.75    50154.42
 1986   20      1965    26082.14    27214.03    53296.18
 1986   21      1965    26076.27    27202.95    53279.22
 1986   21      1964    27756.02    28463.26    56219.27
 1986   22      1964    27751.19    28452.60    56203.79
 1986   22      1963    28905.70    29788.36    58694.06
