PopName,Area,Year,YearReg,Month,Births,Access,NoteCode1,NoteCode2,NoteCode3,RefCode,LDB
IRL,01,1978,1978,1,5818,O,.,.,.,18,1
IRL,01,1978,1978,2,5210,O,.,.,.,18,1
IRL,01,1978,1978,3,6226,O,.,.,.,18,1
IRL,01,1978,1978,4,6016,O,.,.,.,18,1
IRL,01,1978,1978,5,6383,O,.,.,.,18,1
IRL,01,1978,1978,6,5976,O,.,.,.,18,1
IRL,01,1978,1978,7,5990,O,.,.,.,18,1
IRL,01,1978,1978,8,5775,O,.,.,.,18,1
IRL,01,1978,1978,9,5860,O,.,.,.,18,1
IRL,01,1978,1978,10,5829,O,.,.,.,18,1
IRL,01,1978,1978,11,5404,O,.,.,.,18,1
IRL,01,1978,1978,12,5812,O,.,.,.,18,1
IRL,01,1978,1978,TOT,70299,O,.,.,.,18,1
IRL,01,1979,1979,1,5955,O,.,.,.,18,1
IRL,01,1979,1979,2,5592,O,.,.,.,18,1
IRL,01,1979,1979,3,6570,O,.,.,.,18,1
IRL,01,1979,1979,4,6128,O,.,.,.,18,1
IRL,01,1979,1979,5,6627,O,.,.,.,18,1
IRL,01,1979,1979,6,5913,O,.,.,.,18,1
IRL,01,1979,1979,7,6083,O,.,.,.,18,1
IRL,01,1979,1979,8,5955,O,.,.,.,18,1
IRL,01,1979,1979,9,5866,O,.,.,.,18,1
IRL,01,1979,1979,10,6163,O,.,.,.,18,1
IRL,01,1979,1979,11,5752,O,.,.,.,18,1
IRL,01,1979,1979,12,5935,O,.,.,.,18,1
IRL,01,1979,1979,TOT,72539,O,.,.,.,18,1
IRL,01,1980,1980,1,6233,O,.,.,.,18,1
IRL,01,1980,1980,2,5880,O,.,.,.,18,1
IRL,01,1980,1980,3,6531,O,.,.,.,18,1
IRL,01,1980,1980,4,6430,O,.,.,.,18,1
IRL,01,1980,1980,5,6672,O,.,.,.,18,1
IRL,01,1980,1980,6,5962,O,.,.,.,18,1
IRL,01,1980,1980,7,6378,O,.,.,.,18,1
IRL,01,1980,1980,8,6060,O,.,.,.,18,1
IRL,01,1980,1980,9,6131,O,.,.,.,18,1
IRL,01,1980,1980,10,6128,O,.,.,.,18,1
IRL,01,1980,1980,11,5598,O,.,.,.,18,1
IRL,01,1980,1980,12,6061,O,.,.,.,18,1
IRL,01,1980,1980,TOT,74064,O,.,.,.,18,1
IRL,01,1981,1981,1,6135,O,.,.,.,18,1
IRL,01,1981,1981,2,5667,O,.,.,.,18,1
IRL,01,1981,1981,3,6456,O,.,.,.,18,1
IRL,01,1981,1981,4,6282,O,.,.,.,18,1
IRL,01,1981,1981,5,6284,O,.,.,.,18,1
