Australia, Exposure to risk (period 5x5), 	Last modified: 14 Apr 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
2005-2009     85-89           723992.21       391260.38      1115252.58
2005-2009     90-94           307040.12       120214.26       427254.38
2005-2009     95-99            76591.88        20693.09        97284.98
2005-2009    100-104            8952.16         1718.15        10670.31
2005-2009    105-109             460.50           58.65          519.15
2005-2009    110+                  3.78            0.00            3.78
2010-2014        0            734587.06       775904.53      1510491.59
2010-2014      1-4           2903473.71      3062063.40      5965537.11
2010-2014      5-9           3466463.36      3659153.68      7125617.04
2010-2014     10-14          3391589.73      3569349.92      6960939.65
2010-2014     15-19          3559023.89      3752503.90      7311527.79
2010-2014     20-24          3986210.62      4167321.77      8153532.39
2010-2014     25-29          4183495.50      4279470.04      8462965.55
2010-2014     30-34          3984120.40      4003011.83      7987132.23
2010-2014     35-39          3938436.10      3908349.64      7846785.73
2010-2014     40-44          4081244.30      4001907.24      8083151.54
2010-2014     45-49          3892131.33      3810444.95      7702576.28
2010-2014     50-54          3831054.97      3751100.65      7582155.61
2010-2014     55-59          3448697.96      3368288.56      6816986.53
2010-2014     60-64          3096494.61      3051732.64      6148227.25
2010-2014     65-69          2557250.71      2525393.58      5082644.28
2010-2014     70-74          1931700.06      1852511.17      3784211.22
2010-2014     75-79          1537380.53      1344624.61      2882005.14
2010-2014     80-84          1259570.09       964788.01      2224358.10
2010-2014     85-89           868169.32       530180.95      1398350.28
2010-2014     90-94           382036.41       169751.00       551787.41
2010-2014     95-99            96821.97        29305.55       126127.53
2010-2014    100-104           12080.53         2418.16        14498.69
2010-2014    105-109             539.05           72.35          611.41
2010-2014    110+                  3.91            0.00            3.91
2015-2018        0            606960.89       642486.25      1249447.14
2015-2018      1-4           2450682.65      2586224.58      5036907.22
2015-2018      5-9           3064534.66      3230343.16      6294877.81
2015-2018     10-14          2837786.78      2998721.69      5836508.47
2015-2018     15-19          2885983.21      3035410.77      5921393.98
2015-2018     20-24          3338987.16      3491654.12      6830641.27
2015-2018     25-29          3658071.21      3670684.05      7328755.26
2015-2018     30-34          3641826.55      3592965.48      7234792.04
2015-2018     35-39          3297134.09      3277699.94      6574834.03
2015-2018     40-44          3264477.25      3219495.43      6483972.68
2015-2018     45-49          3308590.64      3183619.49      6492210.13
2015-2018     50-54          3135301.32      3034925.52      6170226.84
2015-2018     55-59          3034251.07      2922581.80      5956832.87
2015-2018     60-64          2702320.03      2578912.34      5281232.37
2015-2018     65-69          2409283.46      2335949.25      4745232.71
2015-2018     70-74          1894014.56      1824055.94      3718070.50
2015-2018     75-79          1399135.35      1263574.58      2662709.93
2015-2018     80-84          1032329.38       831106.35      1863435.73
2015-2018     85-89           733807.61       498509.07      1232316.68
2015-2018     90-94           373265.81       191361.57       564627.38
2015-2018     95-99            98250.08        34678.22       132928.30
2015-2018    100-104           12733.38         2916.23        15649.61
2015-2018    105-109             668.89           84.01          752.90
2015-2018    110+                  6.56            0.00            6.56
