Germany, Deaths (period 5x10), 	Last modified: 17 Dec 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1990-1999        0             19276.01        25914.03        45190.04
1990-1999      1-4              4777.00         6225.00        11002.00
1990-1999      5-9              2956.00         4066.00         7022.00
1990-1999     10-14             2852.00         4281.00         7133.00
1990-1999     15-19             6674.00        16715.00        23389.00
1990-1999     20-24             8835.00        27599.00        36434.00
1990-1999     25-29            12368.00        34641.00        47009.00
1990-1999     30-34            18443.00        45307.00        63750.00
1990-1999     35-39            27171.00        59514.00        86685.00
1990-1999     40-44            39990.00        80739.00       120729.00
1990-1999     45-49            56711.00       112677.11       169388.11
1990-1999     50-54            90257.10       190033.30       280290.40
1990-1999     55-59           136735.10       297188.36       433923.46
1990-1999     60-64           192261.12       392404.48       584665.60
1990-1999     65-69           302318.23       472523.54       774841.77
1990-1999     70-74           460083.23       502807.57       962890.80
1990-1999     75-79           660245.53       534527.72      1194773.25
1990-1999     80-84           983764.69       597099.82      1580864.51
1990-1999     85-89          1015144.59       460885.56      1476030.15
1990-1999     90-94           543379.30       181631.16       725010.46
1990-1999     95-99           141100.06        33754.00       174854.06
1990-1999    100-104           16448.00         3309.00        19757.00
1990-1999    105-109             803.00          139.00          942.00
1990-1999    110+                 17.00            4.00           21.00
2000-2009        0             12209.92        15940.38        28150.30
2000-2009      1-4              2826.11         3499.24         6325.35
2000-2009      5-9              1683.05         2284.08         3967.13
2000-2009     10-14             2102.06         2881.10         4983.16
2000-2009     15-19             4960.19        11601.83        16562.02
2000-2009     20-24             6010.29        17013.21        23023.50
2000-2009     25-29             6520.52        17005.32        23525.84
2000-2009     30-34            10158.77        23142.69        33301.46
2000-2009     35-39            20309.36        40871.94        61181.30
2000-2009     40-44            36077.56        71487.73       107565.29
2000-2009     45-49            57313.26       110752.36       168065.62
2000-2009     50-54            79617.10       154970.52       234587.62
2000-2009     55-59           105901.39       209235.35       315136.74
2000-2009     60-64           163494.55       327559.43       491053.98
2000-2009     65-69           253220.27       476301.93       729522.20
2000-2009     70-74           366236.28       570309.19       936545.47
2000-2009     75-79           589873.54       619540.61      1209414.15
2000-2009     80-84           841085.77       556908.02      1397993.79
2000-2009     85-89           898593.13       398135.32      1296728.45
2000-2009     90-94           691235.33       215275.07       906510.40
2000-2009     95-99           262428.06        59422.90       321850.96
2000-2009    100-104           35589.22         5561.54        41150.76
2000-2009    105-109            1853.64          189.99         2043.63
2000-2009    110+                 33.45            4.00           37.45
2010-2017        0              8547.21        10594.04        19141.25
2010-2017      1-4              1596.32         1973.54         3569.86
2010-2017      5-9              1006.10         1302.26         2308.36
2010-2017     10-14             1151.17         1505.35         2656.52
2010-2017     15-19             2599.63         5389.50         7989.13
2010-2017     20-24             3566.84         9333.44        12900.28
2010-2017     25-29             4626.05        11199.80        15825.85
2010-2017     30-34             6692.58        14244.72        20937.30
2010-2017     35-39             9872.39        19013.08        28885.47
2010-2017     40-44            19315.62        34932.12        54247.74
2010-2017     45-49            40051.78        72219.96       112271.74
2010-2017     50-54            67028.74       123989.32       191018.06
2010-2017     55-59            93636.18       177755.53       271391.71
2010-2017     60-64           127752.66       235321.44       363074.10
2010-2017     65-69           166844.35       292700.45       459544.80
2010-2017     70-74           280760.16       448359.91       729120.07
2010-2017     75-79           447147.58       587285.49      1034433.07
2010-2017     80-84           632742.73       602807.06      1235549.79
2010-2017     85-89           838645.00       495179.29      1333824.29
2010-2017     90-94           645767.30       233743.09       879510.39
2010-2017     95-99           223349.67        54195.78       277545.45
2010-2017    100-104           45191.38         7158.98        52350.36
2010-2017    105-109            2753.41          306.31         3059.72
2010-2017    110+                 59.27            3.72           62.99
