Germany, Exposure to risk (period 5x10), 	Last modified: 17 Dec 2018;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1990-1999        0           3948426.75      4163975.19      8112401.94
1990-1999      1-4          16471566.29     17349587.27     33821153.56
1990-1999      5-9          21644143.29     22770425.97     44414569.25
1990-1999     10-14         21382162.46     22472370.07     43854532.53
1990-1999     15-19         21125266.93     22204447.93     43329714.87
1990-1999     20-24         25344655.26     26544209.58     51888864.84
1990-1999     25-29         31712956.73     33777171.35     65490128.08
1990-1999     30-34         33221979.74     35391166.76     68613146.50
1990-1999     35-39         30471871.04     32024813.66     62496684.70
1990-1999     40-44         27553553.27     28521028.23     56074581.50
1990-1999     45-49         25037772.70     25756210.46     50793983.16
1990-1999     50-54         26572506.64     27130441.13     53702947.77
1990-1999     55-59         27363602.17     27224554.33     54588156.50
1990-1999     60-64         23716831.33     22065474.00     45782305.33
1990-1999     65-69         22281113.50     16856910.84     39138024.34
1990-1999     70-74         19888498.50     11570247.17     31458745.67
1990-1999     75-79         15636746.50      7471722.33     23108468.83
1990-1999     80-84         12486049.60      4990935.23     17476984.82
1990-1999     85-89          7367193.98      2453979.72      9821173.70
1990-1999     90-94          2357304.42       629924.36      2987228.78
1990-1999     95-99           403431.66        82238.55       485670.21
1990-1999    100-104           32759.17         5438.27        38197.44
1990-1999    105-109            1282.00          225.17         1507.16
1990-1999    110+                 15.00            1.67           16.67
2000-2009        0           3443791.77      3631369.24      7075161.01
2000-2009      1-4          14390975.05     15165803.76     29556778.81
2000-2009      5-9          19094589.34     20103176.41     39197765.76
2000-2009     10-14         20825917.10     21892652.18     42718569.28
2000-2009     15-19         22291639.30     23358073.42     45649712.71
2000-2009     20-24         23230297.69     23817289.78     47047587.47
2000-2009     25-29         23490489.85     23969999.60     47460489.45
2000-2009     30-34         26540820.53     27318768.57     53859589.10
2000-2009     35-39         32079263.88     33316496.99     65395760.87
2000-2009     40-44         33410352.05     34632016.08     68042368.13
2000-2009     45-49         30496475.94     31113747.84     61610223.77
2000-2009     50-54         27263885.60     27248221.96     54512107.57
2000-2009     55-59         24331631.25     23967996.59     48299627.84
2000-2009     60-64         25395502.86     24384807.60     49780310.46
2000-2009     65-69         25532429.13     23151528.16     48683957.29
2000-2009     70-74         21104724.02     17103433.25     38208157.27
2000-2009     75-79         18070530.57     11294549.94     29365080.52
2000-2009     80-84         13545831.77      6074361.03     19620192.80
2000-2009     85-89          7563675.12      2523826.60     10087501.72
2000-2009     90-94          3265340.64       824188.97      4089529.61
2000-2009     95-99           790244.98       150254.72       940499.70
2000-2009    100-104           73665.82         9828.91        83494.73
2000-2009    105-109            2843.73          285.70         3129.43
2000-2009    110+                 32.31            6.00           38.31
2010-2017        0           2761479.20      2906254.86      5667734.06
2010-2017      1-4          10896124.23     11483569.35     22379693.59
2010-2017      5-9          13781713.86     14539735.71     28321449.57
2010-2017     10-14         14727989.49     15550255.56     30278245.05
2010-2017     15-19         15840507.45     16914204.85     32754712.31
2010-2017     20-24         18218127.04     19330312.55     37548439.59
2010-2017     25-29         19829646.83     20822067.07     40651713.90
2010-2017     30-34         19645588.76     20190316.19     39835904.95
2010-2017     35-39         19154713.49     19447521.86     38602235.35
2010-2017     40-44         22106432.02     22524249.19     44630681.21
2010-2017     45-49         26570652.92     27228870.25     53799523.17
2010-2017     50-54         26301353.96     26677114.30     52978468.26
2010-2017     55-59         23215170.12     22876781.67     46091951.79
2010-2017     60-64         20514967.18     19512814.62     40027781.80
2010-2017     65-69         17639106.23     16249955.24     33889061.46
2010-2017     70-74         19033096.15     16467490.25     35500586.40
2010-2017     75-79         17127162.69     13372986.08     30500148.77
2010-2017     80-84         11820505.94      7648036.04     19468541.98
2010-2017     85-89          7757350.38      3534597.96     11291948.34
2010-2017     90-94          3269228.99       987353.74      4256582.72
2010-2017     95-99           685540.21       144287.59       829827.79
2010-2017    100-104           91780.30        13105.40       104885.69
2010-2017    105-109            4179.60          424.25         4603.85
2010-2017    110+                 61.37            1.77           63.14
