Taiwan, Deaths (period 1x10), 	Last modified: 18 Dec 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1970-1979        0             21756.00        27090.00        48846.00
1970-1979        1              6110.54         7115.93        13226.47
1970-1979        2              3325.74         4105.32         7431.06
1970-1979        3              2029.10         2562.44         4591.54
1970-1979        4              1417.62         1791.31         3208.93
1970-1979        5              1097.66         1518.84         2616.50
1970-1979        6               922.44         1353.83         2276.27
1970-1979        7               760.12         1276.22         2036.34
1970-1979        8               653.67         1205.97         1859.64
1970-1979        9               581.11         1109.14         1690.25
1970-1979       10               578.67         1101.89         1680.56
1970-1979       11               604.13         1056.12         1660.25
1970-1979       12               712.69         1106.95         1819.64
1970-1979       13               757.37         1213.45         1970.82
1970-1979       14               844.15         1374.61         2218.76
1970-1979       15              1011.76         1725.03         2736.79
1970-1979       16              1114.88         2140.24         3255.12
1970-1979       17              1189.19         2486.80         3675.99
1970-1979       18              1293.71         2901.77         4195.48
1970-1979       19              1306.47         2988.12         4294.59
1970-1979       20              1349.79         2758.13         4107.92
1970-1979       21              1328.14         2682.71         4010.85
1970-1979       22              1296.83         2801.14         4097.97
1970-1979       23              1254.91         2926.43         4181.34
1970-1979       24              1241.34         2761.57         4002.91
1970-1979       25              1154.23         2495.66         3649.89
1970-1979       26              1091.77         2344.30         3436.07
1970-1979       27              1020.07         2204.55         3224.62
1970-1979       28              1028.09         2144.45         3172.54
1970-1979       29               970.84         2016.02         2986.86
1970-1979       30              1012.47         1986.80         2999.27
1970-1979       31              1081.44         2058.03         3139.47
1970-1979       32              1141.91         2162.37         3304.28
1970-1979       33              1181.88         2238.70         3420.58
1970-1979       34              1276.29         2379.11         3655.40
1970-1979       35              1344.83         2498.12         3842.95
1970-1979       36              1401.04         2676.97         4078.01
1970-1979       37              1486.52         2724.20         4210.72
1970-1979       38              1509.28         2982.83         4492.11
1970-1979       39              1625.35         3273.86         4899.21
1970-1979       40              1727.05         3472.55         5199.60
1970-1979       41              1812.07         3743.02         5555.09
1970-1979       42              1925.74         4035.55         5961.29
1970-1979       43              2014.05         4220.12         6234.17
1970-1979       44              2203.07         4620.75         6823.82
1970-1979       45              2149.83         4946.73         7096.56
1970-1979       46              2297.71         5301.29         7599.00
1970-1979       47              2420.79         5623.74         8044.53
1970-1979       48              2584.10         6008.02         8592.12
1970-1979       49              2702.55         6252.19         8954.74
1970-1979       50              2765.17         6631.55         9396.72
1970-1979       51              3008.62         6789.34         9797.96
1970-1979       52              3134.84         7016.85        10151.69
1970-1979       53              3242.80         7309.12        10551.92
1970-1979       54              3359.57         7566.13        10925.70
1970-1979       55              3430.66         7952.79        11383.45
1970-1979       56              3560.30         8089.71        11650.01
1970-1979       57              3755.07         8237.83        11992.90
1970-1979       58              3902.98         8487.11        12390.09
1970-1979       59              4171.98         8577.56        12749.54
1970-1979       60              4318.52         8839.86        13158.38
1970-1979       61              4543.16         9054.52        13597.68
1970-1979       62              4845.30         9655.19        14500.49
1970-1979       63              5092.93         9805.88        14898.81
