PopName,Area,Year,YearReg,Month,Vital,RefCode,Access,Births,NoteCode1,NoteCode2,NoteCode3,LDB
BEL,20,1973,1973,10,1,68,O,10123,.,.,.,1
BEL,20,1973,1973,11,1,68,O,9575,.,.,.,1
BEL,20,1973,1973,12,1,68,O,10320,.,.,.,1
BEL,20,1973,1973,TOT,1,68,O,129424,.,.,.,1
BEL,20,1974,1974,1,1,68,O,10391,.,.,.,1
BEL,20,1974,1974,2,1,68,O,9553,.,.,.,1
BEL,20,1974,1974,3,1,68,O,10434,.,.,.,1
BEL,20,1974,1974,4,1,68,O,10586,.,.,.,1
BEL,20,1974,1974,5,1,68,O,11233,.,.,.,1
BEL,20,1974,1974,6,1,68,O,10273,.,.,.,1
BEL,20,1974,1974,7,1,68,O,10921,.,.,.,1
BEL,20,1974,1974,8,1,68,O,10626,.,.,.,1
BEL,20,1974,1974,9,1,68,O,10447,.,.,.,1
BEL,20,1974,1974,10,1,68,O,10307,.,.,.,1
BEL,20,1974,1974,11,1,68,O,9310,.,.,.,1
BEL,20,1974,1974,12,1,68,O,9593,.,.,.,1
BEL,20,1974,1974,TOT,1,68,O,123674,.,.,.,1
BEL,20,1975,1975,1,1,68,O,10038,.,.,.,1
BEL,20,1975,1975,2,1,68,O,9385,.,.,.,1
BEL,20,1975,1975,3,1,68,O,10431,.,.,.,1
BEL,20,1975,1975,4,1,68,O,10406,.,.,.,1
BEL,20,1975,1975,5,1,68,O,10609,.,.,.,1
BEL,20,1975,1975,6,1,68,O,10066,.,.,.,1
BEL,20,1975,1975,7,1,68,O,10550,.,.,.,1
BEL,20,1975,1975,8,1,68,O,9926,.,.,.,1
BEL,20,1975,1975,9,1,68,O,9735,.,.,.,1
BEL,20,1975,1975,10,1,68,O,9531,.,.,.,1
BEL,20,1975,1975,11,1,68,O,9197,.,.,.,1
BEL,20,1975,1975,12,1,68,O,9819,.,.,.,1
BEL,20,1975,1975,TOT,1,68,O,119693,.,.,.,1
BEL,20,1976,1976,1,1,68,O,9886,.,.,.,1
BEL,20,1976,1976,2,1,68,O,9604,.,.,.,1
BEL,20,1976,1976,3,1,68,O,10340,.,.,.,1
BEL,20,1976,1976,4,1,68,O,10281,.,.,.,1
BEL,20,1976,1976,5,1,68,O,10428,.,.,.,1
BEL,20,1976,1976,6,1,68,O,10389,.,.,.,1
BEL,20,1976,1976,7,1,68,O,10623,.,.,.,1
BEL,20,1976,1976,8,1,68,O,10446,.,.,.,1
BEL,20,1976,1976,9,1,68,O,10242,.,.,.,1
BEL,20,1976,1976,10,1,68,O,9841,.,.,.,1
BEL,20,1976,1976,11,1,68,O,9265,.,.,.,1
BEL,20,1976,1976,12,1,68,O,9689,.,.,.,1
BEL,20,1976,1976,TOT,1,68,O,121034,.,.,.,1
BEL,20,1977,1977,1,1,68,O,9756,.,.,.,1
BEL,20,1977,1977,2,1,68,O,9149,.,.,.,1
BEL,20,1977,1977,3,1,68,O,10162,.,.,.,1
BEL,20,1977,1977,4,1,68,O,10101,.,.,.,1
BEL,20,1977,1977,5,1,68,O,11142,.,.,.,1
BEL,20,1977,1977,6,1,68,O,10800,.,.,.,1
BEL,20,1977,1977,7,1,68,O,10677,.,.,.,1
BEL,20,1977,1977,8,1,68,O,10403,.,.,.,1
BEL,20,1977,1977,9,1,68,O,10423,.,.,.,1
BEL,20,1977,1977,10,1,68,O,10126,.,.,.,1
BEL,20,1977,1977,11,1,68,O,9311,.,.,.,1
BEL,20,1977,1977,12,1,68,O,9802,.,.,.,1
BEL,20,1977,1977,TOT,1,68,O,121852,.,.,.,1
BEL,20,1978,1978,1,1,68,O,9828,.,.,.,1
BEL,20,1978,1978,2,1,68,O,9309,.,.,.,1
BEL,20,1978,1978,3,1,68,O,10565,.,.,.,1
BEL,20,1978,1978,4,1,68,O,10491,.,.,.,1
BEL,20,1978,1978,5,1,68,O,11313,.,.,.,1
BEL,20,1978,1978,6,1,68,O,10783,.,.,.,1
BEL,20,1978,1978,7,1,68,O,10502,.,.,.,1
BEL,20,1978,1978,8,1,68,O,10300,.,.,.,1
BEL,20,1978,1978,9,1,68,O,10164,.,.,.,1
BEL,20,1978,1978,10,1,68,O,10211,.,.,.,1
BEL,20,1978,1978,11,1,68,O,9358,.,.,.,1
BEL,20,1978,1978,12,1,68,O,9768,.,.,.,1
BEL,20,1978,1978,TOT,1,68,O,122592,.,.,.,1
BEL,20,1979,1979,1,1,68,O,9968,.,.,.,1
BEL,20,1979,1979,2,1,68,O,9242,.,.,.,1
BEL,20,1979,1979,3,1,68,O,10640,.,.,.,1
BEL,20,1979,1979,4,1,68,O,10704,.,.,.,1
BEL,20,1979,1979,5,1,68,O,11286,.,.,.,1
BEL,20,1979,1979,6,1,68,O,10389,.,.,.,1
BEL,20,1979,1979,7,1,68,O,10674,.,.,.,1
BEL,20,1979,1979,8,1,68,O,10539,.,.,.,1
BEL,20,1979,1979,9,1,68,O,10215,.,.,.,1
BEL,20,1979,1979,10,1,68,O,10559,.,.,.,1
BEL,20,1979,1979,11,1,68,O,9821,.,.,.,1
BEL,20,1979,1979,12,1,68,O,9788,.,.,.,1
BEL,20,1979,1979,TOT,1,68,O,123825,.,.,.,1
BEL,20,1980,1980,1,1,68,O,10282,.,.,.,1
BEL,20,1980,1980,2,1,68,O,9780,.,.,.,1
BEL,20,1980,1980,3,1,68,O,10484,.,.,.,1
BEL,20,1980,1980,4,1,68,O,10570,.,.,.,1
BEL,20,1980,1980,5,1,68,O,10744,.,.,.,1
BEL,20,1980,1980,6,1,68,O,10431,.,.,.,1
BEL,20,1980,1980,7,1,68,O,10820,.,.,.,1
BEL,20,1980,1980,8,1,68,O,10366,.,.,.,1
BEL,20,1980,1980,9,1,68,O,10472,.,.,.,1
BEL,20,1980,1980,10,1,68,O,10697,.,.,.,1
BEL,20,1980,1980,11,1,68,O,9630,.,.,.,1
BEL,20,1980,1980,12,1,68,O,10122,.,.,.,1
BEL,20,1980,1980,TOT,1,68,O,124398,.,.,.,1
BEL,20,1981,1981,1,1,68,O,10165,.,.,.,1
BEL,20,1981,1981,2,1,68,O,9517,.,.,.,1
BEL,20,1981,1981,3,1,68,O,10453,.,.,.,1
BEL,20,1981,1981,4,1,68,O,10582,.,.,.,1
BEL,20,1981,1981,5,1,68,O,10667,.,.,.,1
BEL,20,1981,1981,6,1,68,O,10510,.,.,.,1
BEL,20,1981,1981,7,1,68,O,10771,.,.,.,1
BEL,20,1981,1981,8,1,68,O,10727,.,.,.,1
BEL,20,1981,1981,9,1,68,O,10596,.,.,.,1
BEL,20,1981,1981,10,1,68,O,10185,.,.,.,1
BEL,20,1981,1981,11,1,68,O,9629,.,.,.,1
BEL,20,1981,1981,12,1,68,O,9990,.,.,.,1
BEL,20,1981,1981,TOT,1,68,O,123792,.,.,.,1
BEL,20,1982,1982,1,1,68,O,9836,.,.,.,1
BEL,20,1982,1982,2,1,68,O,9246,.,.,.,1
BEL,20,1982,1982,3,1,68,O,10505,.,.,.,1
BEL,20,1982,1982,4,1,68,O,10418,.,.,.,1
BEL,20,1982,1982,5,1,68,O,10439,.,.,.,1
BEL,20,1982,1982,6,1,68,O,10192,.,.,.,1
BEL,20,1982,1982,7,1,68,O,10447,.,.,.,1
BEL,20,1982,1982,8,1,68,O,10110,.,.,.,1
BEL,20,1982,1982,9,1,68,O,10185,.,.,.,1
BEL,20,1982,1982,10,1,68,O,9921,.,.,.,1
BEL,20,1982,1982,11,1,68,O,9328,.,.,.,1
BEL,20,1982,1982,12,1,68,O,9614,.,.,.,1
BEL,20,1982,1982,TOT,1,68,O,120241,.,.,.,1
BEL,20,1983,1983,1,1,68,O,9790,.,.,.,1
BEL,20,1983,1983,2,1,68,O,8804,.,.,.,1
BEL,20,1983,1983,3,1,68,O,9810,.,.,.,1
BEL,20,1983,1983,4,1,68,O,9772,.,.,.,1
BEL,20,1983,1983,5,1,68,O,10188,.,.,.,1
BEL,20,1983,1983,6,1,68,O,10292,.,.,.,1
BEL,20,1983,1983,7,1,68,O,10296,.,.,.,1
BEL,20,1983,1983,8,1,68,O,10144,.,.,.,1
BEL,20,1983,1983,9,1,68,O,10076,.,.,.,1
BEL,20,1983,1983,10,1,68,O,9575,.,.,.,1
BEL,20,1983,1983,11,1,68,O,9055,.,.,.,1
BEL,20,1983,1983,12,1,68,O,9343,.,.,.,1
BEL,20,1983,1983,TOT,1,68,O,117145,.,.,.,1
BEL,20,1984,1984,1,1,68,O,9588,.,.,.,1
BEL,20,1984,1984,2,1,68,O,9185,.,.,.,1
BEL,20,1984,1984,3,1,68,O,9861,.,.,.,1
BEL,20,1984,1984,4,1,68,O,9260,.,.,.,1
BEL,20,1984,1984,5,1,68,O,9996,.,.,.,1
BEL,20,1984,1984,6,1,68,O,9860,.,.,.,1
BEL,20,1984,1984,7,1,68,O,10209,.,.,.,1
BEL,20,1984,1984,8,1,68,O,10026,.,.,.,1
BEL,20,1984,1984,9,1,68,O,9576,.,.,.,1
BEL,20,1984,1984,10,1,68,O,10034,.,.,.,1
BEL,20,1984,1984,11,1,68,O,9047,.,.,.,1
BEL,20,1984,1984,12,1,68,O,9009,.,.,.,1
BEL,20,1984,1984,TOT,1,68,O,115651,.,.,.,1
BEL,20,1985,1985,1,1,68,O,9291,.,.,.,1
BEL,20,1985,1985,2,1,68,O,8524,.,.,.,1
BEL,20,1985,1985,3,1,68,O,9859,.,.,.,1
BEL,20,1985,1985,4,1,68,O,9788,.,.,.,1
BEL,20,1985,1985,5,1,68,O,10103,.,.,.,1
BEL,20,1985,1985,6,1,68,O,9530,.,.,.,1
BEL,20,1985,1985,7,1,68,O,10197,.,.,.,1
BEL,20,1985,1985,8,1,68,O,9610,.,.,.,1
BEL,20,1985,1985,9,1,68,O,9618,.,.,.,1
BEL,20,1985,1985,10,1,68,O,9711,.,.,.,1
BEL,20,1985,1985,11,1,68,O,8646,.,.,.,1
BEL,20,1985,1985,12,1,68,O,9215,.,.,.,1
BEL,20,1985,1985,TOT,1,68,O,114092,.,.,.,1
BEL,20,1986,1986,1,1,68,O,9370,.,.,.,1
BEL,20,1986,1986,2,1,68,O,8956,.,.,.,1
BEL,20,1986,1986,3,1,68,O,9918,.,.,.,1
BEL,20,1986,1986,4,1,68,O,9830,.,.,.,1
BEL,20,1986,1986,5,1,68,O,10216,.,.,.,1
BEL,20,1986,1986,6,1,68,O,10121,.,.,.,1
BEL,20,1986,1986,7,1,68,O,10192,.,.,.,1
BEL,20,1986,1986,8,1,68,O,10012,.,.,.,1
BEL,20,1986,1986,9,1,68,O,9901,.,.,.,1
BEL,20,1986,1986,10,1,68,O,9944,.,.,.,1
BEL,20,1986,1986,11,1,68,O,9014,.,.,.,1
BEL,20,1986,1986,12,1,68,O,9640,.,.,.,1
BEL,20,1986,1986,TOT,1,68,O,117114,.,.,.,1
BEL,20,1987,1987,1,1,68,O,9754,.,.,.,1
BEL,20,1987,1987,2,1,68,O,9024,.,.,.,1
BEL,20,1987,1987,3,1,68,O,9910,.,.,.,1
BEL,20,1987,1987,4,1,68,O,9837,.,.,.,1
BEL,20,1987,1987,5,1,68,O,10105,.,.,.,1
BEL,20,1987,1987,6,1,68,O,10281,.,.,.,1
BEL,20,1987,1987,7,1,68,O,10286,.,.,.,1
BEL,20,1987,1987,8,1,68,O,9842,.,.,.,1
BEL,20,1987,1987,9,1,68,O,10019,.,.,.,1
BEL,20,1987,1987,10,1,68,O,9947,.,.,.,1
BEL,20,1987,1987,11,1,68,O,9050,.,.,.,1
BEL,20,1987,1987,12,1,68,O,9279,.,.,.,1
BEL,20,1987,1987,TOT,1,68,O,117334,.,.,.,1
BEL,20,1988,1988,1,1,68,O,9680,.,.,.,1
BEL,20,1988,1988,2,1,68,O,9499,.,.,.,1
BEL,20,1988,1988,3,1,68,O,10670,.,.,.,1
BEL,20,1988,1988,4,1,68,O,10043,.,.,.,1
BEL,20,1988,1988,5,1,68,O,10415,.,.,.,1
BEL,20,1988,1988,6,1,68,O,10128,.,.,.,1
BEL,20,1988,1988,7,1,68,O,10252,.,.,.,1
BEL,20,1988,1988,8,1,68,O,10200,.,.,.,1
BEL,20,1988,1988,9,1,68,O,10093,.,.,.,1
BEL,20,1988,1988,10,1,68,O,9798,.,.,.,1
BEL,20,1988,1988,11,1,68,O,9317,.,.,.,1
BEL,20,1988,1988,12,1,68,O,9684,.,.,.,1
BEL,20,1988,1988,TOT,1,68,O,119779,.,.,.,1
BEL,20,1989,1989,1,1,68,O,9824,.,.,.,1
BEL,20,1989,1989,2,1,68,O,9170,.,.,.,1
BEL,20,1989,1989,3,1,68,O,10558,.,.,.,1
BEL,20,1989,1989,4,1,68,O,10320,.,.,.,1
BEL,20,1989,1989,5,1,68,O,10419,.,.,.,1
BEL,20,1989,1989,6,1,68,O,10363,.,.,.,1
BEL,20,1989,1989,7,1,68,O,10515,.,.,.,1
BEL,20,1989,1989,8,1,68,O,10355,.,.,.,1
BEL,20,1989,1989,9,1,68,O,9835,.,.,.,1
BEL,20,1989,1989,10,1,68,O,10114,.,.,.,1
BEL,20,1989,1989,11,1,68,O,9534,.,.,.,1
BEL,20,1989,1989,12,1,68,O,9897,.,.,.,1
BEL,20,1989,1989,TOT,1,68,O,120904,.,.,.,1
BEL,20,1990,1990,1,1,68,O,10186,.,.,.,1
BEL,20,1990,1990,2,1,68,O,9576,.,.,.,1
BEL,20,1990,1990,3,1,68,O,10502,.,.,.,1
BEL,20,1990,1990,4,1,68,O,10295,.,.,.,1
BEL,20,1990,1990,5,1,68,O,10772,.,.,.,1
BEL,20,1990,1990,6,1,68,O,10399,.,.,.,1
BEL,20,1990,1990,7,1,68,O,10740,.,.,.,1
BEL,20,1990,1990,8,1,68,O,10632,.,.,.,1
BEL,20,1990,1990,9,1,68,O,10222,.,.,.,1
BEL,20,1990,1990,10,1,68,O,10697,.,.,.,1
BEL,20,1990,1990,11,1,68,O,9734,.,.,.,1
BEL,20,1990,1990,12,1,68,O,10021,.,.,.,1
BEL,20,1990,1990,TOT,1,68,O,123776,.,.,.,1
BEL,20,1991,1991,1,1,68,O,10789,.,.,.,1
BEL,20,1991,1991,2,1,68,O,9357,.,.,.,1
BEL,20,1991,1991,3,1,68,O,11055,.,.,.,1
BEL,20,1991,1991,4,1,68,O,10431,.,.,.,1
BEL,20,1991,1991,5,1,68,O,10742,.,.,.,1
BEL,20,1991,1991,6,1,68,O,10330,.,.,.,1
BEL,20,1991,1991,7,1,68,O,11303,.,.,.,1
BEL,20,1991,1991,8,1,68,O,10572,.,.,.,1
BEL,20,1991,1991,9,1,68,O,10926,.,.,.,1
BEL,20,1991,1991,10,1,68,O,10609,.,.,.,1
BEL,20,1991,1991,11,1,68,O,9858,.,.,.,1
BEL,20,1991,1991,12,1,68,O,9952,.,.,.,1
BEL,20,1991,1991,TOT,1,68,O,125924,.,.,.,1
BEL,20,1992,1992,1,1,68,O,10776,.,.,.,1
BEL,20,1992,1992,2,1,68,O,10360,.,.,.,1
BEL,20,1992,1992,3,1,68,O,10731,.,.,.,1
BEL,20,1992,1992,4,1,68,O,10370,.,.,.,1
BEL,20,1992,1992,5,1,68,O,10402,.,.,.,1
BEL,20,1992,1992,6,1,68,O,10448,.,.,.,1
BEL,20,1992,1992,7,1,68,O,11095,.,.,.,1
BEL,20,1992,1992,8,1,68,O,10552,.,.,.,1
BEL,20,1992,1992,9,1,68,O,10614,.,.,.,1
BEL,20,1992,1992,10,1,68,O,10218,.,.,.,1
BEL,20,1992,1992,11,1,68,O,9370,.,.,.,1
BEL,20,1992,1992,12,1,68,O,9838,.,.,.,1
BEL,20,1992,1992,TOT,1,68,O,124774,.,.,.,1
BEL,20,1993,1993,1,1,68,O,9895,.,.,.,1
BEL,20,1993,1993,2,1,68,O,9359,.,.,.,1
BEL,20,1993,1993,3,1,68,O,10699,.,.,.,1
BEL,20,1993,1993,4,1,68,O,10121,.,.,.,1
BEL,20,1993,1993,5,1,68,O,10152,.,.,.,1
BEL,20,1993,1993,6,1,68,O,10408,.,.,.,1
BEL,20,1993,1993,7,1,68,O,10872,.,.,.,1
BEL,20,1993,1993,8,1,68,O,10159,.,.,.,1
BEL,20,1993,1993,9,1,68,O,10272,.,.,.,1
BEL,20,1993,1993,10,1,68,O,10038,.,.,.,1
BEL,20,1993,1993,11,1,68,O,9179,.,.,.,1
BEL,20,1993,1993,12,1,68,O,9694,.,.,.,1
BEL,20,1993,1993,TOT,1,68,O,120848,.,.,.,1
BEL,20,1994,1994,1,1,68,O,9492,.,.,.,1
BEL,20,1994,1994,2,1,68,O,8979,.,.,.,1
BEL,20,1994,1994,3,1,68,O,10244,.,.,.,1
BEL,20,1994,1994,4,1,68,O,9618,.,.,.,1
BEL,20,1994,1994,5,1,68,O,10171,.,.,.,1
BEL,20,1994,1994,6,1,68,O,10241,.,.,.,1
BEL,20,1994,1994,7,1,68,O,10313,.,.,.,1
BEL,20,1994,1994,8,1,68,O,9653,.,.,.,1
BEL,20,1994,1994,9,1,68,O,9716,.,.,.,1
BEL,20,1994,1994,10,1,68,O,9709,.,.,.,1
BEL,20,1994,1994,11,1,68,O,8870,.,.,.,1
BEL,20,1994,1994,12,1,68,O,9507,.,.,.,1
BEL,20,1994,1994,TOT,1,68,O,116513,.,.,.,1
BEL,20,1995,1995,1,1,68,O,9506,.,.,.,1
BEL,20,1995,1995,2,1,68,O,8704,.,.,.,1
BEL,20,1995,1995,3,1,68,O,10079,.,.,.,1
BEL,20,1995,1995,4,1,68,O,8993,.,.,.,1
BEL,20,1995,1995,5,1,68,O,9957,.,.,.,1
BEL,20,1995,1995,6,1,68,O,10240,.,.,.,1
BEL,20,1995,1995,7,1,68,O,10098,.,.,.,1
BEL,20,1995,1995,8,1,68,O,10090,.,.,.,1
BEL,20,1995,1995,9,1,68,O,9867,.,.,.,1
BEL,20,1995,1995,10,1,68,O,9736,.,.,.,1
BEL,20,1995,1995,11,1,68,O,9040,.,.,.,1
BEL,20,1995,1995,12,1,68,O,9232,.,.,.,1
BEL,20,1995,1995,TOT,1,68,O,115542,.,.,.,1
BEL,20,1996,1996,1,1,68,O,9520,.,.,.,1
BEL,20,1996,1996,2,1,68,O,9217,.,.,.,1
BEL,20,1996,1996,3,1,68,O,9868,.,.,.,1
BEL,20,1996,1996,4,1,68,O,9455,.,.,.,1
BEL,20,1996,1996,5,1,68,O,9984,.,.,.,1
BEL,20,1996,1996,6,1,68,O,9556,.,.,.,1
BEL,20,1996,1996,7,1,68,O,10190,.,.,.,1
BEL,20,1996,1996,8,1,68,O,9906,.,.,.,1
BEL,20,1996,1996,9,1,68,O,9824,.,.,.,1
BEL,20,1996,1996,10,1,68,O,9972,.,.,.,1
BEL,20,1996,1996,11,1,68,O,9185,.,.,.,1
BEL,20,1996,1996,12,1,68,O,9765,.,.,.,1
BEL,20,1996,1996,TOT,1,68,O,116442,.,.,.,1
BEL,20,1997,1997,1,1,68,O,9794,.,.,.,1
BEL,20,1997,1997,2,1,68,O,9046,.,.,.,1
BEL,20,1997,1997,3,1,68,O,9620,.,.,.,1
BEL,20,1997,1997,4,1,68,O,10007,.,.,.,1
BEL,20,1997,1997,5,1,68,O,9972,.,.,.,1
BEL,20,1997,1997,6,1,68,O,9812,.,.,.,1
BEL,20,1997,1997,7,1,68,O,10504,.,.,.,1
BEL,20,1997,1997,8,1,68,O,9736,.,.,.,1
BEL,20,1997,1997,9,1,68,O,9552,.,.,.,1
BEL,20,1997,1997,10,1,68,O,9829,.,.,.,1
BEL,20,1997,1997,11,1,68,O,8641,.,.,.,1
BEL,20,1997,1997,12,1,68,O,9700,.,.,.,1
BEL,20,1997,1997,TOT,1,68,O,116213,.,.,.,1
BEL,20,1998,1998,1,1,69,O,9492,.,.,.,1
BEL,20,1998,1998,2,1,69,O,8641,.,.,.,1
BEL,20,1998,1998,3,1,69,O,9793,.,.,.,1
BEL,20,1998,1998,4,1,69,O,9603,.,.,.,1
BEL,20,1998,1998,5,1,69,O,9238,.,.,.,1
BEL,20,1998,1998,6,1,69,O,9535,.,.,.,1
BEL,20,1998,1998,7,1,69,O,10295,.,.,.,1
BEL,20,1998,1998,8,1,69,O,9941,.,.,.,1
BEL,20,1998,1998,9,1,69,O,9984,.,.,.,1
BEL,20,1998,1998,10,1,69,O,9563,.,.,.,1
BEL,20,1998,1998,11,1,69,O,8872,.,.,.,1
BEL,20,1998,1998,12,1,69,O,9302,.,.,.,1
BEL,20,1998,1998,TOT,1,69,O,114259,.,.,.,1
BEL,20,1999,1999,1,1,69,O,9215,.,.,.,1
BEL,20,1999,1999,2,1,69,O,8834,.,.,.,1
BEL,20,1999,1999,3,1,69,O,9998,.,.,.,1
BEL,20,1999,1999,4,1,69,O,9604,.,.,.,1
BEL,20,1999,1999,5,1,69,O,9507,.,.,.,1
BEL,20,1999,1999,6,1,69,O,9718,.,.,.,1
BEL,20,1999,1999,7,1,69,O,10095,.,.,.,1
BEL,20,1999,1999,8,1,69,O,9583,.,.,.,1
BEL,20,1999,1999,9,1,69,O,9883,.,.,.,1
BEL,20,1999,1999,10,1,69,O,9365,.,.,.,1
BEL,20,1999,1999,11,1,69,O,8919,.,.,.,1
BEL,20,1999,1999,12,1,69,O,9449,.,.,.,1
BEL,20,1999,1999,TOT,1,69,O,114170,.,.,.,1
BEL,20,2000,2000,1,1,69,O,9769,.,.,.,1
BEL,20,2000,2000,2,1,69,O,9321,.,.,.,1
BEL,20,2000,2000,3,1,69,O,9939,.,.,.,1
BEL,20,2000,2000,4,1,69,O,9336,.,.,.,1
BEL,20,2000,2000,5,1,69,O,10195,.,.,.,1
BEL,20,2000,2000,6,1,69,O,9464,.,.,.,1
BEL,20,2000,2000,7,1,69,O,10010,.,.,.,1
BEL,20,2000,2000,8,1,69,O,10213,.,.,.,1
BEL,20,2000,2000,9,1,69,O,9563,.,.,.,1
BEL,20,2000,2000,10,1,69,O,9890,.,.,.,1
BEL,20,2000,2000,11,1,69,O,9305,.,.,.,1
BEL,20,2000,2000,12,1,69,O,9391,.,.,.,1
BEL,20,2000,2000,TOT,1,69,O,116396,.,.,.,1
BEL,20,2001,2001,1,1,69,O,9928,.,.,.,1
BEL,20,2001,2001,2,1,69,O,8686,.,.,.,1
BEL,20,2001,2001,3,1,69,O,9843,.,.,.,1
BEL,20,2001,2001,4,1,69,O,9627,.,.,.,1
BEL,20,2001,2001,5,1,69,O,10074,.,.,.,1
BEL,20,2001,2001,6,1,69,O,9503,.,.,.,1
BEL,20,2001,2001,7,1,69,O,10119,.,.,.,1
BEL,20,2001,2001,8,1,69,O,10000,.,.,.,1
BEL,20,2001,2001,9,1,69,O,9313,.,.,.,1
BEL,20,2001,2001,10,1,69,O,9866,.,.,.,1
BEL,20,2001,2001,11,1,69,O,9172,.,.,.,1
BEL,20,2001,2001,12,1,69,O,9241,.,.,.,1
BEL,20,2001,2001,TOT,1,69,O,115372,.,.,.,1
BEL,20,2002,2002,1,1,69,O,9659,.,.,.,1
BEL,20,2002,2002,2,1,69,O,8904,.,.,.,1
BEL,20,2002,2002,3,1,69,O,9755,.,.,.,1
BEL,20,2002,2002,4,1,69,O,9080,.,.,.,1
BEL,20,2002,2002,5,1,69,O,9435,.,.,.,1
BEL,20,2002,2002,6,1,69,O,8971,.,.,.,1
BEL,20,2002,2002,7,1,69,O,10063,.,.,.,1
BEL,20,2002,2002,8,1,69,O,9793,.,.,.,1
BEL,20,2002,2002,9,1,69,O,9454,.,.,.,1
BEL,20,2002,2002,10,1,69,O,9759,.,.,.,1
BEL,20,2002,2002,11,1,69,O,8820,.,.,.,1
BEL,20,2002,2002,12,1,69,O,9403,.,.,.,1
BEL,20,2002,2002,TOT,1,69,O,113096,.,.,.,1
BEL,20,2003,2003,1,1,69,O,9676,.,.,.,1
BEL,20,2003,2003,2,1,69,O,8642,.,.,.,1
BEL,20,2003,2003,3,1,69,O,9402,.,.,.,1
BEL,20,2003,2003,4,1,69,O,9610,.,.,.,1
BEL,20,2003,2003,5,1,69,O,9294,.,.,.,1
BEL,20,2003,2003,6,1,69,O,9448,.,.,.,1
BEL,20,2003,2003,7,1,69,O,10319,.,.,.,1
BEL,20,2003,2003,8,1,69,O,9548,.,.,.,1
BEL,20,2003,2003,9,1,69,O,9801,.,.,.,1
BEL,20,2003,2003,10,1,69,O,9596,.,.,.,1
BEL,20,2003,2003,11,1,69,O,8923,.,.,.,1
BEL,20,2003,2003,12,1,69,O,9746,.,.,.,1
BEL,20,2003,2003,TOT,1,69,O,114005,.,.,.,1
BEL,20,2004,2004,1,1,69,O,9829,.,.,.,1
BEL,20,2004,2004,2,1,69,O,9125,.,.,.,1
BEL,20,2004,2004,3,1,69,O,9782,.,.,.,1
BEL,20,2004,2004,4,1,69,O,9441,.,.,.,1
BEL,20,2004,2004,5,1,69,O,9162,.,.,.,1
BEL,20,2004,2004,6,1,69,O,9915,.,.,.,1
BEL,20,2004,2004,7,1,69,O,10444,.,.,.,1
BEL,20,2004,2004,8,1,69,O,10209,.,.,.,1
BEL,20,2004,2004,9,1,69,O,9985,.,.,.,1
BEL,20,2004,2004,10,1,69,O,9842,.,.,.,1
BEL,20,2004,2004,11,1,69,O,9429,.,.,.,1
BEL,20,2004,2004,12,1,69,O,10132,.,.,.,1
BEL,20,2004,2004,TOT,1,69,O,117295,.,.,.,1
BEL,20,2005,2005,1,1,69,O,9849,.,.,.,1
BEL,20,2005,2005,2,1,69,O,9172,.,.,.,1
BEL,20,2005,2005,3,1,69,O,10313,.,.,.,1
BEL,20,2005,2005,4,1,69,O,9819,.,.,.,1
BEL,20,2005,2005,5,1,69,O,9955,.,.,.,1
BEL,20,2005,2005,6,1,69,O,10048,.,.,.,1
BEL,20,2005,2005,7,1,69,O,10082,.,.,.,1
BEL,20,2005,2005,8,1,69,O,10541,.,.,.,1
BEL,20,2005,2005,9,1,69,O,10208,.,.,.,1
BEL,20,2005,2005,10,1,69,O,10233,.,.,.,1
BEL,20,2005,2005,11,1,69,O,9439,.,.,.,1
BEL,20,2005,2005,12,1,69,O,9963,.,.,.,1
BEL,20,2005,2005,TOT,1,69,O,119622,.,.,.,1
BEL,20,2006,2006,1,1,69,O,10158,.,.,.,1
BEL,20,2006,2006,2,1,69,O,9225,.,.,.,1
BEL,20,2006,2006,3,1,69,O,10474,.,.,.,1
BEL,20,2006,2006,4,1,69,O,9757,.,.,.,1
BEL,20,2006,2006,5,1,69,O,10490,.,.,.,1
BEL,20,2006,2006,6,1,69,O,10281,.,.,.,1
BEL,20,2006,2006,7,1,69,O,10444,.,.,.,1
BEL,20,2006,2006,8,1,69,O,10640,.,.,.,1
BEL,20,2006,2006,9,1,69,O,10695,.,.,.,1
BEL,20,2006,2006,10,1,69,O,10786,.,.,.,1
BEL,20,2006,2006,11,1,69,O,9832,.,.,.,1
BEL,20,2006,2006,12,1,69,O,9747,.,.,.,1
BEL,20,2006,2006,TOT,1,69,O,122529,.,.,.,1
BEL,20,2007,2007,1,1,69,O,10411,.,.,.,1
BEL,20,2007,2007,2,1,69,O,9511,.,.,.,1
BEL,20,2007,2007,3,1,69,O,10402,.,.,.,1
BEL,20,2007,2007,4,1,69,O,9701,.,.,.,1
BEL,20,2007,2007,5,1,69,O,10540,.,.,.,1
BEL,20,2007,2007,6,1,69,O,10112,.,.,.,1
BEL,20,2007,2007,7,1,69,O,10915,.,.,.,1
BEL,20,2007,2007,8,1,69,O,11183,.,.,.,1
BEL,20,2007,2007,9,1,69,O,10384,.,.,.,1
BEL,20,2007,2007,10,1,69,O,10834,.,.,.,1
BEL,20,2007,2007,11,1,69,O,9886,.,.,.,1
BEL,20,2007,2007,12,1,69,O,10216,.,.,.,1
BEL,20,2007,2007,TOT,1,69,O,124095,.,.,.,1
BEL,20,2008,2008,1,1,69,O,10943,.,.,.,1
