Chile, Deaths (period 5x5), 	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1992-1994        0              5126.00         6330.05        11456.05
1992-1994      1-4               922.00         1312.01         2234.01
1992-1994      5-9               453.00          615.01         1068.01
1992-1994     10-14              403.00          673.00         1076.00
1992-1994     15-19              656.00         1647.01         2303.01
1992-1994     20-24              767.00         2777.03         3544.03
1992-1994     25-29              923.00         3250.02         4173.02
1992-1994     30-34             1109.00         3318.04         4427.04
1992-1994     35-39             1581.00         3409.04         4990.04
1992-1994     40-44             2022.00         3731.02         5753.02
1992-1994     45-49             2844.00         4799.04         7643.04
1992-1994     50-54             3758.00         6019.04         9777.04
1992-1994     55-59             4698.00         7573.06        12271.06
1992-1994     60-64             7077.00        11099.09        18176.09
1992-1994     65-69             9041.00        12843.10        21884.10
1992-1994     70-74            10924.00        14124.10        25048.10
1992-1994     75-79            14107.00        14903.12        29010.12
1992-1994     80-84            15095.00        13154.11        28249.11
1992-1994     85-89            12104.00         7966.07        20070.07
1992-1994     90-94             6449.00         3151.02         9600.02
1992-1994     95-99             1939.00          642.01         2581.01
1992-1994    100-104             323.00           87.00          410.00
1992-1994    105-109              38.00            9.00           47.00
1992-1994    110+                  4.00            1.00            5.00
1995-1999        0              6356.00         8025.00        14381.00
1995-1999      1-4              1318.00         1583.00         2901.00
1995-1999      5-9               708.00         1045.00         1753.00
1995-1999     10-14              668.00         1041.00         1709.00
1995-1999     15-19              987.00         2512.00         3499.00
1995-1999     20-24             1158.00         4401.00         5559.00
1995-1999     25-29             1360.00         4966.00         6326.00
1995-1999     30-34             1941.00         5798.00         7739.00
1995-1999     35-39             2648.00         6236.00         8884.00
1995-1999     40-44             3422.00         7217.00        10639.00
1995-1999     45-49             4705.00         8634.00        13339.00
1995-1999     50-54             6425.00        11172.00        17597.00
1995-1999     55-59             8259.00        14200.00        22459.00
1995-1999     60-64            10823.00        17437.00        28260.00
1995-1999     65-69            15889.00        23914.00        39803.00
1995-1999     70-74            19335.00        25828.00        45163.00
1995-1999     75-79            22996.00        25518.00        48514.00
1995-1999     80-84            27143.00        23646.00        50789.00
1995-1999     85-89            24181.00        16317.00        40498.00
1995-1999     90-94            13919.00         7054.00        20973.00
1995-1999     95-99             4628.00         1812.00         6440.00
1995-1999    100-104             794.00          237.00         1031.00
1995-1999    105-109              78.00           25.00          103.00
1995-1999    110+                  6.00            2.00            8.00
2000-2004        0              4634.00         5801.00        10435.00
2000-2004      1-4               943.00         1222.00         2165.00
2000-2004      5-9               560.00          782.00         1342.00
2000-2004     10-14              636.00          989.00         1625.00
2000-2004     15-19              893.00         2488.00         3381.00
2000-2004     20-24             1067.00         3874.00         4941.00
2000-2004     25-29             1293.00         4315.00         5608.00
2000-2004     30-34             1599.00         5034.00         6633.00
2000-2004     35-39             2468.00         6132.00         8600.00
2000-2004     40-44             3616.00         7561.00        11177.00
2000-2004     45-49             4877.00         9040.00        13917.00
2000-2004     50-54             6470.00        11269.00        17739.00
2000-2004     55-59             8583.00        14644.00        23227.00
2000-2004     60-64            11406.00        18096.00        29502.00
2000-2004     65-69            14711.00        22003.00        36714.00
2000-2004     70-74            21032.00        29019.00        50051.00
2000-2004     75-79            24495.00        27984.00        52479.00
2000-2004     80-84            27048.00        24515.00        51563.00
2000-2004     85-89            26711.00        18043.00        44754.00
2000-2004     90-94            17286.00         8614.00        25900.00
2000-2004     95-99             6053.00         2222.00         8275.00
2000-2004    100-104            1118.00          295.00         1413.00
2000-2004    105-109              96.00           15.00          111.00
2000-2004    110+                 16.00            6.00           22.00
2005-2009        0              4291.00         5414.00         9705.00
2005-2009      1-4               704.00          912.00         1616.00
