Chile, Death rates (period 1x10), 	Last modified: 20 Jul 2020;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1992-1999        0             0.011070        0.013239        0.012179
1992-1999        1             0.000824        0.001034        0.000931
1992-1999        2             0.000614        0.000702        0.000659
1992-1999        3             0.000379        0.000513        0.000448
1992-1999        4             0.000291        0.000360        0.000326
1992-1999        5             0.000262        0.000338        0.000301
1992-1999        6             0.000226        0.000288        0.000257
1992-1999        7             0.000189        0.000299        0.000245
1992-1999        8             0.000191        0.000281        0.000237
1992-1999        9             0.000204        0.000268        0.000237
1992-1999       10             0.000204        0.000277        0.000241
1992-1999       11             0.000208        0.000295        0.000252
1992-1999       12             0.000198        0.000276        0.000238
1992-1999       13             0.000219        0.000344        0.000283
1992-1999       14             0.000245        0.000474        0.000362
1992-1999       15             0.000301        0.000544        0.000424
1992-1999       16             0.000343        0.000691        0.000519
1992-1999       17             0.000342        0.000881        0.000615
1992-1999       18             0.000376        0.000980        0.000682
1992-1999       19             0.000362        0.001159        0.000765
1992-1999       20             0.000398        0.001347        0.000876
1992-1999       21             0.000386        0.001398        0.000894
1992-1999       22             0.000411        0.001533        0.000973
1992-1999       23             0.000418        0.001585        0.001000
1992-1999       24             0.000381        0.001565        0.000971
1992-1999       25             0.000408        0.001624        0.001012
1992-1999       26             0.000438        0.001718        0.001071
1992-1999       27             0.000454        0.001714        0.001076
1992-1999       28             0.000499        0.001760        0.001121
1992-1999       29             0.000522        0.001741        0.001122
1992-1999       30             0.000541        0.001866        0.001192
1992-1999       31             0.000567        0.001828        0.001186
1992-1999       32             0.000613        0.001958        0.001272
1992-1999       33             0.000651        0.001973        0.001299
1992-1999       34             0.000737        0.002020        0.001366
1992-1999       35             0.000828        0.002125        0.001464
1992-1999       36             0.000819        0.002181        0.001486
1992-1999       37             0.000942        0.002315        0.001613
1992-1999       38             0.001104        0.002371        0.001723
1992-1999       39             0.001144        0.002503        0.001807
1992-1999       40             0.001210        0.002737        0.001954
1992-1999       41             0.001410        0.002994        0.002182
1992-1999       42             0.001485        0.003313        0.002376
1992-1999       43             0.001608        0.003385        0.002474
1992-1999       44             0.001880        0.003602        0.002719
1992-1999       45             0.002054        0.004082        0.003041
1992-1999       46             0.002279        0.004396        0.003308
1992-1999       47             0.002516        0.004590        0.003525
1992-1999       48             0.002758        0.005130        0.003913
1992-1999       49             0.003062        0.005563        0.004279
1992-1999       50             0.003296        0.006208        0.004708
1992-1999       51             0.003778        0.006576        0.005133
1992-1999       52             0.003979        0.007258        0.005568
1992-1999       53             0.004507        0.007799        0.006100
1992-1999       54             0.004731        0.008697        0.006642
1992-1999       55             0.005147        0.009786        0.007369
1992-1999       56             0.005639        0.010518        0.007966
1992-1999       57             0.006170        0.011002        0.008469
1992-1999       58             0.006612        0.012403        0.009366
1992-1999       59             0.007388        0.013506        0.010287
1992-1999       60             0.007835        0.014618        0.011022
1992-1999       61             0.008592        0.016320        0.012204
1992-1999       62             0.009780        0.017824        0.013530
1992-1999       63             0.010886        0.019598        0.014932
1992-1999       64             0.011965        0.021250        0.016262
1992-1999       65             0.013115        0.023090        0.017714
1992-1999       66             0.014124        0.024929        0.019082
1992-1999       67             0.015579        0.027817        0.021173
1992-1999       68             0.016694        0.029811        0.022667
1992-1999       69             0.019465        0.032713        0.025456
1992-1999       70             0.021098        0.036818        0.028139
1992-1999       71             0.023890        0.040174        0.031132
1992-1999       72             0.026642        0.044585        0.034567
1992-1999       73             0.028808        0.047695        0.037059
1992-1999       74             0.032325        0.052977        0.041235
1992-1999       75             0.036065        0.058384        0.045554
1992-1999       76             0.039644        0.063372        0.049575
1992-1999       77             0.043357        0.066620        0.052963
1992-1999       78             0.049567        0.075183        0.060008
1992-1999       79             0.054755        0.081508        0.065481
1992-1999       80             0.058183        0.090178        0.070434
1992-1999       81             0.065088        0.096740        0.076989
1992-1999       82             0.073108        0.106816        0.085547
1992-1999       83             0.079587        0.119833        0.094120
1992-1999       84             0.088312        0.128338        0.102463
1992-1999       85             0.100985        0.142881        0.115470
1992-1999       86             0.108790        0.155360        0.124443
1992-1999       87             0.123768        0.169974        0.138877
1992-1999       88             0.136774        0.178156        0.149954
1992-1999       89             0.154449        0.194703        0.166940
1992-1999       90             0.166555        0.210890        0.179961
1992-1999       91             0.185797        0.236197        0.200593
1992-1999       92             0.206309        0.241240        0.216245
1992-1999       93             0.215366        0.263694        0.228687
1992-1999       94             0.239372        0.302000        0.255977
1992-1999       95             0.268388        0.304096        0.277504
1992-1999       96             0.270124        0.311707        0.280449
1992-1999       97             0.298506        0.364157        0.314079
1992-1999       98             0.312719        0.361273        0.323658
1992-1999       99             0.355739        0.447298        0.375538
1992-1999      100             0.386409        0.409349        0.391153
1992-1999      101             0.391411        0.404753        0.394180
1992-1999      102             0.392522        0.581854        0.431022
1992-1999      103             0.375415        0.367840        0.373886
1992-1999      104             0.433843        0.477137        0.442943
1992-1999      105             0.340904        0.254741        0.321340
1992-1999      106             0.475935        0.371563        0.449095
1992-1999      107             0.356831        0.394922        0.367160
1992-1999      108             0.362180        0.405680        0.374737
1992-1999      109             0.551623        0.372517        0.496531
1992-1999      110+            0.262904        0.194868        0.243301
2000-2009        0             0.007756        0.009340        0.008565
2000-2009        1             0.000605        0.000748        0.000678
2000-2009        2             0.000363        0.000452        0.000408
2000-2009        3             0.000261        0.000323        0.000293
2000-2009        4             0.000215        0.000274        0.000245
2000-2009        5             0.000190        0.000231        0.000211
2000-2009        6             0.000171        0.000225        0.000199
2000-2009        7             0.000175        0.000212        0.000194
2000-2009        8             0.000123        0.000222        0.000173
2000-2009        9             0.000156        0.000211        0.000184
2000-2009       10             0.000151        0.000208        0.000180
2000-2009       11             0.000165        0.000216        0.000191
2000-2009       12             0.000174        0.000230        0.000203
2000-2009       13             0.000180        0.000269        0.000225
2000-2009       14             0.000221        0.000340        0.000282
2000-2009       15             0.000259        0.000452        0.000357
2000-2009       16             0.000279        0.000593        0.000439
2000-2009       17             0.000314        0.000747        0.000534
2000-2009       18             0.000302        0.000907        0.000609
2000-2009       19             0.000320        0.001035        0.000683
2000-2009       20             0.000333        0.001145        0.000744
2000-2009       21             0.000315        0.001219        0.000772
2000-2009       22             0.000356        0.001223        0.000794
2000-2009       23             0.000374        0.001251        0.000816
2000-2009       24             0.000370        0.001336        0.000855
2000-2009       25             0.000375        0.001362        0.000870
2000-2009       26             0.000394        0.001365        0.000880
2000-2009       27             0.000414        0.001361        0.000887
2000-2009       28             0.000454        0.001428        0.000939
2000-2009       29             0.000444        0.001467        0.000953
2000-2009       30             0.000452        0.001507        0.000976
2000-2009       31             0.000474        0.001582        0.001023
2000-2009       32             0.000539        0.001635        0.001082
2000-2009       33             0.000573        0.001665        0.001113
2000-2009       34             0.000649        0.001763        0.001199
2000-2009       35             0.000644        0.001781        0.001204
2000-2009       36             0.000734        0.001909        0.001311
2000-2009       37             0.000781        0.001933        0.001347
2000-2009       38             0.000816        0.002086        0.001439
2000-2009       39             0.000899        0.002212        0.001542
2000-2009       40             0.000987        0.002340        0.001649
2000-2009       41             0.001123        0.002536        0.001814
2000-2009       42             0.001165        0.002560        0.001846
2000-2009       43             0.001303        0.002890        0.002077
2000-2009       44             0.001451        0.003023        0.002217
2000-2009       45             0.001603        0.003346        0.002452
2000-2009       46             0.001745        0.003608        0.002652
2000-2009       47             0.002042        0.003760        0.002877
2000-2009       48             0.002117        0.004070        0.003066
2000-2009       49             0.002374        0.004547        0.003430
2000-2009       50             0.002602        0.004860        0.003699
2000-2009       51             0.002851        0.005395        0.004087
2000-2009       52             0.003094        0.005687        0.004352
2000-2009       53             0.003552        0.006250        0.004859
2000-2009       54             0.003798        0.007002        0.005349
2000-2009       55             0.004073        0.007476        0.005720
2000-2009       56             0.004657        0.008318        0.006427
